,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,6,15,6,15,21
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,6,32,6,32,38
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,7,1,7,8
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,0,1,0,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,225,595,225,595,820
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,3,4,3,4,7
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,1,1,1,2
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,1,0,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,19,42,19,42,61
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,86,190,86,190,276
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,120,302,120,302,422
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,16,19,16,19,35
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,0,1,0,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,2,3,2,3,5
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,15,16,15,16,31
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,95,368,95,368,463
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,4,1,4,5
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,3,1,3,4
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,29,101,29,101,130
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,37,105,37,105,142
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,5,16,5,16,21
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,25,118,25,118,143
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,3,0,3,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,2,10,2,10,12
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,35,77,35,77,112
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,3,9,3,9,12
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,5,5,5,5,10
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,14,23,14,23,37
SAN JAVIER(BNI),internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,6,0,6,6
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,1,1,1,2
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,2,0,2,0,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,4,4,4,4,8
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,1,0,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,228,1432,228,1432,1660
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,2,0,2,0,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,126,244,126,244,370
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,8,10,8,10,18
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,74,145,74,145,219
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,4,4,4,4,8
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,156,170,156,170,326
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,31,76,31,76,107
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,4,9,4,9,13
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,5,13,5,13,18
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,9,15,9,15,24
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,35,123,35,123,158
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,2,3,2,3,5
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,1,2,1,2,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,2,9,2,9,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-04-01,45,77,45,77,122
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,13,1,13,14
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,6,2,6,8
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,1,1,1,2
APOLO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,23,48,23,48,71
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,2,0,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,20,5,20,25
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,60,5,60,65
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,7,47,7,47,54
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,27,0,27,27
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,3,7,3,7,10
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,3,2,3,5
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,2,0,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,33,60,33,60,93
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,204,716,204,716,920
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,4,6,4,6,10
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,4,0,4,0,4
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,4,0,4,4
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,16,21,16,21,37
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,4,0,4,4
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,254,721,254,721,975
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,2,2,2,4
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,14,2,14,16
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,2,0,2,2
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
GAIOC JATUN AYLLU YURA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,3,28,3,28,31
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,4,8,4,8,12
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,3,0,3,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,271,680,271,680,951
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,6,8,6,8,14
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,7,5,7,12
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,0,1,0,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,0,0,0,0
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,18,25,18,25,43
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,128,539,128,539,667
OMEREQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,0,1,0,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,51,213,51,213,264
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,27,5,27,32
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,3,1,3,4
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,2,1,2,3
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,9,24,9,24,33
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,125,407,125,407,532
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,2,2,2,4
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,36,85,36,85,121
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,49,120,49,120,169
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,28,2,28,30
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,23,118,23,118,141
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,4,0,4,4
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,6,12,6,12,18
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,29,43,29,43,72
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,8,0,8,8
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,2,6,2,6,8
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,8,4,8,4,12
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,16,23,16,23,39
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,1,3,1,3,4
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,5,5,5,10
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,217,1225,217,1225,1442
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,134,251,134,251,385
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,8,7,8,7,15
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,109,218,109,218,327
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,9,5,9,14
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,47,50,47,50,97
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,11,91,11,91,102
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,8,15,8,15,23
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,7,9,7,9,16
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,6,18,6,18,24
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,19,117,19,117,136
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,3,10,3,10,13
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,0,3,0,3,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,5,8,5,8,13
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-05-01,60,83,60,83,143
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,4,21,4,21,25
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,5,2,5,7
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,8,18,8,18,26
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,30,40,30,40,70
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,11,0,11,11
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,11,22,11,22,33
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,11,53,11,53,64
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,8,53,8,53,61
CARIPUYO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,2,0,2,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,5,2,5,7
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,7,2,7,9
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,13,1,13,14
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,6,0,6,6
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,26,61,26,61,87
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,284,629,284,629,913
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,2,0,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,3,0,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,5,25,5,25,30
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,103,262,103,262,365
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,8,1,8,9
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,231,680,231,680,911
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,0,1,0,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,10,2,10,12
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,2,0,2,2
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,9,2,9,11
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,3,30,3,30,33
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,9,1,9,10
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,0,2,0,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,259,586,259,586,845
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,3,3,3,3,6
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,2,1,2,3
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,8,4,8,4,12
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,2,0,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,13,28,13,28,41
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,113,211,113,211,324
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,102,310,102,310,412
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,14,25,14,25,39
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,3,0,3,3
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,2,0,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,14,5,14,5,19
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,113,361,113,361,474
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,3,2,3,5
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,28,82,28,82,110
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,41,98,41,98,139
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,18,35,18,35,53
QUIME,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,17,124,17,124,141
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,3,1,3,4
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,10,2,10,12
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,7,56,7,56,63
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,4,1,4,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,11,1,11,12
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,8,29,8,29,37
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,2,6,2,6,8
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,10,13,10,13,23
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,3,7,3,7,10
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,159,1588,159,1588,1747
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,3,0,3,3
SENA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,2,0,2,2
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,122,209,122,209,331
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,17,21,17,21,38
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,97,187,97,187,284
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,3,19,3,19,22
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,1,1,1,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,22,17,22,17,39
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,14,64,14,64,78
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,5,17,5,17,22
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,7,8,7,8,15
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,44,127,44,127,171
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,8,19,8,19,27
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,23,86,23,86,109
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,1,10,1,10,11
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,0,1,0,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,4,13,4,13,17
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-06-01,9,15,9,15,24
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,12,2,12,14
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,4,1,4,5
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,13,24,13,24,37
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,33,54,33,54,87
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,7,16,7,16,23
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,12,53,12,53,65
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,10,47,10,47,57
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,2,1,2,3
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,12,0,12,12
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,3,15,3,15,18
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,7,4,7,4,11
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,6,0,6,6
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,20,44,20,44,64
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,316,645,316,645,961
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,2,0,2,2
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,1,1,1,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,9,15,9,15,24
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,8,2,8,10
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,262,762,262,762,1024
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,3,2,3,5
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,2,0,2,2
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,34,1,34,35
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,9,2,9,11
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,0,2,0,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,319,681,319,681,1000
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,5,1,5,6
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,0,1,0,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,5,9,5,9,14
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,1,1,1,2
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,0,1,0,1
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,1,2,1,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,2,0,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,15,33,15,33,48
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,78,179,78,179,257
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,81,344,81,344,425
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,21,27,21,27,48
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,6,2,6,8
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,0,4,0,4,4
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,10,15,10,15,25
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,97,314,97,314,411
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,5,2,5,2,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,35,78,35,78,113
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,40,109,40,109,149
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,2,18,2,18,20
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,1,3,1,3,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,25,139,25,139,164
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,11,16,11,16,27
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,3,11,3,11,14
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2022-07-01,9,49,9,49,58
