municipality,group,variable,month,Primer Control Post Parto,TOTAL
PUNATA,atencion de partos en servicios,primer control post parto,2023-03-01,47,47
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2023-03-01,86,86
QUIME,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
RAVELO,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
REYES,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
RIBERALTA,atencion de partos en servicios,primer control post parto,2023-03-01,288,288
ROBORE,atencion de partos en servicios,primer control post parto,2023-03-01,23,23
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2023-03-01,7,7
SABAYA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SACABA,atencion de partos en servicios,primer control post parto,2023-03-01,191,191
SACABAMBA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SACACA,atencion de partos en servicios,primer control post parto,2023-03-01,7,7
SAIPINA,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SAMAIPATA,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
SAN ANDRES,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SAN BENITO,atencion de partos en servicios,primer control post parto,2023-03-01,8,8
SAN BORJA,atencion de partos en servicios,primer control post parto,2023-03-01,5,5
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2023-03-01,27,27
SAN CARLOS,atencion de partos en servicios,primer control post parto,2023-03-01,11,11
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2023-03-01,44,44
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2023-03-01,166,166
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2023-03-01,36,36
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2023-03-01,14,14
SAN LUCAS,atencion de partos en servicios,primer control post parto,2023-03-01,7,7
SAN MATIAS,atencion de partos en servicios,primer control post parto,2023-03-01,5,5
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2023-03-01,18,18
SAN PABLO DE LIPEZ,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SAN PEDRO,atencion de partos en servicios,primer control post parto,2023-03-01,11,11
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2023-03-01,17,17
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2023-03-01,16,16
SANTA ANA,atencion de partos en servicios,primer control post parto,2023-03-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2023-03-01,583,583
SANTA ROSA,atencion de partos en servicios,primer control post parto,2023-03-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2023-03-01,7,7
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
SENA,atencion de partos en servicios,primer control post parto,2023-03-01,10,10
SHINAOTA,atencion de partos en servicios,primer control post parto,2023-03-01,43,43
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2023-03-01,12,12
SIPE SIPE,atencion de partos en servicios,primer control post parto,2023-03-01,46,46
SOPACHUY,atencion de partos en servicios,primer control post parto,2023-03-01,10,10
SORACACHI,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
SORATA,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
SUCRE,atencion de partos en servicios,primer control post parto,2023-03-01,548,548
TACACHI,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
TACACOMA,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
TACOBAMBA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
TARABUCO,atencion de partos en servicios,primer control post parto,2023-03-01,7,7
TARIJA,atencion de partos en servicios,primer control post parto,2023-03-01,108,108
TARVITA,atencion de partos en servicios,primer control post parto,2023-03-01,5,5
TIAHUANACU,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2023-03-01,58,58
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2023-03-01,21,21
TOLATA,atencion de partos en servicios,primer control post parto,2023-03-01,5,5
TOLEDO,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
TOMAVE,atencion de partos en servicios,primer control post parto,2023-03-01,5,5
TOMINA,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
TORO TORO,atencion de partos en servicios,primer control post parto,2023-03-01,8,8
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2023-03-01,15,15
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2023-03-01,4,4
TRIGAL,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
TUPIZA,atencion de partos en servicios,primer control post parto,2023-03-01,9,9
UMALA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
UNCIA,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2023-03-01,4,4
URUBICHA,atencion de partos en servicios,primer control post parto,2023-03-01,8,8
UYUNI,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2023-03-01,16,16
VIACHA,atencion de partos en servicios,primer control post parto,2023-03-01,8,8
VILLA MONTES,atencion de partos en servicios,primer control post parto,2023-03-01,26,26
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2023-03-01,27,27
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2023-03-01,5,5
VILLAZON,atencion de partos en servicios,primer control post parto,2023-03-01,34,34
VINTO,atencion de partos en servicios,primer control post parto,2023-03-01,56,56
VITICHI,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
WARNES,atencion de partos en servicios,primer control post parto,2023-03-01,144,144
YACUIBA,atencion de partos en servicios,primer control post parto,2023-03-01,48,48
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
YAPACANI,atencion de partos en servicios,primer control post parto,2023-03-01,86,86
YOTALA,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
ACHACACHI,atencion de partos en servicios,primer control post parto,2023-04-01,32,32
ACHOCALLA,atencion de partos en servicios,primer control post parto,2023-04-01,17,17
AIQUILE,atencion de partos en servicios,primer control post parto,2023-04-01,35,35
ALCALA,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
ANCORAIMES,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
APOLO,atencion de partos en servicios,primer control post parto,2023-04-01,15,15
ARBIETO,atencion de partos en servicios,primer control post parto,2023-04-01,14,14
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2023-04-01,64,64
ATOCHA,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
AYATA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
AYO AYO,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2023-04-01,9,9
AZURDUY,atencion de partos en servicios,primer control post parto,2023-04-01,8,8
BATALLAS,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
BAURES,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
BELLA FLOR,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2023-04-01,42,42
BETANZOS,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
BOLIVAR,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
CABEZAS,atencion de partos en servicios,primer control post parto,2023-04-01,15,15
CAIROMA,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2023-04-01,10,10
CAJUATA,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
CAMARGO,atencion de partos en servicios,primer control post parto,2023-04-01,12,12
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2023-04-01,3,3
CAMIRI,atencion de partos en servicios,primer control post parto,2023-04-01,88,88
CAPINOTA,atencion de partos en servicios,primer control post parto,2023-04-01,14,14
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
CARACOLLO,atencion de partos en servicios,primer control post parto,2023-04-01,9,9
CARANAVI,atencion de partos en servicios,primer control post parto,2023-04-01,71,71
CARAPARI,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
CARIPUYO,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
CATACORA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2023-04-01,34,34
CHAQUI,atencion de partos en servicios,primer control post parto,2023-04-01,9,9
CHARAGUA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
CHAYANTA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
CHIMORE,atencion de partos en servicios,primer control post parto,2023-04-01,29,29
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2023-04-01,27,27
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
CLIZA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
COBIJA,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
COCHABAMBA,atencion de partos en servicios,primer control post parto,2023-04-01,516,516
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2023-04-01,11,11
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2023-04-01,5,5
COLOMI,atencion de partos en servicios,primer control post parto,2023-04-01,16,16
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
COLQUECHACA,atencion de partos en servicios,primer control post parto,2023-04-01,16,16
COLQUENCHA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
COMARAPA,atencion de partos en servicios,primer control post parto,2023-04-01,12,12
CONCEPCION,atencion de partos en servicios,primer control post parto,2023-04-01,34,34
CORIPATA,atencion de partos en servicios,primer control post parto,2023-04-01,8,8
CORO CORO,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
COROICO,atencion de partos en servicios,primer control post parto,2023-04-01,29,29
CORQUE,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
COTAGAITA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
COTOCA,atencion de partos en servicios,primer control post parto,2023-04-01,85,85
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2023-04-01,15,15
CUEVO,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
CULPINA,atencion de partos en servicios,primer control post parto,2023-04-01,15,15
EL ALTO,atencion de partos en servicios,primer control post parto,2023-04-01,736,736
EL CHORO,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2023-04-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2023-04-01,2,2
EL TORNO,atencion de partos en servicios,primer control post parto,2023-04-01,8,8
EL VILLAR,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2023-04-01,16,16
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2023-04-01,19,19
ESCOMA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2023-04-01,8,8
FILADELFIA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2023-04-01,2,2
GUANAY,atencion de partos en servicios,primer control post parto,2023-04-01,11,11
GUAQUI,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2023-04-01,36,36
GUTIERREZ,atencion de partos en servicios,primer control post parto,2023-04-01,13,13
HUACARETA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
HUANUNI,atencion de partos en servicios,primer control post parto,2023-04-01,16,16
HUARINA,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
HUATAJATA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
HUMANATA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
ICHOCA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
ICLA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
INCAHUASI,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2023-04-01,3,3
IXIAMAS,atencion de partos en servicios,primer control post parto,2023-04-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
LA ASUNTA,atencion de partos en servicios,primer control post parto,2023-04-01,50,50
LA GUARDIA,atencion de partos en servicios,primer control post parto,2023-04-01,101,101
LA PAZ,atencion de partos en servicios,primer control post parto,2023-04-01,490,490
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
LAJA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
LORETO,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
LURIBAY,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
MACHARETI,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
MAGDALENA,atencion de partos en servicios,primer control post parto,2023-04-01,14,14
MAIRANA,atencion de partos en servicios,primer control post parto,2023-04-01,9,9
MAPIRI,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
MECAPACA,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
MINEROS,atencion de partos en servicios,primer control post parto,2023-04-01,30,30
MIZQUE,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
MOCOMOCO,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
MONTERO,atencion de partos en servicios,primer control post parto,2023-04-01,107,107
MORO MORO,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
MOROCHATA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2023-04-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,primer control post parto,2023-04-01,2,2
OCURI,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
OMEREQUE,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
ORURO,atencion de partos en servicios,primer control post parto,2023-04-01,375,375
PADCAYA,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
PADILLA,atencion de partos en servicios,primer control post parto,2023-04-01,20,20
PAILON,atencion de partos en servicios,primer control post parto,2023-04-01,15,15
PALCA,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2023-04-01,19,19
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PATACAMAYA,atencion de partos en servicios,primer control post parto,2023-04-01,32,32
PAZÑA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2023-04-01,12,12
POCONA,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
POOPO,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
PORCO,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
POROMA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PORONGO,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
PORTACHUELO,atencion de partos en servicios,primer control post parto,2023-04-01,19,19
POTOSI,atencion de partos en servicios,primer control post parto,2023-04-01,294,294
PRESTO,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PUCARANI,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,primer control post parto,2023-04-01,20,20
PUERTO RICO,atencion de partos en servicios,primer control post parto,2023-04-01,9,9
PUERTO SILES,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,primer control post parto,2023-04-01,17,17
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2023-04-01,9,9
PUNA,atencion de partos en servicios,primer control post parto,2023-04-01,9,9
PUNATA,atencion de partos en servicios,primer control post parto,2023-04-01,34,34
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2023-04-01,63,63
QUIME,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
RAVELO,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
REYES,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
RIBERALTA,atencion de partos en servicios,primer control post parto,2023-04-01,261,261
ROBORE,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
SABAYA,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
SACABA,atencion de partos en servicios,primer control post parto,2023-04-01,138,138
SACABAMBA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SACACA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
SAIPINA,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
SAMAIPATA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SAN BENITO,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
SAN BORJA,atencion de partos en servicios,primer control post parto,2023-04-01,12,12
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2023-04-01,21,21
SAN CARLOS,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2023-04-01,38,38
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2023-04-01,76,76
SAN JAVIER(BNI),atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2023-04-01,29,29
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2023-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2023-04-01,31,31
SAN LUCAS,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
SAN MATIAS,atencion de partos en servicios,primer control post parto,2023-04-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2023-04-01,11,11
SAN PABLO DE LIPEZ,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SAN PEDRO,atencion de partos en servicios,primer control post parto,2023-04-01,15,15
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2023-04-01,17,17
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2023-04-01,10,10
SANTA ANA,atencion de partos en servicios,primer control post parto,2023-04-01,33,33
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2023-04-01,555,555
SANTA ROSA,atencion de partos en servicios,primer control post parto,2023-04-01,10,10
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
SENA,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
SHINAOTA,atencion de partos en servicios,primer control post parto,2023-04-01,33,33
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2023-04-01,12,12
SICAYA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SIPE SIPE,atencion de partos en servicios,primer control post parto,2023-04-01,30,30
SOPACHUY,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
SORACACHI,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
SORATA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
SUCRE,atencion de partos en servicios,primer control post parto,2023-04-01,538,538
TACACOMA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
TACOBAMBA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
TACOPAYA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2023-04-01,3,3
TARABUCO,atencion de partos en servicios,primer control post parto,2023-04-01,14,14
TARIJA,atencion de partos en servicios,primer control post parto,2023-04-01,85,85
TARVITA,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
TIAHUANACU,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
TIPUANI,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2023-04-01,74,74
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2023-04-01,20,20
TOCO,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
TOLATA,atencion de partos en servicios,primer control post parto,2023-04-01,5,5
TOLEDO,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
TOMAVE,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
TOMINA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
TORO TORO,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2023-04-01,10,10
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2023-04-01,11,11
TRIGAL,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
TRINIDAD,atencion de partos en servicios,primer control post parto,2023-04-01,8,8
TUPIZA,atencion de partos en servicios,primer control post parto,2023-04-01,6,6
UNCIA,atencion de partos en servicios,primer control post parto,2023-04-01,21,21
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2023-04-01,7,7
URUBICHA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
UYUNI,atencion de partos en servicios,primer control post parto,2023-04-01,10,10
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2023-04-01,16,16
VIACHA,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
VILLA MONTES,atencion de partos en servicios,primer control post parto,2023-04-01,28,28
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2023-04-01,4,4
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2023-04-01,34,34
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2023-04-01,6,6
VILLAZON,atencion de partos en servicios,primer control post parto,2023-04-01,30,30
VINTO,atencion de partos en servicios,primer control post parto,2023-04-01,56,56
VITICHI,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
WARNES,atencion de partos en servicios,primer control post parto,2023-04-01,126,126
YACUIBA,atencion de partos en servicios,primer control post parto,2023-04-01,36,36
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
YANACACHI,atencion de partos en servicios,primer control post parto,2023-04-01,2,2
YAPACANI,atencion de partos en servicios,primer control post parto,2023-04-01,86,86
YOTALA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
YUNCHARA,atencion de partos en servicios,primer control post parto,2023-04-01,1,1
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2023-04-01,7,7
ACACIO,atencion de partos en servicios,primer control post parto,2023-05-01,1,1
ACHACACHI,atencion de partos en servicios,primer control post parto,2023-05-01,36,36
ACHOCALLA,atencion de partos en servicios,primer control post parto,2023-05-01,18,18
AIQUILE,atencion de partos en servicios,primer control post parto,2023-05-01,28,28
ALALAY,atencion de partos en servicios,primer control post parto,2023-05-01,1,1
ANCORAIMES,atencion de partos en servicios,primer control post parto,2023-05-01,1,1
ANDAMARCA,atencion de partos en servicios,primer control post parto,2023-05-01,1,1
ANTEQUERA,atencion de partos en servicios,primer control post parto,2023-05-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2023-05-01,4,4
APOLO,atencion de partos en servicios,primer control post parto,2023-05-01,11,11
ARANI,atencion de partos en servicios,primer control post parto,2023-05-01,4,4
ARBIETO,atencion de partos en servicios,primer control post parto,2023-05-01,23,23
ARQUE,atencion de partos en servicios,primer control post parto,2023-05-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2023-05-01,49,49
ATOCHA,atencion de partos en servicios,primer control post parto,2023-05-01,4,4
AUCAPATA,atencion de partos en servicios,primer control post parto,2023-05-01,2,2
AYATA,atencion de partos en servicios,primer control post parto,2023-05-01,1,1
AYO AYO,atencion de partos en servicios,primer control post parto,2023-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2023-05-01,11,11
AZURDUY,atencion de partos en servicios,primer control post parto,2023-05-01,5,5
BATALLAS,atencion de partos en servicios,primer control post parto,2023-05-01,3,3
BAURES,atencion de partos en servicios,primer control post parto,2023-05-01,5,5
BERMEJO,atencion de partos en servicios,primer control post parto,2023-05-01,63,63
BETANZOS,atencion de partos en servicios,primer control post parto,2023-05-01,2,2
BOLIVAR,atencion de partos en servicios,primer control post parto,2023-05-01,2,2
BOYUIBE,atencion de partos en servicios,primer control post parto,2023-05-01,3,3
BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-05-01,4,4
CABEZAS,atencion de partos en servicios,primer control post parto,2023-05-01,18,18
CAIROMA,atencion de partos en servicios,primer control post parto,2023-05-01,2,2
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2023-05-01,5,5
