municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
PAPEL PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
PASORAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,9,9
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,9,9
POOPO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,9,9
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,97,97
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
PUCARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,17,17
PUERTO ACOSTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,8,8
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,14,14
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,18,18
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,63,63
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,30,30
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
RAVELO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,22,22
RIBERALTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,248,248
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,23,23
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,133,133
SACABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
SAMAIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SAN AGUSTIN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
SAN CARLOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,14,14
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,44,44
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,15,15
SAN JAVIER(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,12,12
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,34,34
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,26,26
SAN MATIAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,17,17
SAN PABLO DE LIPEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SAN PEDRO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,12,12
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,17,17
SAN PEDRO DE QUEMES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,12,12
SANTA ANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,404,404
SANTA ROSA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SANTIVAÑES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SAPAHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,10,10
SHINAOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,12,12
SICAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,33,33
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,10,10
SORACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
SORATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,337,337
TACACOMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
TACOBAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
TACOPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
TAPACARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
TARACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
TARATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
TARIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
TEOPONTE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
TIAHUANACU,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
TINGUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
TIPUANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,11,11
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,33,33
TOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
TOLATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
TOLEDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,8,8
TOTORA(CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
TOTORA(ORR),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,58,58
UMALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,8,8
VACAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
VILA VILA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
VILLA CHARCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,16,16
VILLA MONTES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
VILLA RIVERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,7,7
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,40,40
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,5,5
VILLAZON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,34,34
VINTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,53,53
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
YACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,2,2
YACUIBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,9,9
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,6,6
YANACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,1,1
YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,87,87
YOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
YOTALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-03-01,3,3
ACHACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,31,31
ACHOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,10,10
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,34,34
ALALAY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
ALTO BENI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
ANCORAIMES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
ANTEQUERA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
ANZALDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
APOLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,15,15
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
ARBIETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,33,33
ATOCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
AYATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
AYO AYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,12,12
AZURDUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,7,7
BATALLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,19,19
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,26,26
BOLIVAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,15,15
CAIROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,7,7
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
CAMARGO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,18,18
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
CAPINOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,12,12
CAQUIAVIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,10,10
CARANAVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
CARAPARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
CATACORA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,9,9
CHARAGUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,9,9
CHIMORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,32,32
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
CLIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,34,34
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,10,10
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,413,413
COIPASA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
COLCAPIRHUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,5,5
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,5,5
COLLANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
COLOMI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,12,12
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,16,16
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,7,7
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
CONCEPCION,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,34,34
COPACABANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
CORIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
CORO CORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,29,29
CORQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
CUEVO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,15,15
DESAGUADERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,465,465
EL CHORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,5,5
EL VILLAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
ENTRE RIOS CBBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,23,23
EXALTACION,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
GUAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
HUACARETA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,16,16
HUARINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,5,5
HUATAJATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,51,51
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,10,10
LAJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
LAS CARRERAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
LLICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
LURIBAY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
MAPIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
MINEROS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,10,10
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,13,13
MOCOMOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,30,30
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,25,25
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
NAZACARA DE PACAJES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,7,7
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,99,99
PADCAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,5,5
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,13,13
PAILON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,32,32
PALCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,20,20
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PAPEL PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PASORAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,12,12
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
POOPO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,129,129
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PUCARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
PUERTO ACOSTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,11,11
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,18,18
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,9,9
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,52,52
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,21,21
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
RAVELO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,15,15
RIBERALTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,206,206
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,31,31
RURRENABAQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,124,124
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,6,6
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,9,9
SAN BUENA VENTURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,1,1
SAN CARLOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,52,52
SAN JAVIER(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,24,24
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,52,52
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,3,3
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,21,21
SAN MATIAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-04-01,9,9
