municipality,group,variable,month,Mujeres con visita de control en las 48 hrs siguientes al parto,TOTAL
EL VILLAR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,26,26
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,35,35
ESCOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
EUCALIPTUS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
FILADELFIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
GUAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
GUAYARAMERIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,26,26
GUTIERREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,13,13
HUACARAJE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
HUACARETA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
HUANUNI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,18,18
HUARINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
HUMANATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
ICHOCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
ICLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
INCAHUASI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
INQUISIVI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
IXIAMAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
LA ASUNTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,41,41
LA GUARDIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,91,91
LA PAZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,618,618
LAGUNILLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
LAJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
LAS CARRERAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
LICOMA PAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
LLALLAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,63,63
LLICA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
LORETO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
LURIBAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
MACHARETI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
MAGDALENA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,21,21
MAIRANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
MALLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
MAPIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,22,22
MECAPACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
MINEROS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,12,12
MIZQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,13,13
MOCOMOCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
MOJOCOYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
MONTEAGUDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,37,37
MONTERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,76,76
MOROCHATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
OCURI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
OKINAWA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,9,9
OMEREQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
ORURO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,547,547
PADCAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
PADILLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,19,19
PAILON,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,27,27
PALCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
PALOS BLANCOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,24,24
PAMPA GRANDE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
PAPEL PAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
PASORAPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
PATACAMAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,22,22
PAZÑA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
POCOATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,9,9
POCONA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
POJO (CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
POOPO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
PORCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,14,14
POROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,9,9
PORONGO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
PORTACHUELO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,23,23
PORVENIR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
POTOSI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,397,397
PRESTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
PUCARANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,19,19
PUERTO ACOSTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,38,38
PUERTO RICO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,12,12
PUERTO SILES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,15,15
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,157,157
PUNA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
PUNATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,98,98
QUIABAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
QUILLACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,206,206
RAQAYPAMPA(ETA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
RAVELO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
REYES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,23,23
RIBERALTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,273,273
ROBORE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,23,23
RURRENABAQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SABAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SACABA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,242,242
SACABAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SACACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
SAIPINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
SAMAIPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
SAN AGUSTIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,9,9
SAN BENITO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
SAN BORJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,67,67
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,27,27
SAN CARLOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
SAN IGNACIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,43,43
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,149,149
SAN JAVIER(STC),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,36,36
SAN JOAQUIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,21,21
SAN JULIAN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,41,41
SAN LORENZO(PND),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,12,12
SAN LUCAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,26,26
SAN MATIAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,22,22
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,17,17
SAN PABLO DE LIPEZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SAN PEDRO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,17,17
SAN PEDRO DE QUEMES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
SAN RAFAEL,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
SAN RAMON BENI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,16,16
SANTA ANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,32,32
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1917,1917
SANTA ROSA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SANTIVAÑES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SAPAHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SENA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
SHINAOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,46,46
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,12,12
SICAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
SIPE SIPE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,35,35
SOPACHUY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
SORACACHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
SORATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
SUCRE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,277,277
TACACOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
TACOBAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
TACOPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
TAPACARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
TARABUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
TARACO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
TARATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
TARIJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,316,316
TARVITA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
TEOPONTE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
TIAHUANACU,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
TINGUIPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
TIPUANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,10,10
TIQUIPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,58,58
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,19,19
TOCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
TOLATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
TOLEDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
TOMAVE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
TOMINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
TORO TORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
TOTORA(CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,16,16
TOTORA(ORR),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
TRINIDAD,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
TUPIZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,69,69
UMALA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
UNCIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
URUBICHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,8,8
UYUNI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,40,40
VACAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
VALLEGRANDE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,27,27
VIACHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,58,58
VILA VILA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
VILLA CHARCAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,16,16
VILLA MONTES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,63,63
VILLA RIVERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,7,7
VILLA SERRANO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,4,4
VILLA TUNARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,144,144
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,5,5
VILLAZON,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,35,35
VINTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,56,56
VITICHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
WARNES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,60,60
YACO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,2,2
YACUIBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,135,135
YAMPARAEZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,6,6
YANACACHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,1,1
YAPACANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,82,82
YOCALLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
YOTALA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
ZUDAÑEZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-03-01,3,3
ACHACACHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,30,30
ACHOCALLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,10,10
AIQUILE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,35,35
ALALAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,3,3
ALCALA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,3,3
ALTO BENI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,5,5
ANCORAIMES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,2,2
ANTEQUERA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,1,1
ANZALDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,3,3
APOLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,15,15
ARAMPAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,2,2
ARANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,2,2
ARBIETO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,2,2
ARQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,65,65
ATOCHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,6,6
AYATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,14,14
AZURDUY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,8,8
BATALLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,7,7
BAURES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,1,1
BELEN DE ANDAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,1,1
BELLA FLOR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,1,1
BERMEJO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,30,30
BETANZOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,26,26
BOYUIBE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,4,4
BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,4,4
CABEZAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,15,15
CAIROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,7,7
"CAIZA ""D""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,6,6
CAJUATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,9,9
CALAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,2,2
CAMARGO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,3,3
CAMIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,61,61
CAPINOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,14,14
CAQUIAVIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,4,4
CARACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,9,9
CARANAVI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,79,79
CARAPARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,5,5
CARIPUYO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,6,6
CATACORA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,1,1
CHALLAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,34,34
CHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,9,9
CHARAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,19,19
CHAYANTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2023-04-01,10,10
