municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
SANTIAGO DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,3,3
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,15,15
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,5,5
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-03-01,7,7
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,3,3
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
VILLA RIVERO,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2006-03-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,3,3
VINTO,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,3,3
WARNES,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2006-03-01,16,16
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,4,4
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
ANTEQUERA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
ANZALDO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
AUCAPATA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,12,12
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,31,31
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
CURAHUARA DE CARANGAS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,47,47
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,4,4
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
HUARACAJE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,93,93
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,15,15
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,7,7
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,7,7
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,12,12
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
PUERTO SILES,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,7,7
QUIME,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
SACABA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,4,4
SACACA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SAN JAVIER(BNI),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,6,6
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,95,95
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
SORATA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,14,14
TACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,10,10
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
VILA VILA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,3,3
VINTO,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,4,4
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,5,5
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2006-04-01,2,2
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,7,7
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,11,11
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2006-05-01,4,4
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,26,26
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,4,4
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,50,50
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,4,4
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,103,103
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,4,4
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,9,9
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,15,15
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-05-01,4,4
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,15,15
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
PUNA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,5,5
QUIRUSILLAS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,5,5
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,9,9
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,101,101
SENA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
SORATA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,6,6
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,27,27
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,18,18
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-05-01,5,5
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,7,7
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
VACAS,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,4,4
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,7,7
VINTO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,2,2
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,7,7
YACO,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,14,14
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,11,11
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2006-05-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
AUCAPATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
CAIROMA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,16,16
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,5,5
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,32,32
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,5,5
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
COROICO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,5,5
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,51,51
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
EL VILLAR,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
IXIAMAS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,7,7
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,7,7
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,113,113
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,15,15
ORURO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,12,12
PAILON,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,8,8
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,6,6
PUNA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,8,8
QUIME,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,10,10
SACACA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,91,91
SENA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,12,12
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,13,13
