municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,5,5
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,5,5
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
CURAHUARA DE CARANGAS,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,6,6
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,7,7
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,3,3
PAILON,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,3,3
ROBORE,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,3,3
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,21,21
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,4,4
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,3,3
YOTALA,tuberculosis,tratamientos iniciados con esquema ll,2006-10-01,1,1
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
AZURDUY,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
CURAHUARA DE CARANGAS,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,4,4
INCAHUASI,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,5,5
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,16,16
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2006-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,2,2
AZURDUY,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
BOLIVAR,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,4,4
BOYUIBE,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
CAPINOTA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
CORQUE,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,4,4
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,6,6
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,10,10
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
QUIABAYA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,15,15
SORACACHI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
TOLATA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,3,3
YANACACHI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,2,2
YOTALA,tuberculosis,tratamientos iniciados con esquema ll,2006-12-01,1,1
