municipality,group,variable,month,Partos atendidos por otros,TOTAL
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2023-06-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2023-06-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2023-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2023-06-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2023-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,11,11
COLCAPIRHUA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,13,13
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
FERNANDEZ ALONSO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,5,5
SORATA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2023-07-01,3,3
UMALA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,5,5
YUNGUYO DE LITORAL,atencion de partos en domicilio,partos atendidos por otros,2023-07-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,5,5
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,18,18
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,5,5
LAJA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,11,11
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,11,11
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,3,3
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,4,4
VITICHI,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por otros,2023-08-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,9,9
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,3,3
COROICO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,13,13
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,5,5
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,8,8
POROMA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,8,8
QUIRUSILLAS,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
SAN JOAQUIN,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,4,4
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2023-09-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,5,5
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,13,13
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,19,19
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,4,4
LAJA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,14,14
PADILLA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,3,3
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,5,5
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,7,7
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2023-10-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
CATACORA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,5,5
COLCAPIRHUA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,13,13
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,2,2
GUANAY,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,4,4
OCURI,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,14,14
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,6,6
SACABA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,2,2
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,5,5
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2023-11-01,3,3
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2023-11-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,6,6
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,16,16
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,4,4
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,4,4
MACHARETI,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,10,10
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,5,5
VITICHI,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2023-12-01,1,1
