municipality,group,variable,month,RN con apego precoz,TOTAL
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,21,21
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
SAN RAFAEL,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
SANTA ANA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SANTA ROSA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
SENA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SHINAOTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
SICAYA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SIPE SIPE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
SORATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,8,8
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,13,13
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
TARACO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
TARATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
TARVITA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
TEOPONTE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
TIAHUANACU,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,9,9
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
TOMAVE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
UMALA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
UNCIA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
UYUNI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
VACAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
VIACHA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
VILLA RIVERO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
VILLAZON,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
VINTO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
VITICHI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
YACO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
ACACIO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,11,11
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
AIQUILE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
ALTO BENI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
ANZALDO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
APOLO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ARQUE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,10,10
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
AYATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
CAJUATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
CALACOTO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
CALAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
CAMARGO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,9,9
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
CHACARILLA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
CHARAÑA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
CHUA COCANI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
COLLANA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
COLOMI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,9,9
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
COROICO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
CORQUE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
COTOCA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
CUEVO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
CULPINA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
CURVA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
EL TORNO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ESCOMA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2023-03-01,9,9
GUANAY,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
HUARINA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
HUAYLLAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
HUMANATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
ICHOCA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
ICLA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
LA PAZ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
LAJA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
LICOMA PAMPA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
LORETO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
LURIBAY,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
MACHACAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
MAGDALENA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
MALLA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
MECAPACA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,9,9
MOJOCOYA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
OCURI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
OMEREQUE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ORURO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
PALCA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,13,13
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,13,13
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
PASORAPA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
PAZÑA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
POCOATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
POCONA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
POOPO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
PORCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
POROMA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
POTOSI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
PRESTO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
PUERTO RICO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
PUNA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
QUILLACOLLO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
QUIME,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
RAVELO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
RIBERALTA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
ROBORE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SACABA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
SACACA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,16,16
SAN AGUSTIN,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,14,14
SAN BUENA VENTURA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
SAN CARLOS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,14,14
SAN LORENZO(PND),atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
SAN LUCAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,26,26
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,11,11
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAN RAFAEL,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SANTA ROSA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
SENA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,9,9
SICAYA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
SOPACHUY,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
SORATA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,10,10
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
TAHUA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,18,18
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TARACO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
TARVITA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TEOPONTE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TIAHUANACU,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TOMAVE,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,7,7
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
TURCO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
UMALA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,8,8
UNCIA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
UYUNI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,6,6
VACAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
VIACHA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
VILA VILA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2023-03-01,4,4
VILLA MONTES,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
VILLA RIVERO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,3,3
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,12,12
YACO,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
YACUIBA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
YAPACANI,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
YOCALLA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2023-03-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,rn con apego precoz,2023-03-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,11,11
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
AIQUILE,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
ALALAY,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
ALTO BENI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2023-04-01,10,10
ANDAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
APOLO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
ARANI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
ARQUE,atencion de partos en domicilio,rn con apego precoz,2023-04-01,10,10
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
AYATA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2023-04-01,6,6
AZURDUY,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2023-04-01,6,6
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
BOLPEBRA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
BOYUIBE,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CABEZAS,atencion de partos en domicilio,rn con apego precoz,2023-04-01,9,9
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,6,6
CALACOTO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
CALAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,8,8
CAMARGO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
CARAPARI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CATACORA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CHACARILLA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,9,9
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,8,8
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
CHIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2023-04-01,12,12
CLIZA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,10,10
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,8,8
COMANCHE,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
COROICO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
COTOCA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,8,8
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
CULPINA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
CURVA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2023-04-01,6,6
ESCOMA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2023-04-01,14,14
GUANAY,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
HUACARETA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
HUARINA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
ICHOCA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,7,7
INGAVI (HUMAITA),atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2023-04-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
LA PAZ,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
LAGUNILLAS,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
LAJA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,9,9
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,9,9
LURIBAY,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
MACHARETI,atencion de partos en domicilio,rn con apego precoz,2023-04-01,1,1
MAGDALENA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
MALLA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
MECAPACA,atencion de partos en domicilio,rn con apego precoz,2023-04-01,3,3
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2023-04-01,2,2
