municipality,group,variable,month,Primer Control Post Parto,TOTAL
CARAPARI,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CHACARILLA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2023-03-01,8,8
CHAQUI,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CHARAGUA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CHAYANTA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
CHIMORE,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CHUMA,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
CKOCHAS,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
COCAPATA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2023-03-01,12,12
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CONCEPCION,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
COPACABANA,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
CORIPATA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CORO CORO,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
COROICO,atencion de partos en domicilio,primer control post parto,2023-03-01,6,6
CORQUE,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
COTAGAITA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
COTOCA,atencion de partos en domicilio,primer control post parto,2023-03-01,10,10
CUEVO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CURVA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
EL ALTO,atencion de partos en domicilio,primer control post parto,2023-03-01,22,22
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2023-03-01,9,9
GUAQUI,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
HUARINA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
HUMANATA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
ICLA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
INCAHUASI,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
INQUISIVI,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
IXIAMAS,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2023-03-01,12,12
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2023-03-01,32,32
LAJA,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2023-03-01,8,8
LORETO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
LURIBAY,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
MACHACAMARCA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
MAGDALENA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
MECAPACA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
MINEROS,atencion de partos en domicilio,primer control post parto,2023-03-01,24,24
MIZQUE,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2023-03-01,8,8
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2023-03-01,6,6
ORURO,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
PADCAYA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
PALCA,atencion de partos en domicilio,primer control post parto,2023-03-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2023-03-01,9,9
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
PASORAPA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
PAZÑA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
PELECHUCO,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
POCOATA,atencion de partos en domicilio,primer control post parto,2023-03-01,12,12
POOPO,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
POROMA,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
PORTACHUELO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
POTOSI,atencion de partos en domicilio,primer control post parto,2023-03-01,6,6
PRESTO,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
PUERTO RICO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
PUNA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
PUNATA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
QUIME,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
QUIRUSILLAS,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
RAVELO,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
RIBERALTA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
ROBORE,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
RURRENABAQUE,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
SACACA,atencion de partos en domicilio,primer control post parto,2023-03-01,8,8
SAMAIPATA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2023-03-01,15,15
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
SAN CARLOS,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
SAN JULIAN,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2023-03-01,8,8
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2023-03-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2023-03-01,9,9
SOPACHUY,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SORACACHI,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
SORATA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
SUCRE,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
TACOPAYA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
TAPACARI,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
TARABUCO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TARACO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TARIJA,atencion de partos en domicilio,primer control post parto,2023-03-01,6,6
TARVITA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
TOMAVE,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
TORO TORO,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2023-03-01,12,12
TRINIDAD,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
TUPIZA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
TURCO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2023-03-01,9,9
UNCIA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
WARNES,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
YACUIBA,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
YAPACANI,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
ACHACACHI,atencion de partos en domicilio,primer control post parto,2023-04-01,8,8
AIQUILE,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2023-04-01,9,9
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
AUCAPATA,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
AYATA,atencion de partos en domicilio,primer control post parto,2023-04-01,7,7
AYO AYO,atencion de partos en domicilio,primer control post parto,2023-04-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
AZURDUY,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
BATALLAS,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
BELEN DE ANDAMARCA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
BETANZOS,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
BOLIVAR,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
BOLPEBRA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
BOYUIBE,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CABEZAS,atencion de partos en domicilio,primer control post parto,2023-04-01,9,9
CAIROMA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CAPINOTA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2023-04-01,6,6
CARAPARI,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2023-04-01,7,7
CATACORA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CHACARILLA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2023-04-01,11,11
CHAQUI,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
CHARAGUA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CHAYANTA,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
CHIPAYA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CHUMA,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
CKOCHAS,atencion de partos en domicilio,primer control post parto,2023-04-01,13,13
COIPASA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
COLOMI,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2023-04-01,10,10
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
COLQUIRI,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
CONCEPCION,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
CORIPATA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
COROICO,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
COTAGAITA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
COTOCA,atencion de partos en domicilio,primer control post parto,2023-04-01,8,8
CULPINA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
CURVA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
EL ALTO,atencion de partos en domicilio,primer control post parto,2023-04-01,25,25
EL CHORO,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
FILADELFIA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2023-04-01,14,14
GUANAY,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
GUAQUI,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
HUATAJATA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
INCAHUASI,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
INGAVI (HUMAITA),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
INQUISIVI,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
IXIAMAS,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
LAJA,atencion de partos en domicilio,primer control post parto,2023-04-01,9,9
LORETO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
LURIBAY,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
MACHARETI,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
MECAPACA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2023-04-01,26,26
MIZQUE,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2023-04-01,8,8
MONTERO,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
MOROCHATA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
ORURO,atencion de partos en domicilio,primer control post parto,2023-04-01,11,11
PADCAYA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
PAILON,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
PALCA,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2023-04-01,12,12
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
PELECHUCO,atencion de partos en domicilio,primer control post parto,2023-04-01,8,8
POCOATA,atencion de partos en domicilio,primer control post parto,2023-04-01,20,20
POOPO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
POROMA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
POTOSI,atencion de partos en domicilio,primer control post parto,2023-04-01,15,15
PRESTO,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
PUERTO RICO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
QUIME,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
RAVELO,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
REYES,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
RIBERALTA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SABAYA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
SACABA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SACABAMBA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SACACA,atencion de partos en domicilio,primer control post parto,2023-04-01,6,6
SAIPINA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2023-04-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-04-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SAN JULIAN,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2023-04-01,4,4
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2023-04-01,6,6
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2023-04-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2023-04-01,10,10
SAN RAFAEL,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SENA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2023-04-01,7,7
SOPACHUY,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
SORACACHI,atencion de partos en domicilio,primer control post parto,2023-04-01,6,6
SUCRE,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
TAPACARI,atencion de partos en domicilio,primer control post parto,2023-04-01,7,7
TARABUCO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
TARIJA,atencion de partos en domicilio,primer control post parto,2023-04-01,13,13
TARVITA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
TOCO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2023-04-01,7,7
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2023-04-01,12,12
TRINIDAD,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
TUPIZA,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
UMALA,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
UNCIA,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
VILLAZON,atencion de partos en domicilio,primer control post parto,2023-04-01,2,2
VITICHI,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
WARNES,atencion de partos en domicilio,primer control post parto,2023-04-01,3,3
YACO,atencion de partos en domicilio,primer control post parto,2023-04-01,5,5
YACUIBA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
YAPACANI,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
YUNCHARA,atencion de partos en domicilio,primer control post parto,2023-04-01,1,1
ACACIO,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
ACHACACHI,atencion de partos en domicilio,primer control post parto,2023-05-01,10,10
ACHOCALLA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
AIQUILE,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2023-05-01,8,8
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
AUCAPATA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
AYATA,atencion de partos en domicilio,primer control post parto,2023-05-01,7,7
AYO AYO,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
AZURDUY,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
BATALLAS,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
BERMEJO,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
BOLIVAR,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
BOLPEBRA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CABEZAS,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CAIROMA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CAPINOTA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2023-05-01,7,7
CARIPUYO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CATACORA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CHACARILLA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2023-05-01,10,10
CHAQUI,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CHARAGUA,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
CHAYANTA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
CHIMORE,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
CHUA COCANI,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
CHUMA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
CKOCHAS,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
COLCAPIRHUA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2023-05-01,10,10
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
CORO CORO,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
CORQUE,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
COTAGAITA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
COTOCA,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
