,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(TJA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,0,3,0,3
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,4,1,4,1,5
GUTIERREZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,14,0,14,0,14
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,68,0,68,0,68
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,233,27,233,27,260
LLALLAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,10,90,10,90,100
MACHARETI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,0,2,0,2,2
MAIRANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,18,0,18,0,18
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,74,0,74,0,74
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,80,1,80,1,81
PORCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,16,3,16,19
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,70,1,70,1,71
PUCARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,7,3,7,10
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,39,0,39,0,39
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,5,0,5,0,5
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,5,0,5,0,5
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,20,0,20,0,20
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,17,0,17,0,17
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,0,3,0,3
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,203,10,203,10,213
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,8,0,8,0,8
SANTIAGO DE HUARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,12,0,12,0,12
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,74,16,74,16,90
TARABUCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
TARATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,24,0,24,0,24
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,93,213,93,213,306
TOCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,14,0,14,0,14
TOLATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,13,0,13,0,13
TOMINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,36,23,36,23,59
TRIGAL,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,35,0,35,0,35
TUPIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,22,0,22,0,22
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,10,0,10,0,10
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,12,9,12,9,21
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,7,0,7,0,7
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,10,0,10,0,10
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,62,0,62,0,62
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,67,10,67,10,77
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,9,0,9,0,9
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,0,3,0,3
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,11,0,11,0,11
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,3,0,3,0,3
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,3,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,0,7,0,7,7
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,7,0,7,0,7
CHUA COCANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,0,112,0,112,112
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,2,0,2,0,2
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,6,0,6,0,6
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,17,0,17,0,17
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,29,0,29,0,29
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,10,0,10,0,10
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,89,24,89,24,113
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,10,0,10,0,10
MAPIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,16,0,16,0,16
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,12,0,12,0,12
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,94,0,94,0,94
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,16,0,16,0,16
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,12,0,12,0,12
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,0,1,0,1,1
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,9,0,9,0,9
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,3,0,3,0,3
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,2,0,2,0,2
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,3,0,3,0,3
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,47,0,47,0,47
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,4,5,4,5,9
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,13,0,13,0,13
URUBICHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,14,0,14,0,14
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-05-01,6,0,6,0,6
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,7,0,7,0,7
BELLA FLOR,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,5,0,5,0,5
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,2,0,2,0,2
CAIROMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,0,2,0,2,2
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,1,0,1,0,1
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,1,0,1,0,1
CHUA COCANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,2,0,2,0,2
CKOCHAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,24,0,24,0,24
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,2,0,2,0,2
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,7,0,7,0,7
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,17,0,17,0,17
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,3,0,3,0,3
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,86,0,86,0,86
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,20,0,20,0,20
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,3,0,3,0,3
HUACHACALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,16,0,16,0,16
HUARINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,2,0,2,0,2
ICLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,6,0,6,0,6
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,70,0,70,0,70
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,133,35,133,35,168
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,11,0,11,0,11
MALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,0,3,0,3,3
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,117,0,117,0,117
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,191,0,191,0,191
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,18,0,18,0,18
PUERTO QUIJARRO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,28,0,28,0,28
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,15,10,15,10,25
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,2,0,2,0,2
SAN LORENZO(PND),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,8,0,8,0,8
SAN PEDRO DE QUEMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,12,18,12,18,30
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,3,0,3,0,3
TARATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,3,0,3,0,3
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,45,0,45,0,45
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,0,9,0,9,9
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,37,0,37,0,37
URUBICHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,5,0,5,0,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,4,0,4,0,4
VINTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,4,0,4,0,4
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,4,0,4,0,4
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,9,0,9,0,9
YOTALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-06-01,1,0,1,0,1
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,4,4,4,4,8
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,18,90,18,90,108
CARAPARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,23,0,23,0,23
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
CHUA COCANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,0,6,0,6,6
CKOCHAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,5,0,5,0,5
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,3,0,3,0,3
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,8,23,8,23,31
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,14,0,14,0,14
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,0,18,0,18,18
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
COLQUECHACA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,44,0,44,0,44
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,151,88,151,88,239
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
GUANAY,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,6,0,6,0,6
HUACHACALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,4,0,4,0,4
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,6,0,6,0,6
INQUISIVI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,3,0,3,0,3
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,9,0,9,0,9
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,216,0,216,0,216
LICOMA PAMPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,5,0,5,0,5
LLALLAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,10,299,10,299,309
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
MALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,0,3,0,3,3
MAPIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,18,0,18,0,18
MECAPACA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,7,0,7,0,7
MOCOMOCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,14,0,14,0,14
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,3,0,3,0,3
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,45,0,45,0,45
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,0,3,0,3,3
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,137,0,137,0,137
POCONA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,15,0,15,0,15
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,30,16,30,16,46
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,34,0,34,0,34
PUERTO PEREZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,16,0,16,0,16
RAVELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
SACABA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,55,0,55,0,55
SAN BENITO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,5,0,5,0,5
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,13,17,13,17,30
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,57,3,57,3,60
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,6,0,6,0,6
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
SAN PEDRO DE QUEMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,4,0,4,0,4
SAN RAMON BENI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,12,0,12,0,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,613,0,613,0,613
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
SORATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,3,1,3,4
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,135,0,135,0,135
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,102,50,102,50,152
TEOPONTE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,1,29,1,29,30
TIPUANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,15,0,15,0,15
TOCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,7,0,7,0,7
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,5,0,5,0,5
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,13,0,13,0,13
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,2,0,2,0,2
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,6,599,6,599,605
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,19,0,19,0,19
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,94,0,94,0,94
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,112,65,112,65,177
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,7,0,7,0,7
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,50,0,50,0,50
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-07-01,4,0,4,0,4
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,0,61,0,61,61
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,17,119,17,119,136
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,10,0,10,0,10
ALTO BENI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,8,0,8,0,8
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,8,0,8,0,8
ASCENCION DE GUARAYOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,49,0,49,0,49
BATALLAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,27,13,27,13,40
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,3,0,3,0,3
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,6,0,6,0,6
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,0,1,0,1
CAJUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,29,0,29,0,29
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,11,0,11,0,11
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,26,0,26,0,26
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,225,737,225,737,962
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,9,75,9,75,84
CKOCHAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,6,22,6,22,28
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,11,7,11,7,18
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,42,2,42,2,44
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,79,0,79,0,79
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,0,4,0,4,4
COLQUECHACA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,42,0,42,0,42
COLQUIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,10,0,10,0,10
COPACABANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,9,22,9,22,31
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,157,114,157,114,271
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,18,0,18,0,18
EL PUENTE(TJA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
ESCOMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,20,0,20,0,20
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,7,2,7,2,9
GUANAY,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,29,100,29,100,129
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,0,5,0,5,5
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,13,0,13,0,13
HUARACAJE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,10,0,10,0,10
HUARINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,22,0,22,0,22
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,12,0,12,0,12
ICHOCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,7,0,7,0,7
ICLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,0,46,0,46,46
INCAHUASI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,24,0,24,0,24
INQUISIVI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,0,1,0,1
