,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,51,6,51,57
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,13,29,13,29,42
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,15,32,15,32,47
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,44,49,44,49,93
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,25,39,25,39,64
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,186,217,186,217,403
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,28,7,28,35
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1197,2559,1197,2559,3756
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,0,2,0,2
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,52,172,52,172,224
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,29,37,29,37,66
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,0,5,0,5
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,29,23,29,23,52
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,17,0,17,0,17
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,37,53,37,53,90
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,19,20,19,20,39
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,0,4,0,4
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,23,41,23,41,64
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,29,0,29,29
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,8,6,8,14
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,18,152,18,152,170
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,54,11,54,65
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,27,2,27,29
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,19,6,19,25
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,6,5,6,11
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,40,48,40,48,88
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,143,284,143,284,427
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,25,129,25,129,154
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,2,0,2,2
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,10,6,10,16
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,99,17,99,17,116
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,2,5,2,7
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,21,0,21,0,21
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1392,2460,1392,2460,3852
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,2,0,2,2
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,22,72,22,72,94
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,17,10,17,10,27
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,89,264,89,264,353
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,11,11,11,22
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,25,126,25,126,151
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,47,280,47,280,327
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,18,13,18,13,31
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,0,3,0,3
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,3,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,30,25,30,25,55
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,9,7,9,16
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,28,210,28,210,238
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,59,3,59,3,62
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,47,6,47,6,53
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,36,3,36,39
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,95,348,95,348,443
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,40,151,40,151,191
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,39,278,39,278,317
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,3,0,3,3
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,1,4,1,5
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,41,332,41,332,373
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,0,2,0,2
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,146,5,146,151
HUATAJATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,5,4,5,9
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,5,6,5,11
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,5,1,5,6
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,5,0,5,5
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,64,23,64,23,87
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,32,52,32,52,84
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,49,4,49,53
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,10,16,10,16,26
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,40,24,40,24,64
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,23,2,23,25
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,16,146,16,146,162
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,97,293,97,293,390
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1595,2731,1595,2731,4326
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,16,50,16,50,66
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,22,9,22,9,31
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,3,3,3,6
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,0,4,0,4
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,62,40,62,40,102
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,159,11,159,170
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,2,11,2,13
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,8,1,8,1,9
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,28,5,28,5,33
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,16,5,16,5,21
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,2,5,2,7
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,107,0,107,107
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,22,121,22,121,143
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,20,7,20,27
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,43,265,43,265,308
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,56,134,56,134,190
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,8,18,8,18,26
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,16,0,16,16
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,18,20,18,20,38
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,235,690,235,690,925
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,640,592,640,592,1232
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,6,0,6,6
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,10,32,10,32,42
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,1,1,1,2
NAZACARA DE PACAJES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,0,2,0,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,19,55,19,55,74
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,23,18,23,18,41
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,41,3,41,44
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,681,714,681,714,1395
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,20,144,20,144,164
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,84,11,84,95
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,19,75,19,75,94
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,9,11,9,11,20
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,36,88,36,88,124
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,10,77,10,77,87
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,17,3,17,20
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,2,0,2,2
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,59,37,59,37,96
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,0,7,0,7
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,0,3,0,3
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,40,20,40,20,60
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,22,87,22,87,109
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,41,149,41,149,190
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,137,217,137,217,354
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,25,12,25,12,37
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,14,25,14,25,39
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,10,20,10,20,30
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,27,20,27,20,47
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,73,5,73,78
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,0,2,0,2
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,523,533,523,533,1056
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,8,11,8,19
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,29,21,29,21,50
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,41,5,41,46
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,42,6,42,48
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,9,49,9,49,58
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,5,6,5,11
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,23,810,23,810,833
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,13,1,13,1,14
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,31,11,31,11,42
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,135,872,135,872,1007
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,37,135,37,135,172
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,100,5,100,5,105
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,9,17,9,17,26
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,81,1045,81,1045,1126
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,19,32,19,32,51
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,6,0,6,6
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,31,44,31,44,75
REYES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,18,168,18,168,186
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,365,732,365,732,1097
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,168,5,168,173
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,28,1,28,29
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,0,2,0,2
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,128,1222,128,1222,1350
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,3,0,3,3
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,35,38,35,38,73
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,31,28,31,28,59
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,14,6,14,20
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,10,52,10,52,62
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,30,9,30,9,39
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,41,31,41,31,72
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,5,1,5,6
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,4,6,4,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,17,48,17,48,65
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,63,21,63,21,84
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,16,10,16,10,26
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,17,61,17,61,78
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,118,214,118,214,332
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,138,91,138,91,229
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,17,4,17,21
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,16,11,16,27
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,8,0,8,0,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,55,16,55,16,71
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,48,1,48,49
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,106,116,106,116,222
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,11,23,11,23,34
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,54,32,54,32,86
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,49,34,49,34,83
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,9,91,9,91,100
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,9,1,9,10
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,10,5,10,15
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,27,52,27,52,79
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,34,51,34,51,85
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,91,5,91,96
SAN PEDRO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,4,0,4,4
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,16,2,16,18
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,7,5,7,12
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,0,7,0,7
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,29,17,29,17,46
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3256,4066,3256,4066,7322
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,55,46,55,46,101
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,35,9,35,9,44
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,32,1,32,33
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,15,23,15,23,38
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,70,7,70,77
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,2,2,2,4
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,16,4,16,20
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,10,51,10,51,61
SENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,18,0,18,18
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,15,143,15,143,158
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,20,21,20,21,41
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,57,254,57,254,311
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,8,55,8,55,63
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,8,79,8,79,87
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,25,59,25,59,84
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,454,1428,454,1428,1882
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,2,5,2,5,7
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,6,7,6,13
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,16,12,16,12,28
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,1,25,1,25,26
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,15,0,15,15
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,36,97,36,97,133
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,21,16,21,16,37
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,0,23,0,23,23
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,7,100,7,100,107
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,545,1071,545,1071,1616
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,68,5,68,73
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,12,75,12,75,87
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,34,93,34,93,127
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,41,12,41,12,53
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,21,5,21,5,26
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,58,323,58,323,381
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,27,71,27,71,98
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,3,0,3,0,3
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,5,20,5,20,25
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,6,32,6,32,38
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,4,3,4,3,7
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,14,17,14,17,31
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,85,2,85,2,87
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-04-01,83,5,83,5,88
