,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,68,70,68,70,138
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,8,6,8,14
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,28,146,28,146,174
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,50,154,50,154,204
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,41,96,41,96,137
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,8,0,8,8
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,8,141,8,141,149
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,28,0,28,0,28
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,7,21,7,21,28
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,39,75,39,75,114
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,24,0,24,24
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,15,2,15,2,17
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,57,35,57,35,92
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,5,25,5,25,30
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,11,96,11,96,107
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,11,12,11,12,23
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,8,2,8,2,10
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,2,2,2,4
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,2,3,2,5
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,13,6,13,19
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,10,60,10,60,70
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,7,28,7,28,35
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1986,5477,1986,5477,7463
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,10,0,10,0,10
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,20,0,20,0,20
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,7,0,7,7
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,2,3,2,5
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,5,2,5,7
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,7,2,7,2,9
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,5,2,5,7
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,1,3,1,4
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,0,1,0,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,9,2,9,11
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,10,14,10,14,24
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,8,1,8,9
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,43,54,43,54,97
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,17,1,17,18
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,12,6,12,18
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,12,80,12,80,92
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,233,560,233,560,793
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,1,1,1,2
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,33,3,33,36
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,8,3,8,11
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,9,14,9,14,23
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,5,5,5,5,10
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,13,50,13,50,63
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,45,8,45,8,53
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,7,2,7,2,9
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,4,2,4,6
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,337,146,337,146,483
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,22,2,22,24
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,8,9,8,9,17
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,22,22,22,22,44
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,3,6,3,9
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,9,69,9,69,78
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,9,207,9,207,216
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,38,8,38,8,46
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,4,0,4,4
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,27,1,27,28
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,7,37,7,37,44
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,5,2,5,7
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,4,7,4,7,11
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,16,0,16,16
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,19,0,19,0,19
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,29,22,29,22,51
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,4,0,4,0,4
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,29,0,29,29
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,230,197,230,197,427
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,43,13,43,13,56
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,12,0,12,12
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,12,3,12,15
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,18,2,18,2,20
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,10,14,10,14,24
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,3,0,3,0,3
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,10,71,10,71,81
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,17,42,17,42,59
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,74,39,74,39,113
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,6,2,6,8
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,7,49,7,49,56
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,93,20,93,20,113
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,0,6,0,6
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,11,31,11,31,42
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,6,6,6,12
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,78,196,78,196,274
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,11,25,11,25,36
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,58,8,58,8,66
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,113,263,113,263,376
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,1,6,1,7
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,111,114,111,114,225
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,5,2,5,7
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,141,53,141,53,194
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,6,19,6,19,25
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,2,0,2,0,2
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,39,657,39,657,696
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,4,0,4,0,4
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,5,12,5,12,17
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,0,11,0,11,11
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-03-01,1,4,1,4,5
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,4,34,4,34,38
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,15,153,15,153,168
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,25,7,25,7,32
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,27,26,27,26,53
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,1,0,1,1
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,14,1,14,1,15
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,40,6,40,6,46
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,0,2,0,2
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,7,2,7,9
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,24,5,24,29
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,4,0,4,4
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,7,4,7,4,11
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,13,25,13,25,38
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,29,76,29,76,105
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,7,34,7,34,41
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,27,17,27,17,44
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,37,5,37,42
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,14,0,14,14
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,90,2,90,92
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,9,3,9,12
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,33,49,33,49,82
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,7,1,7,8
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,8,8,8,8,16
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,6,4,6,4,10
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,5,1,5,6
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,13,0,13,13
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,49,75,49,75,124
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,47,9,47,9,56
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,1,0,1,1
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,17,0,17,0,17
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,21,55,21,55,76
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,30,177,30,177,207
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,8,2,8,2,10
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,16,2,16,2,18
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,13,9,13,9,22
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,4,18,4,18,22
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,4,3,4,3,7
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,13,2,13,15
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,10,12,10,12,22
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,39,323,39,323,362
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,17,21,17,21,38
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,21,1,21,22
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,16,40,16,40,56
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,85,53,85,53,138
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,31,184,31,184,215
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,127,1,127,128
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,1,5,1,6
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,32,5,32,5,37
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,6,3,6,3,9
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,41,34,41,34,75
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,1,1,1,2
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,21,35,21,35,56
CHUA COCANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,49,2,49,51
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,11,14,11,14,25
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,6,5,6,5,11
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,24,56,24,56,80
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,14,112,14,112,126
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,91,73,91,73,164
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,8,33,8,33,41
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,613,614,613,614,1227
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,44,110,44,110,154
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,15,7,15,7,22
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,26,37,26,37,63
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,19,0,19,0,19
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,27,16,27,16,43
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,22,3,22,25
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,15,247,15,247,262
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,47,0,47,47
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,1,3,1,4
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,10,104,10,104,114
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,3,5,3,8
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,3,5,3,8
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,5,3,5,8
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,2,2,2,4
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,14,68,14,68,82
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,97,274,97,274,371
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,16,75,16,75,91
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,1,2,1,3
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,14,0,14,14
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,67,26,67,26,93
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,4,3,4,7
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,0,3,0,3
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1484,1464,1484,1464,2948
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,9,0,9,9
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,12,94,12,94,106
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,12,3,12,15
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,61,73,61,73,134
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,10,4,10,4,14
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,27,75,27,75,102
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,29,140,29,140,169
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,5,3,5,8
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,0,3,0,3
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,3,3,3,6
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,21,53,21,53,74
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,4,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,33,226,33,226,259
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,1,0,1,1
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,22,15,22,15,37
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,275,1,275,276
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,86,131,86,131,217
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,16,2,16,18
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,17,170,17,170,187
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,2,4,2,4,6
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,30,127,30,127,157
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,0,5,0,5
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,3,63,3,63,66
HUATAJATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,7,1,7,8
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,6,3,6,3,9
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,2,1,2,3
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,0,8,0,8,8
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,11,14,11,14,25
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,4,32,4,32,36
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,18,1,18,19
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,10,12,10,12,22
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,16,7,16,7,23
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,9,5,9,14
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,14,91,14,91,105
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,113,118,113,118,231
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1178,546,1178,546,1724
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,15,11,15,11,26
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,11,20,11,20,31
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,5,4,5,4,9
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,27,20,27,20,47
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,13,99,13,99,112
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-04-01,31,97,31,97,128
