,group,variable,month,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
VACAS,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,2,0,2,0,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,9,12,9,12,21
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,3,0,3,0,3
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,11,0,11,0,11
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,1,0,1,0,1
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-06-01,15,0,15,0,15
ACHACACHI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,4,0,4,0,4
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,2,0,2,0,2
ATOCHA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
BOYUIBE,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,0,40,0,40,40
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,9,0,9,0,9
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,30,0,30,0,30
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
"COLCHA ""K""",otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
COLOMI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
COMARAPA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
COPACABANA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,0,1,0,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,11,0,11,0,11
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,0,2,0,2,2
DESAGUADERO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,64,0,64,0,64
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,14,0,14,0,14
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,5,0,5,0,5
LA ASUNTA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,0,35,0,35,35
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,8,0,8,0,8
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,73,0,73,0,73
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,6,0,6,0,6
MONTEAGUDO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,0,1,0,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,7,0,7,0,7
OCURI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,0,1,0,1,1
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
PAILON,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,4,0,4,0,4
PORCO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,24,0,24,0,24
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,18,0,18,0,18
SACABA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,7,0,7,0,7
SAN BENITO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,14,0,14,0,14
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,2,0,2,0,2
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,11,0,11,0,11
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,199,0,199,0,199
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,3,0,3,0,3
SANTIAGO DE HUATA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,30,0,30,0,30
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,4,0,4,0,4
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,2,0,2,0,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,2,0,2,0,2
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,27,0,27,0,27
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,3,0,3,0,3
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-07-01,9,0,9,0,9
ACHACACHI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,0,6,0,6,6
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
ATOCHA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,1,1,1,2
BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
CALACOTO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,0,1,0,1,1
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,4,0,4,0,4
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,27,0,27,0,27
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,20,0,20,0,20
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,4,0,4,0,4
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,46,0,46,0,46
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,13,0,13,0,13
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
GUANAY,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,7,0,7,0,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,75,0,75,0,75
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,11,0,11,0,11
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,12,0,12,0,12
ORURO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
POJO (CBBA),otras vacunaciones,antirrabica humana esquema completo,2013-08-01,2,0,2,0,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,17,0,17,0,17
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,7,0,7,0,7
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,15,0,15,0,15
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,218,0,218,0,218
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,2,0,2,0,2
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,34,0,34,0,34
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
TOMAVE,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,0,1,0,1,1
TORO TORO,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,0,50,0,50,50
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,23,0,23,0,23
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,3,0,3,0,3
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,21,0,21,0,21
YOCALLA,otras vacunaciones,antirrabica humana esquema completo,2013-08-01,10,0,10,0,10
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,0,1,0,1,1
ALTO BENI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
ANZALDO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,0,1,0,1,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,antirrabica humana esquema completo,2013-09-01,0,1,0,1,1
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,15,0,15,0,15
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,19,0,19,0,19
COTAGAITA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,9,0,9,0,9
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,98,0,98,0,98
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,3,0,3,0,3
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,14,0,14,0,14
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,106,0,106,0,106
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,11,0,11,0,11
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,10,0,10,0,10
MORO MORO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,17,0,17,0,17
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,5,0,5,0,5
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,0,1,0,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,23,0,23,0,23
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,162,0,162,0,162
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,13,0,13,0,13
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,22,0,22,0,22
TARABUCO,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
TOMAVE,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,3,0,3,0,3
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,3,0,3,0,3
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,12,0,12,0,12
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,7,0,7,0,7
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-09-01,20,0,20,0,20
ANCORAIMES,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
ARANI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,3,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
ATOCHA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,2,1,2,3
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,18,0,18,0,18
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
COLQUECHACA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,6,0,6,0,6
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,7,1,7,1,8
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,101,0,101,0,101
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,3,0,3,0,3
EUCALIPTUS,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,3,0,3,0,3
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,27,0,27,0,27
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,69,0,69,0,69
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,9,0,9,0,9
MORO MORO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,36,0,36,0,36
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,28,0,28,0,28
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,6,0,6,0,6
QUIRUSILLAS,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,8,0,8,0,8
SAN BUENA VENTURA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,19,1,19,1,20
SAN LORENZO(TJA),otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,7,0,7,0,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,207,0,207,0,207
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,104,0,104,0,104
TARACO,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2013-10-01,1,0,1,0,1
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,3,0,3,0,3
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,3,0,3,0,3
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,11,0,11,0,11
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,5,0,5,0,5
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-10-01,19,0,19,0,19
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,1,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
ATOCHA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,0,1,0,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,36,0,36,0,36
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
COMANCHE,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
CORO CORO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,5,0,5,0,5
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,97,0,97,0,97
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,15,1,15,1,16
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,19,0,19,0,19
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,88,0,88,0,88
LLALLAGUA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,8,0,8,0,8
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
ORURO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,9,0,9,0,9
PORCO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,73,0,73,0,73
PUERTO CARABUCO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
PUNA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,20,0,20,0,20
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,3,0,3,0,3
SACABA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,3,0,3,0,3
SAN BUENA VENTURA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,5,0,5,0,5
SAN LORENZO(TJA),otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,154,0,154,0,154
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,0,1,0,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,55,0,55,0,55
TARACO,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,1,0,1,0,1
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,6,0,6,0,6
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,5,0,5,0,5
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,2,0,2,0,2
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,4,0,4,0,4
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,14,0,14,0,14
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,3,0,3,0,3
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-11-01,17,0,17,0,17
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,7,0,7,0,7
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,32,0,32,0,32
