,group,variable,month,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,1,2,1,3
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,2,1,2,3
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,8,6,8,6,14
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,1,5,1,6
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,19,5,19,5,24
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,3,1,3,4
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,12,0,12,12
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,26,59,26,59,85
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,137,34,137,34,171
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,4,0,4,4
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,0,2,0,2
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,2,2,2,4
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,12,0,12,0,12
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,3,1,3,4
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,3,0,3,3
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,3,0,3,3
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,34,90,34,90,124
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,224,102,224,102,326
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,7,0,7,7
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,5,0,5,5
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,7,13,7,13,20
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,3,0,3,3
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,26,6,26,6,32
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,12,0,12,12
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,7,3,7,10
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,22,0,22,22
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,3,2,3,5
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,51,1,51,52
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,2,0,2,2
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,35,5,35,40
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,3,5,3,8
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,0,4,0,4
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,19,5,19,24
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,1,2,1,3
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,17,0,17,0,17
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,7,1,7,8
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,1,2,1,3
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,5,5,5,10
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,8,1,8,1,9
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,23,4,23,27
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,0,3,0,3
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,36,0,36,36
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,24,3,24,27
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,61,0,61,61
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,3,4,3,7
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,14,88,14,88,102
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,6,3,6,9
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,49,4,49,53
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,2,2,2,4
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,4,1,4,5
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,0,4,0,4
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,36,4,36,40
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,22,8,22,8,30
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,5,1,5,6
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,74,0,74,74
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,3,3,3,6
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,50,3,50,53
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,9,5,9,14
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,11,2,11,2,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,10,0,10,10
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,30,4,30,34
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,190,91,190,91,281
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,9,7,9,7,16
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,9,2,9,11
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,3,0,3,3
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,9,1,9,10
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,32,159,32,159,191
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,5,2,5,7
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,10,4,10,14
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,50,45,50,45,95
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,5,0,5,5
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,44,1,44,45
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,2,1,2,1,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,1,1,1,2
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,4,0,4,4
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,5,1,5,6
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,5,0,5,5
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,7,14,7,14,21
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,9,18,9,18,27
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,0,4,0,4
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,16,15,16,15,31
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,3,1,3,4
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,13,5,13,18
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,14,1,14,1,15
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,9,0,9,0,9
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,3,0,3,3
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,10,1,10,1,11
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,1,25,1,25,26
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,5,5,5,5,10
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,7,0,7,0,7
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,5,0,5,5
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,53,2,53,2,55
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,6,1,6,1,7
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,1,0,1,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,3,62,3,62,65
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,4,13,4,13,17
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-04-01,0,2,0,2,2
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,0,2,0,2
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,3,0,3,0,3
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,3,0,3,3
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,3,2,3,2,5
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,1,1,1,2
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,17,0,17,17
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,3,2,3,2,5
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,2,0,2,2
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,3,0,3,3
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,3,1,3,4
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,12,1,12,13
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,5,1,5,6
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,4,2,4,6
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,22,6,22,6,28
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,8,0,8,8
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,7,1,7,8
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,7,19,7,19,26
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,3,0,3,3
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,3,4,3,7
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,3,4,3,4,7
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,25,4,25,29
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,2,0,2,2
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,0,4,0,4
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,7,2,7,9
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,22,2,22,24
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,1,2,1,3
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,3,0,3,3
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,18,1,18,19
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,0,2,0,2
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,23,2,23,25
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,5,83,5,83,88
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,3,1,3,4
CHOQUE COTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,5,2,5,7
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,10,6,10,6,16
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,27,4,27,31
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,75,20,75,20,95
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,2,0,2,2
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,15,14,15,14,29
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,0,4,0,4
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,7,27,7,27,34
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,1,1,1,2
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,10,9,10,9,19
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,3,26,3,26,29
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,8,0,8,8
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,1,2,1,3
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,47,1,47,48
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,3,1,3,4
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,10,4,10,14
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,9,78,9,78,87
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,5,1,5,6
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,1,4,1,5
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,1,4,1,5
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,216,429,216,429,645
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,28,2,28,30
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,7,3,7,3,10
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,6,77,6,77,83
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,37,2,37,39
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,5,14,5,14,19
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,9,18,9,18,27
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,4,2,4,6
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,1,2,1,3
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,18,2,18,20
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,6,0,6,6
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,12,2,12,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,6,20,6,20,26
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,24,0,24,24
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,11,0,11,11
INGAVI (HUMAITA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,4,0,4,4
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,2,0,2,2
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,2,2,2,2,4
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,14,108,14,108,122
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,146,296,146,296,442
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,17,1,17,18
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,10,1,10,11
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,1,1,1,2
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,1,1,1,2
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,3,0,3,0,3
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,4,1,4,1,5
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-05-01,1,0,1,0,1
