,group,variable,month,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,12,1,12,13
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,0,1,0,1
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,2,0,2,2
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,4,3,4,3,7
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,58,159,58,159,217
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,0,2,0,2
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,1,1,1,2
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,4,16,4,16,20
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,1,2,1,3
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,61,32,61,32,93
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,24,2,24,26
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,0,1,0,1
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,4,2,4,2,6
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,5,27,5,27,32
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,1,1,1,2
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,39,0,39,39
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,10,0,10,10
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,1,0,1,1
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,1,1,1,2
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,12,14,12,14,26
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,11,0,11,11
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,38,43,38,43,81
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,8,7,8,7,15
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,1,0,1,1
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,7,2,7,9
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,0,2,0,2
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,21,0,21,21
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,3,53,3,53,56
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,10,3,10,3,13
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,1,1,1,2
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,9,1,9,10
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,6,3,6,3,9
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,0,2,0,2
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,1,1,1,2
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,2,2,2,4
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,13,74,13,74,87
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,21,31,21,31,52
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,6,8,6,8,14
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,9,0,9,0,9
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,1,0,1,0,1
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,12,5,12,5,17
YACO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,3,2,3,2,5
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,9,26,9,26,35
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,0,25,0,25,25
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,4,1,4,1,5
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,4,483,4,483,487
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,4,8,4,8,12
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-03-01,2,9,2,9,11
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,1,1,1,2
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,4,0,4,4
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,2,0,2,2
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,2,6,2,8
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,3,0,3,3
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,4,0,4,4
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,10,1,10,11
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,9,1,9,10
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,9,0,9,0,9
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,3,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,12,1,12,13
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,3,0,3,3
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,34,2,34,36
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,2,2,2,4
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,5,0,5,5
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,0,3,0,3
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,33,3,33,36
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,21,2,21,23
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,2,5,2,7
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,4,0,4,4
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,23,4,23,27
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,16,1,16,17
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,2,0,2,2
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,5,4,5,9
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,0,5,0,5
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,7,0,7,7
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,1,1,1,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,39,2,39,41
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,7,2,7,2,9
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,19,1,19,20
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,5,6,5,11
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,11,23,11,23,34
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,148,121,148,121,269
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,12,26,12,26,38
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,0,3,0,3
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,4,6,4,10
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,1,1,1,2
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,8,11,8,11,19
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,3,1,3,4
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,22,2,22,24
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,27,108,27,108,135
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,6,2,6,8
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,9,3,9,12
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,4,4,4,8
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,331,242,331,242,573
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,7,5,7,12
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,3,1,3,4
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,16,9,16,9,25
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,6,0,6,6
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,13,6,13,19
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,8,4,8,4,12
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,0,6,0,6
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,2,4,2,6
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,14,1,14,15
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,7,13,7,13,20
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,14,0,14,14
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,23,4,23,27
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,2,0,2,2
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,2,3,2,5
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,11,0,11,11
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,1,5,1,6
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,6,0,6,6
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,3,0,3,3
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,3,2,3,5
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,1,1,1,2
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,38,63,38,63,101
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,223,72,223,72,295
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,6,0,6,6
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,3,0,3,3
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,1,1,1,2
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,1,2,1,3
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,2,0,2,2
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,0,5,0,5
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,25,0,25,25
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,20,3,20,3,23
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,10,2,10,12
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,3,4,3,7
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,48,137,48,137,185
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,304,132,304,132,436
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,2,0,2,2
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,13,3,13,16
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,3,3,3,6
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,53,13,53,13,66
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,24,0,24,24
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,5,0,5,5
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,39,1,39,40
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,7,2,7,9
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,29,5,29,34
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,0,3,0,3
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,11,34,11,34,45
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,21,17,21,17,38
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,17,2,17,19
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,30,3,30,3,33
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,1,1,1,2
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,37,2,37,39
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,2,3,2,5
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,2,2,2,4
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,1,3,1,4
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,13,30,13,30,43
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,9,1,9,1,10
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,6,0,6,6
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,12,57,12,57,69
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,7,0,7,7
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,2,0,2,2
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,26,5,26,31
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,120,0,120,120
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,4,6,4,10
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,27,95,27,95,122
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,7,4,7,11
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,1,2,1,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,1,4,1,5
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,8,11,8,11,19
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,6,0,6,6
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,3,0,3,3
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,5,2,5,7
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,0,3,0,3
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,10,5,10,15
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,12,62,12,62,74
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,24,25,24,25,49
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,11,0,11,11
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,5,3,5,3,8
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,84,0,84,84
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,4,3,4,7
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,1,4,1,5
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,3,0,3,0,3
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,6,6,6,6,12
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,2,2,2,4
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,5,1,5,6
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,13,1,13,14
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,2,1,2,3
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,19,1,19,20
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,308,163,308,163,471
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,8,6,8,6,14
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,3,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,24,1,24,25
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,159,1,159,1,160
SENA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,5,0,5,5
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,13,4,13,17
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,4,0,4,4
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,4,7,4,7,11
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,1,0,1,0,1
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-04-01,0,1,0,1,1
