,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,0,22,0,22,22
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,4,0,4,0,4
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,3,0,3,0,3
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,32,0,32,0,32
TOLATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,14,0,14,0,14
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,30,0,30,0,30
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,18,0,18,0,18
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,14,0,14,0,14
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-05-01,4,0,4,0,4
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,10,1,10,1,11
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,2,0,2,0,2
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,1,0,1,0,1
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,3,0,3,0,3
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,8,0,8,0,8
COMBAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,0,7,0,7,7
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,16,0,16,0,16
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,22,0,22,0,22
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,1,0,1,0,1
HUARINA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,3,0,3,0,3
ICLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,3,0,3,0,3
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,46,9,46,9,55
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,6,0,6,0,6
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,33,0,33,0,33
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,70,0,70,0,70
PAILON,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,5,0,5,0,5
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,24,0,24,0,24
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,1,0,1,0,1
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,36,7,36,7,43
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,3,0,3,0,3
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,8,0,8,0,8
TARATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,11,0,11,0,11
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,118,100,118,100,218
TOCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,5,0,5,0,5
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,6,0,6,0,6
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,9,0,9,0,9
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,4,0,4,0,4
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,1,0,1,0,1
YOTALA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-06-01,6,0,6,0,6
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
CHUA COCANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,0,152,0,152,152
CKOCHAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,10,0,10,0,10
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,11,0,11,0,11
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,42,0,42,0,42
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,0,3,0,3,3
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,3,0,3,0,3
COLQUECHACA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,62,0,62,0,62
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
HUACHACALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
HUARINA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,4,0,4,0,4
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,28,0,28,0,28
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,69,0,69,0,69
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,3,0,3,0,3
MAIRANA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,4,0,4,0,4
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,13,0,13,0,13
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,61,0,61,0,61
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,138,0,138,0,138
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,29,0,29,0,29
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,70,0,70,0,70
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,0,1,0,1,1
SAN BENITO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,8,0,8,0,8
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,14,7,14,7,21
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,5,0,5,0,5
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,3,9,3,9,12
SAN PEDRO DE QUEMES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,70,0,70,0,70
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,0,2,0,2
SORATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,2,1,2,1,3
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,16,0,16,0,16
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,62,1,62,1,63
TOCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,8,0,8,0,8
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,3,0,3,0,3
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,8,0,8,0,8
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,0,1,0,1,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,11,0,11,0,11
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,4,0,4,0,4
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,46,88,46,88,134
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,7,0,7,0,7
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,5,0,5,0,5
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-07-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,8,0,8,0,8
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,5,0,5,0,5
ASCENCION DE GUARAYOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,30,0,30,0,30
BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,1,0,1,0,1
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,28,0,28,0,28
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,5,0,5,0,5
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,9,0,9,0,9
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,0,4,0,4
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,16,284,16,284,300
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,0,2,0,2,2
CKOCHAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,11,1,11,1,12
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,3,0,3,0,3
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,17,21,17,21,38
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,57,0,57,0,57
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,0,16,0,16,16
COLQUECHACA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,12,0,12,0,12
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,76,63,76,63,139
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,11,0,11,0,11
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,3,2,3,5
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,7,0,7,0,7
GUANAY,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,3,0,3,0,3
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
HUARACAJE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,5,0,5,0,5
HUARINA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,0,2,0,2,2
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,0,4,0,4
ICLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,6,0,6,0,6
INQUISIVI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
IXIAMAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,3,0,3,0,3
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,16,0,16,0,16
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,62,3,62,3,65
LAS CARRERAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,9,0,9,0,9
LLALLAGUA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,485,4,485,489
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,6,0,6,0,6
MAIRANA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
MALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,3,0,3,0,3
MAPIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,25,0,25,0,25
MOCOMOCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,14,0,14,0,14
MOJOCOYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,6,0,6,0,6
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,7,0,7,0,7
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,12,0,12,0,12
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,117,0,117,0,117
PAILON,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,15,0,15,0,15
PATACAMAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,20,15,20,15,35
POCONA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,12,0,12,0,12
POJO (CBBA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,24,0,24,0,24
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,7,0,7,0,7
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,28,0,28,0,28
PUCARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,0,4,0,4
PUERTO GONZALO MORENO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,6,0,6,0,6
PUERTO PEREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,0,4,0,4
QUIABAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
RAVELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,15,0,15,0,15
SACABA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,59,0,59,0,59
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,0,4,0,4
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,8,1,8,1,9
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,25,0,25,0,25
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,15,0,15,0,15
SAN LORENZO(PND),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,5,0,5,0,5
SAN RAMON BENI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,516,52,516,52,568
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,7,0,7,0,7
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
SENA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
SOPACHUY,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,0,4,0,4,4
SORATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,3,0,3,0,3
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,32,0,32,0,32
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,113,61,113,61,174
TEOPONTE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,9,23,9,23,32
TIPUANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,3,0,3,0,3
TOCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
TOMINA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,16,0,16,0,16
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,21,0,21,0,21
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,1,0,1,0,1
URUBICHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,16,0,16,0,16
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,9,3,9,3,12
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,15,0,15,0,15
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,15,1,15,1,16
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,70,3,70,3,73
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,57,279,57,279,336
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,20,0,20,0,20
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,2,0,2,0,2
ZUDAÑEZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-08-01,8,0,8,0,8
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,5,20,5,20,25
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,5,0,5,0,5
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,13,0,13,0,13
COTOCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,30,0,30,0,30
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,22,3,22,3,25
ESCOMA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,5,0,5,0,5
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,44,0,44,0,44
LAS CARRERAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,1,0,1,0,1
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,4,0,4,0,4
MOCOMOCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,10,0,10,0,10
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,0,30,0,30,30
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,90,0,90,0,90
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,3,0,3,0,3
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,6,0,6,0,6
PUERTO ACOSTA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,5,0,5,0,5
PUERTO CARABUCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,9,0,9,0,9
RAVELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,7,0,7,0,7
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,85,0,85,0,85
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,9,0,9,0,9
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,81,51,81,51,132
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,7,0,7,0,7
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,8,0,8,0,8
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,31,923,31,923,954
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,8,0,8,0,8
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,36,0,36,0,36
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,27,0,27,0,27
ZUDAÑEZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-09-01,3,0,3,0,3
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,3,54,3,54,57
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,3,0,3,0,3
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,9,1,9,1,10
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,6,0,6,0,6
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,3,2,3,2,5
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,4,2,4,2,6
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,5,0,5,0,5
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,2,0,2,0,2
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,45,24,45,24,69
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,6,0,6,0,6
EL PUENTE(TJA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,4,0,4,0,4
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,4,0,4,0,4
ESCOMA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,7,0,7,0,7
HUACHACALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,6,0,6,0,6
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,3,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,8,4,8,4,12
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,61,0,61,0,61
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,95,0,95,0,95
PASORAPA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,2,1,2,3
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,21,0,21,0,21
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,2,0,2,0,2
PUERTO CARABUCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,3,0,3,0,3
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,64,0,64,0,64
