,group,variable,month,ANTIRRÁBICA EN HUMANO CANTIDAD,ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-05-01,210,0,210,0,210
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-05-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-05-01,1977,0,1977,0,1977
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-05-01,15,0,15,0,15
SIPE SIPE,otras vacunaciones,antirrabica en humano,2013-05-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2013-05-01,338,0,338,0,338
TARIJA,otras vacunaciones,antirrabica en humano,2013-05-01,227,0,227,0,227
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2013-05-01,12,0,12,0,12
TUPIZA,otras vacunaciones,antirrabica en humano,2013-05-01,21,0,21,0,21
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-05-01,28,0,28,0,28
VIACHA,otras vacunaciones,antirrabica en humano,2013-05-01,51,0,51,0,51
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-05-01,3,0,3,0,3
VILLAZON,otras vacunaciones,antirrabica en humano,2013-05-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica en humano,2013-05-01,120,0,120,0,120
YACUIBA,otras vacunaciones,antirrabica en humano,2013-05-01,56,0,56,0,56
YAPACANI,otras vacunaciones,antirrabica en humano,2013-05-01,22,0,22,0,22
ACHACACHI,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-06-01,21,0,21,0,21
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en humano,2013-06-01,0,5,0,5,5
BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-06-01,6,0,6,0,6
CARANAVI,otras vacunaciones,antirrabica en humano,2013-06-01,8,0,8,0,8
CARAPARI,otras vacunaciones,antirrabica en humano,2013-06-01,0,6,0,6,6
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-06-01,11,0,11,0,11
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-06-01,215,2,215,2,217
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
"COLCHA ""K""",otras vacunaciones,antirrabica en humano,2013-06-01,8,0,8,0,8
COLOMI,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
COLPA BELGICA,otras vacunaciones,antirrabica en humano,2013-06-01,10,0,10,0,10
COMARAPA,otras vacunaciones,antirrabica en humano,2013-06-01,10,0,10,0,10
COPACABANA,otras vacunaciones,antirrabica en humano,2013-06-01,8,0,8,0,8
COTOCA,otras vacunaciones,antirrabica en humano,2013-06-01,160,0,160,0,160
DESAGUADERO,otras vacunaciones,antirrabica en humano,2013-06-01,0,6,0,6,6
EL ALTO,otras vacunaciones,antirrabica en humano,2013-06-01,870,0,870,0,870
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2013-06-01,5,0,5,0,5
EL TORNO,otras vacunaciones,antirrabica en humano,2013-06-01,168,0,168,0,168
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,antirrabica en humano,2013-06-01,0,5,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2013-06-01,15,0,15,0,15
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2013-06-01,14,0,14,0,14
GUANAY,otras vacunaciones,antirrabica en humano,2013-06-01,6,0,6,0,6
HUANUNI,otras vacunaciones,antirrabica en humano,2013-06-01,6,0,6,0,6
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-06-01,301,0,301,0,301
LA PAZ,otras vacunaciones,antirrabica en humano,2013-06-01,217,0,217,0,217
LAJA,otras vacunaciones,antirrabica en humano,2013-06-01,0,2,0,2,2
MAIRANA,otras vacunaciones,antirrabica en humano,2013-06-01,8,0,8,0,8
MAPIRI,otras vacunaciones,antirrabica en humano,2013-06-01,14,0,14,0,14
MINEROS,otras vacunaciones,antirrabica en humano,2013-06-01,34,0,34,0,34
MONTERO,otras vacunaciones,antirrabica en humano,2013-06-01,213,0,213,0,213
OCURI,otras vacunaciones,antirrabica en humano,2013-06-01,20,0,20,0,20
ORURO,otras vacunaciones,antirrabica en humano,2013-06-01,13,0,13,0,13
PAILON,otras vacunaciones,antirrabica en humano,2013-06-01,10,0,10,0,10
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2013-06-01,5,0,5,0,5
PORCO,otras vacunaciones,antirrabica en humano,2013-06-01,2,0,2,0,2
PORTACHUELO,otras vacunaciones,antirrabica en humano,2013-06-01,10,0,10,0,10
POTOSI,otras vacunaciones,antirrabica en humano,2013-06-01,212,0,212,0,212
PUCARANI,otras vacunaciones,antirrabica en humano,2013-06-01,14,0,14,0,14
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2013-06-01,0,1,0,1,1
PUNATA,otras vacunaciones,antirrabica en humano,2013-06-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-06-01,251,0,251,0,251
QUIRUSILLAS,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2013-06-01,25,0,25,0,25
SACABAMBA,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
SAIPINA,otras vacunaciones,antirrabica en humano,2013-06-01,4,0,4,0,4
SAMAIPATA,otras vacunaciones,antirrabica en humano,2013-06-01,9,0,9,0,9
SAN BUENA VENTURA,otras vacunaciones,antirrabica en humano,2013-06-01,15,0,15,0,15
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-06-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-06-01,12,0,12,0,12
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-06-01,96,0,96,0,96
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-06-01,22,0,22,0,22
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-06-01,141,0,141,0,141
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2013-06-01,15,0,15,0,15
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-06-01,2336,0,2336,0,2336
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-06-01,30,0,30,0,30
SIPE SIPE,otras vacunaciones,antirrabica en humano,2013-06-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2013-06-01,282,0,282,0,282
TARACO,otras vacunaciones,antirrabica en humano,2013-06-01,0,7,0,7,7
TARIJA,otras vacunaciones,antirrabica en humano,2013-06-01,197,0,197,0,197
TIPUANI,otras vacunaciones,antirrabica en humano,2013-06-01,7,0,7,0,7
TOLATA,otras vacunaciones,antirrabica en humano,2013-06-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
TRIGAL,otras vacunaciones,antirrabica en humano,2013-06-01,5,0,5,0,5
TUPIZA,otras vacunaciones,antirrabica en humano,2013-06-01,6,0,6,0,6
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-06-01,40,0,40,0,40
VIACHA,otras vacunaciones,antirrabica en humano,2013-06-01,57,0,57,0,57
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-06-01,5,0,5,0,5
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2013-06-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica en humano,2013-06-01,24,0,24,0,24
WARNES,otras vacunaciones,antirrabica en humano,2013-06-01,194,0,194,0,194
YACUIBA,otras vacunaciones,antirrabica en humano,2013-06-01,64,0,64,0,64
YAPACANI,otras vacunaciones,antirrabica en humano,2013-06-01,113,0,113,0,113
ACHACACHI,otras vacunaciones,antirrabica en humano,2013-07-01,3,0,3,0,3
AIQUILE,otras vacunaciones,antirrabica en humano,2013-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-07-01,25,0,25,0,25
ATOCHA,otras vacunaciones,antirrabica en humano,2013-07-01,8,0,8,0,8
BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-07-01,3,0,3,0,3
CALACOTO,otras vacunaciones,antirrabica en humano,2013-07-01,0,9,0,9,9
CAMIRI,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica en humano,2013-07-01,4,0,4,0,4
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-07-01,3,0,3,0,3
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-07-01,171,0,171,0,171
"COLCHA ""K""",otras vacunaciones,antirrabica en humano,2013-07-01,9,0,9,0,9
COMARAPA,otras vacunaciones,antirrabica en humano,2013-07-01,7,0,7,0,7
COPACABANA,otras vacunaciones,antirrabica en humano,2013-07-01,0,2,0,2,2
COTOCA,otras vacunaciones,antirrabica en humano,2013-07-01,146,0,146,0,146
DESAGUADERO,otras vacunaciones,antirrabica en humano,2013-07-01,0,4,0,4,4
EL ALTO,otras vacunaciones,antirrabica en humano,2013-07-01,594,0,594,0,594
EL TORNO,otras vacunaciones,antirrabica en humano,2013-07-01,236,0,236,0,236
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2013-07-01,17,0,17,0,17
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2013-07-01,40,0,40,0,40
GUANAY,otras vacunaciones,antirrabica en humano,2013-07-01,6,0,6,0,6
HUANUNI,otras vacunaciones,antirrabica en humano,2013-07-01,3,0,3,0,3
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-07-01,202,0,202,0,202
LA PAZ,otras vacunaciones,antirrabica en humano,2013-07-01,173,0,173,0,173
MAIRANA,otras vacunaciones,antirrabica en humano,2013-07-01,8,0,8,0,8
MAPIRI,otras vacunaciones,antirrabica en humano,2013-07-01,18,0,18,0,18
MINEROS,otras vacunaciones,antirrabica en humano,2013-07-01,64,0,64,0,64
MIZQUE,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica en humano,2013-07-01,94,0,94,0,94
MORO MORO,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
OCURI,otras vacunaciones,antirrabica en humano,2013-07-01,0,10,0,10,10
OKINAWA,otras vacunaciones,antirrabica en humano,2013-07-01,5,0,5,0,5
PAILON,otras vacunaciones,antirrabica en humano,2013-07-01,30,0,30,0,30
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2013-07-01,10,0,10,0,10
PORCO,otras vacunaciones,antirrabica en humano,2013-07-01,7,0,7,0,7
PORTACHUELO,otras vacunaciones,antirrabica en humano,2013-07-01,15,0,15,0,15
POTOSI,otras vacunaciones,antirrabica en humano,2013-07-01,245,0,245,0,245
PUERTO CARABUCO,otras vacunaciones,antirrabica en humano,2013-07-01,5,0,5,0,5
PUERTO QUIJARRO,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2013-07-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2013-07-01,7,2,7,2,9
SAIPINA,otras vacunaciones,antirrabica en humano,2013-07-01,6,0,6,0,6
SAMAIPATA,otras vacunaciones,antirrabica en humano,2013-07-01,15,0,15,0,15
SAN BUENA VENTURA,otras vacunaciones,antirrabica en humano,2013-07-01,9,0,9,0,9
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-07-01,5,2,5,2,7
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-07-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-07-01,118,0,118,0,118
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-07-01,11,0,11,0,11
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-07-01,53,0,53,0,53
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2013-07-01,27,0,27,0,27
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-07-01,2325,4,2325,4,2329
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-07-01,40,0,40,0,40
SUCRE,otras vacunaciones,antirrabica en humano,2013-07-01,320,0,320,0,320
TARACO,otras vacunaciones,antirrabica en humano,2013-07-01,0,1,0,1,1
TARATA,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2013-07-01,2,0,2,0,2
TUPIZA,otras vacunaciones,antirrabica en humano,2013-07-01,1,0,1,0,1
UYUNI,otras vacunaciones,antirrabica en humano,2013-07-01,40,0,40,0,40
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-07-01,40,2,40,2,42
VIACHA,otras vacunaciones,antirrabica en humano,2013-07-01,26,0,26,0,26
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-07-01,11,0,11,0,11
VILLAZON,otras vacunaciones,antirrabica en humano,2013-07-01,10,3,10,3,13
WARNES,otras vacunaciones,antirrabica en humano,2013-07-01,232,0,232,0,232
YACUIBA,otras vacunaciones,antirrabica en humano,2013-07-01,90,0,90,0,90
YAPACANI,otras vacunaciones,antirrabica en humano,2013-07-01,29,0,29,0,29
ACHACACHI,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-08-01,23,0,23,0,23
ATOCHA,otras vacunaciones,antirrabica en humano,2013-08-01,9,0,9,0,9
BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-08-01,9,0,9,0,9
CALACOTO,otras vacunaciones,antirrabica en humano,2013-08-01,0,1,0,1,1
CAMIRI,otras vacunaciones,antirrabica en humano,2013-08-01,8,0,8,0,8
CARANAVI,otras vacunaciones,antirrabica en humano,2013-08-01,11,0,11,0,11
CARAPARI,otras vacunaciones,antirrabica en humano,2013-08-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-08-01,8,0,8,0,8
CLIZA,otras vacunaciones,antirrabica en humano,2013-08-01,4,0,4,0,4
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-08-01,148,4,148,4,152
COMARAPA,otras vacunaciones,antirrabica en humano,2013-08-01,7,0,7,0,7
COPACABANA,otras vacunaciones,antirrabica en humano,2013-08-01,9,0,9,0,9
COTAGAITA,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica en humano,2013-08-01,209,0,209,0,209
EL ALTO,otras vacunaciones,antirrabica en humano,2013-08-01,659,0,659,0,659
EL TORNO,otras vacunaciones,antirrabica en humano,2013-08-01,282,0,282,0,282
ESCOMA,otras vacunaciones,antirrabica en humano,2013-08-01,3,0,3,0,3
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
GUANAY,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
HUANUNI,otras vacunaciones,antirrabica en humano,2013-08-01,2,0,2,0,2
IXIAMAS,otras vacunaciones,antirrabica en humano,2013-08-01,3,0,3,0,3
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-08-01,157,0,157,0,157
LA PAZ,otras vacunaciones,antirrabica en humano,2013-08-01,240,0,240,0,240
MAIRANA,otras vacunaciones,antirrabica en humano,2013-08-01,9,0,9,0,9
MAPIRI,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
MINEROS,otras vacunaciones,antirrabica en humano,2013-08-01,47,0,47,0,47
MONTERO,otras vacunaciones,antirrabica en humano,2013-08-01,116,0,116,0,116
ORURO,otras vacunaciones,antirrabica en humano,2013-08-01,14,0,14,0,14
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
POCONA,otras vacunaciones,antirrabica en humano,2013-08-01,2,0,2,0,2
PORONGO,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
POTOSI,otras vacunaciones,antirrabica en humano,2013-08-01,227,0,227,0,227
PUERTO QUIJARRO,otras vacunaciones,antirrabica en humano,2013-08-01,26,0,26,0,26
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2013-08-01,3,0,3,0,3
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,antirrabica en humano,2013-08-01,13,0,13,0,13
SACABA,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
SAIPINA,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
SAMAIPATA,otras vacunaciones,antirrabica en humano,2013-08-01,9,0,9,0,9
SAN BUENA VENTURA,otras vacunaciones,antirrabica en humano,2013-08-01,4,0,4,0,4
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-08-01,65,0,65,0,65
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-08-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-08-01,45,0,45,0,45
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en humano,2013-08-01,0,1,0,1,1
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-08-01,16,0,16,0,16
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-08-01,12,0,12,0,12
SAN PEDRO,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2013-08-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-08-01,2178,0,2178,0,2178
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-08-01,24,0,24,0,24
SHINAOTA,otras vacunaciones,antirrabica en humano,2013-08-01,0,2,0,2,2
SUCRE,otras vacunaciones,antirrabica en humano,2013-08-01,294,0,294,0,294
TARATA,otras vacunaciones,antirrabica en humano,2013-08-01,16,0,16,0,16
TARIJA,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
TIPUANI,otras vacunaciones,antirrabica en humano,2013-08-01,7,0,7,0,7
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2013-08-01,4,0,4,0,4
TUPIZA,otras vacunaciones,antirrabica en humano,2013-08-01,7,0,7,0,7
UNCIA,otras vacunaciones,antirrabica en humano,2013-08-01,0,1,0,1,1
UYUNI,otras vacunaciones,antirrabica en humano,2013-08-01,27,0,27,0,27
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-08-01,26,0,26,0,26
VIACHA,otras vacunaciones,antirrabica en humano,2013-08-01,37,0,37,0,37
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-08-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
VILLAZON,otras vacunaciones,antirrabica en humano,2013-08-01,24,0,24,0,24
WARNES,otras vacunaciones,antirrabica en humano,2013-08-01,199,0,199,0,199
YACUIBA,otras vacunaciones,antirrabica en humano,2013-08-01,120,0,120,0,120
YAPACANI,otras vacunaciones,antirrabica en humano,2013-08-01,5,0,5,0,5
YOCALLA,otras vacunaciones,antirrabica en humano,2013-08-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica en humano,2013-09-01,0,7,0,7,7
ANTEQUERA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
ANZALDO,otras vacunaciones,antirrabica en humano,2013-09-01,0,1,0,1,1
ARBIETO,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-09-01,15,0,15,0,15
ATOCHA,otras vacunaciones,antirrabica en humano,2013-09-01,7,0,7,0,7
BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-09-01,0,7,0,7,7
"CAIZA ""D""",otras vacunaciones,antirrabica en humano,2013-09-01,0,10,0,10,10
CAMIRI,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-09-01,7,0,7,0,7
CHIMORE,otras vacunaciones,antirrabica en humano,2013-09-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-09-01,172,9,172,9,181
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
COMARAPA,otras vacunaciones,antirrabica en humano,2013-09-01,7,0,7,0,7
CONCEPCION,otras vacunaciones,antirrabica en humano,2013-09-01,0,1,0,1,1
COTAGAITA,otras vacunaciones,antirrabica en humano,2013-09-01,7,0,7,0,7
COTOCA,otras vacunaciones,antirrabica en humano,2013-09-01,135,0,135,0,135
EL ALTO,otras vacunaciones,antirrabica en humano,2013-09-01,1052,0,1052,0,1052
EL TORNO,otras vacunaciones,antirrabica en humano,2013-09-01,63,0,63,0,63
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en humano,2013-09-01,6,0,6,0,6
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2013-09-01,18,0,18,0,18
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
GUAQUI,otras vacunaciones,antirrabica en humano,2013-09-01,0,6,0,6,6
HUANUNI,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
IXIAMAS,otras vacunaciones,antirrabica en humano,2013-09-01,8,0,8,0,8
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-09-01,190,2,190,2,192
LA PAZ,otras vacunaciones,antirrabica en humano,2013-09-01,212,0,212,0,212
MAIRANA,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
MINEROS,otras vacunaciones,antirrabica en humano,2013-09-01,43,0,43,0,43
MONTERO,otras vacunaciones,antirrabica en humano,2013-09-01,103,0,103,0,103
MORO MORO,otras vacunaciones,antirrabica en humano,2013-09-01,8,0,8,0,8
OKINAWA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica en humano,2013-09-01,32,0,32,0,32
POCONA,otras vacunaciones,antirrabica en humano,2013-09-01,0,4,0,4,4
PORONGO,otras vacunaciones,antirrabica en humano,2013-09-01,15,65,15,65,80
POTOSI,otras vacunaciones,antirrabica en humano,2013-09-01,165,0,165,0,165
PUERTO QUIJARRO,otras vacunaciones,antirrabica en humano,2013-09-01,10,0,10,0,10
PUNATA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-09-01,31,0,31,0,31
QUIRUSILLAS,otras vacunaciones,antirrabica en humano,2013-09-01,0,2,0,2,2
SACABA,otras vacunaciones,antirrabica en humano,2013-09-01,8,0,8,0,8
SAIPINA,otras vacunaciones,antirrabica en humano,2013-09-01,5,0,5,0,5
SAMAIPATA,otras vacunaciones,antirrabica en humano,2013-09-01,12,0,12,0,12
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-09-01,50,0,50,0,50
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-09-01,94,0,94,0,94
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica en humano,2013-09-01,0,30,0,30,30
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-09-01,25,0,25,0,25
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-09-01,28,0,28,0,28
SAN PEDRO,otras vacunaciones,antirrabica en humano,2013-09-01,10,0,10,0,10
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2013-09-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-09-01,2011,0,2011,0,2011
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2013-09-01,298,0,298,0,298
TARACO,otras vacunaciones,antirrabica en humano,2013-09-01,0,7,0,7,7
TARATA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
TOLATA,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
TRIGAL,otras vacunaciones,antirrabica en humano,2013-09-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,antirrabica en humano,2013-09-01,10,0,10,0,10
TUPIZA,otras vacunaciones,antirrabica en humano,2013-09-01,15,0,15,0,15
UYUNI,otras vacunaciones,antirrabica en humano,2013-09-01,10,0,10,0,10
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-09-01,5,0,5,0,5
VIACHA,otras vacunaciones,antirrabica en humano,2013-09-01,17,0,17,0,17
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-09-01,14,0,14,0,14
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2013-09-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica en humano,2013-09-01,27,1,27,1,28
WARNES,otras vacunaciones,antirrabica en humano,2013-09-01,103,10,103,10,113
YACUIBA,otras vacunaciones,antirrabica en humano,2013-09-01,122,0,122,0,122
YAPACANI,otras vacunaciones,antirrabica en humano,2013-09-01,5,0,5,0,5
ACHACACHI,otras vacunaciones,antirrabica en humano,2013-10-01,13,0,13,0,13
ANCORAIMES,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
ARBIETO,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-10-01,13,0,13,0,13
ATOCHA,otras vacunaciones,antirrabica en humano,2013-10-01,11,0,11,0,11
BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-10-01,7,12,7,12,19
CAMIRI,otras vacunaciones,antirrabica en humano,2013-10-01,16,0,16,0,16
CARAPARI,otras vacunaciones,antirrabica en humano,2013-10-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-10-01,4,0,4,0,4
CHIMORE,otras vacunaciones,antirrabica en humano,2013-10-01,2,0,2,0,2
CLIZA,otras vacunaciones,antirrabica en humano,2013-10-01,3,0,3,0,3
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-10-01,294,1,294,1,295
COLLANA,otras vacunaciones,antirrabica en humano,2013-10-01,8,0,8,0,8
COMARAPA,otras vacunaciones,antirrabica en humano,2013-10-01,3,0,3,0,3
COPACABANA,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
CORO CORO,otras vacunaciones,antirrabica en humano,2013-10-01,7,0,7,0,7
COTAGAITA,otras vacunaciones,antirrabica en humano,2013-10-01,18,0,18,0,18
COTOCA,otras vacunaciones,antirrabica en humano,2013-10-01,142,0,142,0,142
