,group,variable,month,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,1,0,1,1
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,10,4,10,14
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,51,165,51,165,216
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,175,7,175,182
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,5,2,5,7
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,17,15,17,15,32
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,760,1046,760,1046,1806
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,37,5,37,42
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,29,694,29,694,723
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,7,4,7,11
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,15,72,15,72,87
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,16,167,16,167,183
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,0,4,0,4
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,2,1,2,3
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,23,0,23,0,23
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,9,0,9,0,9
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,2,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,111,1,111,112
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,8,6,8,6,14
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,17,0,17,17
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,23,53,23,53,76
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,58,0,58,58
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,8,59,8,59,67
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,1,2,1,3
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,11,46,11,46,57
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,0,1,0,1
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,43,0,43,43
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,1,5,1,6
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,31,0,31,31
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,18,2,18,20
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,32,0,32,32
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,30,2,30,32
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,3,2,3,5
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,6,4,6,10
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,91,164,91,164,255
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,528,480,528,480,1008
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,5,2,5,7
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,4,2,4,6
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,6,0,6,6
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,9,3,9,12
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,10,0,10,10
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,1,1,1,2
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,0,3,0,3
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,6,0,6,6
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,2,1,2,3
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,8,1,8,9
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,1,0,1,1
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,8,1,8,1,9
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,10,2,10,12
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,28,118,28,118,146
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,6,10,6,10,16
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,8,1,8,9
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,3,0,3,3
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,6,4,6,4,10
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,46,279,46,279,325
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,309,111,309,111,420
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,8,0,8,8
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,81,3,81,84
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,1,0,1,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,9,3,9,12
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,12,35,12,35,47
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,6,6,6,6,12
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,130,29,130,29,159
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,2,5,2,7
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,27,4,27,31
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,31,3,31,34
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,3,0,3,3
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,23,4,23,27
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,10,11,10,11,21
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,1,1,1,2
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,0,2,0,2
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,0,5,0,5
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,0,3,0,3
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,38,2,38,40
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,20,66,20,66,86
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,34,68,34,68,102
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,1,7,1,8
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,1,2,1,3
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,13,2,13,15
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,24,3,24,27
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,6,0,6,0,6
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,30,1,30,31
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,0,5,0,5
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,109,4,109,4,113
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,2,0,2,2
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,1,7,1,8
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,12,1,12,13
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,3,5,3,8
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,3,3,3,6
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,140,7,140,147
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,1,7,1,8
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,53,101,53,101,154
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,52,3,52,55
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,43,5,43,5,48
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,11,0,11,11
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,33,122,33,122,155
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,10,1,10,11
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,7,0,7,7
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,11,0,11,11
REYES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,14,0,14,14
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,39,60,39,60,99
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,230,4,230,234
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,14,9,14,9,23
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,42,269,42,269,311
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,9,10,9,10,19
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,1,4,1,5
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,10,54,10,54,64
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,19,0,19,0,19
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,6,4,6,10
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,0,4,0,4
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,102,4,102,106
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,14,34,14,34,48
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,2,5,2,7
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,9,0,9,0,9
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,31,204,31,204,235
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,40,72,40,72,112
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,27,0,27,27
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,0,3,0,3
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,14,10,14,10,24
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,96,1,96,97
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,22,44,22,44,66
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,7,0,7,7
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,0,4,0,4
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,12,5,12,17
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,14,27,14,27,41
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,3,5,3,8
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,24,1,24,25
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,14,34,14,34,48
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,32,2,32,34
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,30,0,30,30
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,2,0,2,2
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,963,599,963,599,1562
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,15,1,15,1,16
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,10,11,10,11,21
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,6,0,6,6
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,6,0,6,6
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,2,1,2,3
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,2,3,2,5
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,1,0,1,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,11,0,11,11
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,68,5,68,73
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,4,3,4,7
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,4,1,4,5
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,8,22,8,22,30
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,1,1,1,2
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,10,2,10,12
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,90,308,90,308,398
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,0,1,0,1
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,8,1,8,9
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,3,7,3,10
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,0,5,0,5
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,60,1,60,61
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,167,112,167,112,279
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,24,1,24,25
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,17,1,17,18
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,0,5,0,5
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,1,2,1,3
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,2,1,2,3
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,13,121,13,121,134
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,22,2,22,24
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,3,7,3,10
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,2,3,2,5
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,9,0,9,9
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,6,0,6,6
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,2,2,2,2,4
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,32,0,32,0,32
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,8,67,8,67,75
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,0,1,0,1
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,130,135,130,135,265
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,33,55,33,55,88
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,1,4,1,5
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,15,7,15,22
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,7,8,7,8,15
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,18,38,18,38,56
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,41,1,41,1,42
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,4,3,4,3,7
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,23,2,23,2,25
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,18,8,18,8,26
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,27,74,27,74,101
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,6,1,6,7
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,24,21,24,21,45
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,51,0,51,0,51
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,4,0,4,4
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,81,92,81,92,173
YACO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,5,0,5,0,5
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,17,177,17,177,194
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,5,1,5,6
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,1,29,1,29,30
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,22,198,22,198,220
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,0,3,0,3
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,12,12,12,12,24
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,3,37,3,37,40
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-04-01,0,1,0,1,1
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,0,1,0,1
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,0,3,0,3,3
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,6,10,6,10,16
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,9,0,9,0,9
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,0,6,0,6,6
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,12,1,12,13
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,7,9,7,9,16
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,11,1,11,12
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,2,0,2,0,2
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,3,1,3,4
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,6,15,6,15,21
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,4,5,4,5,9
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,6,43,6,43,49
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,6,24,6,24,30
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,38,1,38,39
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,45,24,45,24,69
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,91,1,91,92
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,3,4,3,4,7
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,1,119,1,119,120
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,7,1,7,1,8
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,5,18,5,18,23
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,12,13,12,13,25
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,2,1,2,1,3
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,0,1,0,1,1
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2013-05-01,10,47,10,47,57
