municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,6,6
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,10,10
SORACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,2,2
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,3,3
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1858,1858
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,30,30
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,2,2
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,512,512
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,8,8
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,2,2
TIAWANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,96,96
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,4,4
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,4,4
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1184,1184
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,438,438
UNCIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,30,30
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,2,2
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,17,17
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,55,55
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,12,12
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,4,4
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,26,26
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,8,8
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,9,9
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,60,60
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,4,4
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,89,89
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,9,9
VITICHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,76,76
YACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,55,55
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,1,1
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,254,254
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,5,5
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-03-01,2,2
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,40,40
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,9,9
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,20,20
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
ANCORAIMES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,17,17
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
AYO AYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,53,53
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
CAJUATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,24,24
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,275,275
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
CARACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,92,92
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,11,11
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,33,33
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,6,6
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,8,8
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,84,84
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,35,35
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,126,126
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3333,3333
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,21,21
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,16,16
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,31,31
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,40,40
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,10,10
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,37,37
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,12,12
DESAGUADERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2152,2152
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,113,113
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,15,15
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
GUAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,8,8
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,9,9
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,128,128
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,13,13
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3810,3810
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,62,62
LURIBAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,14,14
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,20,20
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,101,101
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1102,1102
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
OMEREQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,959,959
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,32,32
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
POCONA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
POOPO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,41,41
PORVENIR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,263,263
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,43,43
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,309,309
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,70,70
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,171,171
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,15,15
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,19,19
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,76,76
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,6,6
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,6,6
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,56,56
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,47,47
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,10,10
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,32,32
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,12005,12005
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,8,8
SORACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1882,1882
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,30,30
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,6,6
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,488,488
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,16,16
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
TIAWANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,84,84
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
TOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
TOLEDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,2,2
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,5,5
TOTORA(ORR),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,7,7
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1336,1336
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,445,445
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,21,21
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,59,59
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,21,21
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,27,27
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,8,8
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,4,4
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,127,127
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,6,6
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,31,31
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,86,86
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,136,136
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-04-01,1,1
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,33,33
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,17,17
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,20,20
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,4,4
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,7,7
ARQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,28,28
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,4,4
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,56,56
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,11,11
CAJUATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,5,5
CALACOTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
CALAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,23,23
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,274,274
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,5,5
CARACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,94,94
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,3,3
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,10,10
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,23,23
CHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,26,26
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,7,7
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,58,58
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,33,33
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,157,157
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,3303,3303
COIPASA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,20,20
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,8,8
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,8,8
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,20,20
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
CORIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
CORO CORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,12,12
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,32,32
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,18,18
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,46,46
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,4,4
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1863,1863
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,126,126
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,2,2
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,4,4
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2018-05-01,1,1
