municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,47,47
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,24,24
ESCOMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,4,4
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,6,6
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,4,4
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,6,6
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,189,189
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
MOCOMOCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,5,5
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,111,111
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,4,4
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,4,4
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,15,15
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,3,3
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,5,5
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,134,134
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,31,31
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,4,4
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,357,357
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,3,3
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,175,175
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,9,9
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
TIAWANACU,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,32,32
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,28,28
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,4,4
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,2,2
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-05-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,10,10
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,9,9
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,14,14
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,23,23
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,11,11
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,21,21
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,331,331
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,25,25
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,322,322
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
IXIAMAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,694,694
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,45,45
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,82,82
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,5,5
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,22,22
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,129,129
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,17,17
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,4,4
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,15,15
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,6,6
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,391,391
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,6,6
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,268,268
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,27,27
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,7,7
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,9,9
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,22,22
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,3,3
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,5,5
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-06-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,23,23
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
ARQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,7,7
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,21,21
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,21,21
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,3,3
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,9,9
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,27,27
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,219,219
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,22,22
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,293,293
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,7,7
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,3,3
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,87,87
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,791,791
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,42,42
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,80,80
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,10,10
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,3,3
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,14,14
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,13,13
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,23,23
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,495,495
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,201,201
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,33,33
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,39,39
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,21,21
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,4,4
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,2,2
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,5,5
YANACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-07-01,3,3
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,20,20
ANZALDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,7,7
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,8,8
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,4,4
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,5,5
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,26,26
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,121,121
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,18,18
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,332,332
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,19,19
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1152,1152
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,5,5
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,54,54
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,66,66
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,9,9
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,101,101
QUIRUSILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,24,24
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,10,10
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,498,498
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,8,8
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,191,191
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,14,14
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,44,44
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,21,21
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,8,8
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,5,5
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,7,7
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-08-01,4,4
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,13,13
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,28,28
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,5,5
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,9,9
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,3,3
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-09-01,2,2
