municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,12,12
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,22,22
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,43,43
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,6,6
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,45,45
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,20,20
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,48,48
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,388,388
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,30,30
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,9,9
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,75,75
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,5,5
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,44,44
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,6,6
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,42,42
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-09-01,17,17
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,40,40
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,16,16
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,7,7
CAMIRI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,3,3
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,43,43
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,9,9
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,11,11
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,7,7
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,13,13
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,18,18
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,14,14
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,68,68
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,48,48
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,24,24
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,22,22
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,34,34
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,5,5
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,853,853
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,25,25
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,8,8
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,103,103
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,36,36
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,15,15
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,24,24
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,12,12
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-10-01,27,27
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,31,31
ANZALDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,28,28
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,14,14
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,28,28
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,42,42
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,20,20
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,12,12
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,14,14
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,20,20
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,7,7
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,83,83
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,20,20
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,31,31
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,15,15
SAN BORJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,334,334
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,732,732
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,25,25
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,5,5
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,79,79
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,17,17
UNCIA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,7,7
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,3,3
WALDO BALLIVIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,20,20
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-11-01,19,19
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,27,27
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,7,7
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,14,14
CAMIRI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,38,38
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,26,26
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,6,6
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,17,17
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,16,16
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,15,15
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,19,19
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,44,44
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,12,12
RIBERALTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,358,358
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,189,189
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,15,15
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,7,7
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,67,67
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,9,9
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,25,25
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,6,6
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,11,11
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,8,8
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2018-12-01,15,15
