,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,6,0,6,0,1,0,0,0,13
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,13,0,0,0,0,0,16
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,3,0,0,0,0,0,4
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,1,3,0,0,0,0,6
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,1,9,0,1,0,0,0,13
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,4,0,0,0,0,6
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,8,0,2,0,0,0,10
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,10,0,2,0,0,0,13
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,5,0,4,0,0,0,0,0,9
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,0,0,0,0,0,3
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,12,0,2,0,0,0,16
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,3,0,0,0,0,0,3
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,3,0,2,0,0,0,5
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,0,1,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,7,0,12,0,6,0,0,0,25
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,9,0,3,1,0,0,14
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,5,0,1,0,0,0,9
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,1,0,0,0,3
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,6,1,0,0,0,0,8
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,22,0,8,0,0,0,31
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,8,0,28,5,5,1,0,0,47
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,5,0,2,0,0,0,8
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,10,0,4,0,0,0,16
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,6,0,2,0,0,0,11
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,1,4,0,1,0,0,0,10
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,6,0,6,0,2,0,0,0,14
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,7,0,1,0,0,0,11
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,7,1,1,0,0,0,10
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,4,0,2,0,0,0,9
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,11,0,3,1,0,0,16
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,5,0,19,3,3,0,0,0,30
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,10,0,1,0,0,0,12
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,2,0,4,0,2,1,0,0,10
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,1,16,0,2,0,0,0,22
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,12,0,41,3,8,0,0,0,64
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,9,0,4,0,0,0,14
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,2,1,0,0,0,0,6
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,6,0,0,1,0,0,8
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,20,1,4,0,0,0,27
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,9,0,1,2,0,0,15
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,9,0,11,1,2,0,0,0,23
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,0,0,1,0,0,4
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,8,1,20,0,3,1,0,0,33
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,10,2,22,2,2,1,0,0,39
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,0,0,0,0,0,0,1
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,0,0,0,0,0,3
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,5,0,0,0,0,0,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,2,0,8,0,7,0,0,0,18
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,5,0,1,1,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,10,1,0,1,0,0,13
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,9,2,4,2,2,0,0,0,19
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,2,0,0,0,0,0,4
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,6,0,38,0,4,0,0,0,49
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,4,0,11,0,2,0,0,0,18
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,2,0,24,0,277,14,85,7,1,0,410
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,18,1,4,0,0,0,26
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,1,7,0,1,0,0,0,10
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,5,0,14,0,2,0,0,0,21
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,8,0,0,0,0,0,10
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,11,2,31,1,9,2,0,0,56
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,6,0,0,0,0,0,8
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,2,3,3,2,0,0,0,11
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,0,0,0,0,0,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,1,0,19,0,0,0,0,0,21
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,3,0,0,0,0,0,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,1,1,0,8,1,3,0,0,0,14
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,1,11,0,2,0,0,0,16
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,0,27,0,2,0,0,0,33
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,5,0,2,1,0,0,9
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,0,16,0,3,0,0,0,23
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,2,0,0,0,4
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,16,0,4,1,0,0,23
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,12,0,43,1,10,0,0,0,66
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,10,0,2,0,0,0,13
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,3,0,0,0,0,0,3
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,1,9,3,2,1,0,0,20
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,2,0,1,0,0,0,5
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,2,0,0,0,0,0,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,4,0,0,0,0,0,6
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,94,17,718,160,165,37,0,0,1192
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,9,0,2,0,0,0,11
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,6,1,2,0,0,0,10
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,14,0,32,0,12,0,0,0,59
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,1,0,1,0,0,0,3
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,4,4,10,0,2,0,0,0,21
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,18,0,4,0,0,0,23
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,0,0,0,0,0,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,0,4,0,0,0,0,0,8
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,3,0,1,0,0,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,1,0,2,0,0,0,4
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,2,0,1,0,1,0,0,0,0,0,4
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,5,0,2,0,0,0,10
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,1,0,0,6,0,0,0,0,0,7
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,5,0,0,0,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,6,0,0,0,0,0,7
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,5,0,15,1,1,0,0,0,22
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,4,0,3,0,0,0,9
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,4,0,17,0,54,0,5,0,0,0,80
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,9,0,13,0,1,0,0,0,23
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,1,6,0,1,0,0,0,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,0,0,1,0,0,0,1
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,6,0,15,0,3,0,0,0,24
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,0,0,0,0,0,0,1
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,8,0,2,0,0,0,11
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,1,0,0,0,3
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,3,0,0,0,0,0,4
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,2,8,0,1,0,0,0,13
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,2,0,1,0,0,0,5
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,9,1,0,1,0,0,12
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,2,0,7,1,2,0,0,0,13
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,7,3,4,1,0,0,17
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,14,1,2,0,0,0,18
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,8,0,1,0,0,0,10
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,14,1,58,2,4,0,0,0,79
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,2,0,11,1,45,0,8,0,0,0,67
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,35,0,441,1,132,0,0,0,609
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,1,2,2,0,0,0,0,7
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,3,0,2,0,0,0,8
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,1,0,0,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,3,0,0,0,0,0,4
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,9,1,38,0,9,0,0,0,57
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,3,0,0,0,0,0,3
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,0,4,0,0,0,0,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,5,0,6,0,3,0,0,0,15
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,7,0,1,0,0,0,8
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,4,0,0,0,0,0,5
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,8,0,2,0,0,0,13
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,2,0,0,0,3
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,0,1,0,0,0,0,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,5,0,23,0,3,0,0,0,31
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,0,11,0,1,0,0,0,16
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,3,0,1,0,0,0,4
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,9,1,2,0,0,0,14
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,10,0,6,0,0,0,0,0,16
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,4,0,2,0,0,0,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,6,0,10,0,4,0,0,0,21
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,9,0,34,1,6,0,0,0,50
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,3,0,1,0,0,0,6
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,1,3,0,0,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,1,6,0,2,0,0,0,12
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,2,0,0,0,0,0,2
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,1,0,0,2,0,0,0,0,0,3
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,48,0,325,6,90,0,0,0,470
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,15,0,5,0,0,0,22
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,3,0,5,0,2,0,0,0,11
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,6,0,5,0,1,0,0,0,12
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,13,0,6,0,0,0,21
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,6,1,23,6,3,1,0,0,41
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,4,0,1,0,0,0,5
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,6,0,0,0,0,0,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,7,0,0,0,0,0,9
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,4,0,1,0,0,0,6
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,3,0,1,1,0,0,8
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,6,1,16,3,0,1,0,0,27
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,7,0,4,0,0,0,14
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,5,0,14,0,1,0,0,0,20
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,3,0,7,0,0,0,0,0,11
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,13,1,0,0,0,0,16
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,2,1,2,0,5,1,6,0,0,0,17
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,0,15,0,2,2,0,0,23
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,3,0,7,0,1,0,0,0,12
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,5,0,1,0,1,0,0,0,8
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,0,0,0,0,0,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,7,0,57,2,19,0,0,0,85
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,5,0,2,0,0,0,8
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,3,0,0,0,4
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,8,1,26,0,2,0,0,0,37
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,9,0,1,0,0,0,11
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,1,5,1,3,0,0,0,12
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,7,1,0,0,0,0,11
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,4,0,1,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,12,0,22,0,4,0,0,0,38
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,2,0,9,1,0,0,0,0,13
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,11,0,4,0,0,0,18
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,12,0,26,0,4,0,0,0,42
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,8,1,6,0,0,0,17
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,16,0,0,0,0,0,18
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,5,0,1,0,0,0,8
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,14,6,98,18,14,2,0,0,152
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,5,0,0,0,0,0,8
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,1,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,2,0,4,1,2,0,0,0,10
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,6,2,9,2,3,0,0,0,22
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,7,0,0,0,2,0,11
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,17,0,35,1,5,0,0,0,58
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,9,0,0,0,0,0,9
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,1,13,2,5,1,0,0,26
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,0,0,5,1,0,0,0,0,7
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,1,0,17,0,95,3,16,0,1,0,133
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,1,0,2,1,1,0,0,0,5
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,3,0,14,2,3,0,0,0,22
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,0,0,5,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,4,0,12,0,3,0,0,0,19
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2020-04-01,0,0,2,0,9,0,2,0,0,0,13
