,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,24,0,2,0,0,0,28
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,14,0,4,0,0,0,23
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,4,0,1,0,0,0,9
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,17,1,0,0,0,0,23
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,12,0,43,0,6,0,0,0,61
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,10,3,1,0,0,0,18
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,3,0,1,0,0,0,6
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,4,1,0,1,0,0,6
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,0,1,0,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,25,2,4,0,0,0,35
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,1,0,0,0,2
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,12,1,29,0,3,0,0,0,46
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,2,1,4,0,0,0,11
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,6,1,12,3,1,1,0,0,24
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,2,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,4,0,1,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,9,0,1,0,0,0,13
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,5,1,0,1,0,0,11
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,5,0,0,0,0,0,10
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,8,3,5,0,0,0,18
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,4,0,1,0,0,0,6
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,11,0,55,3,8,0,0,0,77
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,6,5,1,0,0,0,17
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,54,0,524,21,134,1,0,0,734
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,17,1,4,1,0,0,25
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,3,2,1,0,0,0,9
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,9,0,16,0,2,0,0,0,28
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,4,0,0,0,0,0,5
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,1,13,4,5,2,0,0,29
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,9,0,1,0,0,0,11
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,3,2,0,0,0,0,6
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,6,0,1,0,0,0,8
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,6,3,2,0,0,0,13
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,1,6,1,2,0,0,0,12
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,12,0,0,0,0,0,16
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,2,1,0,0,0,0,4
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,5,0,2,0,0,0,8
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,3,0,0,0,0,0,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,3,0,3,0,0,0,8
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,2,0,16,0,55,0,7,0,0,0,80
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,1,10,2,2,0,0,0,18
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,0,0,0,0,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,2,0,0,0,0,0,2
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,8,0,2,0,0,0,12
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,1,0,0,0,0,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,7,0,0,0,0,0,7
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,78,37,596,213,123,26,1,0,1074
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,5,0,2,0,0,0,0,0,8
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,1,9,1,0,0,0,0,12
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,17,0,45,0,10,0,0,0,72
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,16,1,2,0,0,0,24
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,6,0,26,0,1,0,0,0,33
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,3,0,3,0,0,0,6
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,3,0,1,0,0,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,9,0,1,0,0,0,11
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,3,0,0,0,0,0,4
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,7,0,3,0,0,0,14
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,2,2,1,0,0,0,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,10,0,3,0,0,0,15
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,5,0,1,0,0,0,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,11,0,37,0,4,0,0,0,52
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,5,0,0,0,0,0,6
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,2,0,4,1,0,0,0,0,8
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,4,0,0,1,0,0,5
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,1,0,0,0,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,7,0,20,0,0,0,0,0,27
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,2,0,0,0,0,0,2
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,3,1,0,0,0,0,4
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,2,0,0,0,0,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,0,0,0,0,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,0,1,0,1,0,0,5
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,2,6,2,1,2,0,0,14
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,2,0,0,0,0,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,7,0,1,0,0,0,9
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,14,0,2,0,0,0,17
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,12,0,0,0,0,0,13
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,3,0,0,0,0,0,3
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,4,0,41,2,8,0,0,0,56
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,20,18,80,2,10,1,0,0,132
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,73,0,614,0,208,0,0,0,895
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,5,0,1,0,0,0,7
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,7,0,2,0,0,0,12
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,4,0,2,0,0,0,6
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,44,2,9,0,0,0,58
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,1,0,1,0,0,3
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,0,0,1,0,1,0,0,0,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,4,0,1,0,0,0,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,0,0,0,0,0,0,2
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,1,0,0,0,3
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,4,0,0,0,0,0,5
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,3,0,2,0,0,0,6
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,2,0,5,0,16,0,1,0,0,0,24
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,13,0,1,0,0,0,16
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,1,0,8,0,2,0,0,0,12
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,12,0,3,1,0,0,21
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,1,4,2,0,0,0,0,9
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,1,0,0,0,0,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,2,0,0,0,4
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,18,0,6,0,0,0,24
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,26,1,116,0,23,0,0,0,167
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,2,0,0,0,0,0,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,1,1,1,1,0,0,0,5
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,1,4,2,1,1,0,0,12
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,9,0,1,0,0,0,14
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,3,0,0,0,0,0,4
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,45,0,262,3,54,2,0,0,366
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,8,2,3,0,0,0,18
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,7,0,6,0,2,0,0,0,15
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,5,0,12,0,3,0,0,0,20
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,18,0,4,0,0,0,25
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,13,0,47,2,4,2,0,0,69
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,0,0,0,1,0,0,1
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,5,0,0,0,0,0,8
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,2,0,0,0,0,0,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,12,0,2,0,0,0,16
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,1,1,0,1,0,0,0,4
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,1,0,0,0,0,0,0,2
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,1,8,4,1,1,0,0,17
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,7,1,0,0,0,0,10
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,5,0,0,0,0,0,7
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,5,0,3,0,0,0,8
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,1,12,2,1,1,0,0,21
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,1,3,0,2,2,0,0,0,0,8
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,6,0,2,0,0,0,11
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,8,0,10,0,2,0,0,0,21
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,4,0,0,0,0,0,5
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,26,3,205,8,53,0,0,0,295
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,0,1,0,0,0,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,6,0,25,0,3,0,0,0,34
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,2,2,0,0,0,0,4
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,7,1,0,1,0,0,9
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,5,0,1,1,0,0,9
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,4,0,0,0,0,0,6
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,9,0,4,0,0,0,17
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,3,3,0,0,0,0,0,6
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,6,0,4,0,0,0,0,0,10
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,7,0,27,0,5,0,0,0,39
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,1,3,0,1,1,0,0,7
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,8,0,30,0,8,0,0,0,46
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,16,2,113,33,12,4,0,0,180
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,1,0,0,0,0,0,3
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,4,0,9,0,0,0,0,0,14
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,4,0,41,0,86,0,19,0,0,0,150
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,19,0,1,0,0,0,22
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,13,0,3,0,0,0,20
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,5,0,0,0,0,0,6
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,17,7,98,11,27,3,0,0,164
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,1,7,1,3,0,0,0,14
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,1,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,3,4,0,0,0,0,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,0,0,11,0,1,0,0,0,13
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,2,0,0,0,0,0,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,3,0,5,0,1,0,0,0,9
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,0,0,1,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,7,1,0,0,0,0,9
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,3,0,0,0,0,0,3
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,9,0,20,0,5,0,0,0,34
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,6,0,2,0,0,0,12
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,12,0,2,0,0,0,16
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,4,0,17,1,0,0,0,0,23
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,19,1,34,3,5,1,0,0,63
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,10,0,0,0,0,0,12
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,10,1,0,0,0,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,11,5,48,12,6,3,0,0,86
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,7,0,2,0,0,0,10
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,2,0,7,0,30,0,7,0,0,0,46
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,6,2,0,0,0,0,10
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,0,11,2,2,0,0,0,19
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,6,0,6,4,0,2,0,0,18
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,1,1,7,0,0,0,0,0,10
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,0,0,5,0,2,0,0,0,8
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,5,0,0,0,0,0,7
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,4,2,8,1,2,0,0,0,17
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,2,0,1,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,0,1,0,0,0,0,2
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,6,0,0,0,0,0,7
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,0,0,4,0,0,0,4
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,8,0,33,0,1,0,0,0,43
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,13,0,242,0,1103,26,177,3,0,0,1564
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,10,0,2,0,0,0,12
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,1,0,3,0,8,0,2,0,0,0,14
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,0,0,0,0,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,3,1,0,0,0,0,6
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,0,0,0,0,0,0,2
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,1,0,1,0,0,0,3
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,0,0,5,0,1,0,0,0,6
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,8,0,0,0,0,0,9
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,5,2,1,0,0,0,10
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,8,0,12,0,2,0,0,0,22
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,9,1,2,0,0,0,14
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,2,0,0,0,0,0,3
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,8,0,34,0,1,0,0,0,43
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,2,0,4,0,0,0,0,0,6
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2020-03-01,0,0,1,0,5,0,0,0,0,0,6
