municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,12,12
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-04-01,5,5
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,7,7
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,23,23
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,5,5
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,28,28
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,34,34
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
EUCALIPTUS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,6,6
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,118,118
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,7,7
OCURI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,5,5
PALCA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
POCONA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
POOPO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,7,7
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,6,6
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,6,6
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,8,8
SAN ANTONIO DE LOMERIO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,14,14
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,97,97
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
SENA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,17,17
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,10,10
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
UMALA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,4,4
VILLA RIVERO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,13,13
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,8,8
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,7,7
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-04-01,8,8
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
ANZALDO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
APOLO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
ARAMPAMPA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,9,9
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
CAIROMA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
CALAMARCA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,24,24
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,11,11
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,17,17
COIPASA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
COLQUIRI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,44,44
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
EL VILLAR,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
HUARACAJE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,11,11
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,7,7
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,82,82
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,7,7
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,8,8
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,5,5
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,8,8
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,6,6
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,9,9
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SAN PEDRO(PND),tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,97,97
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SICAYA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,20,20
TACOPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,5,5
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,12,12
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
URUBICHA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
VACAS,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,7,7
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,7,7
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,4,4
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,81,81
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2007-05-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
ARAMPAMPA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,13,13
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,4,4
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,29,29
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,5,5
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,49,49
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
HUACARETA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,4,4
ICHOCA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
IXIAMAS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,80,80
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,6,6
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
PAMPA AULLAGAS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,9,9
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,6,6
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,4,4
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,4,4
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,9,9
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,12,12
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,5,5
SAN PEDRO DE TIQUINA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,105,105
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SICAYA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,13,13
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
TARACO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,8,8
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,8,8
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-06-01,4,4
TOLEDO,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,10,10
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,3,3
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,4,4
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,9,9
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,6,6
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2007-06-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
APOLO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
ARAMPAMPA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
ARANI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
