municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,2,2
TEOPONTE,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
TOCO,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-09-01,4,4
ARAMPAMPA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,2,2
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
"COLCHA ""K""",tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
COLOMI,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
INGAVI (HUMAITA),tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,8,8
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,4,4
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,7,7
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,6,6
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,21,21
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,2,2
TACACOMA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
VILLA NUEVA (LOMA ALTA),tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,3,3
YUNCHARA,tuberculosis,tratamientos iniciados con esquema ll,2007-10-01,1,1
AZURDUY,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
CARACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,3,3
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
INQUISIVI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,4,4
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,6,6
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,5,5
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
PADCAYA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
ROBORE,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,13,13
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,3,3
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,4,4
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
VILA VILA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,5,5
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
YOTALA,tuberculosis,tratamientos iniciados con esquema ll,2007-11-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
CAQUIAVIRI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,2,2
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,3,3
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,3,3
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,10,10
HUANUNI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,3,3
MACHARETI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
PADCAYA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,10,10
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,3,3
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2007-12-01,1,1
