municipality,group,variable,month,Antirrábica canina,TOTAL
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-03-01,43,43
TOCO,otras vacunaciones,antirrabica canina,2006-03-01,428,428
TOLATA,otras vacunaciones,antirrabica canina,2006-03-01,1458,1458
TOLEDO,otras vacunaciones,antirrabica canina,2006-03-01,152,152
TOMINA,otras vacunaciones,antirrabica canina,2006-03-01,100,100
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-03-01,117,117
TUPIZA,otras vacunaciones,antirrabica canina,2006-03-01,519,519
UMALA,otras vacunaciones,antirrabica canina,2006-03-01,8,8
VACAS,otras vacunaciones,antirrabica canina,2006-03-01,46,46
VALLEGRANDE,otras vacunaciones,antirrabica canina,2006-03-01,105,105
VILA VILA,otras vacunaciones,antirrabica canina,2006-03-01,17,17
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-03-01,36,36
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-03-01,255,255
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2006-03-01,60,60
VINTO,otras vacunaciones,antirrabica canina,2006-03-01,6499,6499
WARNES,otras vacunaciones,antirrabica canina,2006-03-01,26,26
YACUIBA,otras vacunaciones,antirrabica canina,2006-03-01,6,6
YAMPARAEZ,otras vacunaciones,antirrabica canina,2006-03-01,206,206
YANACACHI,otras vacunaciones,antirrabica canina,2006-03-01,15,15
YAPACANI,otras vacunaciones,antirrabica canina,2006-03-01,259,259
YOCALLA,otras vacunaciones,antirrabica canina,2006-03-01,144,144
YOTALA,otras vacunaciones,antirrabica canina,2006-03-01,68,68
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2006-03-01,124,124
AIQUILE,otras vacunaciones,antirrabica canina,2006-04-01,140,140
ALALAY,otras vacunaciones,antirrabica canina,2006-04-01,1,1
ALCALA,otras vacunaciones,antirrabica canina,2006-04-01,45,45
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-04-01,4,4
ANTEQUERA,otras vacunaciones,antirrabica canina,2006-04-01,1,1
ARANI,otras vacunaciones,antirrabica canina,2006-04-01,105,105
ARBIETO,otras vacunaciones,antirrabica canina,2006-04-01,504,504
ARQUE,otras vacunaciones,antirrabica canina,2006-04-01,60,60
AYO AYO,otras vacunaciones,antirrabica canina,2006-04-01,37,37
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-04-01,161,161
BERMEJO,otras vacunaciones,antirrabica canina,2006-04-01,57,57
BETANZOS,otras vacunaciones,antirrabica canina,2006-04-01,5,5
BOLIVAR,otras vacunaciones,antirrabica canina,2006-04-01,51,51
BOYUIBE,otras vacunaciones,antirrabica canina,2006-04-01,688,688
CABEZAS,otras vacunaciones,antirrabica canina,2006-04-01,7,7
CAIROMA,otras vacunaciones,antirrabica canina,2006-04-01,57,57
CAMARGO,otras vacunaciones,antirrabica canina,2006-04-01,6,6
CAPINOTA,otras vacunaciones,antirrabica canina,2006-04-01,1146,1146
CARACOLLO,otras vacunaciones,antirrabica canina,2006-04-01,7,7
CHIMORE,otras vacunaciones,antirrabica canina,2006-04-01,38,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2006-04-01,12,12
CLIZA,otras vacunaciones,antirrabica canina,2006-04-01,1380,1380
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-04-01,2444,2444
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-04-01,407,407
COLOMI,otras vacunaciones,antirrabica canina,2006-04-01,119,119
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-04-01,282,282
COMARAPA,otras vacunaciones,antirrabica canina,2006-04-01,148,148
CORQUE,otras vacunaciones,antirrabica canina,2006-04-01,27,27
COTAGAITA,otras vacunaciones,antirrabica canina,2006-04-01,75,75
CULPINA,otras vacunaciones,antirrabica canina,2006-04-01,113,113
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-04-01,7,7
EL ALTO,otras vacunaciones,antirrabica canina,2006-04-01,4790,4790
EL CHORO,otras vacunaciones,antirrabica canina,2006-04-01,39,39
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-04-01,4,4
EL TORNO,otras vacunaciones,antirrabica canina,2006-04-01,162,162
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-04-01,272,272
FILADELFIA,otras vacunaciones,antirrabica canina,2006-04-01,28,28
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-04-01,8,8
INQUISIVI,otras vacunaciones,antirrabica canina,2006-04-01,279,279
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-04-01,4,4
LA PAZ,otras vacunaciones,antirrabica canina,2006-04-01,583,583
MAPIRI,otras vacunaciones,antirrabica canina,2006-04-01,36,36
MIZQUE,otras vacunaciones,antirrabica canina,2006-04-01,60,60
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-04-01,20,20
MONTERO,otras vacunaciones,antirrabica canina,2006-04-01,52,52
MORO MORO,otras vacunaciones,antirrabica canina,2006-04-01,5,5
MOROCHATA,otras vacunaciones,antirrabica canina,2006-04-01,496,496
ORURO,otras vacunaciones,antirrabica canina,2006-04-01,38,38
PATACAMAYA,otras vacunaciones,antirrabica canina,2006-04-01,722,722
POCONA,otras vacunaciones,antirrabica canina,2006-04-01,142,142
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-04-01,256,256
POOPO,otras vacunaciones,antirrabica canina,2006-04-01,12,12
POROMA,otras vacunaciones,antirrabica canina,2006-04-01,70,70
PORONGO,otras vacunaciones,antirrabica canina,2006-04-01,47,47
POTOSI,otras vacunaciones,antirrabica canina,2006-04-01,7742,7742
PUCARA,otras vacunaciones,antirrabica canina,2006-04-01,29,29
PUCARANI,otras vacunaciones,antirrabica canina,2006-04-01,50,50
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2006-04-01,5,5
PUNATA,otras vacunaciones,antirrabica canina,2006-04-01,175,175
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-04-01,420,420
QUIME,otras vacunaciones,antirrabica canina,2006-04-01,20,20
SACABA,otras vacunaciones,antirrabica canina,2006-04-01,459,459
SACABAMBA,otras vacunaciones,antirrabica canina,2006-04-01,249,249
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2006-04-01,103,103
SAN BENITO,otras vacunaciones,antirrabica canina,2006-04-01,3,3
SAN CARLOS,otras vacunaciones,antirrabica canina,2006-04-01,1440,1440
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-04-01,42,42
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-04-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-04-01,7029,7029
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2006-04-01,9,9
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-04-01,104,104
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2006-04-01,5,5
SICAYA,otras vacunaciones,antirrabica canina,2006-04-01,8,8
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-04-01,978,978
SUCRE,otras vacunaciones,antirrabica canina,2006-04-01,20,20
TACACHI,otras vacunaciones,antirrabica canina,2006-04-01,21,21
TAPACARI,otras vacunaciones,antirrabica canina,2006-04-01,227,227
TARACO,otras vacunaciones,antirrabica canina,2006-04-01,10,10
TARATA,otras vacunaciones,antirrabica canina,2006-04-01,414,414
TARIJA,otras vacunaciones,antirrabica canina,2006-04-01,26,26
TIAWANACU,otras vacunaciones,antirrabica canina,2006-04-01,220,220
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-04-01,129,129
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-04-01,254,254
TOCO,otras vacunaciones,antirrabica canina,2006-04-01,500,500
TOLATA,otras vacunaciones,antirrabica canina,2006-04-01,1,1
TOLEDO,otras vacunaciones,antirrabica canina,2006-04-01,86,86
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-04-01,49,49
UMALA,otras vacunaciones,antirrabica canina,2006-04-01,4,4
VALLEGRANDE,otras vacunaciones,antirrabica canina,2006-04-01,10,10
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-04-01,36,36
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-04-01,699,699
WARNES,otras vacunaciones,antirrabica canina,2006-04-01,163,163
YAMPARAEZ,otras vacunaciones,antirrabica canina,2006-04-01,46,46
YANACACHI,otras vacunaciones,antirrabica canina,2006-04-01,10,10
YAPACANI,otras vacunaciones,antirrabica canina,2006-04-01,76,76
YOCALLA,otras vacunaciones,antirrabica canina,2006-04-01,8,8
YOTALA,otras vacunaciones,antirrabica canina,2006-04-01,44,44
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-05-01,113,113
ANZALDO,otras vacunaciones,antirrabica canina,2006-05-01,28,28
ARANI,otras vacunaciones,antirrabica canina,2006-05-01,145,145
ARBIETO,otras vacunaciones,antirrabica canina,2006-05-01,180,180
ARQUE,otras vacunaciones,antirrabica canina,2006-05-01,89,89
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-05-01,30,30
BETANZOS,otras vacunaciones,antirrabica canina,2006-05-01,57,57
BOLIVAR,otras vacunaciones,antirrabica canina,2006-05-01,109,109
CABEZAS,otras vacunaciones,antirrabica canina,2006-05-01,33,33
CAPINOTA,otras vacunaciones,antirrabica canina,2006-05-01,78,78
CARAPARI,otras vacunaciones,antirrabica canina,2006-05-01,3,3
CHIMORE,otras vacunaciones,antirrabica canina,2006-05-01,97,97
CLIZA,otras vacunaciones,antirrabica canina,2006-05-01,32,32
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-05-01,862,862
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-05-01,64,64
COLOMI,otras vacunaciones,antirrabica canina,2006-05-01,39,39
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-05-01,40,40
CORQUE,otras vacunaciones,antirrabica canina,2006-05-01,27,27
COTOCA,otras vacunaciones,antirrabica canina,2006-05-01,16,16
CULPINA,otras vacunaciones,antirrabica canina,2006-05-01,113,113
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-05-01,42,42
EL ALTO,otras vacunaciones,antirrabica canina,2006-05-01,4253,4253
EL CHORO,otras vacunaciones,antirrabica canina,2006-05-01,95,95
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-05-01,44,44
HUANUNI,otras vacunaciones,antirrabica canina,2006-05-01,1,1
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2006-05-01,15,15
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2006-05-01,44,44
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-05-01,22,22
LA PAZ,otras vacunaciones,antirrabica canina,2006-05-01,657,657
LA RIVERA,otras vacunaciones,antirrabica canina,2006-05-01,5,5
LAGUNILLAS,otras vacunaciones,antirrabica canina,2006-05-01,184,184
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2006-05-01,80,80
LORETO,otras vacunaciones,antirrabica canina,2006-05-01,2,2
MINEROS,otras vacunaciones,antirrabica canina,2006-05-01,99,99
MIZQUE,otras vacunaciones,antirrabica canina,2006-05-01,417,417
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-05-01,18,18
MONTERO,otras vacunaciones,antirrabica canina,2006-05-01,319,319
MOROCHATA,otras vacunaciones,antirrabica canina,2006-05-01,371,371
ORURO,otras vacunaciones,antirrabica canina,2006-05-01,2,2
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2006-05-01,16,16
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2006-05-01,31,31
PASORAPA,otras vacunaciones,antirrabica canina,2006-05-01,83,83
POCONA,otras vacunaciones,antirrabica canina,2006-05-01,233,233
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-05-01,369,369
POOPO,otras vacunaciones,antirrabica canina,2006-05-01,18,18
POROMA,otras vacunaciones,antirrabica canina,2006-05-01,23,23
PORONGO,otras vacunaciones,antirrabica canina,2006-05-01,40,40
POTOSI,otras vacunaciones,antirrabica canina,2006-05-01,4,4
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2006-05-01,22,22
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2006-05-01,123,123
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2006-05-01,21,21
PUNATA,otras vacunaciones,antirrabica canina,2006-05-01,25,25
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-05-01,364,364
QUIME,otras vacunaciones,antirrabica canina,2006-05-01,128,128
SACABA,otras vacunaciones,antirrabica canina,2006-05-01,67,67
SACABAMBA,otras vacunaciones,antirrabica canina,2006-05-01,23,23
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2006-05-01,7,7
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-05-01,5,5
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-05-01,48,48
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-05-01,10994,10994
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2006-05-01,5,5
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-05-01,423,423
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica canina,2006-05-01,6,6
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2006-05-01,16,16
SICAYA,otras vacunaciones,antirrabica canina,2006-05-01,53,53
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-05-01,184,184
SUCRE,otras vacunaciones,antirrabica canina,2006-05-01,8,8
TAPACARI,otras vacunaciones,antirrabica canina,2006-05-01,114,114
TARACO,otras vacunaciones,antirrabica canina,2006-05-01,40,40
TARATA,otras vacunaciones,antirrabica canina,2006-05-01,23,23
TARIJA,otras vacunaciones,antirrabica canina,2006-05-01,17,17
TIAWANACU,otras vacunaciones,antirrabica canina,2006-05-01,71,71
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-05-01,35,35
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-05-01,25,25
TOCO,otras vacunaciones,antirrabica canina,2006-05-01,112,112
TOLATA,otras vacunaciones,antirrabica canina,2006-05-01,3,3
TOLEDO,otras vacunaciones,antirrabica canina,2006-05-01,5,5
TOMAVE,otras vacunaciones,antirrabica canina,2006-05-01,14,14
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-05-01,10,10
TRINIDAD,otras vacunaciones,antirrabica canina,2006-05-01,100,100
TUPIZA,otras vacunaciones,antirrabica canina,2006-05-01,50,50
TURCO,otras vacunaciones,antirrabica canina,2006-05-01,69,69
UMALA,otras vacunaciones,antirrabica canina,2006-05-01,2,2
VILA VILA,otras vacunaciones,antirrabica canina,2006-05-01,69,69
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-05-01,8,8
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-05-01,338,338
VINTO,otras vacunaciones,antirrabica canina,2006-05-01,130,130
WARNES,otras vacunaciones,antirrabica canina,2006-05-01,90,90
YOCALLA,otras vacunaciones,antirrabica canina,2006-05-01,42,42
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2006-05-01,21,21
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-06-01,1,1
AYO AYO,otras vacunaciones,antirrabica canina,2006-06-01,464,464
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-06-01,21,21
BERMEJO,otras vacunaciones,antirrabica canina,2006-06-01,5,5
BUENA VISTA,otras vacunaciones,antirrabica canina,2006-06-01,488,488
CABEZAS,otras vacunaciones,antirrabica canina,2006-06-01,20,20
CAJUATA,otras vacunaciones,antirrabica canina,2006-06-01,559,559
CAMARGO,otras vacunaciones,antirrabica canina,2006-06-01,4,4
CAPINOTA,otras vacunaciones,antirrabica canina,2006-06-01,211,211
CARANAVI,otras vacunaciones,antirrabica canina,2006-06-01,231,231
CARAPARI,otras vacunaciones,antirrabica canina,2006-06-01,1252,1252
CHIMORE,otras vacunaciones,antirrabica canina,2006-06-01,2,2
CLIZA,otras vacunaciones,antirrabica canina,2006-06-01,9,9
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-06-01,4963,4963
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-06-01,493,493
COLOMI,otras vacunaciones,antirrabica canina,2006-06-01,34,34
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-06-01,99,99
COLQUIRI,otras vacunaciones,antirrabica canina,2006-06-01,305,305
COMARAPA,otras vacunaciones,antirrabica canina,2006-06-01,132,132
COPACABANA,otras vacunaciones,antirrabica canina,2006-06-01,31,31
CORQUE,otras vacunaciones,antirrabica canina,2006-06-01,29,29
COTAGAITA,otras vacunaciones,antirrabica canina,2006-06-01,559,559
COTOCA,otras vacunaciones,antirrabica canina,2006-06-01,3268,3268
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2006-06-01,23,23
CUEVO,otras vacunaciones,antirrabica canina,2006-06-01,30,30
CULPINA,otras vacunaciones,antirrabica canina,2006-06-01,160,160
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-06-01,11,11
DESAGUADERO,otras vacunaciones,antirrabica canina,2006-06-01,787,787
EL ALTO,otras vacunaciones,antirrabica canina,2006-06-01,4195,4195
EL CHORO,otras vacunaciones,antirrabica canina,2006-06-01,77,77
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-06-01,715,715
EL TORNO,otras vacunaciones,antirrabica canina,2006-06-01,5250,5250
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-06-01,558,558
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-06-01,355,355
GUAQUI,otras vacunaciones,antirrabica canina,2006-06-01,463,463
ICHOCA,otras vacunaciones,antirrabica canina,2006-06-01,111,111
INQUISIVI,otras vacunaciones,antirrabica canina,2006-06-01,99,99
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2006-06-01,235,235
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-06-01,2451,2451
LA PAZ,otras vacunaciones,antirrabica canina,2006-06-01,406,406
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2006-06-01,300,300
MINEROS,otras vacunaciones,antirrabica canina,2006-06-01,174,174
MIZQUE,otras vacunaciones,antirrabica canina,2006-06-01,126,126
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-06-01,25,25
MONTERO,otras vacunaciones,antirrabica canina,2006-06-01,6845,6845
MOROCHATA,otras vacunaciones,antirrabica canina,2006-06-01,187,187
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2006-06-01,17,17
PASORAPA,otras vacunaciones,antirrabica canina,2006-06-01,7,7
PELECHUCO,otras vacunaciones,antirrabica canina,2006-06-01,261,261
POCONA,otras vacunaciones,antirrabica canina,2006-06-01,13,13
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-06-01,20,20
POOPO,otras vacunaciones,antirrabica canina,2006-06-01,14,14
PORONGO,otras vacunaciones,antirrabica canina,2006-06-01,51,51
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2006-06-01,1042,1042
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2006-06-01,394,394
PUNATA,otras vacunaciones,antirrabica canina,2006-06-01,23,23
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-06-01,497,497
QUIME,otras vacunaciones,antirrabica canina,2006-06-01,110,110
RURRENABAQUE,otras vacunaciones,antirrabica canina,2006-06-01,224,224
SACABA,otras vacunaciones,antirrabica canina,2006-06-01,254,254
SACABAMBA,otras vacunaciones,antirrabica canina,2006-06-01,48,48
SAN BENITO,otras vacunaciones,antirrabica canina,2006-06-01,46,46
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-06-01,724,724
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-06-01,4,4
SAN MATIAS,otras vacunaciones,antirrabica canina,2006-06-01,597,597
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-06-01,3,3
SAN RAFAEL,otras vacunaciones,antirrabica canina,2006-06-01,35,35
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-06-01,22357,22357
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-06-01,40,40
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-06-01,94,94
SUCRE,otras vacunaciones,antirrabica canina,2006-06-01,3,3
TACACHI,otras vacunaciones,antirrabica canina,2006-06-01,70,70
TAPACARI,otras vacunaciones,antirrabica canina,2006-06-01,121,121
TARACO,otras vacunaciones,antirrabica canina,2006-06-01,15,15
TARATA,otras vacunaciones,antirrabica canina,2006-06-01,12,12
TARIJA,otras vacunaciones,antirrabica canina,2006-06-01,17,17
TIAWANACU,otras vacunaciones,antirrabica canina,2006-06-01,68,68
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-06-01,127,127
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-06-01,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2006-06-01,83,83
TOCO,otras vacunaciones,antirrabica canina,2006-06-01,4,4
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-06-01,75,75
TUPIZA,otras vacunaciones,antirrabica canina,2006-06-01,4,4
TURCO,otras vacunaciones,antirrabica canina,2006-06-01,13,13
UMALA,otras vacunaciones,antirrabica canina,2006-06-01,4,4
VACAS,otras vacunaciones,antirrabica canina,2006-06-01,9,9
VILLA MONTES,otras vacunaciones,antirrabica canina,2006-06-01,576,576
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-06-01,314,314
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-06-01,112,112
VINTO,otras vacunaciones,antirrabica canina,2006-06-01,103,103
WARNES,otras vacunaciones,antirrabica canina,2006-06-01,1218,1218
YAMPARAEZ,otras vacunaciones,antirrabica canina,2006-06-01,25,25
YAPACANI,otras vacunaciones,antirrabica canina,2006-06-01,5,5
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-07-01,8,8
AYO AYO,otras vacunaciones,antirrabica canina,2006-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-07-01,50,50
BOYUIBE,otras vacunaciones,antirrabica canina,2006-07-01,40,40
BUENA VISTA,otras vacunaciones,antirrabica canina,2006-07-01,1227,1227
CABEZAS,otras vacunaciones,antirrabica canina,2006-07-01,77,77
CAMARGO,otras vacunaciones,antirrabica canina,2006-07-01,15,15
CAPINOTA,otras vacunaciones,antirrabica canina,2006-07-01,96,96
CARAPARI,otras vacunaciones,antirrabica canina,2006-07-01,303,303
CLIZA,otras vacunaciones,antirrabica canina,2006-07-01,47,47
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-07-01,8674,8674
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-07-01,1859,1859
COLOMI,otras vacunaciones,antirrabica canina,2006-07-01,101,101
COLQUENCHA,otras vacunaciones,antirrabica canina,2006-07-01,92,92
COMARAPA,otras vacunaciones,antirrabica canina,2006-07-01,12,12
COPACABANA,otras vacunaciones,antirrabica canina,2006-07-01,80,80
CORIPATA,otras vacunaciones,antirrabica canina,2006-07-01,6,6
COTAGAITA,otras vacunaciones,antirrabica canina,2006-07-01,133,133
COTOCA,otras vacunaciones,antirrabica canina,2006-07-01,90,90
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2006-07-01,70,70
CULPINA,otras vacunaciones,antirrabica canina,2006-07-01,43,43
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-07-01,3,3
DESAGUADERO,otras vacunaciones,antirrabica canina,2006-07-01,20,20
EL ALTO,otras vacunaciones,antirrabica canina,2006-07-01,3418,3418
EL CHORO,otras vacunaciones,antirrabica canina,2006-07-01,63,63
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-07-01,593,593
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-07-01,200,200
FILADELFIA,otras vacunaciones,antirrabica canina,2006-07-01,48,48
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-07-01,190,190
GUAQUI,otras vacunaciones,antirrabica canina,2006-07-01,637,637
HUANUNI,otras vacunaciones,antirrabica canina,2006-07-01,56,56
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2006-07-01,175,175
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-07-01,583,583
LA PAZ,otras vacunaciones,antirrabica canina,2006-07-01,323,323
MINEROS,otras vacunaciones,antirrabica canina,2006-07-01,378,378
MIZQUE,otras vacunaciones,antirrabica canina,2006-07-01,229,229
MONTERO,otras vacunaciones,antirrabica canina,2006-07-01,1756,1756
MOROCHATA,otras vacunaciones,antirrabica canina,2006-07-01,465,465
OKINAWA,otras vacunaciones,antirrabica canina,2006-07-01,2148,2148
ORURO,otras vacunaciones,antirrabica canina,2006-07-01,5,5
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2006-07-01,10,10
PELECHUCO,otras vacunaciones,antirrabica canina,2006-07-01,45,45
POCONA,otras vacunaciones,antirrabica canina,2006-07-01,28,28
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-07-01,10,10
POOPO,otras vacunaciones,antirrabica canina,2006-07-01,175,175
PORONGO,otras vacunaciones,antirrabica canina,2006-07-01,170,170
POTOSI,otras vacunaciones,antirrabica canina,2006-07-01,4,4
PUCARANI,otras vacunaciones,antirrabica canina,2006-07-01,30,30
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2006-07-01,783,783
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2006-07-01,43,43
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2006-07-01,199,199
PUNATA,otras vacunaciones,antirrabica canina,2006-07-01,13,13
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-07-01,691,691
ROBORE,otras vacunaciones,antirrabica canina,2006-07-01,800,800
RURRENABAQUE,otras vacunaciones,antirrabica canina,2006-07-01,290,290
SACABA,otras vacunaciones,antirrabica canina,2006-07-01,155,155
SAN ANDRES,otras vacunaciones,antirrabica canina,2006-07-01,1,1
SAN BENITO,otras vacunaciones,antirrabica canina,2006-07-01,10,10
SAN BORJA,otras vacunaciones,antirrabica canina,2006-07-01,2445,2445
SAN CARLOS,otras vacunaciones,antirrabica canina,2006-07-01,1123,1123
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2006-07-01,1189,1189
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2006-07-01,527,527
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-07-01,798,798
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-07-01,198,198
SAN MATIAS,otras vacunaciones,antirrabica canina,2006-07-01,160,160
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2006-07-01,216,216
SAN PEDRO,otras vacunaciones,antirrabica canina,2006-07-01,130,130
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-07-01,31,31
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2006-07-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-07-01,18309,18309
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2006-07-01,80,80
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2006-07-01,25,25
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2006-07-01,50,50
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-07-01,177,177
SOPACHUY,otras vacunaciones,antirrabica canina,2006-07-01,452,452
TACACHI,otras vacunaciones,antirrabica canina,2006-07-01,30,30
