municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,10,10
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,45,45
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,16,16
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,12,12
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,76,76
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,665,665
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,3,3
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,21,21
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,24,24
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,11,11
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,82,82
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,82,82
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,25,25
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,66,66
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,1071,1071
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,26,26
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,2,2
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,23,23
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,129,129
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,58,58
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,131,131
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,336,336
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,6,6
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,43,43
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,279,279
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,15,15
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,44,44
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,2,2
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,14,14
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,50,50
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,3,3
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,886,886
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,76,76
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,16,16
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,4,4
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,29,29
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,33,33
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,18,18
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,23,23
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,20,20
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,54,54
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,269,269
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,39,39
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,7,7
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,20,20
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,358,358
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,12,12
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,85,85
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,114,114
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,136,136
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,234,234
YACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,3,3
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,201,201
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,3,3
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,8,8
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,92,92
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,7,7
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,16,16
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,36,36
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-02-01,32,32
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,7,7
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,327,327
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,17,17
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,71,71
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,16,16
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,58,58
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,23,23
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,5,5
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,15,15
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,195,195
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,29,29
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,40,40
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,46,46
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,35,35
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,175,175
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,69,69
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,10,10
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,6,6
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,152,152
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,87,87
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,31,31
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,7,7
BELLA FLOR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,103,103
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,58,58
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,16,16
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,2,2
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,56,56
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,59,59
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,7,7
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,20,20
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,43,43
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,24,24
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,55,55
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,59,59
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,29,29
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,22,22
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,149,149
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,9,9
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,91,91
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,211,211
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,58,58
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,30,30
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,8,8
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,150,150
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,16,16
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,41,41
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,1,1
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,38,38
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,112,112
CHOQUE COTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,52,52
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,25,25
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,151,151
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,158,158
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,5583,5583
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,89,89
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,20,20
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,28,28
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,119,119
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,139,139
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,6,6
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,54,54
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,25,25
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,55,55
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,6,6
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,146,146
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,166,166
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,20,20
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,18,18
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,41,41
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,12,12
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,53,53
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,183,183
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,50,50
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,1,1
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,3,3
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,67,67
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,17,17
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,7,7
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,25,25
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,4882,4882
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,35,35
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,17,17
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,153,153
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,5,5
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,59,59
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,121,121
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,17,17
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,9,9
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,22,22
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,23,23
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,46,46
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,39,39
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,23,23
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,138,138
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,32,32
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,24,24
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,61,61
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,1,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,8,8
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,23,23
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,27,27
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,115,115
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,8,8
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,73,73
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,33,33
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,30,30
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,15,15
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,179,179
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,309,309
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,3971,3971
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,30,30
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,18,18
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,34,34
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,204,204
LLICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,3,3
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,38,38
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,27,27
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,87,87
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,7,7
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,32,32
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,31,31
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,69,69
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,22,22
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,14,14
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,90,90
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,91,91
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,27,27
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,33,33
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,78,78
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,564,564
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,6,6
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,187,187
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,19,19
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,48,48
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,50,50
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,30,30
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,805,805
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,79,79
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,12,12
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,14,14
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,25,25
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,49,49
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,7,7
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,38,38
PAPEL PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,13,13
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,12,12
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,85,85
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,3,3
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,14,14
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,69,69
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,28,28
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,58,58
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,29,29
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,96,96
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,139,139
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,85,85
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,184,184
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,3,3
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,6,6
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,534,534
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,50,50
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,9,9
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,85,85
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,54,54
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,40,40
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,20,20
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,86,86
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,61,61
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,33,33
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,190,190
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,70,70
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,157,157
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,34,34
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,1086,1086
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,10,10
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,8,8
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,33,33
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,45,45
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,689,689
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,91,91
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,84,84
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,11,11
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,683,683
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,19,19
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,23,23
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,22,22
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-03-01,10,10
