municipality,group,variable,month,Antirrábica humana esquema completo,TOTAL
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,4,4
SAN BORJA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,2,2
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,2,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,12,12
SAN LUCAS,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,2,2
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,2,2
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,192,192
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
SENA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,2,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,24,24
TINGUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,4,4
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2006-09-01,2,2
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
TOLEDO,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,3,3
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,5,5
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,7,7
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2006-09-01,6,6
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,7,7
ARANI,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,6,6
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,9,9
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,38,38
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
COLPA BELGICA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
COLQUECHACA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,4,4
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,7,7
EL PUENTE(STC),otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
JESUS DE MACHACA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,5,5
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,10,10
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,66,66
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,8,8
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,5,5
OCURI,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,7,7
POROMA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,9,9
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,3,3
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,8,8
SACABA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,5,5
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,6,6
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,210,210
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,42,42
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,8,8
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2006-10-01,2,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,1,1
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,9,9
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2006-10-01,3,3
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,9,9
CAMARGO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,10,10
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
CHALLAPATA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,34,34
"COLCHA ""K""",otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,8,8
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,4,4
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,8,8
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
LA ASUNTA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,3,3
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,4,4
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,93,93
LLALLAGUA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,6,6
MACHARETI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,2,2
MONTEAGUDO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,6,6
OCURI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,4,4
PADCAYA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,2,2
PRESTO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
PUCARANI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
PUNA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,4,4
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,2,2
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,11,11
RIBERALTA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,12,12
SACABA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,6,6
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,143,143
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,35,35
TAPACARI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,38,38
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,4,4
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2006-11-01,11,11
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,3,3
VINTO,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,451,451
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,5,5
YANACACHI,otras vacunaciones,antirrabica humana esquema completo,2006-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica humana esquema completo,2006-12-01,10,10
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
BOLIVAR,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
CABEZAS,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
CHALLAPATA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,41,41
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,6,6
EL PUENTE(STC),otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
EL PUENTE(TJA),otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,6,6
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,7,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,60,60
LLALLAGUA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,4,4
PADCAYA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,57,57
PAILON,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
POCOATA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
POROMA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
PUNA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,4,4
RAVELO,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,5,5
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,5,5
SAN LUCAS,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
SAN MATIAS,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,147,147
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,74,74
TARATA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
TINGUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
TIPUANI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,4,4
URUBICHA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,17,17
VILLA RIVERO,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,2,2
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,5,5
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
ZUDAÑEZ,otras vacunaciones,antirrabica humana esquema completo,2006-12-01,3,3
