,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,3,0,3,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,1,5,1,5,6
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,30,56,30,56,86
YOCALLA,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-03-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,3,6,3,6,9
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,4,1,4,5
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,3,0,3,0,3
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,5,12,5,12,17
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,4,0,4,4
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,2,0,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,11,1,11,12
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,24,52,24,52,76
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,4,35,4,35,39
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,2,2,2,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,7,18,7,18,25
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,15,2,15,17
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,13,2,13,15
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,30,154,30,154,184
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,133,541,133,541,674
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,2,1,2,3
COLOMI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,2,0,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,5,0,5,5
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,8,1,8,9
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,161,674,161,674,835
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,7,7,7,7,14
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,2,0,2,2
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,16,0,16,16
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,8,19,8,19,27
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,1,1,1,2
HUARACAJE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,7,2,7,9
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,663,1007,663,1007,1670
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,10,13,10,13,23
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,1,1,1,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,2,0,2,2
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,5,0,5,5
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,12,2,12,14
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,23,30,23,30,53
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,102,196,102,196,298
OMEREQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,47,301,47,301,348
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,8,24,8,24,32
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,4,1,4,5
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,14,5,14,5,19
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,9,46,9,46,55
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,1,1,1,2
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,5,2,5,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,11,41,11,41,52
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,23,60,23,60,83
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,47,2,47,49
QUIME,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,3,0,3,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,29,230,29,230,259
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,5,5,5,5,10
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,4,14,4,14,18
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,11,44,11,44,55
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,1,1,1,2
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,3,1,3,1,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,7,6,7,6,13
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,15,23,15,23,38
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,5,0,5,5
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,3,2,3,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,4,11,4,11,15
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,10,2,10,12
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,3,0,3,3
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,145,783,145,783,928
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,2,1,2,3
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,8,11,8,11,19
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,127,136,127,136,263
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,11,11,11,11,22
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,62,142,62,142,204
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,14,1,14,15
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
TOLEDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,14,12,14,12,26
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,43,93,43,93,136
UNCIA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,1,0,1,1
URUBICHA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,3,1,3,4
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,4,6,4,6,10
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,15,14,15,14,29
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,3,0,3,3
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,0,3,0,3,3
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,1,2,1,3
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,2,11,2,11,13
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,1,0,1,0,1
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,64,114,64,114,178
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-04-01,30,53,30,53,83
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,3,1,3,4
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,9,2,9,11
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,5,12,5,12,17
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,6,5,6,5,11
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,2,3,2,5
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,6,3,6,9
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,24,51,24,51,75
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,2,0,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,35,3,35,38
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,9,3,9,12
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,16,2,16,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,6,2,6,8
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,18,2,18,20
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,30,145,30,145,175
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,106,527,106,527,633
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,11,1,11,12
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,12,2,12,14
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,2,0,2,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,3,1,3,4
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,4,0,4,4
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,279,713,279,713,992
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,13,12,13,12,25
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,1,3,1,4
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,17,0,17,17
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,6,2,6,8
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,5,3,5,8
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,769,1068,769,1068,1837
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,6,8,6,8,14
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,2,0,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,6,1,6,7
MOCOMOCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,14,31,14,31,45
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,174,345,174,345,519
MOROCHATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,3,0,3,3
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,66,192,66,192,258
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,5,15,5,15,20
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,3,2,3,5
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,14,0,14,0,14
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,11,36,11,36,47
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,4,12,4,12,16
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,10,38,10,38,48
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,19,52,19,52,71
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,13,62,13,62,75
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,67,233,67,233,300
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,4,1,4,1,5
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,6,8,6,8,14
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,5,26,5,26,31
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,0,1,0,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,10,26,10,26,36
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,6,0,6,6
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,10,31,10,31,41
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,4,0,4,4
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,3,0,3,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,4,2,4,6
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,6,2,6,8
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,1,0,1,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,192,823,192,823,1015
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,1,1,1,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,1,1,1,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,100,115,100,115,215
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,12,12,12,12,24
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,87,144,87,144,231
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,7,3,7,10
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,2,0,2,2
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,1,1,1,1,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,16,13,16,13,29
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,33,69,33,69,102
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,6,3,6,9
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,6,13,6,13,19
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,4,0,4,4
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,0,3,0,3,3
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,5,14,5,14,19
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,3,1,3,1,4
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,5,7,5,7,12
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,55,104,55,104,159
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-05-01,86,153,86,153,239
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,6,0,6,6
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,4,8,4,8,12
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,6,9,6,9,15
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,5,0,5,5
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,12,0,12,12
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,0,1,0,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,4,20,4,20,24
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,25,35,25,35,60
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,12,40,12,40,52
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,4,0,4,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,7,12,7,12,19
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,3,18,3,18,21
CHUMA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,28,1,28,29
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,40,137,40,137,177
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,96,373,96,373,469
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,4,10,4,10,14
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,4,1,4,5
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,3,9,3,9,12
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,2,0,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,177,639,177,639,816
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,11,12,11,12,23
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,11,11,11,11,22
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,4,0,4,4
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,9,0,9,9
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,2,1,2,3
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,1,1,1,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,2,2,2,2,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,683,938,683,938,1621
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,10,8,10,8,18
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,0,1,0,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,2,0,2,2
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,3,0,3,3
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,2,2,2,2,4
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,10,0,10,10
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,14,22,14,22,36
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,60,187,60,187,247
MOROCHATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,2,0,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,58,172,58,172,230
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,18,18,18,18,36
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,13,1,13,1,14
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,3,44,3,44,47
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,0,1,0,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,2,0,2,0,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,5,4,5,4,9
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,14,50,14,50,64
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,22,57,22,57,79
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,6,57,6,57,63
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,2,1,2,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,27,260,27,260,287
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,2,1,2,1,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,6,9,6,9,15
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,17,69,17,69,86
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,4,2,4,2,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,4,6,4,6,10
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,11,17,11,17,28
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,4,0,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,11,1,11,12
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,4,3,4,3,7
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,1,1,1,2
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,153,636,153,636,789
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,1,1,1,1,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,116,130,116,130,246
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,14,12,14,12,26
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2018-06-01,79,117,79,117,196
