,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,8,0,8
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,44,4,48
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,9,7,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,16,3,19
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,107,9,116
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,6,6,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,22,6,28
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,70,11,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,8,3,11
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,9,5,14
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,150,17,167
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,11,9,20
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,58,8,66
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,110,3,113
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,15,6,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,3,0,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,197,14,211
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,3,4,7
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,137,14,151
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,4,6,10
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,3,0,3
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,60,4,64
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,12,6,18
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,5,8,13
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,6,11,17
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-03-01,7,4,11
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,8,15
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,33,22,55
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,7,17
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,25,14,39
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,3,4
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,1,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,16,1,17
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,16,9,25
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,3,9
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,10,14
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,20,14,34
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,9,14
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,3,13
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,18,6,24
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,15,11,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,57,0,57
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,21,5,26
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,2,4
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,8,7,15
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,30,19,49
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,5,7
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,10,19
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,0,7
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,3,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,50,24,74
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,33,24,57
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,11,8,19
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,22,11,33
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,46,29,75
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,4,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,4,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,15,2,17
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,4,10
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,8,3,11
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,15,3,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,70,5,75
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,19,7,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,7,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,14,16,30
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,68,20,88
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,17,11,28
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,11,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,4,9
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,45,13,58
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,8,10
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,30,53,83
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,14,24
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,50,5,55
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,1,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,29,10,39
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,22,29
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,20,4,24
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,35,12,47
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,129,13,142
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,22,23
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1516,1,1517
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,62,0,62
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,20,10,30
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,3,4
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,34,11,45
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,0,12
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,27,29,56
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,15,0,15
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,23,33
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,28,9,37
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,8,8
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,30,7,37
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,10,19
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,17,8,25
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,7,17
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,3,15
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,3,4
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,22,9,31
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,112,22,134
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,40,54,94
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,4,6
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,24,11,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,1,6
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,11,1,12
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1563,41,1604
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,6,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,19,1,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,10,22
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,96,2,98
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,3,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,27,17,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,69,1,70
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,3,8
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,1,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,21,4,25
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,9,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,24,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,12,21
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,20,7,27
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,8,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,109,16,125
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,31,6,37
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,3,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,4,6
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,0,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,47,0,47
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,2,7
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,2,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,8,11
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,3,5
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,5,7
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,12,18
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,12,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,8,14,22
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,18,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,17,2,19
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,81,6,87
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,173,0,173
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1275,9,1284
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,8,20
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,16,6,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,42,17,59
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,4,9
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,19,22
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,26,3,29
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,24,1,25
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,26,2,28
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,18,1,19
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,53,0,53
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,47,24,71
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,15,24
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,3,3
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,4,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,31,8,39
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,236,35,271
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,17,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,7,11
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,1,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,16,18,34
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,27,2,29
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,4,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,459,1,460
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,23,6,29
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,4,14
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,44,23,67
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,22,9,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,39,7,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,3,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,0,5
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,2,6
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,43,8,51
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,3,13
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,4,11
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,31,41
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,17,14,31
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,15,10,25
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,4,16
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,30,6,36
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,16,11,27
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,10,10,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,35,3,38
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,5,1,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,1,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,432,7,439
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,10,14
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,33,18,51
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,7,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,16,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,5,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,1,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,39,12,51
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,1,13
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,0,5,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,29,5,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,121,12,133
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,20,19,39
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,46,1,47
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,232,8,240
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,8,6,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,23,35
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,23,14,37
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,247,23,270
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,21,3,24
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,31,6,37
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,213,26,239
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,4,2,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,29,14,43
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,9,6,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,9,15
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,7,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,14,1,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,8,5,13
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,14,2,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,79,24,103
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,19,7,26
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,37,4,41
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,54,15,69
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,114,15,129
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,3,4,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,39,0,39
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,51,23,74
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,16,0,16
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,89,24,113
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,6,5,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-04-01,18,7,25
