,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,12,4,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,34,7,41
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,0,9
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,233,2,235
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,77,11,88
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,1,6
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,4,8
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,27,4,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,17,2,19
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,6,15
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,50,1,51
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,11,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,22,1,23
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,87,13,100
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,9,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,23,3,26
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,63,12,75
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,5,9
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,0,6
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,13,23
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,124,17,141
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,2,12
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,50,2,52
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,66,0,66
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,11,9,20
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,181,17,198
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,1,8
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,142,31,173
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,4,14
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,4,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,101,9,110
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,6,19
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,3,9
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,7,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,7,9
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,5,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,47,22,69
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,17,3,20
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,38,8,46
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,6,6
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,8,14
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,22,0,22
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,12,11,23
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,7,4,11
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,21,17,38
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,5,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,1,15
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,19,12,31
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,22,8,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,54,0,54
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,23,8,31
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,9,13
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,7,12
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,5,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,26,25,51
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,6,12
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,26,7,33
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,5,13
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,0,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,5,6
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,62,18,80
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,35,25,60
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,10,19
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,11,13
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,19,1,20
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,43,36,79
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,3,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,13,7,20
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,28,3,31
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,3,6
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,13,12,25
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,7,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,52,4,56
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,36,1,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,15,23
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,21,11,32
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,77,25,102
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,23,13,36
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,21,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,4,5
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,1,3
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,43,16,59
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,4,18
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,19,34,53
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,2,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,12,21,33
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,21,4,25
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,28,2,30
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,5,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,5,11
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,28,8,36
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,19,7,26
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,93,14,107
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,18,27,45
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1369,3,1372
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,87,0,87
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,21,2,23
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,33,4,37
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,17,0,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,29,50,79
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,15,0,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,13,23,36
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,26,4,30
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,35,7,42
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,3,11
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,22,4,26
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,7,3,10
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,21,7,28
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,1,10
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,18,12,30
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,118,15,133
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,29,25,54
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,3,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,16,22,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,2,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,5,8
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,2,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1628,115,1743
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,9,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,17,2,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,18,4,22
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,79,4,83
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,2,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,23,23,46
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,61,6,67
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,2,8
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,10,0,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,7,8
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,25,5,30
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,13,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,26,2,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,13,18
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,19,5,24
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,7,5,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,103,15,118
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,28,17,45
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,11,8,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,7,9
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,53,10,63
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,3,11
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,2,8
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,4,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,3,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,2,3
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,9,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,7,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,11,30,41
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,29,34
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,11,12,23
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,18,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,11,1,12
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,93,14,107
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,168,5,173
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1336,12,1348
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,2,8
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,21,15,36
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,2,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,67,22,89
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,2,8
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,0,2
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,1,6
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,3,12
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,17,10,27
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,19,2,21
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,33,0,33
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,9,13
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,42,3,45
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,51,23,74
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,10,17,27
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,7,8,15
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,30,5,35
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,253,7,260
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,8,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,3,9
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,3,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,17,19,36
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,23,1,24
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,16,18
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,627,6,633
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,18,6,24
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,10,7,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,45,74,119
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,28,16,44
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,47,7,54
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,1,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,3,11
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,35,5,40
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,1,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,6,9
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,34,42
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,11,4,15
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,25,3,28
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,12,1,13
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,38,7,45
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,30,15,45
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,12,4,16
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,44,4,48
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,3,2,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,484,20,504
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,11,17
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,30,28,58
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,9,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,13,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,5,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,8,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,31,19,50
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,9,0,9
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,1,2,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,29,4,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,113,7,120
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,22,17,39
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,43,5,48
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,10,3,13
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,214,26,240
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,13,6,19
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,0,5
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,27,41
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,24,4,28
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,280,29,309
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,20,1,21
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,31,4,35
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,0,5
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,245,26,271
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,4,0,4
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,37,29,66
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,4,9
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,8,3,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,14,8,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,2,9,11
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,7,0,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,5,6,11
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,6,4,10
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,87,35,122
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,17,5,22
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,47,3,50
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,43,23,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-03-01,100,28,128
