,group,variable,month,BCG,BCG,TOTALES
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-03-01,33,4,37
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,15,18
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,19,15,34
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-03-01,19,4,23
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-03-01,144,3,147
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,12,11,23
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1674,14,1688
COIPASA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-03-01,63,0,63
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-03-01,17,5,22
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,0,3
COLOMI,vacunaciones en menores de 1 ano,bcg,2013-03-01,28,10,38
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,1,8
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2013-03-01,27,52,79
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,8,9
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,42,43
COMANCHE,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,4,7
COMARAPA,vacunaciones en menores de 1 ano,bcg,2013-03-01,28,1,29
COMBAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2013-03-01,48,1,49
COPACABANA,vacunaciones en menores de 1 ano,bcg,2013-03-01,16,8,24
CORIPATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,10,11,21
CORO CORO,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,13,14
COROICO,vacunaciones en menores de 1 ano,bcg,2013-03-01,25,7,32
CORQUE,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,7,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,7,11
COTOCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,122,12,134
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,27,30,57
CUEVO,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,1,2
CULPINA,vacunaciones en menores de 1 ano,bcg,2013-03-01,21,9,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,8,2,10
CURVA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,3,8
EL ALTO,vacunaciones en menores de 1 ano,bcg,2013-03-01,1503,108,1611
EL CHORO,vacunaciones en menores de 1 ano,bcg,2013-03-01,9,3,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2013-03-01,6,1,7
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2013-03-01,4,12,16
EL TORNO,vacunaciones en menores de 1 ano,bcg,2013-03-01,89,0,89
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2013-03-01,20,18,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2013-03-01,41,2,43
ESCARA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,bcg,2013-03-01,12,2,14
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,2,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2013-03-01,18,7,25
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,9,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2013-03-01,19,3,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2013-03-01,1,22,23
GUANAY,vacunaciones en menores de 1 ano,bcg,2013-03-01,15,1,16
GUAQUI,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2013-03-01,96,0,96
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,27,32
HUACARETA,vacunaciones en menores de 1 ano,bcg,2013-03-01,12,6,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2013-03-01,1,5,6
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2013-03-01,35,2,37
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,4,5
HUARINA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,4,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,4,4
HUMANATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,11,11
ICHOCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,8,10
ICLA,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,8,13
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2013-03-01,14,19,33
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,18,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2013-03-01,6,18,24
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,13,0,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,6,17
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2013-03-01,77,8,85
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2013-03-01,101,11,112
LA PAZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,1609,0,1609
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,1,7
LAJA,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,9,16
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2013-03-01,43,54,97
LLICA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,1,5
LURIBAY,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,5,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,2,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,11,15
MAIRANA,vacunaciones en menores de 1 ano,bcg,2013-03-01,22,0,22
MALLA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,bcg,2013-03-01,26,1,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2013-03-01,9,3,12
MINEROS,vacunaciones en menores de 1 ano,bcg,2013-03-01,41,2,43
MIZQUE,vacunaciones en menores de 1 ano,bcg,2013-03-01,32,31,63
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,17,19
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,5,9
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2013-03-01,53,5,58
MONTERO,vacunaciones en menores de 1 ano,bcg,2013-03-01,352,0,352
MORO MORO,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,10,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2013-03-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2013-03-01,1,0,1
OCURI,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,28,39
OKINAWA,vacunaciones en menores de 1 ano,bcg,2013-03-01,15,0,15
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,4,8
ORURO,vacunaciones en menores de 1 ano,bcg,2013-03-01,647,1,648
PADCAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,9,3,12
PADILLA,vacunaciones en menores de 1 ano,bcg,2013-03-01,36,1,37
PAILON,vacunaciones en menores de 1 ano,bcg,2013-03-01,37,33,70
PALCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,4,15
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2013-03-01,29,7,36
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,4,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,1,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,6,6
PASORAPA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,2,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,20,6,26
PAZÑA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,2,6
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,14,14
POCOATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,41,47
POCONA,vacunaciones en menores de 1 ano,bcg,2013-03-01,10,15,25
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2013-03-01,30,6,36
POOPO,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,2,3
PORCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,23,7,30
POROMA,vacunaciones en menores de 1 ano,bcg,2013-03-01,31,12,43
PORONGO,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,8,14
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2013-03-01,41,0,41
PORVENIR,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2013-03-01,537,9,546
PRESTO,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,10,10
PUCARANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,23,27,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,11,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,17,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,7,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,5,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2013-03-01,25,8,33
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,0,5
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,3,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,55,5,60
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2013-03-01,128,4,132
PUNA,vacunaciones en menores de 1 ano,bcg,2013-03-01,13,9,22
PUNATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,64,2,66
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,1,8
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2013-03-01,230,3,233
QUIME,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,12,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,0,4
RAVELO,vacunaciones en menores de 1 ano,bcg,2013-03-01,17,25,42
REYES,vacunaciones en menores de 1 ano,bcg,2013-03-01,15,0,15
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2013-03-01,289,6,295
ROBORE,vacunaciones en menores de 1 ano,bcg,2013-03-01,16,8,24
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2013-03-01,36,8,44
SABAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2013-03-01,232,9,241
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,1,5
SACACA,vacunaciones en menores de 1 ano,bcg,2013-03-01,25,23,48
SAIPINA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,4,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,2,5
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,8,3,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,4,8
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2013-03-01,9,4,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,3,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,4,9
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,6,17
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-03-01,95,43,138
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-03-01,19,8,27
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-03-01,36,0,36
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-03-01,50,27,77
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,137,14,151
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2013-03-01,0,7,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-03-01,26,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2013-03-01,37,0,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,10,0,10
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2013-03-01,91,15,106
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2013-03-01,2,4,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2013-03-01,15,1,16
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,37,32,69
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,25,9,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,17,3,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,3,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2013-03-01,12,5,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-03-01,41,41,82
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,6,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,2,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,4,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,29,0,29
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2013-03-01,47,7,54
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2843,216,3059
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,7,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,5,16
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,5,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,7,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,10,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,3,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,9,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,9,12
SENA,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,1,7
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2013-03-01,48,0,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2013-03-01,9,23,32
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2013-03-01,67,1,68
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,4,10
SORACACHI,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,5,9
SORATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,20,26,46
SUCRE,vacunaciones en menores de 1 ano,bcg,2013-03-01,499,24,523
TACACHI,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,3,4
TACACOMA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,5,9
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,21,27
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,14,25
TAHUA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,bcg,2013-03-01,16,23,39
TARABUCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,22,10,32
TARACO,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,3,5
TARATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,16,0,16
TARIJA,vacunaciones en menores de 1 ano,bcg,2013-03-01,456,0,456
TARVITA,vacunaciones en menores de 1 ano,bcg,2013-03-01,12,12,24
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2013-03-01,16,8,24
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2013-03-01,16,4,20
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,24,35,59
TIPUANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,23,1,24
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-03-01,119,13,132
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2013-03-01,25,9,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2013-03-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,1,2
TOLATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,1,4
TOLEDO,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,2,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,17,21
TOMINA,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,6,12
TORO TORO,vacunaciones en menores de 1 ano,bcg,2013-03-01,31,0,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2013-03-01,24,6,30
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2013-03-01,0,1,1
TRIGAL,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-03-01,318,0,318
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-03-01,63,18,81
TURCO,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,3,3
UMALA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,4,4
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-03-01,26,15,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-03-01,5,0,5
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-03-01,13,2,15
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-03-01,58,3,61
VACAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,19,21
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-03-01,31,0,31
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-03-01,64,10,74
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,4,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-03-01,18,6,24
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-03-01,111,0,111
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,6,9
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2013-03-01,5,1,6
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2013-03-01,158,29,187
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2013-03-01,11,6,17
VILLAZON,vacunaciones en menores de 1 ano,bcg,2013-03-01,47,2,49
VINTO,vacunaciones en menores de 1 ano,bcg,2013-03-01,115,0,115
VITICHI,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,3,6
WARNES,vacunaciones en menores de 1 ano,bcg,2013-03-01,141,1,142
YACO,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,4,8
YACUIBA,vacunaciones en menores de 1 ano,bcg,2013-03-01,228,21,249
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,2,9
YANACACHI,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,2,8
YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,110,13,123
YOCALLA,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,3,14
YOTALA,vacunaciones en menores de 1 ano,bcg,2013-03-01,7,0,7
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,2,3
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,2,5
ACACIO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,3,4
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2013-04-01,37,9,46
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,4,15
AIQUILE,vacunaciones en menores de 1 ano,bcg,2013-04-01,35,7,42
ALALAY,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,5,7
ALCALA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,0,13
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,14,24
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,3,3
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,6,11
APOLO,vacunaciones en menores de 1 ano,bcg,2013-04-01,22,9,31
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,5,5
ARANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,4,15
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,14,24
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,6,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-04-01,77,0,77
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,6,11
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,6,10
AYATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,11,13
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,7,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-04-01,20,17,37
AZURDUY,vacunaciones en menores de 1 ano,bcg,2013-04-01,6,6,12
BATALLAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,15,28
BAURES,vacunaciones en menores de 1 ano,bcg,2013-04-01,9,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2013-04-01,50,2,52
BETANZOS,vacunaciones en menores de 1 ano,bcg,2013-04-01,20,15,35
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,17,20
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,3,10
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,16,7,23
CABEZAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,24,57,81
CAIROMA,vacunaciones en menores de 1 ano,bcg,2013-04-01,9,10,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2013-04-01,4,2,6
CAJUATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,2,15
CALACOTO,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,4,4
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,6,16
CAMARGO,vacunaciones en menores de 1 ano,bcg,2013-04-01,17,2,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2013-04-01,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,bcg,2013-04-01,85,4,89
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,24,2,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,5,6
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2013-04-01,24,3,27
CARANAVI,vacunaciones en menores de 1 ano,bcg,2013-04-01,99,23,122
CARAPARI,vacunaciones en menores de 1 ano,bcg,2013-04-01,12,5,17
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,22,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,12,14
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,60,18,78
CHAQUI,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,10,18
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2013-04-01,24,88,112
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,17,30
CHIMORE,vacunaciones en menores de 1 ano,bcg,2013-04-01,28,2,30
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-04-01,34,6,40
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,12,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,7,10
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,28,10,38
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-04-01,37,8,45
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-04-01,172,2,174
