,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,70,31,101
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,8,0,8
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,0,1
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,4,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,1,12
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,12,13,25
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,13,3,16
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,37,0,37
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,12,11,23
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,35,10,45
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,31,20,51
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,6,17
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,5,14,19
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,46,8,54
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,231,7,238
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,9,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,5,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,2,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,22,31
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,0,6
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,7,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,457,2,459
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,17,5,22
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,25,5,30
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,35,44,79
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,18,8,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,34,5,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,3,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,15,3,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,4,8
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,35,3,38
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,11,20
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,33,40
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,7,17
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,16,8,24
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,4,13
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,25,6,31
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,22,31,53
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,5,14
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,34,3,37
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,3,9
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,430,11,441
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,19,19
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,2,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,30,18,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,5,10,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,14,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,8,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,4,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,34,24,58
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,1,12
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,17,12,29
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,86,3,89
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,19,24,43
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,45,0,45
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,5,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,169,19,188
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,6,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,14,22,36
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,21,0,21
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,210,44,254
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,14,1,15
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,26,0,26
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,0,4
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,239,23,262
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,0,7
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,26,33,59
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,6,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,9,13
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,17,1,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,4,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,5,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,2,11
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,61,23,84
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,3,14
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,34,0,34
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,26,12,38
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,97,12,109
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,8,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,24,0,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,2,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,23,0,23
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,16,1,17
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,81,33,114
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,4,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,25,8,33
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,48,42,90
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,16,10,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,3,14
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,1,8
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,13,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,36,44,80
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,8,8,16
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,5,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,19,4,23
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,10,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,18,0,18
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,23,18,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2319,84,2403
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,14,0,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,25,2,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,7,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,5,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,4,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,1,5
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,13,2,15
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,8,1,9
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,40,3,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,22,17,39
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,3,7
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,35,3,38
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,15,6,21
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,5,11
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,14,15,29
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,566,49,615
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,0,10
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,15,9,24
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,12,3,15
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,30,11,41
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,14,25,39
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,0,7
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,2,13
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,387,2,389
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,11,12,23
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,6,13
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,17,6,23
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,29,9,38
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,28,2,30
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,76,27,103
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,15,15,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,2,11
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,5,0,5
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,5,1,6
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,19,9,28
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,8,18
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,18,0,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,27,10,37
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,4,0,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,179,3,182
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,71,19,90
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,5,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,32,21,53
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,21,11,32
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,7,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,38,1,39
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,13,14,27
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,20,1,21
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,73,13,86
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,3,15,18
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,34,14,48
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,55,9,64
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,3,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,12,4,16
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,17,27
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,126,7,133
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,19,8,27
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,66,10,76
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,113,0,113
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,5,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,6,0,6
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,153,20,173
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,5,10,15
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,114,10,124
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,10,6,16
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,7,2,9
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,68,9,77
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,9,5,14
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,8,11,19
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,2,8,10
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-03-01,8,6,14
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,6,7,13
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,31,15,46
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,18,4,22
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,26,8,34
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,0,6,6
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,3,3,6
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,18,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,7,11,18
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,6,2,8
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,8,12,20
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,19,9,28
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,2,6,8
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,13,4,17
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,15,17,32
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,16,12,28
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,47,1,48
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,19,3,22
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,6,4,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,5,7,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,10,4,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,26,20,46
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,5,5,10
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,15,4,19
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,7,1,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,2,6,8
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,40,30,70
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,34,25,59
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,5,12,17
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,5,2,7
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,13,3,16
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,33,42,75
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,6,4,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,13,7,20
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,17,0,17
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,5,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,11,4,15
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,21,3,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,5,26,31
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,65,4,69
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,25,10,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,3,11,14
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,13,9,22
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,82,17,99
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,24,13,37
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,9,13,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,2,6,8
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,51,11,62
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,8,3,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,33,37,70
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,7,16,23
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,32,6,38
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,24,9,33
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,13,5,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,7,5,12
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,22,8,30
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,23,13,36
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,119,13,132
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,5,21,26
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1368,8,1376
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,71,1,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,29,6,35
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,1,2,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-04-01,24,14,38
