,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,2,0,10,8,31,37,6,3,0,0,0,0,97
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,1,0,3,3,5,6,9,19,3,2,0,0,0,0,51
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,3,1,10,5,0,5,2,18,0,4,0,0,0,0,48
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,1,0,0,6,8,3,13,0,0,0,0,0,0,31
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,1,1,10,5,4,3,3,14,2,0,0,0,0,0,43
ROBORE,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,10,3,1,0,0,4,3,4,0,0,0,0,25
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,2,2,0,1,4,6,0,1,0,0,0,0,16
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,1,2,0,3,1,0,3,4,7,0,0,0,0,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,3,6,4,4,4,0,7,9,1,3,0,0,0,0,41
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,1,1,0,0,2,0,6,0,1,0,0,0,0,11
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,0,0,2,2,4,3,0,2,0,0,0,0,13
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,0,0,0,0,4,4,0,1,0,0,0,0,9
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2019-08-01,0,0,0,0,1,1,2,5,4,4,0,0,0,0,17
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6
ESCOMA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,3,1,7,10,3,1,7,7,7,4,0,0,0,0,50
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,1,6,1,3,5,29,36,5,6,0,0,0,0,92
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,1,1,0,1,3,6,11,2,0,0,0,0,0,25
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,2,0,1,7,2,8,0,0,0,0,0,0,20
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,2,0,8,12,3,1,5,5,2,1,0,0,0,0,39
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,0,0,0,10,12,0,0,0,0,0,0,22
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,2,0,4,8,0,0,0,0,9,0,0,0,0,0,23
SAN RAMON BENI,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,1,0,1,0,1,0,6,0,0,0,0,0,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,9,3,4,2,0,2,2,16,0,0,0,0,0,0,38
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,6,0,0,4,1,8,2,2,0,0,0,0,23
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,1,0,2,1,2,2,6,0,4,0,0,0,0,18
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,0,0,1,0,1,5,1,0,0,0,0,0,0,8
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2019-09-01,0,3,0,0,0,1,0,0,3,3,0,0,0,0,10
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,1,0,0,0,3,1,0,0,0,0,0,5
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,1,0,0,0,0,0,6,0,0,0,0,0,7
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,1,0,0,1,1,1,1,1,1,0,0,0,0,0,7
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,1,0,0,1,7,8,17,32,4,8,0,0,0,0,78
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,2,0,5,3,2,2,14,6,1,1,0,0,0,0,36
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,0,2,2,4,15,0,0,0,0,0,0,23
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,2,2,3,2,1,0,2,4,0,1,0,0,0,0,17
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,1,0,1,1,0,2,1,10,1,1,0,0,0,0,18
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,1,0,4,0,1,1,3,7,1,0,0,0,0,0,18
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2019-10-01,0,1,5,4,2,2,3,4,8,2,0,0,0,0,31
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,5
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,2,0,0,0,1,7,0,0,0,0,0,0,10
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,18,15,0,0,2,1,0,0,0,0,0,0,36
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,3,0,3,9,21,29,9,4,0,0,0,0,78
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,0,3,9,0,0,0,0,0,0,0,0,12
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,1,0,0,1,1,2,4,3,0,0,0,0,0,12
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,2,0,0,2,0,1,4,4,0,1,0,0,0,0,14
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,6,1,0,0,2,6,2,0,0,0,0,0,17
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,1,3,0,1,0,1,0,2,1,0,0,0,0,0,9
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,2,0,0,2,2,6,2,1,0,0,0,0,15
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2019-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,1,0,1,1,2,1,3,0,0,0,0,0,0,9
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,20,18,0,0,0,0,0,0,0,0,0,0,38
ESCOMA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,1,0,6,13,1,4,7,9,9,4,0,0,0,0,54
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,1,1,9,5,26,25,1,5,0,0,0,0,73
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,2,1,3,10,6,11,0,2,0,0,0,0,35
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,3,4,0,0,2,7,1,0,0,0,0,0,17
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,1,1,2,5,6,1,0,6,0,0,0,0,22
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
SAN PEDRO,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,2,1,3,3,0,8,2,1,0,0,0,0,20
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,1,0,2,3,0,1,0,0,0,0,0,0,0,0,7
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,1,1,0,1,0,4,0,1,0,0,0,0,8
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,1,1,0,0,3,4,2,1,0,0,0,0,12
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2019-12-01,0,0,2,3,0,0,1,1,0,0,0,0,0,0,7
