,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
SAN RAMON BENI,atencion odontologica,consulta nueva,2019-02-01,0,0,0,0,0,1,0,5,1,0,0,0,0,3,10
SAN RAMON SCZ,atencion odontologica,consulta nueva,2019-02-01,55,75,294,250,17,19,15,18,8,9,0,16,0,10,786
SANTA ANA,atencion odontologica,consulta nueva,2019-02-01,2,6,42,33,26,32,21,82,10,9,0,25,0,7,295
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2019-02-01,3048,3072,1775,2062,796,1792,3387,8448,1411,1393,0,2674,0,468,30326
SANTA ROSA,atencion odontologica,consulta nueva,2019-02-01,8,8,12,12,4,5,4,12,4,5,0,0,0,0,74
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2019-02-01,140,159,16,11,8,14,13,28,17,7,0,7,0,9,429
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2019-02-01,37,26,0,0,0,11,0,17,11,5,0,4,0,22,133
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2019-02-01,61,64,102,128,43,33,58,82,99,83,0,13,0,10,776
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2019-02-01,34,63,9,23,9,6,10,46,52,87,0,8,0,12,359
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2019-02-01,1,11,13,17,5,5,6,36,10,3,0,0,0,2,109
SANTIVAÑES,atencion odontologica,consulta nueva,2019-02-01,28,30,30,27,6,13,13,72,55,64,0,22,0,14,374
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2019-02-01,16,35,13,13,4,4,9,31,31,10,0,6,0,14,186
SAPAHAQUI,atencion odontologica,consulta nueva,2019-02-01,172,176,48,44,15,38,22,96,135,75,0,31,0,61,913
SENA,atencion odontologica,consulta nueva,2019-02-01,15,17,3,6,0,4,4,9,7,9,0,5,0,1,80
SHINAOTA,atencion odontologica,consulta nueva,2019-02-01,51,59,10,10,4,32,5,43,11,21,0,22,0,26,294
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2019-02-01,21,16,6,7,4,9,23,40,19,19,0,2,0,3,169
SICAYA,atencion odontologica,consulta nueva,2019-02-01,20,16,1,3,1,11,4,19,2,3,0,12,0,8,100
SIPE SIPE,atencion odontologica,consulta nueva,2019-02-01,253,310,140,97,5,45,22,235,89,105,0,38,0,98,1437
SOPACHUY,atencion odontologica,consulta nueva,2019-02-01,28,21,17,14,8,5,23,55,3,0,0,5,0,6,185
SORACACHI,atencion odontologica,consulta nueva,2019-02-01,62,67,172,201,26,56,20,75,65,68,0,31,0,14,857
SORATA,atencion odontologica,consulta nueva,2019-02-01,69,71,16,10,7,23,15,48,70,54,0,27,0,11,421
SUCRE,atencion odontologica,consulta nueva,2019-02-01,1487,1531,1028,1077,497,908,1142,2877,317,227,0,643,0,188,11922
TACACHI,atencion odontologica,consulta nueva,2019-02-01,9,1,6,2,2,0,11,3,0,0,0,0,0,0,34
TACACOMA,atencion odontologica,consulta nueva,2019-02-01,22,15,6,4,6,9,11,28,0,9,0,7,0,9,126
TACOPAYA,atencion odontologica,consulta nueva,2019-02-01,14,12,0,6,8,5,10,32,39,29,0,14,0,6,175
TAHUA,atencion odontologica,consulta nueva,2019-02-01,8,4,0,1,1,0,0,10,10,2,0,0,0,2,38
TAPACARI,atencion odontologica,consulta nueva,2019-02-01,60,110,23,22,31,29,23,129,60,37,0,21,0,58,603
TARABUCO,atencion odontologica,consulta nueva,2019-02-01,86,79,15,20,10,40,35,124,17,19,0,36,0,33,514
TARACO,atencion odontologica,consulta nueva,2019-02-01,23,17,10,3,2,8,8,11,64,32,0,1,0,5,184
TARATA,atencion odontologica,consulta nueva,2019-02-01,37,24,13,31,22,19,28,63,45,73,0,8,0,14,377
TARIJA,atencion odontologica,consulta nueva,2019-02-01,185,237,605,637,322,496,926,1660,199,145,0,154,0,10,5576
TARVITA,atencion odontologica,consulta nueva,2019-02-01,162,117,18,28,14,47,43,196,22,12,0,42,0,22,723
TEOPONTE,atencion odontologica,consulta nueva,2019-02-01,49,35,23,22,9,19,34,55,15,7,0,10,0,12,290
TIAHUANACU,atencion odontologica,consulta nueva,2019-02-01,16,16,20,18,13,10,17,49,12,7,0,9,0,9,196
TINGUIPAYA,atencion odontologica,consulta nueva,2019-02-01,78,65,7,12,7,23,22,94,79,65,0,39,0,20,511
TIPUANI,atencion odontologica,consulta nueva,2019-02-01,29,16,21,16,2,1,2,6,0,1,0,1,0,0,95
TIQUIPAYA,atencion odontologica,consulta nueva,2019-02-01,828,788,78,62,30,185,47,544,133,121,0,325,0,243,3384
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2019-02-01,111,90,89,137,17,39,31,94,12,43,0,12,0,68,743
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2019-02-01,6,2,2,3,0,8,5,5,0,2,0,2,0,0,35
TOCO,atencion odontologica,consulta nueva,2019-02-01,66,70,8,17,2,23,1,40,21,29,0,28,0,9,314
TODOS SANTOS,atencion odontologica,consulta nueva,2019-02-01,0,1,2,0,0,1,0,3,0,3,0,0,0,0,10
TOLATA,atencion odontologica,consulta nueva,2019-02-01,29,11,4,15,0,5,4,26,16,7,0,7,0,3,127
TOLEDO,atencion odontologica,consulta nueva,2019-02-01,19,36,115,97,3,18,6,19,8,8,0,2,0,1,332
TOMAVE,atencion odontologica,consulta nueva,2019-02-01,44,59,20,28,14,35,35,61,38,51,0,11,0,28,424
TOMINA,atencion odontologica,consulta nueva,2019-02-01,46,35,21,26,13,20,33,149,9,2,0,8,0,12,374
TORO TORO,atencion odontologica,consulta nueva,2019-02-01,13,22,9,4,1,12,8,68,12,10,0,17,0,29,205
TOTORA(CBBA),atencion odontologica,consulta nueva,2019-02-01,30,30,104,131,12,21,21,62,22,18,0,15,0,15,481
TOTORA(ORR),atencion odontologica,consulta nueva,2019-02-01,27,35,14,13,11,26,8,51,45,50,0,14,0,25,319
TRIGAL,atencion odontologica,consulta nueva,2019-02-01,5,10,2,4,0,0,11,19,13,6,0,5,0,5,80
TRINIDAD,atencion odontologica,consulta nueva,2019-02-01,142,171,330,426,202,316,485,868,121,100,0,190,0,22,3373
TUPIZA,atencion odontologica,consulta nueva,2019-02-01,109,73,79,74,19,74,101,213,69,74,0,29,0,25,939
TURCO,atencion odontologica,consulta nueva,2019-02-01,41,29,8,8,8,2,22,30,29,15,0,3,0,1,196
UMALA,atencion odontologica,consulta nueva,2019-02-01,33,43,11,3,1,1,7,11,16,6,0,3,0,5,140
UNCIA,atencion odontologica,consulta nueva,2019-02-01,33,47,20,26,4,27,24,62,26,27,0,34,0,5,335
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2019-02-01,36,39,41,71,56,68,80,142,8,11,0,3,0,2,557
URUBICHA,atencion odontologica,consulta nueva,2019-02-01,2,0,0,0,0,2,0,12,0,2,0,14,0,1,33
UYUNI,atencion odontologica,consulta nueva,2019-02-01,85,118,17,38,24,60,41,96,51,34,0,54,0,19,637
VACAS,atencion odontologica,consulta nueva,2019-02-01,76,74,21,27,5,17,26,47,41,96,0,20,0,8,458
VALLEGRANDE,atencion odontologica,consulta nueva,2019-02-01,81,95,29,32,15,41,27,81,31,33,0,14,0,33,512
VIACHA,atencion odontologica,consulta nueva,2019-02-01,322,328,548,613,59,107,47,256,64,83,0,63,0,93,2583
VILA VILA,atencion odontologica,consulta nueva,2019-02-01,47,49,4,9,9,15,5,35,34,38,0,6,0,15,266
VILLA CHARCAS,atencion odontologica,consulta nueva,2019-02-01,7,2,18,21,10,38,26,42,4,6,0,15,0,5,194
VILLA MONTES,atencion odontologica,consulta nueva,2019-02-01,47,55,150,192,109,201,297,558,59,22,0,29,0,7,1726
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2019-02-01,2,0,7,2,0,1,2,5,5,0,0,0,0,0,24
VILLA RIVERO,atencion odontologica,consulta nueva,2019-02-01,80,41,18,28,8,48,10,58,1,26,0,48,0,16,382
VILLA SERRANO,atencion odontologica,consulta nueva,2019-02-01,90,116,17,23,16,26,86,143,6,3,0,57,0,8,591
VILLA TUNARI,atencion odontologica,consulta nueva,2019-02-01,260,189,38,47,17,106,78,300,67,58,0,90,0,120,1370
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2019-02-01,146,125,38,22,10,24,26,71,15,4,0,52,0,5,538
VILLAZON,atencion odontologica,consulta nueva,2019-02-01,186,191,63,59,23,65,68,227,38,62,0,56,0,36,1074
VINTO,atencion odontologica,consulta nueva,2019-02-01,342,254,29,32,10,64,8,267,26,48,0,65,0,162,1307
VITICHI,atencion odontologica,consulta nueva,2019-02-01,52,64,7,17,5,12,19,64,46,46,0,15,0,13,360
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2019-02-01,12,1,11,7,51,17,24,69,10,0,0,6,0,2,210
WARNES,atencion odontologica,consulta nueva,2019-02-01,126,168,57,56,35,70,149,225,50,44,0,40,0,67,1087
YACO,atencion odontologica,consulta nueva,2019-02-01,30,14,1,1,3,3,10,26,6,8,0,5,0,15,122
YACUIBA,atencion odontologica,consulta nueva,2019-02-01,49,96,141,154,62,140,216,564,70,75,0,76,0,15,1658
YAMPARAEZ,atencion odontologica,consulta nueva,2019-02-01,53,72,8,4,4,15,23,53,5,21,0,14,0,20,292
YANACACHI,atencion odontologica,consulta nueva,2019-02-01,11,30,18,26,12,5,14,28,0,0,0,3,0,3,150
YAPACANI,atencion odontologica,consulta nueva,2019-02-01,129,142,23,28,13,45,47,166,39,56,0,64,0,84,836
YOCALLA,atencion odontologica,consulta nueva,2019-02-01,15,11,17,24,6,19,4,38,8,13,0,8,0,4,167
YOTALA,atencion odontologica,consulta nueva,2019-02-01,64,79,13,24,4,25,19,59,7,11,0,29,0,5,339
YUNCHARA,atencion odontologica,consulta nueva,2019-02-01,4,8,42,27,6,15,19,61,10,11,0,3,0,2,208
ZUDAÑEZ,atencion odontologica,consulta nueva,2019-02-01,31,27,13,27,2,15,20,48,3,1,0,9,0,4,200
ACACIO,atencion odontologica,consulta nueva,2019-03-01,2,24,38,92,0,33,8,59,18,13,0,20,0,15,322
ACHACACHI,atencion odontologica,consulta nueva,2019-03-01,96,55,18,26,2,20,63,108,77,86,0,9,0,25,585
ACHOCALLA,atencion odontologica,consulta nueva,2019-03-01,113,134,23,27,2,27,15,99,20,20,0,51,0,37,568
AIQUILE,atencion odontologica,consulta nueva,2019-03-01,109,127,52,102,26,72,47,140,33,40,0,17,0,8,773
ALALAY,atencion odontologica,consulta nueva,2019-03-01,8,14,7,6,13,6,12,20,11,19,0,0,0,0,116
ALCALA,atencion odontologica,consulta nueva,2019-03-01,60,46,13,26,8,28,37,73,9,5,0,3,0,1,309
ALTO BENI,atencion odontologica,consulta nueva,2019-03-01,21,26,11,11,3,2,13,16,8,3,0,1,0,2,117
ANCORAIMES,atencion odontologica,consulta nueva,2019-03-01,14,5,19,15,11,23,24,59,34,47,0,4,0,3,258
ANDAMARCA,atencion odontologica,consulta nueva,2019-03-01,39,58,172,246,19,45,26,93,25,41,0,33,0,8,805
ANTEQUERA,atencion odontologica,consulta nueva,2019-03-01,23,25,62,72,19,38,36,127,8,20,0,25,0,5,460
ANZALDO,atencion odontologica,consulta nueva,2019-03-01,14,16,83,74,12,12,22,53,22,38,0,1,0,9,356
APOLO,atencion odontologica,consulta nueva,2019-03-01,28,18,14,16,6,19,20,40,25,29,0,6,0,7,228
ARAMPAMPA,atencion odontologica,consulta nueva,2019-03-01,7,8,24,58,9,3,10,39,33,4,0,4,0,0,199
ARANI,atencion odontologica,consulta nueva,2019-03-01,10,17,62,91,21,39,19,74,6,13,0,7,0,1,360
ARBIETO,atencion odontologica,consulta nueva,2019-03-01,180,174,84,140,12,72,90,299,32,52,0,50,0,56,1241
ARQUE,atencion odontologica,consulta nueva,2019-03-01,22,36,96,115,19,49,34,80,6,7,0,6,0,13,483
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2019-03-01,75,19,2,3,15,30,5,83,18,5,0,101,0,7,363
ATOCHA,atencion odontologica,consulta nueva,2019-03-01,25,35,211,241,150,142,254,210,28,14,0,16,0,2,1328
AUCAPATA,atencion odontologica,consulta nueva,2019-03-01,9,10,10,5,3,7,21,43,9,9,0,0,0,6,132
AYATA,atencion odontologica,consulta nueva,2019-03-01,13,25,28,37,10,17,27,41,3,2,0,0,0,4,207
AYO AYO,atencion odontologica,consulta nueva,2019-03-01,13,5,13,8,8,25,15,49,15,9,0,17,0,1,178
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2019-03-01,51,44,83,65,20,90,104,224,53,44,0,4,0,9,791
AZURDUY,atencion odontologica,consulta nueva,2019-03-01,56,24,55,26,24,29,51,88,2,3,0,29,0,4,391
BATALLAS,atencion odontologica,consulta nueva,2019-03-01,32,58,16,25,0,6,9,20,12,24,0,2,0,3,207
BAURES,atencion odontologica,consulta nueva,2019-03-01,0,2,8,18,4,1,10,18,1,2,0,1,0,1,66
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2019-03-01,6,4,7,15,0,6,11,12,13,9,0,4,0,0,87
BELEN DE URMIRI,atencion odontologica,consulta nueva,2019-03-01,5,8,1,1,0,3,7,4,3,2,0,0,0,6,40
BELLA FLOR,atencion odontologica,consulta nueva,2019-03-01,32,33,82,60,1,5,0,7,0,0,0,8,0,0,228
BERMEJO,atencion odontologica,consulta nueva,2019-03-01,43,28,57,93,53,75,137,220,47,31,0,17,0,1,802
BETANZOS,atencion odontologica,consulta nueva,2019-03-01,171,177,144,189,29,85,127,255,75,84,0,74,0,45,1455
BOLIVAR,atencion odontologica,consulta nueva,2019-03-01,3,2,6,1,1,1,4,13,2,2,0,0,0,0,35
BOLPEBRA,atencion odontologica,consulta nueva,2019-03-01,4,6,7,2,0,1,4,4,0,0,0,0,0,0,28
BOYUIBE,atencion odontologica,consulta nueva,2019-03-01,14,11,16,39,13,10,36,77,3,6,0,2,0,0,227
BUENA VISTA,atencion odontologica,consulta nueva,2019-03-01,117,100,34,27,0,17,16,28,14,3,0,16,0,9,381
CABEZAS,atencion odontologica,consulta nueva,2019-03-01,172,130,23,33,7,34,23,93,19,13,0,29,0,24,600
CAIROMA,atencion odontologica,consulta nueva,2019-03-01,17,6,24,62,7,14,27,18,14,10,0,1,0,1,201
"CAIZA ""D""",atencion odontologica,consulta nueva,2019-03-01,11,21,18,25,11,11,14,60,10,17,0,12,0,9,219
CAJUATA,atencion odontologica,consulta nueva,2019-03-01,31,29,52,49,17,24,26,109,11,14,0,20,0,8,390
CALACOTO,atencion odontologica,consulta nueva,2019-03-01,8,14,0,0,0,0,1,3,11,13,0,1,0,2,53
CALAMARCA,atencion odontologica,consulta nueva,2019-03-01,50,53,56,58,25,41,29,121,14,16,0,28,0,20,511
CAMARGO,atencion odontologica,consulta nueva,2019-03-01,27,44,56,42,3,3,60,175,4,14,0,18,0,12,458
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2019-03-01,8,10,13,14,13,11,19,27,1,2,0,8,0,2,128
CAMIRI,atencion odontologica,consulta nueva,2019-03-01,190,154,256,285,4,55,64,223,51,37,0,94,0,39,1452
CAPINOTA,atencion odontologica,consulta nueva,2019-03-01,88,111,72,112,30,50,59,195,49,58,0,18,0,14,856
CAQUIAVIRI,atencion odontologica,consulta nueva,2019-03-01,75,71,17,42,6,21,12,82,43,39,0,28,0,31,467
CARACOLLO,atencion odontologica,consulta nueva,2019-03-01,62,63,104,117,51,61,93,336,49,50,0,86,0,11,1083
CARANAVI,atencion odontologica,consulta nueva,2019-03-01,157,194,57,64,22,77,40,186,66,34,0,103,0,60,1060
CARANGAS,atencion odontologica,consulta nueva,2019-03-01,0,0,0,1,0,0,13,1,2,6,0,0,0,0,23
CARAPARI,atencion odontologica,consulta nueva,2019-03-01,28,21,81,82,28,67,98,200,14,4,0,8,0,4,635
CARIPUYO,atencion odontologica,consulta nueva,2019-03-01,24,19,19,19,19,11,13,54,16,25,0,10,0,3,232
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2019-03-01,175,185,21,36,0,0,87,91,50,55,0,86,0,49,835
CATACORA,atencion odontologica,consulta nueva,2019-03-01,5,2,2,1,5,3,7,15,2,1,0,1,0,3,47
CHACARILLA,atencion odontologica,consulta nueva,2019-03-01,3,8,0,0,0,5,0,3,2,0,0,0,0,4,25
CHALLAPATA,atencion odontologica,consulta nueva,2019-03-01,214,209,249,276,58,115,89,428,133,118,0,148,0,40,2077
CHAQUI,atencion odontologica,consulta nueva,2019-03-01,30,22,31,22,8,42,35,84,23,25,0,4,0,11,337
CHARAGUA,atencion odontologica,consulta nueva,2019-03-01,28,17,20,10,11,25,48,88,20,9,0,30,0,7,313
CHARAÑA,atencion odontologica,consulta nueva,2019-03-01,0,1,0,3,0,4,1,0,3,0,0,0,0,0,12
CHAYANTA,atencion odontologica,consulta nueva,2019-03-01,59,65,61,58,23,45,59,170,28,23,0,39,0,12,642
CHIMORE,atencion odontologica,consulta nueva,2019-03-01,81,67,56,68,31,97,92,248,22,15,0,41,0,21,839
CHIPAYA,atencion odontologica,consulta nueva,2019-03-01,16,6,5,12,3,7,8,38,18,2,0,17,0,0,132
CHOQUE COTA,atencion odontologica,consulta nueva,2019-03-01,7,9,49,45,1,4,2,6,16,4,0,3,0,0,146
CHUA COCANI,atencion odontologica,consulta nueva,2019-03-01,4,0,0,5,0,3,0,7,7,9,0,0,0,0,35
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2019-03-01,115,128,46,34,3,19,29,77,14,5,0,20,0,31,521
CHUMA,atencion odontologica,consulta nueva,2019-03-01,48,38,12,19,28,57,61,146,63,44,0,13,0,7,536
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2019-03-01,22,18,23,33,12,38,25,76,15,19,0,11,0,9,301
CKOCHAS,atencion odontologica,consulta nueva,2019-03-01,37,36,25,28,10,32,28,111,33,48,0,32,0,17,437
CLIZA,atencion odontologica,consulta nueva,2019-03-01,31,24,80,87,20,43,40,224,64,118,0,11,0,27,769
COBIJA,atencion odontologica,consulta nueva,2019-03-01,258,267,214,259,49,196,426,700,47,34,0,192,0,25,2667
COCAPATA,atencion odontologica,consulta nueva,2019-03-01,72,92,83,99,37,94,76,186,25,23,0,43,0,18,848
COCHABAMBA,atencion odontologica,consulta nueva,2019-03-01,1369,1595,1303,1251,517,934,1927,4279,834,733,0,680,0,456,15878
COIPASA,atencion odontologica,consulta nueva,2019-03-01,4,7,22,26,7,5,11,17,6,1,0,1,0,0,107
COLCAPIRHUA,atencion odontologica,consulta nueva,2019-03-01,175,146,160,93,42,56,146,373,106,56,0,44,0,51,1448
"COLCHA ""K""",atencion odontologica,consulta nueva,2019-03-01,39,18,23,20,13,14,32,80,7,27,0,28,0,2,303
COLLANA,atencion odontologica,consulta nueva,2019-03-01,20,21,30,30,47,28,25,83,14,4,0,2,0,13,317
COLOMI,atencion odontologica,consulta nueva,2019-03-01,116,159,45,83,18,42,18,62,29,30,0,19,0,18,639
COLPA BELGICA,atencion odontologica,consulta nueva,2019-03-01,55,104,200,268,7,17,0,84,5,12,0,25,0,25,802
COLQUECHACA,atencion odontologica,consulta nueva,2019-03-01,44,59,55,114,39,103,169,307,67,96,0,39,0,35,1127
COLQUENCHA,atencion odontologica,consulta nueva,2019-03-01,27,39,49,55,24,45,32,83,10,12,0,6,0,2,384
COLQUIRI,atencion odontologica,consulta nueva,2019-03-01,24,29,60,52,20,35,69,78,29,26,0,4,0,3,429
COMANCHE,atencion odontologica,consulta nueva,2019-03-01,11,11,68,67,7,2,11,10,3,7,0,1,0,4,202
COMARAPA,atencion odontologica,consulta nueva,2019-03-01,111,122,46,76,17,48,24,117,16,28,0,10,0,68,683
COMBAYA,atencion odontologica,consulta nueva,2019-03-01,0,1,2,0,0,0,0,3,2,2,0,0,0,0,10
CONCEPCION,atencion odontologica,consulta nueva,2019-03-01,2,3,0,0,0,1,1,7,0,1,0,4,0,0,19
COPACABANA,atencion odontologica,consulta nueva,2019-03-01,26,19,13,13,1,5,5,16,8,17,0,3,0,1,127
CORIPATA,atencion odontologica,consulta nueva,2019-03-01,27,30,27,9,3,11,15,17,0,2,0,3,0,7,151
CORO CORO,atencion odontologica,consulta nueva,2019-03-01,30,32,126,131,57,88,52,88,3,8,0,2,0,1,618
COROICO,atencion odontologica,consulta nueva,2019-03-01,14,36,12,22,6,15,14,63,8,13,0,9,0,8,220
CORQUE,atencion odontologica,consulta nueva,2019-03-01,27,37,92,68,4,29,14,90,22,11,0,18,0,0,412
COTAGAITA,atencion odontologica,consulta nueva,2019-03-01,39,52,105,131,59,80,133,215,34,40,0,22,0,2,912
COTOCA,atencion odontologica,consulta nueva,2019-03-01,178,127,33,21,11,42,66,268,67,46,0,49,0,29,937
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2019-03-01,0,0,0,0,0,1,4,1,1,0,0,1,0,0,8
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2019-03-01,166,149,12,7,8,23,9,100,36,12,0,50,0,37,609
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2019-03-01,2,2,24,34,0,12,32,32,9,14,0,17,0,0,178
CUEVO,atencion odontologica,consulta nueva,2019-03-01,13,6,17,19,5,7,20,57,1,4,0,6,0,2,157
CULPINA,atencion odontologica,consulta nueva,2019-03-01,15,13,19,33,5,37,55,123,12,20,0,28,0,6,366
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2019-03-01,47,62,88,84,10,11,14,51,40,18,0,8,0,2,435
CURVA,atencion odontologica,consulta nueva,2019-03-01,20,17,7,6,0,6,7,16,2,4,0,5,0,5,95
DESAGUADERO,atencion odontologica,consulta nueva,2019-03-01,19,19,11,14,5,10,7,30,16,14,0,3,0,4,152
EL ALTO,atencion odontologica,consulta nueva,2019-03-01,1453,1772,2058,1873,431,2279,749,2356,294,176,0,962,0,395,14798
EL CHORO,atencion odontologica,consulta nueva,2019-03-01,27,26,38,20,1,13,22,60,25,26,0,8,0,1,267
EL PUENTE(STC),atencion odontologica,consulta nueva,2019-03-01,21,34,0,1,0,0,2,34,12,5,0,13,0,14,136
EL PUENTE(TJA),atencion odontologica,consulta nueva,2019-03-01,41,32,163,147,11,28,55,169,16,28,0,4,0,2,696
EL TORNO,atencion odontologica,consulta nueva,2019-03-01,735,793,665,765,13,51,40,231,41,41,0,99,0,65,3539
EL VILLAR,atencion odontologica,consulta nueva,2019-03-01,17,11,39,34,7,14,46,64,30,6,0,0,0,1,269
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2019-03-01,32,46,133,114,19,49,84,191,42,50,0,21,0,13,794
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2019-03-01,76,101,13,48,19,59,54,136,16,18,0,30,0,37,607
ESCARA,atencion odontologica,consulta nueva,2019-03-01,8,4,7,4,0,7,3,10,4,0,0,2,0,4,53
ESCOMA,atencion odontologica,consulta nueva,2019-03-01,1,4,14,16,9,6,6,14,10,3,0,3,0,0,86
ESMERALDA,atencion odontologica,consulta nueva,2019-03-01,2,1,1,0,0,0,2,7,7,5,0,3,0,0,28
EUCALIPTUS,atencion odontologica,consulta nueva,2019-03-01,10,9,15,24,3,8,17,32,10,9,0,13,0,2,152
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2019-03-01,46,39,76,82,57,68,55,177,27,29,0,28,0,1,685
FILADELFIA,atencion odontologica,consulta nueva,2019-03-01,55,33,34,48,3,7,10,30,5,2,0,3,0,0,230
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2019-03-01,28,28,1,1,2,4,3,23,9,7,0,6,0,14,126
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2019-03-01,49,35,85,80,5,29,59,105,29,52,0,4,0,11,543
GUANAY,atencion odontologica,consulta nueva,2019-03-01,1,1,1,3,0,3,5,13,0,3,0,2,0,1,33
GUAQUI,atencion odontologica,consulta nueva,2019-03-01,27,37,5,24,14,18,29,56,56,70,0,10,0,12,358
GUAYARAMERIN,atencion odontologica,consulta nueva,2019-03-01,13,19,50,29,14,25,58,130,13,1,0,75,0,6,433
GUTIERREZ,atencion odontologica,consulta nueva,2019-03-01,22,20,15,31,5,33,44,88,9,14,0,17,0,2,300
HUACARETA,atencion odontologica,consulta nueva,2019-03-01,17,38,24,16,16,15,84,122,12,12,0,10,0,10,376
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2019-03-01,18,32,13,40,2,11,10,27,2,0,0,7,0,1,163
HUACHACALLA,atencion odontologica,consulta nueva,2019-03-01,0,0,66,74,0,6,6,0,4,1,0,2,0,0,159
HUANUNI,atencion odontologica,consulta nueva,2019-03-01,113,49,86,134,70,85,83,183,25,23,0,26,0,3,880
HUARINA,atencion odontologica,consulta nueva,2019-03-01,8,19,54,63,3,2,1,13,28,17,0,0,0,0,208
HUATAJATA,atencion odontologica,consulta nueva,2019-03-01,4,6,30,34,1,17,16,7,15,18,0,1,0,0,149
HUAYLLAMARCA,atencion odontologica,consulta nueva,2019-03-01,28,52,81,86,8,29,27,76,24,37,0,4,0,4,456
HUMANATA,atencion odontologica,consulta nueva,2019-03-01,2,6,9,1,2,5,8,22,14,15,0,3,0,0,87
ICHOCA,atencion odontologica,consulta nueva,2019-03-01,21,41,1,2,1,2,4,19,49,33,0,2,0,2,177
ICLA,atencion odontologica,consulta nueva,2019-03-01,147,142,55,93,45,42,52,180,13,20,0,30,0,0,819
INCAHUASI,atencion odontologica,consulta nueva,2019-03-01,9,10,16,38,13,45,33,53,31,26,0,17,0,6,297
INQUISIVI,atencion odontologica,consulta nueva,2019-03-01,18,14,32,22,21,49,48,71,76,79,0,14,0,9,453
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2019-03-01,104,142,57,70,18,72,55,176,33,37,0,32,0,43,839
IXIAMAS,atencion odontologica,consulta nueva,2019-03-01,7,32,58,42,4,4,9,14,6,6,0,2,0,6,190
JESUS DE MACHACA,atencion odontologica,consulta nueva,2019-03-01,45,57,22,41,12,48,30,99,67,32,0,10,0,15,478
LA ASUNTA,atencion odontologica,consulta nueva,2019-03-01,117,132,101,124,69,89,71,240,18,8,0,73,0,70,1112
LA GUARDIA,atencion odontologica,consulta nueva,2019-03-01,518,524,13,22,6,58,17,122,90,97,0,114,0,166,1747
LA PAZ,atencion odontologica,consulta nueva,2019-03-01,3352,3260,1422,1277,445,777,2065,5029,1033,938,0,1206,0,454,21258
LA RIVERA,atencion odontologica,consulta nueva,2019-03-01,8,0,12,13,0,11,0,14,2,4,0,0,0,2,66
LAGUNILLAS,atencion odontologica,consulta nueva,2019-03-01,12,18,8,8,4,3,7,25,5,0,0,0,0,4,94
LAJA,atencion odontologica,consulta nueva,2019-03-01,37,103,45,59,10,46,39,66,33,39,0,13,0,2,492
LAS CARRERAS,atencion odontologica,consulta nueva,2019-03-01,10,3,18,29,4,14,15,70,7,5,0,2,0,0,177
LICOMA PAMPA,atencion odontologica,consulta nueva,2019-03-01,29,25,10,13,2,1,0,8,8,18,0,1,0,0,115
