,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2019-02-01,24,22,22,19,9,12,20,42,18,23,0,0,0,0,211
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2019-02-01,4,2,13,5,1,4,6,18,10,3,0,0,0,0,66
VILLAZON,atencion odontologica,cirugia bucal menor,2019-02-01,3,6,27,11,10,15,16,38,32,30,0,0,0,0,188
VINTO,atencion odontologica,cirugia bucal menor,2019-02-01,26,16,5,0,0,4,0,20,7,24,0,0,0,0,102
VITICHI,atencion odontologica,cirugia bucal menor,2019-02-01,0,1,3,3,2,2,5,17,10,10,0,0,0,0,53
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2019-02-01,1,1,4,1,15,4,19,31,6,0,0,0,0,0,82
WARNES,atencion odontologica,cirugia bucal menor,2019-02-01,4,6,14,9,4,9,11,24,18,14,0,0,0,0,113
YACO,atencion odontologica,cirugia bucal menor,2019-02-01,0,0,1,1,1,1,7,9,6,7,0,0,0,0,33
YACUIBA,atencion odontologica,cirugia bucal menor,2019-02-01,3,10,22,17,8,21,45,98,27,16,0,0,0,0,267
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2019-02-01,1,1,2,2,1,3,12,9,4,18,0,0,0,0,53
YANACACHI,atencion odontologica,cirugia bucal menor,2019-02-01,0,2,1,6,0,0,1,1,0,0,0,0,0,0,11
YAPACANI,atencion odontologica,cirugia bucal menor,2019-02-01,8,12,6,4,4,6,16,27,10,14,0,0,0,0,107
YOCALLA,atencion odontologica,cirugia bucal menor,2019-02-01,0,0,4,9,0,2,0,5,4,4,0,0,0,0,28
YOTALA,atencion odontologica,cirugia bucal menor,2019-02-01,3,0,9,8,0,3,6,11,7,6,0,0,0,0,53
YUNCHARA,atencion odontologica,cirugia bucal menor,2019-02-01,0,0,16,15,0,5,5,23,4,4,0,0,0,0,72
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2019-02-01,3,0,6,3,2,6,3,24,1,1,0,0,0,0,49
ACACIO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,4,8,0,0,2,3,3,4,0,0,0,0,24
ACHACACHI,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,4,6,0,7,15,22,22,43,0,0,0,0,121
ACHOCALLA,atencion odontologica,cirugia bucal menor,2019-03-01,10,8,11,14,0,5,8,22,4,2,0,0,0,0,84
AIQUILE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,3,0,2,0,2,6,4,0,0,0,0,20
ALALAY,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,1,0,1,2,2,2,3,0,0,0,0,11
ALCALA,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,7,3,0,7,7,19,7,2,0,0,0,0,55
ALTO BENI,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,6,1,1,0,8,6,5,3,0,0,0,0,31
ANCORAIMES,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,9,8,3,9,13,21,17,29,0,0,0,0,109
ANDAMARCA,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,7,6,2,4,2,10,2,3,0,0,0,0,37
ANTEQUERA,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,8,10,5,1,3,5,0,2,0,0,0,0,37
ANZALDO,atencion odontologica,cirugia bucal menor,2019-03-01,0,2,14,5,2,2,5,13,4,14,0,0,0,0,61
APOLO,atencion odontologica,cirugia bucal menor,2019-03-01,13,6,3,4,1,8,3,21,8,3,0,0,0,0,70
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,4,7,1,2,4,10,9,2,0,0,0,0,39
ARANI,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,3,1,1,2,8,3,5,0,0,0,0,26
ARBIETO,atencion odontologica,cirugia bucal menor,2019-03-01,7,3,17,28,1,9,11,40,6,13,0,0,0,0,135
ARQUE,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,8,14,1,10,7,19,2,4,0,0,0,0,67
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2019-03-01,19,22,5,0,5,7,6,40,5,21,0,0,0,0,130
ATOCHA,atencion odontologica,cirugia bucal menor,2019-03-01,6,4,32,46,20,21,48,77,9,8,0,0,0,0,271
AUCAPATA,atencion odontologica,cirugia bucal menor,2019-03-01,3,1,4,5,0,3,11,20,6,5,0,0,0,0,58
AYATA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,8,3,2,13,21,2,2,0,0,0,0,54
AYO AYO,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,2,4,4,7,6,16,8,3,0,0,0,0,52
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2019-03-01,2,3,18,22,0,7,18,37,13,15,0,0,0,0,135
AZURDUY,atencion odontologica,cirugia bucal menor,2019-03-01,6,2,7,3,0,2,7,34,2,2,0,0,0,0,65
BATALLAS,atencion odontologica,cirugia bucal menor,2019-03-01,1,4,10,6,0,4,8,21,10,24,0,0,0,0,88
BAURES,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,4,0,0,3,3,1,2,0,0,0,0,14
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,2,0,0,2,1,5,1,0,0,0,0,11
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,1,0,0,3,0,0,0,0,0,0,0,5
BELLA FLOR,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,2,1,1,0,1,0,0,0,0,0,0,5
BERMEJO,atencion odontologica,cirugia bucal menor,2019-03-01,2,2,15,30,5,12,32,49,20,8,0,0,0,0,175
BETANZOS,atencion odontologica,cirugia bucal menor,2019-03-01,2,3,25,35,12,13,42,55,27,31,0,0,0,0,245
BOLIVAR,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,3,0,1,0,5,7,3,2,0,0,0,0,23
BOLPEBRA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
BOYUIBE,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,3,3,3,3,5,21,0,0,0,0,0,0,39
BUENA VISTA,atencion odontologica,cirugia bucal menor,2019-03-01,7,0,6,5,0,2,4,5,7,3,0,0,0,0,39
CABEZAS,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,9,3,2,2,5,27,3,1,0,0,0,0,54
CAIROMA,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,8,14,3,5,10,8,7,8,0,0,0,0,65
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2019-03-01,1,0,15,15,7,7,11,32,5,7,0,0,0,0,100
CAJUATA,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,10,12,8,11,11,40,6,12,0,0,0,0,112
CALACOTO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,1,0,6,5,0,0,0,0,12
CALAMARCA,atencion odontologica,cirugia bucal menor,2019-03-01,6,6,12,20,1,14,11,33,12,5,0,0,0,0,120
CAMARGO,atencion odontologica,cirugia bucal menor,2019-03-01,1,2,15,7,0,0,6,31,1,5,0,0,0,0,68
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2019-03-01,0,2,3,5,0,1,3,8,1,2,0,0,0,0,25
CAMIRI,atencion odontologica,cirugia bucal menor,2019-03-01,5,3,2,10,2,17,12,40,19,8,0,0,0,0,118
CAPINOTA,atencion odontologica,cirugia bucal menor,2019-03-01,3,6,11,12,0,4,5,20,7,14,0,0,0,0,82
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2019-03-01,2,6,7,8,2,7,5,17,20,29,0,0,0,0,103
CARACOLLO,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,17,21,2,0,9,31,10,13,0,0,0,0,105
CARANAVI,atencion odontologica,cirugia bucal menor,2019-03-01,10,10,21,19,6,15,17,40,30,15,0,0,0,0,183
CARAPARI,atencion odontologica,cirugia bucal menor,2019-03-01,3,1,25,24,6,11,13,48,12,2,0,0,0,0,145
CARIPUYO,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,7,2,6,1,5,16,5,4,0,0,0,0,49
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,6,6,0,0,16,17,10,10,0,0,0,0,67
CATACORA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,2,1,2,2,2,4,2,1,0,0,0,0,17
CHACARILLA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,cirugia bucal menor,2019-03-01,9,5,27,33,10,10,17,44,41,24,0,0,0,0,220
CHAQUI,atencion odontologica,cirugia bucal menor,2019-03-01,1,2,7,11,1,3,7,15,9,19,0,0,0,0,75
CHARAGUA,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,17,7,9,11,22,40,9,4,0,0,0,0,120
CHARAÑA,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,0,0,0,0,1,0,3,0,0,0,0,0,5
CHAYANTA,atencion odontologica,cirugia bucal menor,2019-03-01,1,3,15,22,5,9,18,38,16,14,0,0,0,0,141
CHIMORE,atencion odontologica,cirugia bucal menor,2019-03-01,4,1,17,6,2,19,12,27,8,7,0,0,0,0,103
CHIPAYA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,0,0,0,0,5,2,0,0,0,0,0,8
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,2,6,1,2,0,0,2,1,0,0,0,0,14
CHUA COCANI,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,5,0,2,0,2,2,5,0,0,0,0,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2019-03-01,4,8,10,0,0,2,6,15,6,2,0,0,0,0,53
CHUMA,atencion odontologica,cirugia bucal menor,2019-03-01,2,2,5,3,8,13,25,55,34,25,0,0,0,0,172
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2019-03-01,2,3,0,2,0,3,2,4,0,3,0,0,0,0,19
CKOCHAS,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,7,10,5,9,11,29,3,13,0,0,0,0,88
CLIZA,atencion odontologica,cirugia bucal menor,2019-03-01,4,1,18,10,2,7,6,21,12,37,0,0,0,0,118
COBIJA,atencion odontologica,cirugia bucal menor,2019-03-01,1,5,40,46,9,19,55,66,8,1,0,0,0,0,250
COCAPATA,atencion odontologica,cirugia bucal menor,2019-03-01,7,4,41,35,12,27,29,71,10,9,0,0,0,0,245
COCHABAMBA,atencion odontologica,cirugia bucal menor,2019-03-01,64,75,156,182,64,82,191,327,146,90,0,0,0,0,1377
COIPASA,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,4,3,1,0,0,3,0,1,0,0,0,0,14
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2019-03-01,15,13,26,10,1,2,11,17,4,3,0,0,0,0,102
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2019-03-01,5,3,4,2,1,3,4,2,1,6,0,0,0,0,31
COLLANA,atencion odontologica,cirugia bucal menor,2019-03-01,3,4,6,4,4,4,5,19,4,1,0,0,0,0,54
COLOMI,atencion odontologica,cirugia bucal menor,2019-03-01,15,5,9,13,4,4,3,8,15,8,0,0,0,0,84
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,1,0,3,0,13,2,3,0,0,0,0,23
COLQUECHACA,atencion odontologica,cirugia bucal menor,2019-03-01,6,3,27,31,7,27,58,91,20,40,0,0,0,0,310
COLQUENCHA,atencion odontologica,cirugia bucal menor,2019-03-01,4,2,23,25,13,16,20,30,4,9,0,0,0,0,146
COLQUIRI,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,13,12,7,9,17,14,10,1,0,0,0,0,86
COMANCHE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,4,1,0,7,4,3,2,0,0,0,0,24
COMARAPA,atencion odontologica,cirugia bucal menor,2019-03-01,8,5,16,14,1,5,3,24,6,3,0,0,0,0,85
COMBAYA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
CONCEPCION,atencion odontologica,cirugia bucal menor,2019-03-01,2,3,2,3,2,3,3,15,1,3,0,0,0,0,37
COPACABANA,atencion odontologica,cirugia bucal menor,2019-03-01,1,6,9,9,2,2,8,16,9,13,0,0,0,0,75
CORIPATA,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,9,2,0,0,10,9,0,1,0,0,0,0,33
CORO CORO,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,29,21,4,18,10,14,7,3,0,0,0,0,108
COROICO,atencion odontologica,cirugia bucal menor,2019-03-01,1,6,4,6,3,7,4,17,5,15,0,0,0,0,68
CORQUE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,5,4,0,1,0,4,5,1,0,0,0,0,20
COTAGAITA,atencion odontologica,cirugia bucal menor,2019-03-01,5,8,22,24,13,14,41,66,6,17,0,0,0,0,216
COTOCA,atencion odontologica,cirugia bucal menor,2019-03-01,4,1,13,3,4,2,6,24,28,24,0,0,0,0,109
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,3,7,0,10,3,15,7,5,0,0,0,0,51
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2019-03-01,0,0,4,2,0,4,3,4,7,6,0,0,0,0,30
CUEVO,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,7,6,0,1,5,17,1,2,0,0,0,0,40
CULPINA,atencion odontologica,cirugia bucal menor,2019-03-01,1,2,11,18,0,6,11,29,6,12,0,0,0,0,96
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,9,6,2,0,5,8,6,0,0,0,0,0,39
CURVA,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,7,6,0,2,6,5,1,1,0,0,0,0,30
DESAGUADERO,atencion odontologica,cirugia bucal menor,2019-03-01,2,4,6,8,0,3,2,10,15,6,0,0,0,0,56
EL ALTO,atencion odontologica,cirugia bucal menor,2019-03-01,89,109,329,363,60,112,159,248,134,72,0,0,0,0,1675
EL CHORO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,4,2,0,3,1,9,7,2,0,0,0,0,28
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2019-03-01,4,2,4,7,1,0,6,11,9,8,0,0,0,0,52
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2019-03-01,6,0,12,21,6,4,12,45,7,9,0,0,0,0,122
EL TORNO,atencion odontologica,cirugia bucal menor,2019-03-01,3,4,13,9,5,5,10,32,19,8,0,0,0,0,108
EL VILLAR,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,7,11,1,0,11,41,10,8,0,0,0,0,90
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2019-03-01,3,2,27,20,8,10,31,84,8,5,0,0,0,0,198
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,5,1,3,4,9,4,4,0,0,0,0,31
ESCARA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,0,1,0,2,2,0,2,0,0,0,0,0,8
ESCOMA,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,3,4,2,3,5,5,4,3,0,0,0,0,31
ESMERALDA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,9,10,0,1,3,6,4,5,0,0,0,0,38
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,18,18,5,6,7,22,2,2,0,0,0,0,82
FILADELFIA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,2,7,1,4,1,7,3,0,0,0,0,0,25
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,3,1,1,1,2,11,3,4,0,0,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2019-03-01,5,1,36,25,3,15,24,37,28,43,0,0,0,0,217
GUANAY,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,2,3,4,4,0,0,0,0,13
GUAQUI,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,4,3,3,6,12,20,21,22,0,0,0,0,92
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2019-03-01,2,6,25,13,4,11,34,26,6,0,0,0,0,0,127
GUTIERREZ,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,10,3,1,5,12,23,2,0,0,0,0,0,57
HUACARETA,atencion odontologica,cirugia bucal menor,2019-03-01,0,2,10,7,0,6,11,28,11,5,0,0,0,0,80
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2019-03-01,0,0,4,11,1,0,2,15,1,0,0,0,0,0,34
HUACHACALLA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,0,0,2,2,0,1,0,0,0,0,0,8
HUANUNI,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,14,35,5,13,24,18,9,6,0,0,0,0,126
HUARINA,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,0,0,0,1,1,9,8,6,0,0,0,0,26
HUATAJATA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,3,0,3,4,2,6,11,0,0,0,0,32
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,8,5,1,3,4,9,3,3,0,0,0,0,36
HUMANATA,atencion odontologica,cirugia bucal menor,2019-03-01,0,2,9,2,4,7,10,24,20,20,0,0,0,0,98
ICHOCA,atencion odontologica,cirugia bucal menor,2019-03-01,0,2,1,0,1,1,2,3,3,1,0,0,0,0,14
ICLA,atencion odontologica,cirugia bucal menor,2019-03-01,1,2,6,12,3,1,16,39,4,5,0,0,0,0,89
INCAHUASI,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,3,14,2,6,7,11,6,3,0,0,0,0,53
INQUISIVI,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,8,5,5,11,19,31,22,17,0,0,0,0,120
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2019-03-01,5,11,18,19,6,12,16,41,19,17,0,0,0,0,164
IXIAMAS,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,2,2,0,4,2,5,1,6,0,0,0,0,22
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2019-03-01,6,4,13,12,4,24,13,31,30,18,0,0,0,0,155
LA ASUNTA,atencion odontologica,cirugia bucal menor,2019-03-01,7,8,19,23,12,6,25,60,14,3,0,0,0,0,177
LA GUARDIA,atencion odontologica,cirugia bucal menor,2019-03-01,13,18,7,12,0,8,0,9,34,14,0,0,0,0,115
LA PAZ,atencion odontologica,cirugia bucal menor,2019-03-01,174,179,308,315,70,88,332,654,285,209,0,0,0,0,2614
LA RIVERA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,5,0,0,0,0,0,2,0,0,0,0,10
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,0,0,1,0,6,4,0,0,0,0,0,12
LAJA,atencion odontologica,cirugia bucal menor,2019-03-01,4,4,13,21,4,10,14,20,12,22,0,0,0,0,124
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,9,7,0,1,2,15,0,1,0,0,0,0,35
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,1,2,1,1,0,5,2,9,0,0,0,0,22
LLALLAGUA,atencion odontologica,cirugia bucal menor,2019-03-01,11,11,22,30,9,18,28,50,11,23,0,0,0,0,213
LLICA,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,5,7,1,2,8,10,3,3,0,0,0,0,41
LORETO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,2,5,0,1,1,7,0,0,0,0,0,0,16
LURIBAY,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,10,0,1,3,4,6,2,1,0,0,0,0,28
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2019-03-01,1,4,6,5,2,0,7,10,18,13,0,0,0,0,66
MACHARETI,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,7,2,2,5,13,34,15,1,0,0,0,0,79
MAGDALENA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,12,18,4,4,6,22,2,10,0,0,0,0,78
MAIRANA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,8,8,4,3,0,0,0,0,0,0,0,0,23
MALLA,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,3,0,0,0,3,4,0,0,0,0,0,0,11
MAPIRI,atencion odontologica,cirugia bucal menor,2019-03-01,2,2,5,5,1,1,1,8,1,2,0,0,0,0,28
MECAPACA,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,8,7,3,7,10,20,2,2,0,0,0,0,61
MINEROS,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,9,8,2,2,0,21,6,3,0,0,0,0,53
MIZQUE,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,28,16,2,8,10,40,10,6,0,0,0,0,123
MOCOMOCO,atencion odontologica,cirugia bucal menor,2019-03-01,3,2,10,10,10,13,29,65,22,8,0,0,0,0,172
MOJINETE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,2,0,0,3,2,0,0,0,0,0,0,7
MOJOCOYA,atencion odontologica,cirugia bucal menor,2019-03-01,3,0,48,22,4,6,16,28,10,10,0,0,0,0,147
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2019-03-01,4,3,7,17,4,5,7,41,14,1,0,0,0,0,103
MONTERO,atencion odontologica,cirugia bucal menor,2019-03-01,5,7,68,54,10,24,52,110,23,18,0,0,0,0,371
MORO MORO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,5,4,0,1,4,6,9,3,0,0,0,0,32
MOROCHATA,atencion odontologica,cirugia bucal menor,2019-03-01,2,3,11,9,9,9,12,36,16,15,0,0,0,0,122
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,1,1,0,4,6,0,0,0,0,0,0,15
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,0,1,2,4,3,1,0,0,0,0,0,12
OCURI,atencion odontologica,cirugia bucal menor,2019-03-01,2,3,7,11,1,17,27,46,18,5,0,0,0,0,137
OKINAWA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,2,4,4,2,6,16,3,2,0,0,0,0,40
OMEREQUE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,2,0,0,2,1,6,0,0,0,0,0,0,11
ORURO,atencion odontologica,cirugia bucal menor,2019-03-01,33,53,174,195,50,70,183,289,109,107,0,0,0,0,1263
PADCAYA,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,32,25,0,7,22,37,3,1,0,0,0,0,129
PADILLA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,20,32,0,1,9,33,16,3,0,0,0,0,115
PAILON,atencion odontologica,cirugia bucal menor,2019-03-01,2,1,6,6,0,2,6,18,2,3,0,0,0,0,46
PALCA,atencion odontologica,cirugia bucal menor,2019-03-01,4,1,6,7,1,9,13,25,17,23,0,0,0,0,106
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,13,8,3,2,6,17,5,6,0,0,0,0,62
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,3,5,0,0,2,6,1,1,0,0,0,0,19
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,6,0,0,2,2,6,1,4,0,0,0,0,21
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,2,4,3,2,8,10,8,7,0,0,0,0,45
PASORAPA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13
PATACAMAYA,atencion odontologica,cirugia bucal menor,2019-03-01,9,5,5,3,1,7,6,12,6,8,0,0,0,0,62
PAZÑA,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,12,17,0,1,4,7,7,3,0,0,0,0,51
PELECHUCO,atencion odontologica,cirugia bucal menor,2019-03-01,1,2,5,2,6,0,12,11,11,6,0,0,0,0,56
POCOATA,atencion odontologica,cirugia bucal menor,2019-03-01,1,1,11,8,2,2,6,22,8,11,0,0,0,0,72
POCONA,atencion odontologica,cirugia bucal menor,2019-03-01,2,0,25,8,0,4,5,22,8,3,0,0,0,0,77
POJO (CBBA),atencion odontologica,cirugia bucal menor,2019-03-01,2,2,11,5,2,5,3,17,3,4,0,0,0,0,54
POOPO,atencion odontologica,cirugia bucal menor,2019-03-01,5,6,16,27,1,6,5,27,8,11,0,0,0,0,112
PORCO,atencion odontologica,cirugia bucal menor,2019-03-01,4,5,1,10,2,5,1,17,2,3,0,0,0,0,50
POROMA,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,10,16,3,2,6,21,4,7,0,0,0,0,70
PORONGO,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,0,0,0,1,0,3,1,1,0,0,0,0,7
PORTACHUELO,atencion odontologica,cirugia bucal menor,2019-03-01,1,3,9,7,4,3,7,16,5,0,0,0,0,0,55
PORVENIR,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,10,5,3,2,3,7,1,3,0,0,0,0,34
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,3,1,0,1,3,0,0,0,0,0,0,0,8
POTOSI,atencion odontologica,cirugia bucal menor,2019-03-01,58,61,141,123,70,88,112,272,34,63,0,0,0,0,1022
PRESTO,atencion odontologica,cirugia bucal menor,2019-03-01,0,6,2,6,1,3,57,97,158,180,0,0,0,0,510
PUCARA,atencion odontologica,cirugia bucal menor,2019-03-01,0,2,1,0,0,1,1,2,5,0,0,0,0,0,12
PUCARANI,atencion odontologica,cirugia bucal menor,2019-03-01,6,3,30,18,13,15,16,47,12,10,0,0,0,0,170
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2019-03-01,2,2,23,11,4,18,14,23,31,33,0,0,0,0,161
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2019-03-01,1,0,5,4,5,5,10,22,13,8,0,0,0,0,73
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,1,5,2,1,4,5,0,0,0,0,0,0,18
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2019-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
PUERTO RICO,atencion odontologica,cirugia bucal menor,2019-03-01,0,1,10,7,7,2,18,20,3,1,0,0,0,0,69
