,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
ALCALA,atencion odontologica,restauraciones,2019-04-01,21,11,19,27,17,14,19,50,1,1,0,0,0,0,180
ALTO BENI,atencion odontologica,restauraciones,2019-04-01,11,12,7,11,0,4,9,19,2,0,0,0,0,0,75
ANCORAIMES,atencion odontologica,restauraciones,2019-04-01,6,3,5,8,7,7,11,23,7,10,0,0,0,0,87
ANDAMARCA,atencion odontologica,restauraciones,2019-04-01,10,15,21,21,2,22,12,50,12,10,0,0,0,0,175
ANTEQUERA,atencion odontologica,restauraciones,2019-04-01,0,3,12,15,3,13,10,48,11,3,0,0,0,0,118
ANZALDO,atencion odontologica,restauraciones,2019-04-01,5,4,25,30,1,8,4,28,1,8,0,0,0,0,114
APOLO,atencion odontologica,restauraciones,2019-04-01,18,12,34,25,5,14,4,24,2,0,0,0,0,0,138
ARAMPAMPA,atencion odontologica,restauraciones,2019-04-01,3,6,15,3,4,7,17,19,1,2,0,0,0,0,77
ARANI,atencion odontologica,restauraciones,2019-04-01,24,20,18,36,8,25,2,43,1,3,0,0,0,0,180
ARBIETO,atencion odontologica,restauraciones,2019-04-01,34,57,49,49,1,37,37,144,23,21,0,0,0,0,452
ARQUE,atencion odontologica,restauraciones,2019-04-01,24,20,34,26,13,20,26,51,2,8,0,0,0,0,224
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2019-04-01,4,4,0,0,0,13,14,19,5,10,0,0,0,0,69
ATOCHA,atencion odontologica,restauraciones,2019-04-01,14,17,26,93,71,68,133,104,12,7,0,0,0,0,545
AUCAPATA,atencion odontologica,restauraciones,2019-04-01,6,2,13,3,0,11,14,14,4,2,0,0,0,0,69
AYATA,atencion odontologica,restauraciones,2019-04-01,0,2,0,2,2,4,0,8,0,0,0,0,0,0,18
AYO AYO,atencion odontologica,restauraciones,2019-04-01,6,3,4,4,9,13,13,36,2,3,0,0,0,0,93
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2019-04-01,28,11,37,32,24,75,65,124,6,16,0,0,0,0,418
AZURDUY,atencion odontologica,restauraciones,2019-04-01,8,15,15,26,4,15,21,51,0,12,0,0,0,0,167
BATALLAS,atencion odontologica,restauraciones,2019-04-01,15,18,54,56,0,5,3,8,2,1,0,0,0,0,162
BAURES,atencion odontologica,restauraciones,2019-04-01,1,5,5,9,0,0,15,23,2,3,0,0,0,0,63
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2019-04-01,1,0,1,7,1,3,15,9,11,3,0,0,0,0,51
BELEN DE URMIRI,atencion odontologica,restauraciones,2019-04-01,4,3,0,2,0,0,0,2,0,0,0,0,0,0,11
BELLA FLOR,atencion odontologica,restauraciones,2019-04-01,0,0,0,2,0,1,1,4,0,0,0,0,0,0,8
BERMEJO,atencion odontologica,restauraciones,2019-04-01,14,24,38,46,15,37,84,185,3,0,0,0,0,0,446
BETANZOS,atencion odontologica,restauraciones,2019-04-01,61,21,83,96,25,135,64,196,18,7,0,0,0,0,706
BOLIVAR,atencion odontologica,restauraciones,2019-04-01,7,1,3,1,2,2,1,13,0,0,0,0,0,0,30
BOLPEBRA,atencion odontologica,restauraciones,2019-04-01,0,0,2,1,0,1,5,6,0,0,0,0,0,0,15
BOYUIBE,atencion odontologica,restauraciones,2019-04-01,5,0,2,15,6,17,5,58,0,1,0,0,0,0,109
BUENA VISTA,atencion odontologica,restauraciones,2019-04-01,10,9,24,40,12,21,17,32,4,4,0,0,0,0,173
CABEZAS,atencion odontologica,restauraciones,2019-04-01,11,13,4,11,3,6,8,59,6,0,0,0,0,0,121
CAIROMA,atencion odontologica,restauraciones,2019-04-01,2,2,0,30,0,8,11,26,7,1,0,0,0,0,87
"CAIZA ""D""",atencion odontologica,restauraciones,2019-04-01,4,2,12,11,6,8,7,57,0,8,0,0,0,0,115
CAJUATA,atencion odontologica,restauraciones,2019-04-01,14,5,3,19,7,22,5,29,0,1,0,0,0,0,105
CALACOTO,atencion odontologica,restauraciones,2019-04-01,3,7,0,0,0,0,0,3,0,3,0,0,0,0,16
CALAMARCA,atencion odontologica,restauraciones,2019-04-01,31,28,25,38,12,27,14,63,1,6,0,0,0,0,245
CAMARGO,atencion odontologica,restauraciones,2019-04-01,20,12,27,44,3,14,68,122,4,2,0,0,0,0,316
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2019-04-01,0,0,7,8,8,5,9,17,1,0,0,0,0,0,55
CAMIRI,atencion odontologica,restauraciones,2019-04-01,24,28,37,51,45,61,94,189,35,15,0,0,0,0,579
CAPINOTA,atencion odontologica,restauraciones,2019-04-01,22,54,68,68,16,45,53,151,28,15,0,0,0,0,520
CAQUIAVIRI,atencion odontologica,restauraciones,2019-04-01,26,20,6,10,9,20,16,38,7,18,0,0,0,0,170
CARACOLLO,atencion odontologica,restauraciones,2019-04-01,60,27,72,70,56,72,61,196,14,13,0,0,0,0,641
CARANAVI,atencion odontologica,restauraciones,2019-04-01,59,52,26,23,8,41,42,99,28,12,0,0,0,0,390
CARANGAS,atencion odontologica,restauraciones,2019-04-01,0,0,0,1,0,0,6,0,0,1,0,0,0,0,8
CARAPARI,atencion odontologica,restauraciones,2019-04-01,8,18,29,44,27,36,66,136,2,2,0,0,0,0,368
CARIPUYO,atencion odontologica,restauraciones,2019-04-01,4,0,4,4,9,9,11,38,0,0,0,0,0,0,79
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2019-04-01,2,3,7,8,2,2,12,23,1,1,0,0,0,0,61
CATACORA,atencion odontologica,restauraciones,2019-04-01,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6
CHACARILLA,atencion odontologica,restauraciones,2019-04-01,3,16,2,0,0,5,0,0,0,1,0,0,0,0,27
CHALLAPATA,atencion odontologica,restauraciones,2019-04-01,54,79,125,107,26,77,75,281,35,40,0,0,0,0,899
CHAQUI,atencion odontologica,restauraciones,2019-04-01,27,15,20,22,7,22,10,35,1,0,0,0,0,0,159
CHARAGUA,atencion odontologica,restauraciones,2019-04-01,10,2,2,4,7,2,6,10,1,0,0,0,0,0,44
CHARAÑA,atencion odontologica,restauraciones,2019-04-01,0,0,4,0,3,0,0,19,0,0,0,0,0,0,26
CHAYANTA,atencion odontologica,restauraciones,2019-04-01,14,7,10,11,19,35,17,63,0,4,0,0,0,0,180
CHIMORE,atencion odontologica,restauraciones,2019-04-01,16,14,43,47,53,65,74,144,0,0,0,0,0,0,456
CHIPAYA,atencion odontologica,restauraciones,2019-04-01,0,3,0,0,0,0,2,12,0,0,0,0,0,0,17
CHOQUE COTA,atencion odontologica,restauraciones,2019-04-01,0,3,3,3,0,0,5,6,1,2,0,0,0,0,23
CHUA COCANI,atencion odontologica,restauraciones,2019-04-01,0,10,0,1,0,4,1,1,1,0,0,0,0,0,18
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2019-04-01,48,40,5,10,3,3,4,39,0,2,0,0,0,0,154
CHUMA,atencion odontologica,restauraciones,2019-04-01,10,12,15,14,7,22,48,80,8,6,0,0,0,0,222
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2019-04-01,6,8,7,18,1,8,17,51,5,1,0,0,0,0,122
CKOCHAS,atencion odontologica,restauraciones,2019-04-01,10,12,3,12,5,19,17,35,3,0,0,0,0,0,116
CLIZA,atencion odontologica,restauraciones,2019-04-01,30,25,32,67,9,28,39,130,17,37,0,0,0,0,414
COBIJA,atencion odontologica,restauraciones,2019-04-01,56,64,165,223,71,147,331,534,72,58,0,0,0,0,1721
COCAPATA,atencion odontologica,restauraciones,2019-04-01,10,12,14,26,15,25,13,43,2,0,0,0,0,0,160
COCHABAMBA,atencion odontologica,restauraciones,2019-04-01,759,840,966,1053,460,692,1959,4291,911,554,0,0,0,0,12485
COIPASA,atencion odontologica,restauraciones,2019-04-01,0,2,1,18,2,10,4,12,4,2,0,0,0,0,55
COLCAPIRHUA,atencion odontologica,restauraciones,2019-04-01,40,65,49,66,42,40,87,190,33,31,0,0,0,0,643
"COLCHA ""K""",atencion odontologica,restauraciones,2019-04-01,10,0,8,5,8,4,11,27,2,2,0,0,0,0,77
COLLANA,atencion odontologica,restauraciones,2019-04-01,2,2,20,10,7,10,23,37,7,1,0,0,0,0,119
COLOMI,atencion odontologica,restauraciones,2019-04-01,53,45,32,63,2,29,6,65,6,7,0,0,0,0,308
COLPA BELGICA,atencion odontologica,restauraciones,2019-04-01,4,1,0,0,0,1,0,6,0,0,0,0,0,0,12
COLQUECHACA,atencion odontologica,restauraciones,2019-04-01,5,18,49,53,34,75,54,126,10,3,0,0,0,0,427
COLQUENCHA,atencion odontologica,restauraciones,2019-04-01,15,11,7,29,15,34,13,34,3,0,0,0,0,0,161
COLQUIRI,atencion odontologica,restauraciones,2019-04-01,6,11,22,18,13,16,24,48,11,4,0,0,0,0,173
COMANCHE,atencion odontologica,restauraciones,2019-04-01,0,1,6,14,1,4,0,3,3,5,0,0,0,0,37
COMARAPA,atencion odontologica,restauraciones,2019-04-01,6,4,13,33,26,32,12,83,7,4,0,0,0,0,220
CONCEPCION,atencion odontologica,restauraciones,2019-04-01,4,3,2,4,1,2,5,30,1,2,0,0,0,0,54
COPACABANA,atencion odontologica,restauraciones,2019-04-01,7,6,0,5,5,1,1,15,0,0,0,0,0,0,40
CORIPATA,atencion odontologica,restauraciones,2019-04-01,14,12,5,5,2,2,3,15,0,0,0,0,0,0,58
CORO CORO,atencion odontologica,restauraciones,2019-04-01,4,19,21,28,14,31,29,61,5,3,0,0,0,0,215
COROICO,atencion odontologica,restauraciones,2019-04-01,28,7,6,2,9,7,8,18,10,0,0,0,0,0,95
CORQUE,atencion odontologica,restauraciones,2019-04-01,7,4,15,12,5,7,12,39,9,3,0,0,0,0,113
COTAGAITA,atencion odontologica,restauraciones,2019-04-01,7,14,42,34,15,23,87,149,30,17,0,0,0,0,418
COTOCA,atencion odontologica,restauraciones,2019-04-01,45,55,30,39,8,31,27,126,3,6,0,0,0,0,370
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2019-04-01,0,0,0,0,0,1,3,5,2,0,0,0,0,0,11
CUATRO CAÑADAS,atencion odontologica,restauraciones,2019-04-01,59,44,13,6,1,4,17,55,15,5,0,0,0,0,219
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2019-04-01,1,7,15,12,3,1,16,19,0,0,0,0,0,0,74
CUEVO,atencion odontologica,restauraciones,2019-04-01,2,4,5,10,2,7,8,24,0,0,0,0,0,0,62
CULPINA,atencion odontologica,restauraciones,2019-04-01,10,6,9,18,5,26,17,45,6,13,0,0,0,0,155
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2019-04-01,9,12,19,7,3,2,9,30,5,9,0,0,0,0,105
CURVA,atencion odontologica,restauraciones,2019-04-01,3,3,3,6,7,4,2,7,1,0,0,0,0,0,36
DESAGUADERO,atencion odontologica,restauraciones,2019-04-01,1,2,5,2,0,1,4,8,1,0,0,0,0,0,24
EL ALTO,atencion odontologica,restauraciones,2019-04-01,810,921,1077,1256,544,767,802,2378,188,107,0,0,0,0,8850
EL CHORO,atencion odontologica,restauraciones,2019-04-01,1,2,8,8,3,7,3,12,8,2,0,0,0,0,54
EL PUENTE(STC),atencion odontologica,restauraciones,2019-04-01,13,25,0,0,0,4,7,25,7,0,0,0,0,0,81
EL PUENTE(TJA),atencion odontologica,restauraciones,2019-04-01,4,7,18,16,9,14,50,78,2,7,0,0,0,0,205
EL TORNO,atencion odontologica,restauraciones,2019-04-01,77,64,11,5,17,37,57,132,29,10,0,0,0,0,439
EL VILLAR,atencion odontologica,restauraciones,2019-04-01,0,0,19,18,1,5,23,36,1,0,0,0,0,0,103
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2019-04-01,9,9,21,27,15,33,34,69,9,7,0,0,0,0,233
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2019-04-01,19,24,36,52,21,26,18,88,13,6,0,0,0,0,303
ESCARA,atencion odontologica,restauraciones,2019-04-01,2,3,1,4,0,1,0,2,2,1,0,0,0,0,16
ESCOMA,atencion odontologica,restauraciones,2019-04-01,0,1,7,4,8,0,2,3,4,1,0,0,0,0,30
ESMERALDA,atencion odontologica,restauraciones,2019-04-01,0,0,1,1,1,0,0,8,0,2,0,0,0,0,13
EUCALIPTUS,atencion odontologica,restauraciones,2019-04-01,3,1,5,13,1,6,7,24,0,2,0,0,0,0,62
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2019-04-01,9,3,35,40,10,40,25,152,6,4,0,0,0,0,324
FILADELFIA,atencion odontologica,restauraciones,2019-04-01,2,0,4,12,5,7,15,29,2,0,0,0,0,0,76
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2019-04-01,10,7,5,8,9,8,1,30,1,0,0,0,0,0,79
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2019-04-01,10,4,19,22,13,18,29,70,14,7,0,0,0,0,206
GUANAY,atencion odontologica,restauraciones,2019-04-01,6,7,10,5,0,2,5,19,1,1,0,0,0,0,56
GUAQUI,atencion odontologica,restauraciones,2019-04-01,4,6,2,4,12,5,3,34,5,8,0,0,0,0,83
GUAYARAMERIN,atencion odontologica,restauraciones,2019-04-01,58,22,207,182,107,62,163,431,49,42,0,0,0,0,1323
GUTIERREZ,atencion odontologica,restauraciones,2019-04-01,0,0,5,9,1,5,3,16,0,0,0,0,0,0,39
HUACARETA,atencion odontologica,restauraciones,2019-04-01,3,7,10,14,12,7,51,71,3,0,0,0,0,0,178
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2019-04-01,1,2,5,9,2,3,4,25,0,0,0,0,0,0,51
HUACHACALLA,atencion odontologica,restauraciones,2019-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,restauraciones,2019-04-01,21,32,58,78,32,62,85,171,3,13,0,0,0,0,555
HUARACAJE,atencion odontologica,restauraciones,2019-04-01,1,0,3,3,2,5,9,21,7,2,0,0,0,0,53
HUARINA,atencion odontologica,restauraciones,2019-04-01,4,3,1,1,2,3,6,14,1,2,0,0,0,0,37
HUATAJATA,atencion odontologica,restauraciones,2019-04-01,16,6,2,2,1,10,2,6,0,2,0,0,0,0,47
HUAYLLAMARCA,atencion odontologica,restauraciones,2019-04-01,2,2,6,14,6,11,19,39,3,6,0,0,0,0,108
HUMANATA,atencion odontologica,restauraciones,2019-04-01,1,0,2,4,2,4,1,7,0,2,0,0,0,0,23
ICHOCA,atencion odontologica,restauraciones,2019-04-01,0,3,0,0,0,0,4,4,0,0,0,0,0,0,11
ICLA,atencion odontologica,restauraciones,2019-04-01,19,30,251,229,37,48,10,49,3,1,0,0,0,0,677
INCAHUASI,atencion odontologica,restauraciones,2019-04-01,1,4,9,34,16,30,35,95,6,12,0,0,0,0,242
INQUISIVI,atencion odontologica,restauraciones,2019-04-01,4,1,4,7,3,18,15,15,3,3,0,0,0,0,73
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2019-04-01,16,30,40,43,5,32,18,77,15,4,0,0,0,0,280
IXIAMAS,atencion odontologica,restauraciones,2019-04-01,9,3,2,6,3,2,1,5,1,0,0,0,0,0,32
JESUS DE MACHACA,atencion odontologica,restauraciones,2019-04-01,6,6,6,18,13,16,13,34,12,11,0,0,0,0,135
LA ASUNTA,atencion odontologica,restauraciones,2019-04-01,43,25,39,60,9,33,29,114,4,1,0,0,0,0,357
LA GUARDIA,atencion odontologica,restauraciones,2019-04-01,63,80,2,0,0,18,1,78,7,7,0,0,0,0,256
LA PAZ,atencion odontologica,restauraciones,2019-04-01,1634,1410,1048,1202,456,635,2002,4120,765,733,0,0,0,0,14005
LA RIVERA,atencion odontologica,restauraciones,2019-04-01,0,0,0,26,0,2,0,6,0,1,0,0,0,0,35
LAGUNILLAS,atencion odontologica,restauraciones,2019-04-01,0,0,0,0,2,4,4,5,0,0,0,0,0,0,15
LAJA,atencion odontologica,restauraciones,2019-04-01,26,16,37,60,5,18,13,41,4,8,0,0,0,0,228
LAS CARRERAS,atencion odontologica,restauraciones,2019-04-01,1,3,4,2,5,3,12,27,5,3,0,0,0,0,65
LICOMA PAMPA,atencion odontologica,restauraciones,2019-04-01,0,1,0,1,1,0,1,0,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,restauraciones,2019-04-01,69,69,59,109,37,42,39,194,15,21,0,0,0,0,654
LLICA,atencion odontologica,restauraciones,2019-04-01,0,0,0,0,2,2,3,10,0,4,0,0,0,0,21
LURIBAY,atencion odontologica,restauraciones,2019-04-01,4,4,3,6,0,2,3,10,1,0,0,0,0,0,33
MACHACAMARCA,atencion odontologica,restauraciones,2019-04-01,5,9,24,22,7,5,51,39,19,19,0,0,0,0,200
MACHARETI,atencion odontologica,restauraciones,2019-04-01,0,1,10,5,3,11,2,47,6,6,0,0,0,0,91
MAGDALENA,atencion odontologica,restauraciones,2019-04-01,1,1,4,7,9,14,27,49,6,4,0,0,0,0,122
MAIRANA,atencion odontologica,restauraciones,2019-04-01,43,32,12,28,18,23,2,9,11,5,0,0,0,0,183
MALLA,atencion odontologica,restauraciones,2019-04-01,4,4,1,7,1,1,0,7,0,0,0,0,0,0,25
MAPIRI,atencion odontologica,restauraciones,2019-04-01,12,15,8,4,0,1,4,26,3,2,0,0,0,0,75
MECAPACA,atencion odontologica,restauraciones,2019-04-01,11,10,11,10,3,6,3,16,4,2,0,0,0,0,76
MINEROS,atencion odontologica,restauraciones,2019-04-01,13,4,16,16,7,29,3,62,7,0,0,0,0,0,157
MIZQUE,atencion odontologica,restauraciones,2019-04-01,21,21,46,40,8,32,39,139,11,5,0,0,0,0,362
MOCOMOCO,atencion odontologica,restauraciones,2019-04-01,1,4,6,5,4,10,7,21,4,1,0,0,0,0,63
MOJINETE,atencion odontologica,restauraciones,2019-04-01,1,1,3,2,0,4,3,5,2,0,0,0,0,0,21
MOJOCOYA,atencion odontologica,restauraciones,2019-04-01,2,14,27,41,13,29,71,73,6,0,0,0,0,0,276
MONTEAGUDO,atencion odontologica,restauraciones,2019-04-01,13,33,83,121,30,53,80,170,9,5,0,0,0,0,597
MONTERO,atencion odontologica,restauraciones,2019-04-01,56,81,166,170,52,189,166,426,40,32,0,0,0,0,1378
MORO MORO,atencion odontologica,restauraciones,2019-04-01,0,1,3,8,6,5,1,14,0,0,0,0,0,0,38
MOROCHATA,atencion odontologica,restauraciones,2019-04-01,3,10,21,56,45,40,14,65,18,4,0,0,0,0,276
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2019-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,restauraciones,2019-04-01,4,2,21,14,9,13,15,48,1,1,0,0,0,0,128
OKINAWA,atencion odontologica,restauraciones,2019-04-01,1,3,0,5,4,1,2,5,0,0,0,0,0,0,21
OMEREQUE,atencion odontologica,restauraciones,2019-04-01,4,0,15,12,2,2,10,32,1,0,0,0,0,0,78
ORURO,atencion odontologica,restauraciones,2019-04-01,331,479,367,506,163,348,948,1626,244,188,0,0,0,0,5200
PADCAYA,atencion odontologica,restauraciones,2019-04-01,5,1,10,16,7,12,32,77,0,0,0,0,0,0,160
PADILLA,atencion odontologica,restauraciones,2019-04-01,13,10,53,62,35,47,73,185,2,7,0,0,0,0,487
PAILON,atencion odontologica,restauraciones,2019-04-01,19,20,0,0,6,4,5,33,0,10,0,0,0,0,97
PALCA,atencion odontologica,restauraciones,2019-04-01,23,25,11,25,5,6,7,12,0,3,0,0,0,0,117
PALOS BLANCOS,atencion odontologica,restauraciones,2019-04-01,11,16,52,45,14,48,29,82,9,5,0,0,0,0,311
PAMPA AULLAGAS,atencion odontologica,restauraciones,2019-04-01,0,5,5,2,1,4,4,15,1,6,0,0,0,0,43
PAMPA GRANDE,atencion odontologica,restauraciones,2019-04-01,1,11,2,5,0,6,4,7,1,0,0,0,0,0,37
PAPEL PAMPA,atencion odontologica,restauraciones,2019-04-01,4,3,2,8,0,10,11,10,7,10,0,0,0,0,65
PASORAPA,atencion odontologica,restauraciones,2019-04-01,3,5,17,1,0,0,9,10,2,0,0,0,0,0,47
PATACAMAYA,atencion odontologica,restauraciones,2019-04-01,12,21,6,2,0,8,7,15,5,1,0,0,0,0,77
PAZÑA,atencion odontologica,restauraciones,2019-04-01,4,2,17,25,4,23,12,29,8,1,0,0,0,0,125
PELECHUCO,atencion odontologica,restauraciones,2019-04-01,20,17,9,10,7,3,19,29,2,2,0,0,0,0,118
POCOATA,atencion odontologica,restauraciones,2019-04-01,8,16,11,21,5,24,31,46,19,18,0,0,0,0,199
POCONA,atencion odontologica,restauraciones,2019-04-01,16,17,100,105,13,43,28,83,9,9,0,0,0,0,423
POJO (CBBA),atencion odontologica,restauraciones,2019-04-01,14,10,22,32,14,34,31,63,0,2,0,0,0,0,222
POOPO,atencion odontologica,restauraciones,2019-04-01,14,30,42,60,14,47,63,88,33,29,0,0,0,0,420
PORCO,atencion odontologica,restauraciones,2019-04-01,0,5,6,14,0,3,1,13,0,0,0,0,0,0,42
POROMA,atencion odontologica,restauraciones,2019-04-01,7,8,110,87,15,12,15,38,2,0,0,0,0,0,294
PORONGO,atencion odontologica,restauraciones,2019-04-01,7,9,1,3,0,2,0,8,0,0,0,0,0,0,30
PORTACHUELO,atencion odontologica,restauraciones,2019-04-01,6,1,19,13,6,8,4,36,8,2,0,0,0,0,103
PORVENIR,atencion odontologica,restauraciones,2019-04-01,1,8,15,24,25,11,25,39,12,2,0,0,0,0,162
POSTRER VALLE,atencion odontologica,restauraciones,2019-04-01,7,2,6,5,8,2,2,12,0,0,0,0,0,0,44
POTOSI,atencion odontologica,restauraciones,2019-04-01,163,185,308,437,213,308,375,824,67,48,0,0,0,0,2928
PRESTO,atencion odontologica,restauraciones,2019-04-01,4,2,10,12,3,20,33,61,3,4,0,0,0,0,152
PUCARA,atencion odontologica,restauraciones,2019-04-01,0,8,0,18,0,28,10,2,1,0,0,0,0,0,67
PUCARANI,atencion odontologica,restauraciones,2019-04-01,35,27,22,27,4,21,18,45,9,3,0,0,0,0,211
PUERTO ACOSTA,atencion odontologica,restauraciones,2019-04-01,10,13,16,22,4,14,15,27,13,11,0,0,0,0,145
PUERTO CARABUCO,atencion odontologica,restauraciones,2019-04-01,5,2,11,2,5,1,7,12,3,4,0,0,0,0,52
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2019-04-01,3,0,7,10,4,9,6,35,0,6,0,0,0,0,80
PUERTO PEREZ,atencion odontologica,restauraciones,2019-04-01,0,5,0,0,0,0,0,8,0,3,0,0,0,0,16
PUERTO QUIJARRO,atencion odontologica,restauraciones,2019-04-01,1,1,29,12,4,15,16,79,1,1,0,0,0,0,159
PUERTO RICO,atencion odontologica,restauraciones,2019-04-01,3,1,8,7,7,19,16,33,3,0,0,0,0,0,97
PUERTO SUAREZ,atencion odontologica,restauraciones,2019-04-01,7,19,0,0,0,9,0,19,5,5,0,0,0,0,64
PUERTO VILLARROEL,atencion odontologica,restauraciones,2019-04-01,39,46,74,79,43,84,98,314,5,6,0,0,0,0,788
PUNA,atencion odontologica,restauraciones,2019-04-01,6,5,12,11,1,8,19,58,3,12,0,0,0,0,135
PUNATA,atencion odontologica,restauraciones,2019-04-01,33,38,60,71,16,28,28,100,16,17,0,0,0,0,407
QUIABAYA,atencion odontologica,restauraciones,2019-04-01,8,3,1,5,2,1,1,2,0,0,0,0,0,0,23
QUILLACOLLO,atencion odontologica,restauraciones,2019-04-01,173,158,200,199,58,134,278,788,140,96,0,0,0,0,2224
QUIME,atencion odontologica,restauraciones,2019-04-01,22,16,19,9,6,27,32,57,11,3,0,0,0,0,202
QUIRUSILLAS,atencion odontologica,restauraciones,2019-04-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
RAVELO,atencion odontologica,restauraciones,2019-04-01,38,29,9,17,4,29,20,93,24,21,0,0,0,0,284
REYES,atencion odontologica,restauraciones,2019-04-01,2,13,5,4,0,0,25,15,3,10,0,0,0,0,77
RIBERALTA,atencion odontologica,restauraciones,2019-04-01,31,36,52,76,10,54,51,190,3,12,0,0,0,0,515
ROBORE,atencion odontologica,restauraciones,2019-04-01,3,5,10,31,5,16,76,65,5,9,0,0,0,0,225
RURRENABAQUE,atencion odontologica,restauraciones,2019-04-01,11,15,19,29,13,17,20,37,12,13,0,0,0,0,186
SABAYA,atencion odontologica,restauraciones,2019-04-01,1,5,13,25,7,6,1,31,10,6,0,0,0,0,105
SACABA,atencion odontologica,restauraciones,2019-04-01,143,140,175,180,83,94,191,472,77,50,0,0,0,0,1605
SACABAMBA,atencion odontologica,restauraciones,2019-04-01,1,5,4,10,0,6,4,7,2,1,0,0,0,0,40
SACACA,atencion odontologica,restauraciones,2019-04-01,9,9,4,9,11,15,27,54,2,2,0,0,0,0,142
SAIPINA,atencion odontologica,restauraciones,2019-04-01,7,11,10,14,4,2,14,37,5,4,0,0,0,0,108
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2019-04-01,9,13,22,25,9,21,52,60,26,24,0,0,0,0,261
SAMAIPATA,atencion odontologica,restauraciones,2019-04-01,10,14,22,30,0,4,4,23,1,5,0,0,0,0,113
SAN AGUSTIN,atencion odontologica,restauraciones,2019-04-01,0,0,0,1,0,2,5,5,0,0,0,0,0,0,13
SAN ANDRES,atencion odontologica,restauraciones,2019-04-01,11,1,6,4,2,14,2,16,0,0,0,0,0,0,56
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2019-04-01,3,0,0,2,4,1,9,11,7,5,0,0,0,0,42
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2019-04-01,0,0,2,11,2,4,0,10,0,0,0,0,0,0,29
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2019-04-01,6,0,7,5,0,2,15,33,1,2,0,0,0,0,71
SAN BENITO,atencion odontologica,restauraciones,2019-04-01,9,12,8,24,9,17,19,69,1,8,0,0,0,0,176
SAN BORJA,atencion odontologica,restauraciones,2019-04-01,25,13,32,28,7,28,14,65,1,3,0,0,0,0,216
SAN BUENA VENTURA,atencion odontologica,restauraciones,2019-04-01,3,1,4,0,0,2,6,7,0,2,0,0,0,0,25
SAN CARLOS,atencion odontologica,restauraciones,2019-04-01,18,21,22,15,21,25,18,44,8,5,0,0,0,0,197
SAN IGNACIO,atencion odontologica,restauraciones,2019-04-01,25,23,84,70,26,54,96,152,6,8,0,0,0,0,544
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2019-04-01,38,28,22,41,9,11,29,78,24,7,0,0,0,0,287
SAN JAVIER(BNI),atencion odontologica,restauraciones,2019-04-01,0,3,0,1,5,0,0,8,0,0,0,0,0,0,17
SAN JAVIER(STC),atencion odontologica,restauraciones,2019-04-01,2,13,1,4,0,3,6,17,7,10,0,0,0,0,63
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2019-04-01,3,3,1,6,3,15,6,31,2,0,0,0,0,0,70
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2019-04-01,7,5,8,38,9,3,8,31,3,4,0,0,0,0,116
SAN JULIAN,atencion odontologica,restauraciones,2019-04-01,53,38,39,50,16,35,43,166,10,17,0,0,0,0,467
