,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
COLQUIRI,atencion odontologica,endodoncia,2019-04-01,2,3,1,2,2,3,3,4,0,1,0,0,0,0,21
COMARAPA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,2,11,3,5,0,0,0,0,0,0,21
CONCEPCION,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
COPACABANA,atencion odontologica,endodoncia,2019-04-01,0,2,1,0,1,0,1,0,0,0,0,0,0,0,5
CORIPATA,atencion odontologica,endodoncia,2019-04-01,0,2,0,1,2,2,1,2,0,0,0,0,0,0,10
CORO CORO,atencion odontologica,endodoncia,2019-04-01,0,0,0,3,1,6,7,8,0,1,0,0,0,0,26
COROICO,atencion odontologica,endodoncia,2019-04-01,1,0,3,0,2,4,5,7,0,0,0,0,0,0,22
CORQUE,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,6,2,5,4,1,0,0,0,0,0,18
COTAGAITA,atencion odontologica,endodoncia,2019-04-01,3,5,18,13,12,19,23,54,14,1,0,0,0,0,162
COTOCA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,3,0,6,4,0,0,0,0,0,0,13
CUATRO CAÑADAS,atencion odontologica,endodoncia,2019-04-01,0,2,0,1,2,0,0,0,2,1,0,0,0,0,8
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CUEVO,atencion odontologica,endodoncia,2019-04-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5
CULPINA,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,2,1,6,8,1,2,0,0,0,0,21
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2019-04-01,1,0,0,1,0,0,0,5,0,0,0,0,0,0,7
CURVA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
DESAGUADERO,atencion odontologica,endodoncia,2019-04-01,7,4,2,13,0,9,9,9,4,0,0,0,0,0,57
EL ALTO,atencion odontologica,endodoncia,2019-04-01,128,125,193,204,97,101,136,294,50,14,0,0,0,0,1342
EL CHORO,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,1,2,0,1,0,0,0,0,0,0,5
EL PUENTE(STC),atencion odontologica,endodoncia,2019-04-01,1,1,0,0,0,1,0,7,10,0,0,0,0,0,20
EL PUENTE(TJA),atencion odontologica,endodoncia,2019-04-01,0,0,1,2,0,0,1,10,0,1,0,0,0,0,15
EL TORNO,atencion odontologica,endodoncia,2019-04-01,4,5,2,1,6,4,10,5,4,4,0,0,0,0,45
EL VILLAR,atencion odontologica,endodoncia,2019-04-01,0,0,1,2,0,0,3,1,0,0,0,0,0,0,7
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2019-04-01,4,0,3,2,5,6,6,18,1,3,0,0,0,0,48
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2019-04-01,2,0,0,1,0,0,1,4,1,2,0,0,0,0,11
ESCARA,atencion odontologica,endodoncia,2019-04-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,5
ESCOMA,atencion odontologica,endodoncia,2019-04-01,0,0,2,5,0,1,2,6,0,1,0,0,0,0,17
EUCALIPTUS,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,0,0,2,4,0,0,0,0,0,0,7
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2019-04-01,6,0,1,3,0,1,1,15,3,2,0,0,0,0,32
FILADELFIA,atencion odontologica,endodoncia,2019-04-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2019-04-01,0,0,0,2,1,1,0,4,0,0,0,0,0,0,8
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2019-04-01,0,0,0,2,0,2,2,12,0,0,0,0,0,0,18
GUANAY,atencion odontologica,endodoncia,2019-04-01,2,2,4,1,0,0,3,7,1,1,0,0,0,0,21
GUAQUI,atencion odontologica,endodoncia,2019-04-01,0,0,0,3,1,1,1,6,2,1,0,0,0,0,15
GUAYARAMERIN,atencion odontologica,endodoncia,2019-04-01,2,2,9,11,4,8,3,19,1,0,0,0,0,0,59
GUTIERREZ,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
HUACARETA,atencion odontologica,endodoncia,2019-04-01,1,0,0,8,1,3,3,4,0,0,0,0,0,0,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2019-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,endodoncia,2019-04-01,1,5,4,14,2,7,10,26,2,0,0,0,0,0,71
HUARACAJE,atencion odontologica,endodoncia,2019-04-01,1,0,0,2,0,0,1,6,2,0,0,0,0,0,12
HUARINA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
HUATAJATA,atencion odontologica,endodoncia,2019-04-01,0,1,0,0,0,2,1,1,0,1,0,0,0,0,6
HUAYLLAMARCA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,7
HUMANATA,atencion odontologica,endodoncia,2019-04-01,1,0,1,0,0,3,1,7,2,0,0,0,0,0,15
ICLA,atencion odontologica,endodoncia,2019-04-01,2,0,1,0,0,2,1,8,0,0,0,0,0,0,14
INCAHUASI,atencion odontologica,endodoncia,2019-04-01,0,0,4,4,4,4,7,11,0,0,0,0,0,0,34
INQUISIVI,atencion odontologica,endodoncia,2019-04-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2019-04-01,0,3,0,0,2,0,1,10,0,2,0,0,0,0,18
IXIAMAS,atencion odontologica,endodoncia,2019-04-01,2,0,2,0,0,0,1,2,0,0,0,0,0,0,7
JESUS DE MACHACA,atencion odontologica,endodoncia,2019-04-01,3,2,2,2,0,5,1,5,4,4,0,0,0,0,28
LA ASUNTA,atencion odontologica,endodoncia,2019-04-01,11,6,11,9,2,5,5,10,0,0,0,0,0,0,59
LA GUARDIA,atencion odontologica,endodoncia,2019-04-01,5,2,0,0,0,0,0,3,0,0,0,0,0,0,10
LA PAZ,atencion odontologica,endodoncia,2019-04-01,193,183,237,246,125,183,536,940,199,164,0,0,0,0,3006
LAGUNILLAS,atencion odontologica,endodoncia,2019-04-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
LAJA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
LAS CARRERAS,atencion odontologica,endodoncia,2019-04-01,1,1,0,2,0,0,4,3,0,0,0,0,0,0,11
LLALLAGUA,atencion odontologica,endodoncia,2019-04-01,7,8,8,7,9,9,8,26,1,1,0,0,0,0,84
LURIBAY,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
MACHACAMARCA,atencion odontologica,endodoncia,2019-04-01,0,3,6,1,0,2,6,18,2,1,0,0,0,0,39
MACHARETI,atencion odontologica,endodoncia,2019-04-01,0,0,3,1,0,0,1,14,0,0,0,0,0,0,19
MAGDALENA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
MAIRANA,atencion odontologica,endodoncia,2019-04-01,2,2,1,0,3,4,1,2,2,1,0,0,0,0,18
MALLA,atencion odontologica,endodoncia,2019-04-01,0,0,1,1,0,0,0,1,2,0,0,0,0,0,5
MAPIRI,atencion odontologica,endodoncia,2019-04-01,2,1,0,1,0,0,0,10,0,0,0,0,0,0,14
MECAPACA,atencion odontologica,endodoncia,2019-04-01,0,4,3,5,0,3,5,13,1,0,0,0,0,0,34
MINEROS,atencion odontologica,endodoncia,2019-04-01,0,1,0,1,0,0,0,3,0,0,0,0,0,0,5
MIZQUE,atencion odontologica,endodoncia,2019-04-01,4,5,4,10,1,2,5,11,3,0,0,0,0,0,45
MOCOMOCO,atencion odontologica,endodoncia,2019-04-01,1,0,0,0,4,2,5,2,2,0,0,0,0,0,16
MOJINETE,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,endodoncia,2019-04-01,1,0,1,1,4,1,5,15,0,1,0,0,0,0,29
MONTEAGUDO,atencion odontologica,endodoncia,2019-04-01,3,4,7,5,3,1,7,25,6,0,0,0,0,0,61
MONTERO,atencion odontologica,endodoncia,2019-04-01,0,2,2,1,1,1,1,2,0,0,0,0,0,0,10
MORO MORO,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,endodoncia,2019-04-01,0,0,1,2,4,1,0,9,2,1,0,0,0,0,20
OCURI,atencion odontologica,endodoncia,2019-04-01,1,0,2,0,1,1,6,2,0,0,0,0,0,0,13
OMEREQUE,atencion odontologica,endodoncia,2019-04-01,0,0,3,3,0,0,2,5,0,0,0,0,0,0,13
ORURO,atencion odontologica,endodoncia,2019-04-01,53,63,85,77,12,22,62,165,24,20,0,0,0,0,583
PADCAYA,atencion odontologica,endodoncia,2019-04-01,1,0,1,3,1,0,2,6,0,0,0,0,0,0,14
PADILLA,atencion odontologica,endodoncia,2019-04-01,0,4,0,3,3,2,10,11,0,6,0,0,0,0,39
PAILON,atencion odontologica,endodoncia,2019-04-01,1,2,0,0,0,1,0,5,0,0,0,0,0,0,9
PALCA,atencion odontologica,endodoncia,2019-04-01,7,8,1,0,0,0,0,3,0,4,0,0,0,0,23
PALOS BLANCOS,atencion odontologica,endodoncia,2019-04-01,8,1,7,12,4,19,11,28,2,3,0,0,0,0,95
PAMPA AULLAGAS,atencion odontologica,endodoncia,2019-04-01,0,0,0,2,0,1,1,0,1,1,0,0,0,0,6
PAMPA GRANDE,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
PASORAPA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PATACAMAYA,atencion odontologica,endodoncia,2019-04-01,6,2,1,2,0,4,3,7,0,0,0,0,0,0,25
PAZÑA,atencion odontologica,endodoncia,2019-04-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
PELECHUCO,atencion odontologica,endodoncia,2019-04-01,1,0,3,1,2,0,1,1,0,0,0,0,0,0,9
POCOATA,atencion odontologica,endodoncia,2019-04-01,0,0,3,1,4,0,3,3,0,0,0,0,0,0,14
POCONA,atencion odontologica,endodoncia,2019-04-01,3,0,5,4,2,5,4,11,2,0,0,0,0,0,36
POJO (CBBA),atencion odontologica,endodoncia,2019-04-01,0,0,1,2,2,2,3,9,0,0,0,0,0,0,19
POOPO,atencion odontologica,endodoncia,2019-04-01,1,3,3,1,2,3,7,4,0,0,0,0,0,0,24
PORCO,atencion odontologica,endodoncia,2019-04-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
POROMA,atencion odontologica,endodoncia,2019-04-01,0,2,0,1,1,0,1,6,0,0,0,0,0,0,11
PORVENIR,atencion odontologica,endodoncia,2019-04-01,0,0,1,2,0,3,0,3,2,0,0,0,0,0,11
POSTRER VALLE,atencion odontologica,endodoncia,2019-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,endodoncia,2019-04-01,57,71,144,165,61,87,95,270,42,27,0,0,0,0,1019
PRESTO,atencion odontologica,endodoncia,2019-04-01,2,4,3,8,7,5,7,16,2,0,0,0,0,0,54
PUCARA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,endodoncia,2019-04-01,0,2,8,4,1,1,7,5,1,1,0,0,0,0,30
PUERTO ACOSTA,atencion odontologica,endodoncia,2019-04-01,1,0,0,1,0,2,2,0,1,2,0,0,0,0,9
PUERTO CARABUCO,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,1,0,0,6,0,0,0,0,0,0,7
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,7
PUERTO PEREZ,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4
PUERTO RICO,atencion odontologica,endodoncia,2019-04-01,0,0,1,2,1,1,2,6,0,0,0,0,0,0,13
PUERTO SUAREZ,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,endodoncia,2019-04-01,9,5,1,15,9,21,16,28,1,3,0,0,0,0,108
PUNA,atencion odontologica,endodoncia,2019-04-01,1,0,0,0,0,0,1,5,1,0,0,0,0,0,8
PUNATA,atencion odontologica,endodoncia,2019-04-01,0,2,5,7,0,1,6,8,1,1,0,0,0,0,31
QUIABAYA,atencion odontologica,endodoncia,2019-04-01,0,1,0,0,0,5,3,1,0,0,0,0,0,0,10
QUILLACOLLO,atencion odontologica,endodoncia,2019-04-01,22,21,41,22,8,12,43,80,25,23,0,0,0,0,297
QUIME,atencion odontologica,endodoncia,2019-04-01,4,2,2,1,2,8,26,16,5,5,0,0,0,0,71
RAVELO,atencion odontologica,endodoncia,2019-04-01,8,0,1,3,5,6,4,28,3,4,0,0,0,0,62
REYES,atencion odontologica,endodoncia,2019-04-01,1,1,0,0,1,0,7,2,0,0,0,0,0,0,12
RIBERALTA,atencion odontologica,endodoncia,2019-04-01,0,2,4,4,2,8,6,22,2,1,0,0,0,0,51
RURRENABAQUE,atencion odontologica,endodoncia,2019-04-01,5,2,8,2,1,0,4,2,3,0,0,0,0,0,27
SABAYA,atencion odontologica,endodoncia,2019-04-01,0,0,0,4,0,0,0,3,1,0,0,0,0,0,8
SACABA,atencion odontologica,endodoncia,2019-04-01,19,10,30,28,6,10,22,60,9,12,0,0,0,0,206
SACACA,atencion odontologica,endodoncia,2019-04-01,1,1,0,0,0,2,1,0,0,0,0,0,0,0,5
SAIPINA,atencion odontologica,endodoncia,2019-04-01,2,3,2,2,0,0,2,6,1,1,0,0,0,0,19
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2019-04-01,4,3,6,4,1,0,11,16,2,2,0,0,0,0,49
SAMAIPATA,atencion odontologica,endodoncia,2019-04-01,0,0,1,3,0,3,2,6,0,0,0,0,0,0,15
SAN AGUSTIN,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2019-04-01,0,0,1,3,3,0,9,5,4,11,0,0,0,0,36
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,endodoncia,2019-04-01,0,0,2,0,1,0,2,0,0,3,0,0,0,0,8
SAN BORJA,atencion odontologica,endodoncia,2019-04-01,6,1,5,2,0,5,0,8,2,4,0,0,0,0,33
SAN BUENA VENTURA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,endodoncia,2019-04-01,6,3,4,3,1,5,6,5,1,1,0,0,0,0,35
SAN IGNACIO,atencion odontologica,endodoncia,2019-04-01,5,0,3,0,0,1,6,3,0,0,0,0,0,0,18
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,1,0,1,0,1,0,0,0,0,0,4
SAN JAVIER(STC),atencion odontologica,endodoncia,2019-04-01,2,5,2,0,0,0,0,3,1,1,0,0,0,0,14
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2019-04-01,0,2,3,2,0,0,0,0,0,0,0,0,0,0,7
SAN JULIAN,atencion odontologica,endodoncia,2019-04-01,11,10,11,6,0,0,0,4,1,0,0,0,0,0,43
SAN LORENZO(TJA),atencion odontologica,endodoncia,2019-04-01,5,2,4,7,2,2,6,10,1,0,0,0,0,0,39
SAN LUCAS,atencion odontologica,endodoncia,2019-04-01,5,4,15,12,1,16,8,27,5,1,0,0,0,0,94
SAN MATIAS,atencion odontologica,endodoncia,2019-04-01,0,5,0,0,1,0,0,6,1,0,0,0,0,0,13
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2019-04-01,0,1,4,8,0,2,3,10,2,0,0,0,0,0,30
SAN PEDRO,atencion odontologica,endodoncia,2019-04-01,0,1,1,1,0,2,4,12,0,1,0,0,0,0,22
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2019-04-01,2,2,4,4,4,1,6,13,1,1,0,0,0,0,38
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SAN RAFAEL,atencion odontologica,endodoncia,2019-04-01,1,0,2,3,2,0,0,7,0,0,0,0,0,0,15
SAN RAMON BENI,atencion odontologica,endodoncia,2019-04-01,0,0,1,1,0,6,0,8,4,2,0,0,0,0,22
SAN RAMON SCZ,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
SANTA ANA,atencion odontologica,endodoncia,2019-04-01,0,1,0,2,6,0,2,26,0,0,0,0,0,0,37
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2019-04-01,96,85,70,71,52,93,424,618,188,86,0,0,0,0,1783
SANTA ROSA,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2019-04-01,4,0,5,6,6,11,14,34,0,0,0,0,0,0,80
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2019-04-01,1,1,5,5,6,4,10,11,2,2,0,0,0,0,47
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2019-04-01,0,0,2,0,0,5,1,6,5,3,0,0,0,0,22
SANTIVAÑES,atencion odontologica,endodoncia,2019-04-01,2,3,1,0,0,0,0,8,4,2,0,0,0,0,20
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2019-04-01,0,1,0,1,0,0,0,3,0,0,0,0,0,0,5
SAPAHAQUI,atencion odontologica,endodoncia,2019-04-01,0,0,1,3,0,0,1,1,0,0,0,0,0,0,6
SHINAOTA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2019-04-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,7
SIPE SIPE,atencion odontologica,endodoncia,2019-04-01,4,4,3,9,0,4,3,8,1,3,0,0,0,0,39
SOPACHUY,atencion odontologica,endodoncia,2019-04-01,3,1,0,3,0,1,0,15,0,0,0,0,0,0,23
SORACACHI,atencion odontologica,endodoncia,2019-04-01,1,2,1,3,0,3,5,9,0,1,0,0,0,0,25
SORATA,atencion odontologica,endodoncia,2019-04-01,0,0,2,0,2,0,0,3,2,1,0,0,0,0,10
SUCRE,atencion odontologica,endodoncia,2019-04-01,91,90,124,134,36,85,144,356,32,13,0,0,0,0,1105
TACACOMA,atencion odontologica,endodoncia,2019-04-01,0,2,0,1,2,2,3,10,0,2,0,0,0,0,22
TACOPAYA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,1,5,4,6,1,2,0,0,0,0,19
TAHUA,atencion odontologica,endodoncia,2019-04-01,0,0,0,1,0,5,0,4,0,0,0,0,0,0,10
TAPACARI,atencion odontologica,endodoncia,2019-04-01,2,1,1,4,1,3,2,3,0,0,0,0,0,0,17
TARABUCO,atencion odontologica,endodoncia,2019-04-01,0,3,0,3,0,4,4,5,2,0,0,0,0,0,21
TARACO,atencion odontologica,endodoncia,2019-04-01,0,0,2,1,0,0,3,4,0,0,0,0,0,0,10
TARATA,atencion odontologica,endodoncia,2019-04-01,0,1,1,2,0,0,3,0,2,1,0,0,0,0,10
TARIJA,atencion odontologica,endodoncia,2019-04-01,23,28,112,114,53,49,111,305,58,37,0,0,0,0,890
TARVITA,atencion odontologica,endodoncia,2019-04-01,1,0,2,3,3,3,3,11,1,1,0,0,0,0,28
TEOPONTE,atencion odontologica,endodoncia,2019-04-01,5,5,2,0,0,0,5,4,0,0,0,0,0,0,21
TIAHUANACU,atencion odontologica,endodoncia,2019-04-01,14,2,6,7,4,12,14,15,0,0,0,0,0,0,74
TINGUIPAYA,atencion odontologica,endodoncia,2019-04-01,3,1,2,2,2,5,3,6,1,2,0,0,0,0,27
TIQUIPAYA,atencion odontologica,endodoncia,2019-04-01,13,16,11,11,3,3,8,26,1,4,0,0,0,0,96
TIRAQUE (CBBA),atencion odontologica,endodoncia,2019-04-01,2,2,2,5,1,0,0,3,1,3,0,0,0,0,19
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2019-04-01,0,0,0,1,1,1,1,3,0,0,0,0,0,0,7
TOCO,atencion odontologica,endodoncia,2019-04-01,1,0,0,2,0,1,1,1,0,0,0,0,0,0,6
TODOS SANTOS,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TOLATA,atencion odontologica,endodoncia,2019-04-01,1,1,0,1,0,1,0,3,0,0,0,0,0,0,7
TOLEDO,atencion odontologica,endodoncia,2019-04-01,0,4,0,0,0,0,1,1,2,0,0,0,0,0,8
TOMAVE,atencion odontologica,endodoncia,2019-04-01,1,0,2,1,4,0,4,2,0,0,0,0,0,0,14
TOMINA,atencion odontologica,endodoncia,2019-04-01,1,4,8,8,3,8,13,17,0,0,0,0,0,0,62
TORO TORO,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,2,1,2,0,1,0,0,0,0,6
TOTORA(CBBA),atencion odontologica,endodoncia,2019-04-01,0,0,1,2,0,0,2,4,0,1,0,0,0,0,10
TOTORA(ORR),atencion odontologica,endodoncia,2019-04-01,0,0,0,1,1,1,4,6,1,2,0,0,0,0,16
TRIGAL,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,endodoncia,2019-04-01,5,2,26,46,39,31,91,102,33,47,0,0,0,0,422
TUPIZA,atencion odontologica,endodoncia,2019-04-01,11,11,5,58,7,15,21,64,10,15,0,0,0,0,217
TURCO,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,0,0,2,4,1,3,0,0,0,0,11
UMALA,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
UNCIA,atencion odontologica,endodoncia,2019-04-01,2,4,10,5,9,8,10,18,0,0,0,0,0,0,66
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2019-04-01,0,0,0,3,0,5,9,19,0,0,0,0,0,0,36
URUBICHA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,5,1,6,1,4,0,0,0,0,17
UYUNI,atencion odontologica,endodoncia,2019-04-01,0,0,1,5,0,1,3,2,0,1,0,0,0,0,13
VACAS,atencion odontologica,endodoncia,2019-04-01,0,2,1,2,0,2,3,1,0,1,0,0,0,0,12
VALLEGRANDE,atencion odontologica,endodoncia,2019-04-01,1,3,2,10,12,8,10,13,7,6,0,0,0,0,72
VIACHA,atencion odontologica,endodoncia,2019-04-01,48,31,6,17,8,4,12,36,7,4,0,0,0,0,173
VILA VILA,atencion odontologica,endodoncia,2019-04-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
VILLA CHARCAS,atencion odontologica,endodoncia,2019-04-01,1,2,0,1,0,3,2,6,0,1,0,0,0,0,16
VILLA MONTES,atencion odontologica,endodoncia,2019-04-01,1,0,7,18,6,9,13,24,3,0,0,0,0,0,81
VILLA RIVERO,atencion odontologica,endodoncia,2019-04-01,0,2,0,1,0,0,0,4,1,0,0,0,0,0,8
VILLA SERRANO,atencion odontologica,endodoncia,2019-04-01,1,2,6,0,2,3,21,21,1,0,0,0,0,0,57
VILLA TUNARI,atencion odontologica,endodoncia,2019-04-01,6,9,12,25,10,18,20,80,1,7,0,0,0,0,188
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2019-04-01,7,2,0,2,0,2,0,7,3,0,0,0,0,0,23
VILLAZON,atencion odontologica,endodoncia,2019-04-01,5,11,17,28,3,8,25,26,4,3,0,0,0,0,130
VINTO,atencion odontologica,endodoncia,2019-04-01,10,4,14,6,8,11,13,35,5,3,0,0,0,0,109
VITICHI,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,0,2,2,2,0,1,0,0,0,0,8
WALDO BALLIVIAN,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
WARNES,atencion odontologica,endodoncia,2019-04-01,6,8,6,6,0,0,0,0,0,0,0,0,0,0,26
YACUIBA,atencion odontologica,endodoncia,2019-04-01,2,1,12,15,3,2,25,33,5,0,0,0,0,0,98
YAMPARAEZ,atencion odontologica,endodoncia,2019-04-01,1,0,2,3,0,0,2,7,0,1,0,0,0,0,16
YAPACANI,atencion odontologica,endodoncia,2019-04-01,3,8,4,7,6,19,10,28,1,0,0,0,0,0,86
YOCALLA,atencion odontologica,endodoncia,2019-04-01,1,1,3,0,1,5,4,4,0,0,0,0,0,0,19
YOTALA,atencion odontologica,endodoncia,2019-04-01,0,1,5,3,2,5,3,13,0,0,0,0,0,0,32
YUNCHARA,atencion odontologica,endodoncia,2019-04-01,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6
ZUDAÑEZ,atencion odontologica,endodoncia,2019-04-01,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7
ACACIO,atencion odontologica,endodoncia,2019-05-01,0,0,0,1,0,3,4,0,0,0,0,0,0,0,8
ACHACACHI,atencion odontologica,endodoncia,2019-05-01,1,0,3,1,2,2,10,19,8,0,0,0,0,0,46
ACHOCALLA,atencion odontologica,endodoncia,2019-05-01,5,2,0,2,1,5,1,13,2,0,0,0,0,0,31
AIQUILE,atencion odontologica,endodoncia,2019-05-01,0,3,6,11,0,4,4,7,2,1,0,0,0,0,38
ALALAY,atencion odontologica,endodoncia,2019-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCALA,atencion odontologica,endodoncia,2019-05-01,0,0,2,1,0,2,2,6,0,0,0,0,0,0,13
ALTO BENI,atencion odontologica,endodoncia,2019-05-01,0,1,2,7,0,3,1,0,0,0,0,0,0,0,14
ANCORAIMES,atencion odontologica,endodoncia,2019-05-01,0,2,1,5,2,3,4,10,4,7,0,0,0,0,38
ANDAMARCA,atencion odontologica,endodoncia,2019-05-01,0,1,3,0,0,1,1,3,1,3,0,0,0,0,13
ANTEQUERA,atencion odontologica,endodoncia,2019-05-01,0,1,2,2,0,0,2,4,0,0,0,0,0,0,11
APOLO,atencion odontologica,endodoncia,2019-05-01,1,0,0,1,0,0,1,2,0,0,0,0,0,0,5
ARAMPAMPA,atencion odontologica,endodoncia,2019-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ARANI,atencion odontologica,endodoncia,2019-05-01,0,0,2,0,2,1,2,2,0,0,0,0,0,0,9
