,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
YAMPARAEZ,atencion odontologica,medidas preventivas,2019-03-01,74,70,3,0,0,1,1,0,0,0,0,0,0,0,149
YANACACHI,atencion odontologica,medidas preventivas,2019-03-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,5
YAPACANI,atencion odontologica,medidas preventivas,2019-03-01,39,46,120,168,57,65,24,49,10,6,0,0,0,0,584
YOCALLA,atencion odontologica,medidas preventivas,2019-03-01,13,6,0,4,0,1,1,4,0,0,0,0,0,0,29
YOTALA,atencion odontologica,medidas preventivas,2019-03-01,37,49,22,13,2,11,1,9,0,0,0,0,0,0,144
YUNCHARA,atencion odontologica,medidas preventivas,2019-03-01,3,4,42,26,1,3,1,11,0,0,0,0,0,0,91
ZUDAÑEZ,atencion odontologica,medidas preventivas,2019-03-01,0,1,2,4,0,0,0,4,0,0,0,0,0,0,11
ACACIO,atencion odontologica,medidas preventivas,2019-04-01,105,89,85,43,0,41,4,37,6,0,0,0,0,0,410
ACHACACHI,atencion odontologica,medidas preventivas,2019-04-01,53,46,69,68,1,5,11,23,1,8,0,0,0,0,285
ACHOCALLA,atencion odontologica,medidas preventivas,2019-04-01,43,42,13,23,0,10,2,22,5,2,0,0,0,0,162
AIQUILE,atencion odontologica,medidas preventivas,2019-04-01,30,26,66,90,35,72,48,73,23,11,0,0,0,0,474
ALALAY,atencion odontologica,medidas preventivas,2019-04-01,2,0,4,6,4,0,1,4,0,1,0,0,0,0,22
ALCALA,atencion odontologica,medidas preventivas,2019-04-01,32,22,1,0,0,1,0,1,0,0,0,0,0,0,57
ALTO BENI,atencion odontologica,medidas preventivas,2019-04-01,17,11,23,37,0,3,7,15,1,1,0,0,0,0,115
ANCORAIMES,atencion odontologica,medidas preventivas,2019-04-01,2,2,4,3,2,2,1,2,0,0,0,0,0,0,18
ANDAMARCA,atencion odontologica,medidas preventivas,2019-04-01,17,12,72,68,2,33,0,3,0,3,0,0,0,0,210
ANTEQUERA,atencion odontologica,medidas preventivas,2019-04-01,8,17,23,22,10,21,2,6,4,1,0,0,0,0,114
ANZALDO,atencion odontologica,medidas preventivas,2019-04-01,15,7,33,57,2,10,5,20,7,8,0,0,0,0,164
APOLO,atencion odontologica,medidas preventivas,2019-04-01,16,17,28,38,3,9,17,27,2,1,0,0,0,0,158
ARAMPAMPA,atencion odontologica,medidas preventivas,2019-04-01,11,21,30,26,4,5,3,14,3,0,0,0,0,0,117
ARANI,atencion odontologica,medidas preventivas,2019-04-01,18,7,23,49,28,16,6,25,0,12,0,0,0,0,184
ARBIETO,atencion odontologica,medidas preventivas,2019-04-01,55,53,58,55,3,20,10,37,5,4,0,0,0,0,300
ARQUE,atencion odontologica,medidas preventivas,2019-04-01,18,6,53,45,22,29,9,16,1,5,0,0,0,0,204
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2019-04-01,28,31,2,12,0,12,0,17,0,4,0,0,0,0,106
ATOCHA,atencion odontologica,medidas preventivas,2019-04-01,22,11,79,82,35,22,82,108,4,10,0,0,0,0,455
AUCAPATA,atencion odontologica,medidas preventivas,2019-04-01,1,3,1,0,0,0,7,4,0,1,0,0,0,0,17
AYATA,atencion odontologica,medidas preventivas,2019-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,medidas preventivas,2019-04-01,1,3,2,0,1,0,0,9,0,0,0,0,0,0,16
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2019-04-01,32,14,75,58,16,48,76,85,9,10,0,0,0,0,423
AZURDUY,atencion odontologica,medidas preventivas,2019-04-01,37,13,13,8,0,8,0,0,0,0,0,0,0,0,79
BATALLAS,atencion odontologica,medidas preventivas,2019-04-01,9,6,4,4,0,0,0,0,0,0,0,0,0,0,23
BAURES,atencion odontologica,medidas preventivas,2019-04-01,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2019-04-01,0,0,8,1,0,0,0,0,0,0,0,0,0,0,9
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2019-04-01,4,4,0,0,0,1,0,3,0,1,0,0,0,0,13
BELLA FLOR,atencion odontologica,medidas preventivas,2019-04-01,18,38,30,14,0,0,0,0,0,0,0,0,0,0,100
BERMEJO,atencion odontologica,medidas preventivas,2019-04-01,22,13,37,56,16,27,16,31,6,1,0,0,0,0,225
BETANZOS,atencion odontologica,medidas preventivas,2019-04-01,32,36,14,8,1,6,0,8,0,0,0,0,0,0,105
BOLIVAR,atencion odontologica,medidas preventivas,2019-04-01,0,0,4,3,1,1,0,0,0,0,0,0,0,0,9
BOLPEBRA,atencion odontologica,medidas preventivas,2019-04-01,5,6,26,25,1,2,2,1,0,0,0,0,0,0,68
BOYUIBE,atencion odontologica,medidas preventivas,2019-04-01,1,3,1,9,0,0,0,0,0,0,0,0,0,0,14
BUENA VISTA,atencion odontologica,medidas preventivas,2019-04-01,19,21,8,9,2,2,6,2,0,1,0,0,0,0,70
CABEZAS,atencion odontologica,medidas preventivas,2019-04-01,99,111,77,98,5,19,5,45,3,3,0,0,0,0,465
CAIROMA,atencion odontologica,medidas preventivas,2019-04-01,12,0,0,11,0,3,0,2,0,0,0,0,0,0,28
"CAIZA ""D""",atencion odontologica,medidas preventivas,2019-04-01,9,20,10,24,6,5,0,13,2,1,0,0,0,0,90
CAJUATA,atencion odontologica,medidas preventivas,2019-04-01,23,15,13,11,0,1,0,3,0,0,0,0,0,0,66
CALACOTO,atencion odontologica,medidas preventivas,2019-04-01,10,19,0,0,0,0,0,0,0,0,0,0,0,0,29
CALAMARCA,atencion odontologica,medidas preventivas,2019-04-01,4,15,14,13,0,6,1,12,0,0,0,0,0,0,65
CAMARGO,atencion odontologica,medidas preventivas,2019-04-01,8,8,10,11,1,0,0,0,0,0,0,0,0,0,38
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2019-04-01,8,9,9,9,1,1,2,4,0,0,0,0,0,0,43
CAMIRI,atencion odontologica,medidas preventivas,2019-04-01,91,66,21,30,32,18,62,37,22,8,0,0,0,0,387
CAPINOTA,atencion odontologica,medidas preventivas,2019-04-01,44,67,75,76,27,50,65,117,46,29,0,0,0,0,596
CAQUIAVIRI,atencion odontologica,medidas preventivas,2019-04-01,12,7,0,0,0,0,0,1,0,1,0,0,0,0,21
CARACOLLO,atencion odontologica,medidas preventivas,2019-04-01,26,13,61,42,13,29,12,107,14,4,0,0,0,0,321
CARANAVI,atencion odontologica,medidas preventivas,2019-04-01,99,95,37,30,16,21,11,35,8,1,0,0,0,0,353
CARANGAS,atencion odontologica,medidas preventivas,2019-04-01,0,0,3,2,2,0,1,0,0,0,0,0,0,0,8
CARAPARI,atencion odontologica,medidas preventivas,2019-04-01,11,11,71,55,6,11,8,20,0,1,0,0,0,0,194
CARIPUYO,atencion odontologica,medidas preventivas,2019-04-01,4,2,9,4,3,5,8,7,4,1,0,0,0,0,47
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2019-04-01,25,35,27,32,3,3,0,0,0,0,0,0,0,0,125
CATACORA,atencion odontologica,medidas preventivas,2019-04-01,0,2,0,0,0,1,1,1,1,0,0,0,0,0,6
CHACARILLA,atencion odontologica,medidas preventivas,2019-04-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,medidas preventivas,2019-04-01,83,81,156,138,26,23,15,72,9,4,0,0,0,0,607
CHAQUI,atencion odontologica,medidas preventivas,2019-04-01,15,14,15,12,2,11,2,12,1,0,0,0,0,0,84
CHARAGUA,atencion odontologica,medidas preventivas,2019-04-01,35,13,0,3,0,2,2,9,5,3,0,0,0,0,72
CHAYANTA,atencion odontologica,medidas preventivas,2019-04-01,40,58,3,20,2,5,7,17,0,0,0,0,0,0,152
CHIMORE,atencion odontologica,medidas preventivas,2019-04-01,29,17,44,45,20,53,28,62,5,2,0,0,0,0,305
CHIPAYA,atencion odontologica,medidas preventivas,2019-04-01,10,18,2,0,5,0,0,2,0,0,0,0,0,0,37
CHOQUE COTA,atencion odontologica,medidas preventivas,2019-04-01,1,1,5,0,0,0,0,1,6,15,0,0,0,0,29
CHUA COCANI,atencion odontologica,medidas preventivas,2019-04-01,4,2,1,7,1,2,4,7,4,2,0,0,0,0,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2019-04-01,39,31,5,8,0,0,0,4,0,0,0,0,0,0,87
CHUMA,atencion odontologica,medidas preventivas,2019-04-01,6,10,12,17,4,13,14,41,0,2,0,0,0,0,119
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2019-04-01,19,11,24,32,8,37,13,41,4,6,0,0,0,0,195
CKOCHAS,atencion odontologica,medidas preventivas,2019-04-01,8,6,4,10,13,19,9,17,3,2,0,0,0,0,91
CLIZA,atencion odontologica,medidas preventivas,2019-04-01,32,21,20,20,0,12,3,15,2,4,0,0,0,0,129
COBIJA,atencion odontologica,medidas preventivas,2019-04-01,255,263,66,123,22,58,68,171,23,23,0,0,0,0,1072
COCAPATA,atencion odontologica,medidas preventivas,2019-04-01,42,25,29,31,13,26,21,58,24,25,0,0,0,0,294
COCHABAMBA,atencion odontologica,medidas preventivas,2019-04-01,1277,1310,1746,1798,835,1108,2427,4415,1142,793,0,0,0,0,16851
COIPASA,atencion odontologica,medidas preventivas,2019-04-01,0,0,0,10,0,1,0,0,0,0,0,0,0,0,11
COLCAPIRHUA,atencion odontologica,medidas preventivas,2019-04-01,32,26,56,49,17,19,39,62,13,21,0,0,0,0,334
"COLCHA ""K""",atencion odontologica,medidas preventivas,2019-04-01,7,1,5,3,0,0,0,0,0,0,0,0,0,0,16
COLLANA,atencion odontologica,medidas preventivas,2019-04-01,3,3,1,4,0,0,0,0,0,0,0,0,0,0,11
COLOMI,atencion odontologica,medidas preventivas,2019-04-01,83,70,53,52,11,23,6,40,5,6,0,0,0,0,349
COLPA BELGICA,atencion odontologica,medidas preventivas,2019-04-01,17,25,160,188,60,80,60,100,12,6,0,0,0,0,708
COLQUECHACA,atencion odontologica,medidas preventivas,2019-04-01,28,33,19,15,3,27,7,48,19,18,0,0,0,0,217
COLQUENCHA,atencion odontologica,medidas preventivas,2019-04-01,13,14,18,26,1,10,9,16,6,2,0,0,0,0,115
COLQUIRI,atencion odontologica,medidas preventivas,2019-04-01,4,21,10,14,4,7,11,19,3,0,0,0,0,0,93
COMANCHE,atencion odontologica,medidas preventivas,2019-04-01,0,0,1,3,0,0,0,0,1,0,0,0,0,0,5
COMARAPA,atencion odontologica,medidas preventivas,2019-04-01,40,27,10,16,8,14,12,34,1,2,0,0,0,0,164
CONCEPCION,atencion odontologica,medidas preventivas,2019-04-01,7,10,0,0,0,0,0,0,0,0,0,0,0,0,17
COPACABANA,atencion odontologica,medidas preventivas,2019-04-01,1,2,2,2,1,0,0,3,0,0,0,0,0,0,11
CORIPATA,atencion odontologica,medidas preventivas,2019-04-01,28,30,14,1,1,0,2,0,0,0,0,0,0,0,76
CORO CORO,atencion odontologica,medidas preventivas,2019-04-01,4,6,9,21,3,8,9,20,3,2,0,0,0,0,85
COROICO,atencion odontologica,medidas preventivas,2019-04-01,1,1,9,0,0,1,0,0,0,0,0,0,0,0,12
CORQUE,atencion odontologica,medidas preventivas,2019-04-01,8,9,45,50,1,7,3,9,5,4,0,0,0,0,141
COTAGAITA,atencion odontologica,medidas preventivas,2019-04-01,35,28,99,116,32,44,26,22,7,13,0,0,0,0,422
COTOCA,atencion odontologica,medidas preventivas,2019-04-01,122,162,51,45,15,13,4,18,2,4,0,0,0,0,436
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2019-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2019-04-01,118,80,11,7,0,9,0,20,10,10,0,0,0,0,265
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2019-04-01,2,4,8,10,1,4,11,11,1,3,0,0,0,0,55
CUEVO,atencion odontologica,medidas preventivas,2019-04-01,9,5,1,3,0,2,0,12,0,0,0,0,0,0,32
CULPINA,atencion odontologica,medidas preventivas,2019-04-01,30,16,1,0,0,1,0,3,0,0,0,0,0,0,51
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2019-04-01,14,13,3,2,0,1,4,11,1,1,0,0,0,0,50
CURVA,atencion odontologica,medidas preventivas,2019-04-01,4,11,2,8,2,2,0,6,0,0,0,0,0,0,35
DESAGUADERO,atencion odontologica,medidas preventivas,2019-04-01,2,6,1,0,0,0,0,1,0,0,0,0,0,0,10
EL ALTO,atencion odontologica,medidas preventivas,2019-04-01,1137,1189,1165,1261,352,420,421,1251,134,74,0,0,0,0,7404
EL CHORO,atencion odontologica,medidas preventivas,2019-04-01,0,0,6,10,2,1,2,11,3,3,0,0,0,0,38
EL PUENTE(STC),atencion odontologica,medidas preventivas,2019-04-01,43,61,8,4,0,2,4,17,1,0,0,0,0,0,140
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2019-04-01,13,5,10,18,1,2,1,8,1,1,0,0,0,0,60
EL TORNO,atencion odontologica,medidas preventivas,2019-04-01,361,371,194,147,29,42,4,39,12,4,0,0,0,0,1203
EL VILLAR,atencion odontologica,medidas preventivas,2019-04-01,4,1,3,0,0,0,1,0,0,0,0,0,0,0,9
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2019-04-01,13,25,24,14,19,5,4,23,32,32,0,0,0,0,191
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2019-04-01,52,51,35,56,19,17,14,53,7,3,0,0,0,0,307
ESCARA,atencion odontologica,medidas preventivas,2019-04-01,2,1,2,2,0,2,0,0,0,0,0,0,0,0,9
ESCOMA,atencion odontologica,medidas preventivas,2019-04-01,1,0,8,4,0,0,0,0,0,0,0,0,0,0,13
ESMERALDA,atencion odontologica,medidas preventivas,2019-04-01,0,0,2,4,0,0,0,0,0,1,0,0,0,0,7
EUCALIPTUS,atencion odontologica,medidas preventivas,2019-04-01,6,1,4,1,0,0,0,4,0,1,0,0,0,0,17
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2019-04-01,11,14,11,19,5,5,6,35,4,1,0,0,0,0,111
FILADELFIA,atencion odontologica,medidas preventivas,2019-04-01,29,10,29,56,5,13,4,9,1,0,0,0,0,0,156
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2019-04-01,0,3,5,5,1,1,3,3,0,0,0,0,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2019-04-01,19,15,35,41,6,5,0,0,0,0,0,0,0,0,121
GUANAY,atencion odontologica,medidas preventivas,2019-04-01,33,42,1,2,0,1,1,9,0,0,0,0,0,0,89
GUAQUI,atencion odontologica,medidas preventivas,2019-04-01,12,7,5,8,0,1,0,3,3,4,0,0,0,0,43
GUAYARAMERIN,atencion odontologica,medidas preventivas,2019-04-01,2,5,17,5,2,0,7,7,0,0,0,0,0,0,45
GUTIERREZ,atencion odontologica,medidas preventivas,2019-04-01,2,3,8,9,0,1,1,3,0,0,0,0,0,0,27
HUACARETA,atencion odontologica,medidas preventivas,2019-04-01,0,1,3,0,0,0,0,3,0,0,0,0,0,0,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2019-04-01,5,13,4,14,0,1,0,1,0,0,0,0,0,0,38
HUACHACALLA,atencion odontologica,medidas preventivas,2019-04-01,0,0,4,8,0,0,0,1,0,0,0,0,0,0,13
HUANUNI,atencion odontologica,medidas preventivas,2019-04-01,21,36,52,72,23,38,32,67,8,15,0,0,0,0,364
HUARACAJE,atencion odontologica,medidas preventivas,2019-04-01,0,4,3,0,0,2,4,2,0,0,0,0,0,0,15
HUARINA,atencion odontologica,medidas preventivas,2019-04-01,1,1,2,2,0,2,1,5,1,3,0,0,0,0,18
HUATAJATA,atencion odontologica,medidas preventivas,2019-04-01,4,2,11,18,2,0,0,0,0,0,0,0,0,0,37
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2019-04-01,5,3,23,28,26,14,0,1,2,0,0,0,0,0,102
HUMANATA,atencion odontologica,medidas preventivas,2019-04-01,7,21,13,8,4,15,10,37,9,23,0,0,0,0,147
ICHOCA,atencion odontologica,medidas preventivas,2019-04-01,2,2,2,2,0,0,0,0,0,0,0,0,0,0,8
ICLA,atencion odontologica,medidas preventivas,2019-04-01,58,51,4,3,0,8,0,22,0,2,0,0,0,0,148
INCAHUASI,atencion odontologica,medidas preventivas,2019-04-01,20,11,7,7,0,4,1,5,0,0,0,0,0,0,55
INQUISIVI,atencion odontologica,medidas preventivas,2019-04-01,19,19,7,18,2,4,0,0,0,0,0,0,0,0,69
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2019-04-01,45,47,13,15,3,12,5,11,6,6,0,0,0,0,163
IXIAMAS,atencion odontologica,medidas preventivas,2019-04-01,11,4,3,2,0,3,2,5,1,0,0,0,0,0,31
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2019-04-01,24,26,5,16,0,5,3,6,16,14,0,0,0,0,115
LA ASUNTA,atencion odontologica,medidas preventivas,2019-04-01,66,74,61,69,3,35,4,63,10,6,0,0,0,0,391
LA GUARDIA,atencion odontologica,medidas preventivas,2019-04-01,288,243,0,3,0,5,3,28,85,44,0,0,0,0,699
LA PAZ,atencion odontologica,medidas preventivas,2019-04-01,2298,2309,1411,1423,331,449,1245,2138,479,447,0,0,0,0,12530
LA RIVERA,atencion odontologica,medidas preventivas,2019-04-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4
LAGUNILLAS,atencion odontologica,medidas preventivas,2019-04-01,7,16,0,0,0,0,0,6,0,0,0,0,0,0,29
LAJA,atencion odontologica,medidas preventivas,2019-04-01,39,29,25,28,0,2,0,8,0,0,0,0,0,0,131
LAS CARRERAS,atencion odontologica,medidas preventivas,2019-04-01,2,1,18,6,2,2,1,0,0,0,0,0,0,0,32
LICOMA PAMPA,atencion odontologica,medidas preventivas,2019-04-01,9,12,4,0,0,0,0,0,3,1,0,0,0,0,29
LLALLAGUA,atencion odontologica,medidas preventivas,2019-04-01,115,128,40,47,31,49,28,96,16,15,0,0,0,0,565
LLICA,atencion odontologica,medidas preventivas,2019-04-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LURIBAY,atencion odontologica,medidas preventivas,2019-04-01,5,8,3,6,0,1,1,5,1,1,0,0,0,0,31
MACHACAMARCA,atencion odontologica,medidas preventivas,2019-04-01,20,18,77,63,13,6,13,31,10,10,0,0,0,0,261
MACHARETI,atencion odontologica,medidas preventivas,2019-04-01,6,0,3,0,0,2,0,6,0,0,0,0,0,0,17
MAGDALENA,atencion odontologica,medidas preventivas,2019-04-01,0,3,5,3,1,1,3,6,4,0,0,0,0,0,26
MAIRANA,atencion odontologica,medidas preventivas,2019-04-01,40,45,13,64,9,11,5,5,20,20,0,0,0,0,232
MALLA,atencion odontologica,medidas preventivas,2019-04-01,0,5,11,7,0,1,1,7,2,0,0,0,0,0,34
MAPIRI,atencion odontologica,medidas preventivas,2019-04-01,15,8,3,0,0,0,0,1,0,0,0,0,0,0,27
MECAPACA,atencion odontologica,medidas preventivas,2019-04-01,18,22,3,5,0,2,1,9,2,0,0,0,0,0,62
MINEROS,atencion odontologica,medidas preventivas,2019-04-01,14,24,19,9,2,0,0,4,0,1,0,0,0,0,73
MIZQUE,atencion odontologica,medidas preventivas,2019-04-01,8,8,19,31,4,7,9,22,3,1,0,0,0,0,112
MOCOMOCO,atencion odontologica,medidas preventivas,2019-04-01,0,0,0,4,0,0,1,4,0,0,0,0,0,0,9
MOJINETE,atencion odontologica,medidas preventivas,2019-04-01,1,1,1,1,0,3,1,3,0,0,0,0,0,0,11
MOJOCOYA,atencion odontologica,medidas preventivas,2019-04-01,2,0,0,2,1,4,5,7,1,2,0,0,0,0,24
MONTEAGUDO,atencion odontologica,medidas preventivas,2019-04-01,1,4,9,18,1,0,9,8,1,0,0,0,0,0,51
MONTERO,atencion odontologica,medidas preventivas,2019-04-01,113,148,261,305,16,55,30,87,8,9,0,0,0,0,1032
MORO MORO,atencion odontologica,medidas preventivas,2019-04-01,15,13,0,0,0,0,0,0,0,0,0,0,0,0,28
MOROCHATA,atencion odontologica,medidas preventivas,2019-04-01,12,11,42,31,15,17,14,46,4,9,0,0,0,0,201
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2019-04-01,6,4,17,12,0,1,0,2,3,0,0,0,0,0,45
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2019-04-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
OCURI,atencion odontologica,medidas preventivas,2019-04-01,21,28,59,39,6,13,23,46,17,19,0,0,0,0,271
OKINAWA,atencion odontologica,medidas preventivas,2019-04-01,5,0,1,2,3,2,1,10,0,0,0,0,0,0,24
OMEREQUE,atencion odontologica,medidas preventivas,2019-04-01,10,3,26,25,4,6,21,55,14,6,0,0,0,0,170
ORURO,atencion odontologica,medidas preventivas,2019-04-01,244,276,291,346,129,166,577,949,118,75,0,0,0,0,3171
PADCAYA,atencion odontologica,medidas preventivas,2019-04-01,17,14,57,56,16,9,13,14,5,2,0,0,0,0,203
PADILLA,atencion odontologica,medidas preventivas,2019-04-01,4,0,10,6,3,3,7,6,2,1,0,0,0,0,42
PAILON,atencion odontologica,medidas preventivas,2019-04-01,14,12,1,0,2,1,3,12,0,2,0,0,0,0,47
PALCA,atencion odontologica,medidas preventivas,2019-04-01,39,31,0,1,0,0,0,3,1,2,0,0,0,0,77
PALOS BLANCOS,atencion odontologica,medidas preventivas,2019-04-01,36,42,118,108,9,28,14,60,6,13,0,0,0,0,434
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2019-04-01,0,12,3,0,0,0,0,0,0,0,0,0,0,0,15
PAMPA GRANDE,atencion odontologica,medidas preventivas,2019-04-01,28,17,5,17,0,6,4,24,1,1,0,0,0,0,103
PAPEL PAMPA,atencion odontologica,medidas preventivas,2019-04-01,11,13,2,6,0,1,2,5,10,7,0,0,0,0,57
PATACAMAYA,atencion odontologica,medidas preventivas,2019-04-01,34,34,0,0,0,0,0,0,0,0,0,0,0,0,68
PAZÑA,atencion odontologica,medidas preventivas,2019-04-01,3,9,15,22,3,12,2,2,1,1,0,0,0,0,70
PELECHUCO,atencion odontologica,medidas preventivas,2019-04-01,14,15,3,1,1,1,1,7,0,0,0,0,0,0,43
POCOATA,atencion odontologica,medidas preventivas,2019-04-01,31,43,17,12,5,17,8,29,17,18,0,0,0,0,197
POCONA,atencion odontologica,medidas preventivas,2019-04-01,39,20,47,47,0,4,1,5,1,2,0,0,0,0,166
POJO (CBBA),atencion odontologica,medidas preventivas,2019-04-01,15,14,11,16,4,8,8,16,0,0,0,0,0,0,92
POOPO,atencion odontologica,medidas preventivas,2019-04-01,5,13,26,35,3,5,8,9,2,4,0,0,0,0,110
PORCO,atencion odontologica,medidas preventivas,2019-04-01,18,8,10,9,1,5,2,20,0,0,0,0,0,0,73
POROMA,atencion odontologica,medidas preventivas,2019-04-01,14,18,65,74,7,6,1,0,0,0,0,0,0,0,185
PORONGO,atencion odontologica,medidas preventivas,2019-04-01,23,29,7,13,11,9,3,11,10,12,0,0,0,0,128
PORTACHUELO,atencion odontologica,medidas preventivas,2019-04-01,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4
PORVENIR,atencion odontologica,medidas preventivas,2019-04-01,29,19,5,7,3,1,1,11,6,1,0,0,0,0,83
POSTRER VALLE,atencion odontologica,medidas preventivas,2019-04-01,9,4,1,0,0,0,0,0,0,0,0,0,0,0,14
POTOSI,atencion odontologica,medidas preventivas,2019-04-01,118,161,97,120,64,80,110,155,13,24,0,0,0,0,942
PRESTO,atencion odontologica,medidas preventivas,2019-04-01,4,0,11,7,0,4,2,10,1,0,0,0,0,0,39
PUCARA,atencion odontologica,medidas preventivas,2019-04-01,22,15,0,0,0,0,0,0,0,0,0,0,0,0,37
PUCARANI,atencion odontologica,medidas preventivas,2019-04-01,39,34,16,30,3,13,8,35,5,4,0,0,0,0,187
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2019-04-01,9,14,6,4,0,1,1,2,1,0,0,0,0,0,38
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2019-04-01,2,3,4,1,0,0,0,0,0,0,0,0,0,0,10
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2019-04-01,24,27,17,17,5,13,5,21,0,3,0,0,0,0,132
PUERTO PEREZ,atencion odontologica,medidas preventivas,2019-04-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2019-04-01,27,20,21,36,0,4,6,33,29,0,0,0,0,0,176
PUERTO RICO,atencion odontologica,medidas preventivas,2019-04-01,20,22,13,6,1,6,2,7,6,1,0,0,0,0,84
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2019-04-01,14,26,2,0,0,7,0,5,1,0,0,0,0,0,55
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2019-04-01,43,52,92,123,20,68,29,100,7,7,0,0,0,0,541
PUNA,atencion odontologica,medidas preventivas,2019-04-01,17,16,2,1,0,3,1,2,4,4,0,0,0,0,50
PUNATA,atencion odontologica,medidas preventivas,2019-04-01,35,27,76,75,26,63,41,129,22,20,0,0,0,0,514
QUIABAYA,atencion odontologica,medidas preventivas,2019-04-01,3,3,1,2,0,0,0,0,1,0,0,0,0,0,10
QUILLACOLLO,atencion odontologica,medidas preventivas,2019-04-01,204,178,317,402,101,205,292,688,205,151,0,0,0,0,2743
QUIME,atencion odontologica,medidas preventivas,2019-04-01,16,22,81,67,4,0,34,9,10,3,0,0,0,0,246
QUIRUSILLAS,atencion odontologica,medidas preventivas,2019-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
RAVELO,atencion odontologica,medidas preventivas,2019-04-01,70,73,9,17,1,17,2,2,5,4,0,0,0,0,200
REYES,atencion odontologica,medidas preventivas,2019-04-01,3,7,64,50,2,0,12,14,0,6,0,0,0,0,158
RIBERALTA,atencion odontologica,medidas preventivas,2019-04-01,55,73,43,40,7,58,6,137,0,0,0,0,0,0,419
ROBORE,atencion odontologica,medidas preventivas,2019-04-01,39,29,32,59,7,19,50,55,3,10,0,0,0,0,303
RURRENABAQUE,atencion odontologica,medidas preventivas,2019-04-01,5,7,7,11,2,2,6,8,9,4,0,0,0,0,61
SABAYA,atencion odontologica,medidas preventivas,2019-04-01,2,2,45,29,6,4,0,2,1,1,0,0,0,0,92
SACABA,atencion odontologica,medidas preventivas,2019-04-01,160,151,208,263,52,89,179,524,97,48,0,0,0,0,1771
SACABAMBA,atencion odontologica,medidas preventivas,2019-04-01,12,14,4,9,1,3,2,1,0,0,0,0,0,0,46
SACACA,atencion odontologica,medidas preventivas,2019-04-01,4,7,0,7,0,5,1,6,0,0,0,0,0,0,30
