,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2019-03-01,4,12,0,0,0,0,0,0,0,0,0,0,0,0,16
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2019-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,aplicacion de fluor,2019-03-01,7,9,0,0,0,0,0,0,0,0,0,0,0,0,16
PAZÑA,atencion odontologica,aplicacion de fluor,2019-03-01,2,1,0,5,0,0,0,1,0,0,0,0,0,0,9
PELECHUCO,atencion odontologica,aplicacion de fluor,2019-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
POCOATA,atencion odontologica,aplicacion de fluor,2019-03-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5
POCONA,atencion odontologica,aplicacion de fluor,2019-03-01,8,0,6,5,0,2,0,1,0,0,0,0,0,0,22
POJO (CBBA),atencion odontologica,aplicacion de fluor,2019-03-01,4,2,16,7,0,0,0,0,0,0,0,0,0,0,29
PORCO,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
POROMA,atencion odontologica,aplicacion de fluor,2019-03-01,6,6,6,5,0,0,0,1,0,0,0,0,0,0,24
PORONGO,atencion odontologica,aplicacion de fluor,2019-03-01,56,40,32,41,2,4,0,11,25,18,0,0,0,0,229
PORTACHUELO,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,aplicacion de fluor,2019-03-01,3,2,1,1,3,0,0,0,0,0,0,0,0,0,10
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2019-03-01,7,6,0,0,0,0,0,1,0,0,0,0,0,0,14
POTOSI,atencion odontologica,aplicacion de fluor,2019-03-01,31,50,54,64,8,9,33,77,9,5,0,0,0,0,340
PRESTO,atencion odontologica,aplicacion de fluor,2019-03-01,2,5,0,0,1,5,0,2,0,0,0,0,0,0,15
PUCARA,atencion odontologica,aplicacion de fluor,2019-03-01,14,10,1,1,0,0,0,0,0,0,0,0,0,0,26
PUCARANI,atencion odontologica,aplicacion de fluor,2019-03-01,21,20,6,4,0,3,3,12,0,0,0,0,0,0,69
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2019-03-01,6,4,5,2,0,0,0,0,0,0,0,0,0,0,17
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2019-03-01,6,16,1,0,0,0,0,0,0,0,0,0,0,0,23
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2019-03-01,1,5,2,1,1,8,4,14,0,0,0,0,0,0,36
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2019-03-01,27,26,0,0,0,0,0,0,0,0,0,0,0,0,53
PUERTO RICO,atencion odontologica,aplicacion de fluor,2019-03-01,2,1,0,1,0,1,0,0,0,0,0,0,0,0,5
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,20,12,0,0,0,0,0,0,0,0,0,0,33
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2019-03-01,7,4,2,3,1,4,1,5,3,1,0,0,0,0,31
PUNA,atencion odontologica,aplicacion de fluor,2019-03-01,11,3,0,0,0,1,0,1,0,0,0,0,0,0,16
PUNATA,atencion odontologica,aplicacion de fluor,2019-03-01,4,1,0,4,4,0,3,8,1,2,0,0,0,0,27
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2019-03-01,12,17,4,10,4,2,8,30,3,7,0,0,0,0,97
QUIME,atencion odontologica,aplicacion de fluor,2019-03-01,8,9,0,2,2,0,8,0,0,0,0,0,0,0,29
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2019-03-01,3,5,32,42,0,0,0,1,0,0,0,0,0,0,83
RAVELO,atencion odontologica,aplicacion de fluor,2019-03-01,4,2,0,0,7,8,0,1,0,0,0,0,0,0,22
REYES,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
RIBERALTA,atencion odontologica,aplicacion de fluor,2019-03-01,41,38,2,5,0,26,1,50,0,0,0,0,0,0,163
ROBORE,atencion odontologica,aplicacion de fluor,2019-03-01,18,24,16,13,1,6,7,11,11,0,0,0,0,0,107
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2019-03-01,7,7,6,4,0,0,1,1,4,2,0,0,0,0,32
SABAYA,atencion odontologica,aplicacion de fluor,2019-03-01,3,5,15,16,1,0,1,3,0,2,0,0,0,0,46
SACABA,atencion odontologica,aplicacion de fluor,2019-03-01,7,6,2,3,0,0,4,23,6,9,0,0,0,0,60
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2019-03-01,2,2,2,5,0,4,3,2,4,0,0,0,0,0,24
SAMAIPATA,atencion odontologica,aplicacion de fluor,2019-03-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,aplicacion de fluor,2019-03-01,4,0,5,3,0,1,0,0,0,0,0,0,0,0,13
SAN ANTONIO DE ESMORUCO,atencion odontologica,aplicacion de fluor,2019-03-01,2,1,7,5,0,0,1,2,0,0,0,0,0,0,18
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2019-03-01,4,1,0,2,0,1,2,8,1,1,0,0,0,0,20
SAN BENITO,atencion odontologica,aplicacion de fluor,2019-03-01,0,2,0,0,0,0,0,8,0,2,0,0,0,0,12
SAN BORJA,atencion odontologica,aplicacion de fluor,2019-03-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2019-03-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,aplicacion de fluor,2019-03-01,8,6,3,5,2,3,3,2,0,0,0,0,0,0,32
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,1,3,0,4,2,4,0,0,0,0,0,0,15
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2019-03-01,75,80,1,6,1,4,0,3,0,1,0,0,0,0,171
SAN JAVIER(BNI),atencion odontologica,aplicacion de fluor,2019-03-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2019-03-01,164,169,214,214,0,0,0,2,0,0,0,0,0,0,763
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
SAN JULIAN,atencion odontologica,aplicacion de fluor,2019-03-01,47,66,53,44,1,2,8,11,39,40,0,0,0,0,311
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2019-03-01,12,15,2,1,1,1,0,0,0,0,0,0,0,0,32
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2019-03-01,1,0,1,1,3,0,0,0,0,0,0,0,0,0,6
SAN LUCAS,atencion odontologica,aplicacion de fluor,2019-03-01,32,19,0,0,0,0,0,0,0,0,0,0,0,0,51
SAN MATIAS,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2019-03-01,18,25,0,1,0,0,0,0,0,0,0,0,0,0,44
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2019-03-01,40,51,34,17,0,7,1,2,2,3,0,0,0,0,157
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2019-03-01,5,4,22,31,3,3,0,0,0,0,0,0,0,0,68
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2019-03-01,11,13,0,1,0,2,0,0,0,0,0,0,0,0,27
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2019-03-01,13,17,0,0,0,1,0,1,0,0,0,0,0,0,32
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2019-03-01,773,777,235,318,87,200,243,588,71,76,0,0,0,0,3368
SANTA ROSA,atencion odontologica,aplicacion de fluor,2019-03-01,6,1,3,0,0,0,0,0,0,0,0,0,0,0,10
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2019-03-01,13,26,0,0,0,0,0,2,0,0,0,0,0,0,41
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2019-03-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2019-03-01,2,0,0,0,2,1,2,9,5,8,0,0,0,0,29
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2019-03-01,8,9,0,0,0,1,0,2,0,0,0,0,0,0,20
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2019-03-01,1,3,1,1,0,0,0,3,1,0,0,0,0,0,10
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2019-03-01,4,6,6,5,0,0,0,0,0,0,0,0,0,0,21
SENA,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2019-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,aplicacion de fluor,2019-03-01,3,2,3,5,0,0,2,0,0,0,0,0,0,0,15
SOPACHUY,atencion odontologica,aplicacion de fluor,2019-03-01,3,6,2,6,0,1,0,0,0,0,0,0,0,0,18
SORACACHI,atencion odontologica,aplicacion de fluor,2019-03-01,1,3,12,20,0,2,1,2,0,0,0,0,0,0,41
SORATA,atencion odontologica,aplicacion de fluor,2019-03-01,8,5,0,2,0,0,0,0,0,0,0,0,0,0,15
SUCRE,atencion odontologica,aplicacion de fluor,2019-03-01,119,115,27,43,14,23,26,80,14,2,0,0,0,0,463
TAHUA,atencion odontologica,aplicacion de fluor,2019-03-01,1,4,11,4,0,2,2,0,2,0,0,0,0,0,26
TAPACARI,atencion odontologica,aplicacion de fluor,2019-03-01,1,5,5,5,0,0,0,1,1,0,0,0,0,0,18
TARABUCO,atencion odontologica,aplicacion de fluor,2019-03-01,22,26,0,1,0,4,1,1,0,0,0,0,0,0,55
TARACO,atencion odontologica,aplicacion de fluor,2019-03-01,7,5,8,7,0,3,1,2,1,3,0,0,0,0,37
TARIJA,atencion odontologica,aplicacion de fluor,2019-03-01,18,6,13,24,8,10,17,19,4,11,0,0,0,0,130
TARVITA,atencion odontologica,aplicacion de fluor,2019-03-01,19,18,2,8,0,1,0,1,0,0,0,0,0,0,49
TEOPONTE,atencion odontologica,aplicacion de fluor,2019-03-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7
TIAHUANACU,atencion odontologica,aplicacion de fluor,2019-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2019-03-01,12,13,5,5,0,3,2,12,5,9,0,0,0,0,66
TIPUANI,atencion odontologica,aplicacion de fluor,2019-03-01,1,3,4,3,1,0,0,0,0,0,0,0,0,0,12
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2019-03-01,48,47,4,4,0,5,2,17,2,4,0,0,0,0,133
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2019-03-01,1,1,3,15,0,0,0,0,0,0,0,0,0,0,20
TOCO,atencion odontologica,aplicacion de fluor,2019-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TODOS SANTOS,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
TOLATA,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
TOLEDO,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
TOMAVE,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOMINA,atencion odontologica,aplicacion de fluor,2019-03-01,1,1,2,0,1,2,0,4,0,0,0,0,0,0,11
TORO TORO,atencion odontologica,aplicacion de fluor,2019-03-01,9,7,4,2,0,0,0,1,0,0,0,0,0,0,23
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2019-03-01,4,0,43,40,0,0,0,0,0,0,0,0,0,0,87
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2019-03-01,0,2,0,0,0,1,0,2,0,2,0,0,0,0,7
TRIGAL,atencion odontologica,aplicacion de fluor,2019-03-01,12,19,7,12,0,0,0,0,0,0,0,0,0,0,50
TRINIDAD,atencion odontologica,aplicacion de fluor,2019-03-01,34,30,30,31,3,9,5,38,2,1,0,0,0,0,183
TUPIZA,atencion odontologica,aplicacion de fluor,2019-03-01,9,10,6,4,1,0,4,18,11,6,0,0,0,0,69
TURCO,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,1,0,1,1,2,6,1,2,0,0,0,0,15
UMALA,atencion odontologica,aplicacion de fluor,2019-03-01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
UNCIA,atencion odontologica,aplicacion de fluor,2019-03-01,0,6,1,1,1,6,0,1,0,0,0,0,0,0,16
URUBICHA,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
UYUNI,atencion odontologica,aplicacion de fluor,2019-03-01,7,7,1,0,0,1,0,11,3,4,0,0,0,0,34
VACAS,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2019-03-01,60,69,29,33,2,4,2,1,0,0,0,0,0,0,200
VIACHA,atencion odontologica,aplicacion de fluor,2019-03-01,16,21,155,174,4,7,0,2,0,0,0,0,0,0,379
VILA VILA,atencion odontologica,aplicacion de fluor,2019-03-01,3,3,2,0,0,2,0,3,0,0,0,0,0,0,13
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,aplicacion de fluor,2019-03-01,10,9,5,8,1,1,0,1,0,0,0,0,0,0,35
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2019-03-01,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,1,1,0,2,0,2,0,0,0,0,0,0,7
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2019-03-01,2,1,0,4,0,0,0,8,0,0,0,0,0,0,15
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2019-03-01,18,25,93,77,5,4,7,17,0,0,0,0,0,0,246
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2019-03-01,1,4,3,2,0,1,0,1,0,0,0,0,0,0,12
VILLAZON,atencion odontologica,aplicacion de fluor,2019-03-01,13,7,1,5,0,3,0,5,0,4,0,0,0,0,38
VINTO,atencion odontologica,aplicacion de fluor,2019-03-01,3,8,0,0,0,2,2,3,0,0,0,0,0,0,18
VITICHI,atencion odontologica,aplicacion de fluor,2019-03-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,aplicacion de fluor,2019-03-01,26,35,13,13,0,5,0,13,3,0,0,0,0,0,108
YACO,atencion odontologica,aplicacion de fluor,2019-03-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10
YACUIBA,atencion odontologica,aplicacion de fluor,2019-03-01,7,6,4,8,4,5,14,19,3,0,0,0,0,0,70
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2019-03-01,5,4,1,0,0,0,1,0,0,0,0,0,0,0,11
YAPACANI,atencion odontologica,aplicacion de fluor,2019-03-01,31,37,123,152,50,56,4,24,7,4,0,0,0,0,488
YOCALLA,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,aplicacion de fluor,2019-03-01,8,9,1,0,0,2,0,3,0,0,0,0,0,0,23
YUNCHARA,atencion odontologica,aplicacion de fluor,2019-03-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2019-03-01,0,1,2,4,0,0,0,4,0,0,0,0,0,0,11
ACACIO,atencion odontologica,aplicacion de fluor,2019-04-01,85,72,68,23,0,36,4,34,6,0,0,0,0,0,328
ACHACACHI,atencion odontologica,aplicacion de fluor,2019-04-01,23,20,58,53,0,0,0,3,0,0,0,0,0,0,157
ACHOCALLA,atencion odontologica,aplicacion de fluor,2019-04-01,11,14,2,1,0,0,0,0,0,0,0,0,0,0,28
AIQUILE,atencion odontologica,aplicacion de fluor,2019-04-01,0,3,1,5,1,0,2,3,2,2,0,0,0,0,19
ALALAY,atencion odontologica,aplicacion de fluor,2019-04-01,1,0,2,3,0,0,0,0,0,0,0,0,0,0,6
ALCALA,atencion odontologica,aplicacion de fluor,2019-04-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
ALTO BENI,atencion odontologica,aplicacion de fluor,2019-04-01,8,5,4,7,0,1,1,3,0,0,0,0,0,0,29
ANCORAIMES,atencion odontologica,aplicacion de fluor,2019-04-01,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4
ANDAMARCA,atencion odontologica,aplicacion de fluor,2019-04-01,4,3,19,22,0,0,0,2,0,1,0,0,0,0,51
ANZALDO,atencion odontologica,aplicacion de fluor,2019-04-01,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7
APOLO,atencion odontologica,aplicacion de fluor,2019-04-01,2,7,1,0,0,1,1,0,0,0,0,0,0,0,12
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2019-04-01,5,2,6,6,0,0,1,3,0,0,0,0,0,0,23
ARANI,atencion odontologica,aplicacion de fluor,2019-04-01,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4
ARBIETO,atencion odontologica,aplicacion de fluor,2019-04-01,1,1,0,1,0,0,0,1,0,1,0,0,0,0,5
ARQUE,atencion odontologica,aplicacion de fluor,2019-04-01,0,1,0,0,1,4,1,0,0,0,0,0,0,0,7
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2019-04-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ATOCHA,atencion odontologica,aplicacion de fluor,2019-04-01,3,1,9,9,0,0,43,1,2,0,0,0,0,0,68
AUCAPATA,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,aplicacion de fluor,2019-04-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2019-04-01,0,0,0,0,1,2,2,7,0,0,0,0,0,0,12
AZURDUY,atencion odontologica,aplicacion de fluor,2019-04-01,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
BATALLAS,atencion odontologica,aplicacion de fluor,2019-04-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9
BAURES,atencion odontologica,aplicacion de fluor,2019-04-01,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,aplicacion de fluor,2019-04-01,8,17,15,7,0,0,0,8,0,0,0,0,0,0,55
BERMEJO,atencion odontologica,aplicacion de fluor,2019-04-01,0,1,0,2,3,7,0,1,0,0,0,0,0,0,14
BETANZOS,atencion odontologica,aplicacion de fluor,2019-04-01,7,6,1,2,0,0,0,0,0,0,0,0,0,0,16
BOLIVAR,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,4,3,1,1,0,0,0,0,0,0,0,0,9
BOLPEBRA,atencion odontologica,aplicacion de fluor,2019-04-01,4,4,27,21,0,0,0,0,0,0,0,0,0,0,56
BOYUIBE,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BUENA VISTA,atencion odontologica,aplicacion de fluor,2019-04-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4
CABEZAS,atencion odontologica,aplicacion de fluor,2019-04-01,55,62,32,41,3,12,0,21,2,2,0,0,0,0,230
CAIROMA,atencion odontologica,aplicacion de fluor,2019-04-01,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2019-04-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,aplicacion de fluor,2019-04-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
CALACOTO,atencion odontologica,aplicacion de fluor,2019-04-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13
CALAMARCA,atencion odontologica,aplicacion de fluor,2019-04-01,1,2,1,2,0,0,0,1,0,0,0,0,0,0,7
CAMARGO,atencion odontologica,aplicacion de fluor,2019-04-01,2,1,0,2,0,0,1,2,0,0,0,0,0,0,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2019-04-01,0,0,1,1,0,0,1,2,0,0,0,0,0,0,5
CAMIRI,atencion odontologica,aplicacion de fluor,2019-04-01,30,28,22,24,13,8,15,7,2,2,0,0,0,0,151
CAPINOTA,atencion odontologica,aplicacion de fluor,2019-04-01,4,1,0,0,1,0,1,0,0,0,0,0,0,0,7
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2019-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,aplicacion de fluor,2019-04-01,4,3,9,9,1,2,1,11,0,0,0,0,0,0,40
CARANAVI,atencion odontologica,aplicacion de fluor,2019-04-01,44,57,14,17,1,2,0,1,0,0,0,0,0,0,136
CARANGAS,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4
CARAPARI,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5
CARIPUYO,atencion odontologica,aplicacion de fluor,2019-04-01,2,0,3,2,0,5,0,2,0,0,0,0,0,0,14
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2019-04-01,10,15,5,8,0,0,0,0,0,0,0,0,0,0,38
CHALLAPATA,atencion odontologica,aplicacion de fluor,2019-04-01,9,7,10,7,1,3,2,12,0,0,0,0,0,0,51
CHAQUI,atencion odontologica,aplicacion de fluor,2019-04-01,8,4,3,3,0,0,0,1,0,0,0,0,0,0,19
CHARAGUA,atencion odontologica,aplicacion de fluor,2019-04-01,18,11,0,2,0,0,2,5,5,3,0,0,0,0,46
CHAYANTA,atencion odontologica,aplicacion de fluor,2019-04-01,4,4,0,1,0,2,3,13,0,0,0,0,0,0,27
CHIMORE,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CHIPAYA,atencion odontologica,aplicacion de fluor,2019-04-01,0,5,1,0,0,0,0,1,0,0,0,0,0,0,7
CHUA COCANI,atencion odontologica,aplicacion de fluor,2019-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2019-04-01,8,4,1,0,0,0,0,0,0,0,0,0,0,0,13
CHUMA,atencion odontologica,aplicacion de fluor,2019-04-01,0,4,0,0,0,0,0,1,0,0,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
CKOCHAS,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,0,0,4,6,0,0,0,0,0,0,0,0,10
CLIZA,atencion odontologica,aplicacion de fluor,2019-04-01,5,1,2,4,0,0,0,9,1,4,0,0,0,0,26
COBIJA,atencion odontologica,aplicacion de fluor,2019-04-01,103,102,7,12,2,2,15,17,2,4,0,0,0,0,266
COCAPATA,atencion odontologica,aplicacion de fluor,2019-04-01,1,1,1,1,0,0,0,2,0,0,0,0,0,0,6
COCHABAMBA,atencion odontologica,aplicacion de fluor,2019-04-01,193,196,120,143,58,78,92,275,66,41,0,0,0,0,1262
COIPASA,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2019-04-01,4,3,5,5,7,5,5,4,0,2,0,0,0,0,40
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2019-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,aplicacion de fluor,2019-04-01,18,10,1,0,1,1,0,1,0,1,0,0,0,0,33
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2019-04-01,9,13,80,94,30,40,30,50,6,3,0,0,0,0,355
COLQUECHACA,atencion odontologica,aplicacion de fluor,2019-04-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5
COLQUENCHA,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,aplicacion de fluor,2019-04-01,3,2,6,5,4,2,5,5,0,0,0,0,0,0,32
COMANCHE,atencion odontologica,aplicacion de fluor,2019-04-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
COMARAPA,atencion odontologica,aplicacion de fluor,2019-04-01,12,8,1,1,0,0,0,0,0,0,0,0,0,0,22
CONCEPCION,atencion odontologica,aplicacion de fluor,2019-04-01,7,10,0,0,0,0,0,0,0,0,0,0,0,0,17
COPACABANA,atencion odontologica,aplicacion de fluor,2019-04-01,0,2,2,1,0,0,0,0,0,0,0,0,0,0,5
CORIPATA,atencion odontologica,aplicacion de fluor,2019-04-01,9,7,4,1,0,0,1,0,0,0,0,0,0,0,22
COROICO,atencion odontologica,aplicacion de fluor,2019-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
COTAGAITA,atencion odontologica,aplicacion de fluor,2019-04-01,2,1,4,6,0,0,0,4,0,0,0,0,0,0,17
COTOCA,atencion odontologica,aplicacion de fluor,2019-04-01,46,71,48,43,15,12,4,10,2,4,0,0,0,0,255
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2019-04-01,43,48,0,0,0,6,0,6,0,2,0,0,0,0,105
CUEVO,atencion odontologica,aplicacion de fluor,2019-04-01,8,4,1,1,0,2,0,12,0,0,0,0,0,0,28
