,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
"COLCHA ""K""",atencion odontologica,exodoncia,2019-04-01,0,0,5,3,2,3,9,12,3,3,0,0,0,0,40
COLLANA,atencion odontologica,exodoncia,2019-04-01,0,0,3,2,2,1,0,8,3,5,0,0,0,0,24
COLOMI,atencion odontologica,exodoncia,2019-04-01,2,1,11,4,1,7,2,9,10,3,0,0,0,0,50
COLPA BELGICA,atencion odontologica,exodoncia,2019-04-01,0,0,2,2,0,0,0,4,0,0,0,0,0,0,8
COLQUECHACA,atencion odontologica,exodoncia,2019-04-01,0,0,28,25,21,26,31,62,31,22,0,0,0,0,246
COLQUENCHA,atencion odontologica,exodoncia,2019-04-01,0,0,9,13,3,2,10,22,5,3,0,0,0,0,67
COLQUIRI,atencion odontologica,exodoncia,2019-04-01,0,0,7,9,3,10,11,25,16,10,0,0,0,0,91
COMANCHE,atencion odontologica,exodoncia,2019-04-01,0,0,0,6,0,1,1,10,2,2,0,0,0,0,22
COMARAPA,atencion odontologica,exodoncia,2019-04-01,0,0,5,6,3,7,9,36,3,1,0,0,0,0,70
COMBAYA,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,0,2,0,5,0,0,0,0,0,7
CONCEPCION,atencion odontologica,exodoncia,2019-04-01,0,3,5,2,5,3,4,14,1,5,0,0,0,0,42
COPACABANA,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,1,1,2,16,2,4,0,0,0,0,26
CORIPATA,atencion odontologica,exodoncia,2019-04-01,0,0,4,0,1,0,4,2,0,0,0,0,0,0,11
CORO CORO,atencion odontologica,exodoncia,2019-04-01,0,0,3,3,1,2,8,6,1,2,0,0,0,0,26
COROICO,atencion odontologica,exodoncia,2019-04-01,2,0,7,6,0,1,8,26,7,7,0,0,0,0,64
CORQUE,atencion odontologica,exodoncia,2019-04-01,0,0,11,22,0,0,5,8,1,2,0,0,0,0,49
COTAGAITA,atencion odontologica,exodoncia,2019-04-01,0,0,19,18,5,12,38,67,105,100,0,0,0,0,364
COTOCA,atencion odontologica,exodoncia,2019-04-01,1,6,17,15,3,1,1,23,24,12,0,0,0,0,103
CUATRO CAÑADAS,atencion odontologica,exodoncia,2019-04-01,0,0,6,4,0,2,1,11,4,6,0,0,0,0,34
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2019-04-01,0,0,1,3,0,3,3,3,1,8,0,0,0,0,22
CUEVO,atencion odontologica,exodoncia,2019-04-01,0,0,1,7,0,1,2,12,2,1,0,0,0,0,26
CULPINA,atencion odontologica,exodoncia,2019-04-01,0,1,15,13,2,4,11,28,9,13,0,0,0,0,96
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2019-04-01,0,0,9,3,2,2,6,8,5,1,0,0,0,0,36
CURVA,atencion odontologica,exodoncia,2019-04-01,0,1,3,1,0,1,0,3,1,0,0,0,0,0,10
DESAGUADERO,atencion odontologica,exodoncia,2019-04-01,0,0,10,3,0,0,2,1,10,5,0,0,0,0,31
EL ALTO,atencion odontologica,exodoncia,2019-04-01,52,73,306,311,93,115,165,271,97,72,0,0,0,0,1555
EL CHORO,atencion odontologica,exodoncia,2019-04-01,0,0,3,1,0,0,1,6,1,0,0,0,0,0,12
EL PUENTE(STC),atencion odontologica,exodoncia,2019-04-01,0,0,0,2,1,0,2,5,7,6,0,0,0,0,23
EL PUENTE(TJA),atencion odontologica,exodoncia,2019-04-01,0,0,6,13,4,2,11,29,4,6,0,0,0,0,75
EL TORNO,atencion odontologica,exodoncia,2019-04-01,2,1,16,9,6,12,10,26,20,7,0,0,0,0,109
EL VILLAR,atencion odontologica,exodoncia,2019-04-01,0,0,3,4,0,1,6,9,4,8,0,0,0,0,35
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2019-04-01,0,1,12,14,4,4,10,55,8,11,0,0,0,0,119
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2019-04-01,1,0,8,12,1,0,3,11,7,3,0,0,0,0,46
ESCARA,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ESCOMA,atencion odontologica,exodoncia,2019-04-01,0,0,2,0,0,2,5,3,2,2,0,0,0,0,16
ESMERALDA,atencion odontologica,exodoncia,2019-04-01,0,0,1,2,0,0,0,0,1,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,exodoncia,2019-04-01,0,0,6,5,1,1,0,8,3,0,0,0,0,0,24
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2019-04-01,1,0,13,10,1,3,7,17,5,8,0,0,0,0,65
FILADELFIA,atencion odontologica,exodoncia,2019-04-01,0,1,9,10,3,2,1,8,1,0,0,0,0,0,35
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2019-04-01,1,0,3,7,3,2,3,17,3,2,0,0,0,0,41
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2019-04-01,1,0,37,48,9,9,16,53,12,22,0,0,0,0,207
GUANAY,atencion odontologica,exodoncia,2019-04-01,0,0,1,7,0,1,3,4,8,4,0,0,0,0,28
GUAQUI,atencion odontologica,exodoncia,2019-04-01,0,0,6,1,3,3,8,24,9,4,0,0,0,0,58
GUAYARAMERIN,atencion odontologica,exodoncia,2019-04-01,0,1,31,29,2,10,19,25,4,1,0,0,0,0,122
GUTIERREZ,atencion odontologica,exodoncia,2019-04-01,3,1,3,6,2,5,4,19,0,4,0,0,0,0,47
HUACARETA,atencion odontologica,exodoncia,2019-04-01,0,0,3,10,3,8,4,11,2,2,0,0,0,0,43
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2019-04-01,0,0,0,1,0,0,1,7,0,4,0,0,0,0,13
HUACHACALLA,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,exodoncia,2019-04-01,0,0,33,23,6,11,24,34,6,23,0,0,0,0,160
HUARACAJE,atencion odontologica,exodoncia,2019-04-01,0,0,1,1,0,0,3,5,5,0,0,0,0,0,15
HUARINA,atencion odontologica,exodoncia,2019-04-01,0,1,4,6,4,1,5,7,4,5,0,0,0,0,37
HUATAJATA,atencion odontologica,exodoncia,2019-04-01,0,0,2,1,1,2,3,1,1,3,0,0,0,0,14
HUAYLLAMARCA,atencion odontologica,exodoncia,2019-04-01,1,0,1,9,1,2,1,3,2,5,0,0,0,0,25
HUMANATA,atencion odontologica,exodoncia,2019-04-01,0,0,4,1,1,4,3,8,3,10,0,0,0,0,34
ICHOCA,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,1,2,2,3,5,0,0,0,0,0,14
ICLA,atencion odontologica,exodoncia,2019-04-01,0,0,69,28,0,3,4,11,0,11,0,0,0,0,126
INCAHUASI,atencion odontologica,exodoncia,2019-04-01,0,0,9,12,6,5,14,49,5,14,0,0,0,0,114
INQUISIVI,atencion odontologica,exodoncia,2019-04-01,1,0,4,6,4,11,14,15,13,3,0,0,0,0,71
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2019-04-01,1,0,7,14,1,4,9,19,19,11,0,0,0,0,85
IXIAMAS,atencion odontologica,exodoncia,2019-04-01,0,0,5,8,0,4,4,8,6,4,0,0,0,0,39
JESUS DE MACHACA,atencion odontologica,exodoncia,2019-04-01,0,2,17,7,6,11,9,28,13,15,0,0,0,0,108
LA ASUNTA,atencion odontologica,exodoncia,2019-04-01,0,4,20,24,4,9,57,56,9,12,0,0,0,0,195
LA GUARDIA,atencion odontologica,exodoncia,2019-04-01,12,7,4,4,3,2,6,11,37,22,0,0,0,0,108
LA PAZ,atencion odontologica,exodoncia,2019-04-01,8,14,219,184,61,80,235,393,174,145,0,0,0,0,1513
LA RIVERA,atencion odontologica,exodoncia,2019-04-01,0,0,2,4,0,2,0,1,0,0,0,0,0,0,9
LAGUNILLAS,atencion odontologica,exodoncia,2019-04-01,0,0,0,2,0,2,1,5,0,0,0,0,0,0,10
LAJA,atencion odontologica,exodoncia,2019-04-01,0,1,6,13,5,14,13,26,14,9,0,0,0,0,101
LAS CARRERAS,atencion odontologica,exodoncia,2019-04-01,0,0,2,5,0,0,7,5,0,5,0,0,0,0,24
LICOMA PAMPA,atencion odontologica,exodoncia,2019-04-01,0,0,3,3,0,0,2,2,1,3,0,0,0,0,14
LLALLAGUA,atencion odontologica,exodoncia,2019-04-01,0,2,32,25,6,10,12,31,10,10,0,0,0,0,138
LLICA,atencion odontologica,exodoncia,2019-04-01,0,0,5,3,1,0,5,5,1,1,0,0,0,0,21
LURIBAY,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,1,1,1,2,3,0,0,0,0,0,9
MACHACAMARCA,atencion odontologica,exodoncia,2019-04-01,0,0,3,2,2,1,6,1,7,1,0,0,0,0,23
MACHARETI,atencion odontologica,exodoncia,2019-04-01,0,0,1,3,0,3,6,17,2,0,0,0,0,0,32
MAGDALENA,atencion odontologica,exodoncia,2019-04-01,0,0,8,5,1,0,14,7,4,0,0,0,0,0,39
MALLA,atencion odontologica,exodoncia,2019-04-01,0,0,4,4,0,1,5,5,5,3,0,0,0,0,27
MAPIRI,atencion odontologica,exodoncia,2019-04-01,1,0,3,6,1,0,4,5,6,0,0,0,0,0,26
MECAPACA,atencion odontologica,exodoncia,2019-04-01,2,0,9,7,3,8,15,23,9,5,0,0,0,0,81
MINEROS,atencion odontologica,exodoncia,2019-04-01,0,0,15,5,0,1,3,26,4,4,0,0,0,0,58
MIZQUE,atencion odontologica,exodoncia,2019-04-01,0,0,12,24,1,7,5,22,5,2,0,0,0,0,78
MOCOMOCO,atencion odontologica,exodoncia,2019-04-01,0,0,2,6,2,12,13,15,5,5,0,0,0,0,60
MOJINETE,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4
MOJOCOYA,atencion odontologica,exodoncia,2019-04-01,0,0,23,34,0,6,10,57,3,19,0,0,0,0,152
MONTEAGUDO,atencion odontologica,exodoncia,2019-04-01,0,0,23,17,2,1,19,58,4,2,0,0,0,0,126
MONTERO,atencion odontologica,exodoncia,2019-04-01,0,1,39,71,6,16,26,59,37,21,0,0,0,0,276
MORO MORO,atencion odontologica,exodoncia,2019-04-01,0,0,0,2,1,0,1,6,2,6,0,0,0,0,18
MOROCHATA,atencion odontologica,exodoncia,2019-04-01,0,0,12,3,2,10,7,10,4,8,0,0,0,0,56
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2019-04-01,0,0,3,1,1,1,1,8,0,7,0,0,0,0,22
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
OCURI,atencion odontologica,exodoncia,2019-04-01,0,0,16,6,7,4,12,31,4,7,0,0,0,0,87
OKINAWA,atencion odontologica,exodoncia,2019-04-01,0,0,6,0,0,1,4,10,0,0,0,0,0,0,21
OMEREQUE,atencion odontologica,exodoncia,2019-04-01,0,0,1,2,0,0,2,4,3,9,0,0,0,0,21
ORURO,atencion odontologica,exodoncia,2019-04-01,3,6,125,165,40,63,136,250,96,64,0,0,0,0,948
PADCAYA,atencion odontologica,exodoncia,2019-04-01,0,0,14,13,1,4,16,29,6,2,0,0,0,0,85
PADILLA,atencion odontologica,exodoncia,2019-04-01,0,0,8,13,3,6,18,47,18,3,0,0,0,0,116
PAILON,atencion odontologica,exodoncia,2019-04-01,0,0,7,4,1,1,3,16,2,1,0,0,0,0,35
PALCA,atencion odontologica,exodoncia,2019-04-01,1,0,5,5,7,9,19,31,9,9,0,0,0,0,95
PALOS BLANCOS,atencion odontologica,exodoncia,2019-04-01,1,0,14,19,0,4,8,22,3,8,0,0,0,0,79
PAMPA AULLAGAS,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,0,0,0,5,0,0,0,0,0,0,6
PAMPA GRANDE,atencion odontologica,exodoncia,2019-04-01,0,0,3,12,1,2,4,8,5,4,0,0,0,0,39
PAPEL PAMPA,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,1,0,1,0,9,8,0,0,0,0,20
PASORAPA,atencion odontologica,exodoncia,2019-04-01,0,0,6,0,0,0,1,14,1,12,0,0,0,0,34
PATACAMAYA,atencion odontologica,exodoncia,2019-04-01,2,0,4,2,1,3,12,9,2,0,0,0,0,0,35
PAZÑA,atencion odontologica,exodoncia,2019-04-01,0,0,8,5,0,3,2,6,1,2,0,0,0,0,27
PELECHUCO,atencion odontologica,exodoncia,2019-04-01,0,0,3,6,2,10,13,15,2,6,0,0,0,0,57
POCOATA,atencion odontologica,exodoncia,2019-04-01,0,0,7,18,6,5,10,17,14,26,0,0,0,0,103
POCONA,atencion odontologica,exodoncia,2019-04-01,0,0,25,21,9,3,22,17,2,5,0,0,0,0,104
POJO (CBBA),atencion odontologica,exodoncia,2019-04-01,0,0,2,8,1,0,6,13,0,1,0,0,0,0,31
POOPO,atencion odontologica,exodoncia,2019-04-01,0,0,13,18,0,3,5,9,3,4,0,0,0,0,55
PORCO,atencion odontologica,exodoncia,2019-04-01,0,0,1,1,0,0,2,8,0,1,0,0,0,0,13
POROMA,atencion odontologica,exodoncia,2019-04-01,0,0,19,30,4,5,8,24,4,0,0,0,0,0,94
PORONGO,atencion odontologica,exodoncia,2019-04-01,0,0,1,1,0,0,0,2,8,0,0,0,0,0,12
PORTACHUELO,atencion odontologica,exodoncia,2019-04-01,0,0,14,17,1,8,5,19,11,5,0,0,0,0,80
PORVENIR,atencion odontologica,exodoncia,2019-04-01,0,0,6,9,4,3,4,18,12,1,0,0,0,0,57
POSTRER VALLE,atencion odontologica,exodoncia,2019-04-01,0,0,0,5,1,0,0,4,0,1,0,0,0,0,11
POTOSI,atencion odontologica,exodoncia,2019-04-01,7,1,80,82,41,62,50,151,46,43,0,0,0,0,563
PRESTO,atencion odontologica,exodoncia,2019-04-01,0,0,6,11,0,5,19,71,56,97,0,0,0,0,265
PUCARA,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,0,4,0,2,0,0,0,0,0,0,7
PUCARANI,atencion odontologica,exodoncia,2019-04-01,0,0,20,27,5,10,19,31,17,17,0,0,0,0,146
PUERTO ACOSTA,atencion odontologica,exodoncia,2019-04-01,0,0,11,8,4,11,10,17,11,12,0,0,0,0,84
PUERTO CARABUCO,atencion odontologica,exodoncia,2019-04-01,0,0,7,1,4,1,9,14,9,7,0,0,0,0,52
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2019-04-01,0,1,8,5,2,4,10,10,3,0,0,0,0,0,43
PUERTO PEREZ,atencion odontologica,exodoncia,2019-04-01,0,0,0,4,1,0,7,2,2,1,0,0,0,0,17
PUERTO QUIJARRO,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,exodoncia,2019-04-01,0,0,11,14,7,11,22,34,4,4,0,0,0,0,107
PUERTO SUAREZ,atencion odontologica,exodoncia,2019-04-01,0,0,0,1,0,0,1,15,0,4,0,0,0,0,21
PUERTO VILLARROEL,atencion odontologica,exodoncia,2019-04-01,4,3,34,22,2,10,14,61,13,13,0,0,0,0,176
PUNA,atencion odontologica,exodoncia,2019-04-01,0,0,3,7,3,1,7,22,15,11,0,0,0,0,69
PUNATA,atencion odontologica,exodoncia,2019-04-01,0,0,17,13,0,1,3,2,5,10,0,0,0,0,51
QUIABAYA,atencion odontologica,exodoncia,2019-04-01,0,1,3,1,1,1,7,12,9,0,0,0,0,0,35
QUILLACOLLO,atencion odontologica,exodoncia,2019-04-01,1,2,43,38,1,4,16,52,26,25,0,0,0,0,208
QUIME,atencion odontologica,exodoncia,2019-04-01,2,0,12,18,4,3,7,26,2,5,0,0,0,0,79
QUIRUSILLAS,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RAVELO,atencion odontologica,exodoncia,2019-04-01,0,0,1,5,0,4,8,33,13,15,0,0,0,0,79
REYES,atencion odontologica,exodoncia,2019-04-01,0,0,2,4,2,5,3,13,12,0,0,0,0,0,41
RIBERALTA,atencion odontologica,exodoncia,2019-04-01,8,2,36,40,8,12,49,58,22,10,0,0,0,0,245
ROBORE,atencion odontologica,exodoncia,2019-04-01,0,0,6,6,1,8,4,16,6,8,0,0,0,0,55
RURRENABAQUE,atencion odontologica,exodoncia,2019-04-01,0,0,1,2,1,0,1,3,2,0,0,0,0,0,10
SABAYA,atencion odontologica,exodoncia,2019-04-01,0,0,2,12,0,1,5,16,1,3,0,0,0,0,40
SACABA,atencion odontologica,exodoncia,2019-04-01,0,1,47,34,9,8,25,49,22,22,0,0,0,0,217
SACABAMBA,atencion odontologica,exodoncia,2019-04-01,0,0,1,2,1,0,0,0,1,3,0,0,0,0,8
SACACA,atencion odontologica,exodoncia,2019-04-01,1,1,28,38,13,15,24,50,9,17,0,0,0,0,196
SAIPINA,atencion odontologica,exodoncia,2019-04-01,1,0,8,2,1,2,3,13,6,2,0,0,0,0,38
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2019-04-01,0,0,0,1,1,4,3,13,2,2,0,0,0,0,26
SAMAIPATA,atencion odontologica,exodoncia,2019-04-01,0,0,7,7,1,1,2,8,2,1,0,0,0,0,29
SAN AGUSTIN,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,exodoncia,2019-04-01,0,0,1,1,2,2,3,6,0,1,0,0,0,0,16
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2019-04-01,0,0,4,0,0,1,3,14,1,6,0,0,0,0,29
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2019-04-01,0,0,4,3,2,9,0,7,0,0,0,0,0,0,25
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2019-04-01,0,0,2,11,3,1,5,20,8,4,0,0,0,0,54
SAN BENITO,atencion odontologica,exodoncia,2019-04-01,0,0,2,11,2,0,2,3,2,5,0,0,0,0,27
SAN BORJA,atencion odontologica,exodoncia,2019-04-01,3,1,8,17,10,4,14,39,5,2,0,0,0,0,103
SAN BUENA VENTURA,atencion odontologica,exodoncia,2019-04-01,0,0,5,5,1,0,1,4,5,6,0,0,0,0,27
SAN CARLOS,atencion odontologica,exodoncia,2019-04-01,1,1,5,4,5,6,6,5,6,1,0,0,0,0,40
SAN IGNACIO,atencion odontologica,exodoncia,2019-04-01,0,1,21,9,9,3,20,29,10,3,0,0,0,0,105
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2019-04-01,0,0,6,11,2,1,3,16,26,17,0,0,0,0,82
SAN JAVIER(BNI),atencion odontologica,exodoncia,2019-04-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
SAN JAVIER(STC),atencion odontologica,exodoncia,2019-04-01,0,2,1,4,2,1,1,2,14,6,0,0,0,0,33
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2019-04-01,0,0,0,4,3,2,1,4,1,1,0,0,0,0,16
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2019-04-01,3,0,8,9,1,2,9,2,0,0,0,0,0,0,34
SAN JULIAN,atencion odontologica,exodoncia,2019-04-01,9,7,38,22,4,12,14,51,11,17,0,0,0,0,185
SAN LORENZO(PND),atencion odontologica,exodoncia,2019-04-01,0,0,1,5,0,0,1,1,0,0,0,0,0,0,8
SAN LORENZO(TJA),atencion odontologica,exodoncia,2019-04-01,0,0,17,33,1,4,6,41,6,5,0,0,0,0,113
SAN LUCAS,atencion odontologica,exodoncia,2019-04-01,0,0,19,20,1,14,16,77,9,11,0,0,0,0,167
SAN MATIAS,atencion odontologica,exodoncia,2019-04-01,5,0,5,2,1,0,3,7,4,5,0,0,0,0,32
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2019-04-01,0,0,8,5,4,3,4,24,4,1,0,0,0,0,53
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2019-04-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
SAN PEDRO,atencion odontologica,exodoncia,2019-04-01,1,0,12,20,1,2,10,26,8,4,0,0,0,0,84
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2019-04-01,0,0,11,19,3,6,15,80,16,17,0,0,0,0,167
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2019-04-01,0,2,1,0,1,2,0,2,0,2,0,0,0,0,10
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2019-04-01,0,0,0,5,1,1,0,6,4,0,0,0,0,0,17
SAN PEDRO(PND),atencion odontologica,exodoncia,2019-04-01,0,0,1,2,0,1,1,6,0,0,0,0,0,0,11
SAN RAFAEL,atencion odontologica,exodoncia,2019-04-01,0,0,10,3,2,1,1,8,0,0,0,0,0,0,25
SAN RAMON BENI,atencion odontologica,exodoncia,2019-04-01,0,0,2,1,2,6,2,7,0,0,0,0,0,0,20
SAN RAMON SCZ,atencion odontologica,exodoncia,2019-04-01,0,0,0,3,0,0,0,1,1,0,0,0,0,0,5
SANTA ANA,atencion odontologica,exodoncia,2019-04-01,1,0,7,12,4,2,0,12,1,1,0,0,0,0,40
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2019-04-01,6,10,116,134,24,36,103,222,212,118,0,0,0,0,981
SANTA ROSA,atencion odontologica,exodoncia,2019-04-01,0,0,12,5,1,1,6,5,4,0,0,0,0,0,34
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2019-04-01,1,0,7,4,1,2,3,17,4,1,0,0,0,0,40
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2019-04-01,0,0,0,0,0,0,3,1,16,0,0,0,0,0,20
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2019-04-01,2,3,18,17,4,4,5,8,11,8,0,0,0,0,80
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2019-04-01,0,1,3,1,4,6,4,5,16,10,0,0,0,0,50
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2019-04-01,1,0,3,6,0,2,1,7,6,4,0,0,0,0,30
SANTIVAÑES,atencion odontologica,exodoncia,2019-04-01,0,0,7,6,0,1,5,11,9,4,0,0,0,0,43
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2019-04-01,0,0,2,0,0,0,1,9,1,1,0,0,0,0,14
SAPAHAQUI,atencion odontologica,exodoncia,2019-04-01,0,0,6,17,2,1,71,99,241,142,0,0,0,0,579
SENA,atencion odontologica,exodoncia,2019-04-01,0,0,0,1,1,1,1,7,2,2,0,0,0,0,15
SHINAOTA,atencion odontologica,exodoncia,2019-04-01,0,0,3,1,0,3,0,3,0,0,0,0,0,0,10
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2019-04-01,0,0,5,11,4,5,11,21,7,9,0,0,0,0,73
SICAYA,atencion odontologica,exodoncia,2019-04-01,0,0,0,3,0,1,3,5,1,1,0,0,0,0,14
SIPE SIPE,atencion odontologica,exodoncia,2019-04-01,2,0,19,26,0,3,6,18,13,17,0,0,0,0,104
SOPACHUY,atencion odontologica,exodoncia,2019-04-01,0,0,3,7,1,1,1,15,4,2,0,0,0,0,34
SORACACHI,atencion odontologica,exodoncia,2019-04-01,0,0,20,15,3,7,13,17,10,6,0,0,0,0,91
SORATA,atencion odontologica,exodoncia,2019-04-01,1,0,2,8,0,5,5,7,5,4,0,0,0,0,37
SUCRE,atencion odontologica,exodoncia,2019-04-01,3,10,182,191,16,40,84,249,54,67,0,0,0,0,896
TACACHI,atencion odontologica,exodoncia,2019-04-01,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5
TACACOMA,atencion odontologica,exodoncia,2019-04-01,0,0,3,6,0,4,6,13,5,0,0,0,0,0,37
TACOPAYA,atencion odontologica,exodoncia,2019-04-01,0,0,3,2,5,6,2,10,3,8,0,0,0,0,39
TAHUA,atencion odontologica,exodoncia,2019-04-01,0,0,3,4,0,2,0,0,5,0,0,0,0,0,14
TAPACARI,atencion odontologica,exodoncia,2019-04-01,1,0,13,20,0,12,73,139,130,152,0,0,0,0,540
TARABUCO,atencion odontologica,exodoncia,2019-04-01,0,2,2,9,4,7,12,27,4,5,0,0,0,0,72
TARACO,atencion odontologica,exodoncia,2019-04-01,0,0,5,3,1,7,3,4,5,4,0,0,0,0,32
TARATA,atencion odontologica,exodoncia,2019-04-01,0,0,14,1,1,0,5,11,2,5,0,0,0,0,39
TARIJA,atencion odontologica,exodoncia,2019-04-01,5,16,115,111,31,42,140,228,49,28,0,0,0,0,765
TARVITA,atencion odontologica,exodoncia,2019-04-01,0,0,6,13,8,6,70,174,101,124,0,0,0,0,502
TEOPONTE,atencion odontologica,exodoncia,2019-04-01,1,0,3,3,3,3,7,7,1,2,0,0,0,0,30
TIAHUANACU,atencion odontologica,exodoncia,2019-04-01,0,0,5,15,1,4,6,11,14,9,0,0,0,0,65
TINGUIPAYA,atencion odontologica,exodoncia,2019-04-01,0,0,9,9,4,5,20,36,15,20,0,0,0,0,118
TIPUANI,atencion odontologica,exodoncia,2019-04-01,0,0,2,0,0,1,2,4,2,0,0,0,0,0,11
TIQUIPAYA,atencion odontologica,exodoncia,2019-04-01,2,1,25,30,2,9,17,43,16,7,0,0,0,0,152
TIRAQUE (CBBA),atencion odontologica,exodoncia,2019-04-01,1,0,10,15,1,2,1,8,4,6,0,0,0,0,48
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2019-04-01,2,0,4,4,1,1,5,6,4,0,0,0,0,0,27
TOCO,atencion odontologica,exodoncia,2019-04-01,0,0,1,6,0,0,0,2,2,5,0,0,0,0,16
TODOS SANTOS,atencion odontologica,exodoncia,2019-04-01,0,0,2,1,0,0,0,1,0,1,0,0,0,0,5
TOLATA,atencion odontologica,exodoncia,2019-04-01,0,0,3,1,0,0,1,0,0,1,0,0,0,0,6
TOLEDO,atencion odontologica,exodoncia,2019-04-01,0,0,6,2,1,5,0,6,0,2,0,0,0,0,22
TOMAVE,atencion odontologica,exodoncia,2019-04-01,0,0,13,11,3,6,8,20,2,2,0,0,0,0,65
TOMINA,atencion odontologica,exodoncia,2019-04-01,0,0,8,14,1,5,8,38,15,2,0,0,0,0,91
TORO TORO,atencion odontologica,exodoncia,2019-04-01,0,0,9,2,1,1,4,10,3,7,0,0,0,0,37
TOTORA(CBBA),atencion odontologica,exodoncia,2019-04-01,0,2,5,17,3,3,4,16,1,6,0,0,0,0,57
TOTORA(ORR),atencion odontologica,exodoncia,2019-04-01,0,0,5,7,1,0,2,2,2,0,0,0,0,0,19
TRIGAL,atencion odontologica,exodoncia,2019-04-01,0,0,1,6,6,0,3,3,2,1,0,0,0,0,22
TRINIDAD,atencion odontologica,exodoncia,2019-04-01,5,3,65,58,8,20,74,133,19,40,0,0,0,0,425
TUPIZA,atencion odontologica,exodoncia,2019-04-01,3,3,29,34,2,12,40,57,16,20,0,0,0,0,216
TURCO,atencion odontologica,exodoncia,2019-04-01,0,0,1,0,0,0,2,3,2,2,0,0,0,0,10
UMALA,atencion odontologica,exodoncia,2019-04-01,0,0,0,2,2,0,0,6,6,1,0,0,0,0,17
