,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
EL PUENTE(STC),atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,4,1,1,0,0,0,0,6
EL PUENTE(TJA),atencion odontologica,consulta repetida,2019-03-01,1,0,0,3,0,0,3,18,0,0,0,0,0,0,25
EL TORNO,atencion odontologica,consulta repetida,2019-03-01,9,3,3,1,1,3,5,9,2,0,0,0,0,0,36
EL VILLAR,atencion odontologica,consulta repetida,2019-03-01,4,4,5,18,4,9,20,25,1,0,0,0,0,0,90
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2019-03-01,2,1,2,4,1,3,15,38,4,0,0,0,0,0,70
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2019-03-01,8,4,0,2,1,9,0,10,0,1,0,7,0,3,45
ESCARA,atencion odontologica,consulta repetida,2019-03-01,4,0,0,2,0,1,0,8,0,1,0,2,0,0,18
ESCOMA,atencion odontologica,consulta repetida,2019-03-01,0,0,4,3,1,3,0,2,1,0,0,0,0,0,14
EUCALIPTUS,atencion odontologica,consulta repetida,2019-03-01,3,0,2,0,2,3,1,5,1,0,0,0,0,0,17
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2019-03-01,5,6,4,3,11,3,5,15,2,3,0,0,0,0,57
FILADELFIA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2019-03-01,2,2,0,0,0,1,0,3,3,1,0,1,0,0,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2019-03-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
GUANAY,atencion odontologica,consulta repetida,2019-03-01,1,0,3,2,0,2,0,9,2,0,0,1,0,0,20
GUAQUI,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,consulta repetida,2019-03-01,5,4,70,68,39,41,62,77,8,10,0,0,0,0,384
GUTIERREZ,atencion odontologica,consulta repetida,2019-03-01,0,3,2,4,0,2,7,11,0,0,0,1,0,0,30
HUACARETA,atencion odontologica,consulta repetida,2019-03-01,0,3,0,1,0,1,7,11,1,5,0,0,0,2,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2019-03-01,0,0,2,5,0,1,5,3,3,0,0,0,0,0,19
HUANUNI,atencion odontologica,consulta repetida,2019-03-01,10,12,17,39,6,26,68,78,14,4,0,2,0,0,276
HUARINA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HUATAJATA,atencion odontologica,consulta repetida,2019-03-01,0,1,2,2,2,0,1,4,2,1,0,0,0,1,16
HUAYLLAMARCA,atencion odontologica,consulta repetida,2019-03-01,0,0,3,3,0,1,2,13,0,2,0,1,0,0,25
HUMANATA,atencion odontologica,consulta repetida,2019-03-01,2,3,6,1,2,5,5,13,9,10,0,1,0,0,57
ICHOCA,atencion odontologica,consulta repetida,2019-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,consulta repetida,2019-03-01,0,2,3,5,0,1,2,22,3,2,0,0,0,0,40
INCAHUASI,atencion odontologica,consulta repetida,2019-03-01,1,0,1,3,1,3,4,5,2,1,0,2,0,1,24
INQUISIVI,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,3,3,3,3,0,0,0,1,0,1,14
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2019-03-01,1,1,0,0,3,2,1,1,1,3,0,0,0,2,15
IXIAMAS,atencion odontologica,consulta repetida,2019-03-01,1,1,3,1,2,2,4,2,2,1,0,1,0,1,21
JESUS DE MACHACA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,consulta repetida,2019-03-01,3,2,1,1,2,3,5,6,0,0,0,1,0,2,26
LA GUARDIA,atencion odontologica,consulta repetida,2019-03-01,14,27,0,0,0,0,0,3,0,0,0,3,0,7,54
LA PAZ,atencion odontologica,consulta repetida,2019-03-01,391,364,543,644,264,425,1221,2245,525,399,0,44,0,50,7115
LA RIVERA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,0,7,4,2,0,0,0,0,14
LAJA,atencion odontologica,consulta repetida,2019-03-01,1,4,0,3,0,2,2,3,1,0,0,0,0,0,16
LAS CARRERAS,atencion odontologica,consulta repetida,2019-03-01,1,1,1,1,1,5,8,17,4,0,0,0,0,0,39
LLALLAGUA,atencion odontologica,consulta repetida,2019-03-01,10,22,28,27,5,45,28,110,12,28,0,3,0,13,331
LLICA,atencion odontologica,consulta repetida,2019-03-01,0,0,1,6,0,2,3,15,1,4,0,6,0,1,39
MACHACAMARCA,atencion odontologica,consulta repetida,2019-03-01,5,14,10,4,1,4,17,41,14,15,0,0,0,0,125
MACHARETI,atencion odontologica,consulta repetida,2019-03-01,0,0,2,0,0,11,3,33,1,0,0,1,0,0,51
MAGDALENA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,3,1,1,2,6,4,0,0,0,0,0,17
MAIRANA,atencion odontologica,consulta repetida,2019-03-01,12,13,14,12,3,7,14,12,2,6,0,2,0,2,99
MALLA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
MAPIRI,atencion odontologica,consulta repetida,2019-03-01,3,2,1,0,0,0,1,7,4,1,0,0,0,3,22
MECAPACA,atencion odontologica,consulta repetida,2019-03-01,1,4,0,0,0,1,0,2,0,3,0,0,0,0,11
MINEROS,atencion odontologica,consulta repetida,2019-03-01,4,0,1,0,0,1,0,2,3,1,0,0,0,3,15
MIZQUE,atencion odontologica,consulta repetida,2019-03-01,9,23,4,21,3,13,1,27,2,4,0,8,0,4,119
MOCOMOCO,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,3,2,4,1,0,0,0,0,0,10
MOJINETE,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,consulta repetida,2019-03-01,0,5,6,2,3,18,8,25,0,5,0,0,0,0,72
MONTEAGUDO,atencion odontologica,consulta repetida,2019-03-01,28,2,3,14,2,16,13,38,12,0,0,0,0,5,133
MONTERO,atencion odontologica,consulta repetida,2019-03-01,4,2,12,4,4,4,30,47,4,3,0,0,0,0,114
MORO MORO,atencion odontologica,consulta repetida,2019-03-01,0,0,3,1,0,5,2,10,0,0,0,0,0,0,21
OCURI,atencion odontologica,consulta repetida,2019-03-01,0,0,7,8,1,1,1,4,0,0,0,0,0,1,23
OMEREQUE,atencion odontologica,consulta repetida,2019-03-01,0,4,7,5,3,10,7,18,0,0,0,0,0,0,54
ORURO,atencion odontologica,consulta repetida,2019-03-01,169,209,226,282,118,175,464,708,148,124,0,73,0,53,2749
PADCAYA,atencion odontologica,consulta repetida,2019-03-01,2,2,5,4,6,2,16,31,0,1,0,0,0,0,69
PADILLA,atencion odontologica,consulta repetida,2019-03-01,11,5,10,4,8,6,17,31,4,3,0,0,0,0,99
PAILON,atencion odontologica,consulta repetida,2019-03-01,1,1,0,0,0,0,0,4,0,1,0,2,0,1,10
PALCA,atencion odontologica,consulta repetida,2019-03-01,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4
PALOS BLANCOS,atencion odontologica,consulta repetida,2019-03-01,0,1,1,2,0,1,4,2,0,0,0,0,0,0,11
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2019-03-01,0,1,5,1,0,3,10,10,1,3,0,1,0,0,35
PAMPA GRANDE,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,4,1,6,0,1,0,1,13
PASORAPA,atencion odontologica,consulta repetida,2019-03-01,0,5,0,0,0,0,0,6,0,0,0,0,0,0,11
PATACAMAYA,atencion odontologica,consulta repetida,2019-03-01,1,2,0,0,0,0,0,1,1,0,0,0,0,0,5
PAZÑA,atencion odontologica,consulta repetida,2019-03-01,7,0,0,1,3,5,1,15,3,1,0,0,0,0,36
POCOATA,atencion odontologica,consulta repetida,2019-03-01,4,0,0,2,0,0,1,5,1,2,0,0,0,0,15
POCONA,atencion odontologica,consulta repetida,2019-03-01,4,4,1,3,1,3,6,18,0,0,0,0,0,2,42
POJO (CBBA),atencion odontologica,consulta repetida,2019-03-01,1,3,1,3,1,6,10,32,0,3,0,2,0,7,69
POOPO,atencion odontologica,consulta repetida,2019-03-01,8,5,7,5,3,5,25,23,9,5,0,5,0,1,101
PORCO,atencion odontologica,consulta repetida,2019-03-01,2,3,0,5,0,5,2,13,0,0,0,5,0,1,36
POROMA,atencion odontologica,consulta repetida,2019-03-01,2,0,1,0,3,0,2,10,0,0,0,0,0,0,18
PORVENIR,atencion odontologica,consulta repetida,2019-03-01,2,0,3,1,3,1,3,2,2,2,0,0,0,0,19
POSTRER VALLE,atencion odontologica,consulta repetida,2019-03-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
POTOSI,atencion odontologica,consulta repetida,2019-03-01,181,212,149,214,169,271,350,751,149,58,0,64,0,29,2597
PRESTO,atencion odontologica,consulta repetida,2019-03-01,0,1,2,6,1,9,3,7,1,3,0,0,0,0,33
PUCARANI,atencion odontologica,consulta repetida,2019-03-01,4,2,3,3,7,7,9,16,5,4,0,4,0,0,64
PUERTO ACOSTA,atencion odontologica,consulta repetida,2019-03-01,0,0,1,0,0,2,0,0,2,0,0,0,0,0,5
PUERTO CARABUCO,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,2,1,1,4,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2019-03-01,0,0,1,0,0,5,0,44,0,0,0,5,0,5,60
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2019-03-01,0,5,0,0,0,0,1,1,0,0,0,0,0,0,7
PUERTO RICO,atencion odontologica,consulta repetida,2019-03-01,0,2,2,0,2,18,0,0,0,0,0,0,0,0,24
PUERTO SUAREZ,atencion odontologica,consulta repetida,2019-03-01,0,3,1,1,0,0,0,5,2,1,0,2,0,6,21
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2019-03-01,12,16,16,16,5,16,21,55,15,4,0,12,0,12,200
PUNA,atencion odontologica,consulta repetida,2019-03-01,0,0,2,4,2,2,4,20,4,8,0,0,0,1,47
PUNATA,atencion odontologica,consulta repetida,2019-03-01,14,6,17,20,4,17,10,66,26,24,0,6,0,0,210
QUILLACOLLO,atencion odontologica,consulta repetida,2019-03-01,13,37,18,19,10,20,31,68,42,45,0,3,0,1,307
QUIME,atencion odontologica,consulta repetida,2019-03-01,1,1,6,8,1,0,50,16,3,2,0,0,0,0,88
QUIRUSILLAS,atencion odontologica,consulta repetida,2019-03-01,1,1,33,43,0,0,0,1,0,0,0,0,0,0,79
RAVELO,atencion odontologica,consulta repetida,2019-03-01,0,0,1,4,2,4,6,11,4,2,0,1,0,0,35
REYES,atencion odontologica,consulta repetida,2019-03-01,0,3,7,0,1,2,10,17,5,6,0,0,0,0,51
RIBERALTA,atencion odontologica,consulta repetida,2019-03-01,12,12,40,51,28,51,63,81,29,18,0,8,0,0,393
ROBORE,atencion odontologica,consulta repetida,2019-03-01,4,0,2,6,4,2,3,24,6,2,0,0,0,0,53
RURRENABAQUE,atencion odontologica,consulta repetida,2019-03-01,2,1,3,3,1,2,2,9,3,4,0,0,0,0,30
SABAYA,atencion odontologica,consulta repetida,2019-03-01,0,0,4,7,0,0,0,2,0,1,0,0,0,0,14
SACABA,atencion odontologica,consulta repetida,2019-03-01,44,22,34,47,7,22,30,98,21,25,0,5,0,6,361
SACABAMBA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
SACACA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,6
SAIPINA,atencion odontologica,consulta repetida,2019-03-01,0,4,2,9,1,1,1,19,6,0,0,2,0,4,49
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2019-03-01,1,4,10,6,2,8,17,18,19,6,0,1,0,2,94
SAMAIPATA,atencion odontologica,consulta repetida,2019-03-01,1,2,7,10,0,5,3,10,1,0,0,1,0,0,40
SAN AGUSTIN,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
SAN ANDRES,atencion odontologica,consulta repetida,2019-03-01,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2019-03-01,2,0,0,0,2,0,1,3,2,3,0,0,0,0,13
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2019-03-01,2,6,0,0,0,0,1,0,0,0,0,0,0,0,9
SAN BENITO,atencion odontologica,consulta repetida,2019-03-01,21,25,21,42,3,11,1,50,9,31,0,14,0,3,231
SAN BORJA,atencion odontologica,consulta repetida,2019-03-01,2,0,9,7,0,2,12,17,2,4,0,1,0,0,56
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,1,3,0,0,0,0,0,1,6
SAN CARLOS,atencion odontologica,consulta repetida,2019-03-01,6,4,3,12,7,5,2,4,1,0,0,0,0,2,46
SAN IGNACIO,atencion odontologica,consulta repetida,2019-03-01,0,5,5,5,0,3,6,26,2,0,0,5,0,1,58
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2019-03-01,0,2,19,6,4,5,8,28,10,7,0,7,0,0,96
SAN JAVIER(STC),atencion odontologica,consulta repetida,2019-03-01,2,5,1,2,0,0,4,4,0,0,0,2,0,1,21
SAN JOAQUIN,atencion odontologica,consulta repetida,2019-03-01,0,3,0,0,0,1,6,10,2,0,0,0,0,0,22
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2019-03-01,1,0,0,0,0,0,1,2,1,0,0,0,0,0,5
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2019-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SAN JULIAN,atencion odontologica,consulta repetida,2019-03-01,11,3,4,1,2,12,4,17,0,0,0,0,0,8,62
SAN LORENZO(PND),atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2019-03-01,7,1,14,17,2,18,41,84,0,2,0,0,0,0,186
SAN LUCAS,atencion odontologica,consulta repetida,2019-03-01,1,0,0,3,2,2,3,13,1,0,0,0,0,0,25
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2019-03-01,0,0,1,0,0,0,1,4,2,0,0,0,0,2,10
SAN PEDRO,atencion odontologica,consulta repetida,2019-03-01,0,1,4,4,12,3,10,18,0,1,0,1,0,0,54
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2019-03-01,1,0,0,7,0,2,11,13,8,7,0,3,0,2,54
SAN RAFAEL,atencion odontologica,consulta repetida,2019-03-01,0,1,0,1,3,7,1,24,0,0,0,0,0,0,37
SAN RAMON BENI,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN RAMON SCZ,atencion odontologica,consulta repetida,2019-03-01,4,6,0,0,2,0,0,1,3,0,0,1,0,0,17
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2019-03-01,372,317,492,650,334,469,1477,2132,421,258,0,31,0,12,6965
SANTA ROSA,atencion odontologica,consulta repetida,2019-03-01,3,3,1,1,0,0,0,1,0,0,0,1,0,0,10
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2019-03-01,3,2,8,3,7,3,4,14,1,4,0,4,0,1,54
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2019-03-01,5,3,8,9,4,9,21,54,9,13,0,2,0,0,137
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5
SANTIVAÑES,atencion odontologica,consulta repetida,2019-03-01,0,5,18,2,0,0,6,16,5,10,0,2,0,0,64
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2019-03-01,9,3,4,9,3,0,11,24,7,6,0,0,0,6,82
SAPAHAQUI,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7
SHINAOTA,atencion odontologica,consulta repetida,2019-03-01,3,5,0,0,0,1,1,3,1,0,0,0,0,0,14
SICAYA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,consulta repetida,2019-03-01,57,58,20,14,2,0,10,22,6,9,0,0,0,2,200
SOPACHUY,atencion odontologica,consulta repetida,2019-03-01,3,9,6,2,2,5,6,36,0,0,0,3,0,1,73
SORACACHI,atencion odontologica,consulta repetida,2019-03-01,0,1,3,0,3,4,10,11,3,8,0,3,0,0,46
SORATA,atencion odontologica,consulta repetida,2019-03-01,3,2,0,0,0,0,1,17,3,0,0,3,0,3,32
SUCRE,atencion odontologica,consulta repetida,2019-03-01,219,227,255,272,141,248,569,1028,141,69,0,24,0,8,3201
TACACHI,atencion odontologica,consulta repetida,2019-03-01,4,0,0,5,0,0,0,10,0,0,0,0,0,0,19
TACACOMA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
TACOPAYA,atencion odontologica,consulta repetida,2019-03-01,0,0,3,1,5,4,4,9,6,2,0,1,0,1,36
TAPACARI,atencion odontologica,consulta repetida,2019-03-01,1,0,4,0,4,2,20,9,2,0,0,0,0,1,43
TARABUCO,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,7,2,2,16,0,0,1,0,0,28
TARACO,atencion odontologica,consulta repetida,2019-03-01,0,0,4,2,0,2,0,4,0,0,0,0,0,0,12
TARATA,atencion odontologica,consulta repetida,2019-03-01,2,1,0,6,0,1,2,14,0,3,0,0,0,0,29
TARIJA,atencion odontologica,consulta repetida,2019-03-01,37,36,212,229,84,160,447,638,133,88,0,13,0,4,2081
TARVITA,atencion odontologica,consulta repetida,2019-03-01,0,1,4,4,1,7,5,20,2,1,0,2,0,7,54
TEOPONTE,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,2,3,1,0,0,0,0,0,0,6
TIAHUANACU,atencion odontologica,consulta repetida,2019-03-01,4,3,3,4,2,2,5,9,0,0,0,1,0,0,33
TINGUIPAYA,atencion odontologica,consulta repetida,2019-03-01,0,3,0,3,0,2,2,3,0,1,0,0,0,0,14
TIPUANI,atencion odontologica,consulta repetida,2019-03-01,0,1,0,1,0,0,1,0,2,2,0,0,0,0,7
TIQUIPAYA,atencion odontologica,consulta repetida,2019-03-01,26,19,3,4,2,10,2,30,3,3,0,11,0,4,117
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2019-03-01,4,0,2,2,0,1,1,10,0,1,0,0,0,1,22
TOCO,atencion odontologica,consulta repetida,2019-03-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
TODOS SANTOS,atencion odontologica,consulta repetida,2019-03-01,0,0,2,0,0,0,2,1,2,0,0,0,0,0,7
TOLATA,atencion odontologica,consulta repetida,2019-03-01,0,2,1,2,0,0,1,3,1,4,0,0,0,1,15
TOLEDO,atencion odontologica,consulta repetida,2019-03-01,0,0,0,3,0,6,1,4,0,1,0,0,0,0,15
TOMAVE,atencion odontologica,consulta repetida,2019-03-01,0,3,2,4,2,11,10,16,3,0,0,0,0,2,53
TOMINA,atencion odontologica,consulta repetida,2019-03-01,2,0,7,4,5,9,20,52,0,0,0,10,0,4,113
TORO TORO,atencion odontologica,consulta repetida,2019-03-01,2,2,0,0,3,5,7,8,1,0,0,0,0,0,28
TOTORA(CBBA),atencion odontologica,consulta repetida,2019-03-01,0,0,11,17,3,0,21,10,1,0,0,1,0,1,65
TOTORA(ORR),atencion odontologica,consulta repetida,2019-03-01,0,0,0,1,0,0,8,8,1,4,0,0,0,0,22
TRIGAL,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,consulta repetida,2019-03-01,51,54,91,94,59,60,130,231,75,54,0,0,0,0,899
TUPIZA,atencion odontologica,consulta repetida,2019-03-01,12,37,27,56,13,23,43,90,49,32,0,2,0,1,385
TURCO,atencion odontologica,consulta repetida,2019-03-01,0,1,2,4,0,1,4,7,3,4,0,0,0,0,26
UMALA,atencion odontologica,consulta repetida,2019-03-01,1,3,0,1,0,2,0,1,0,0,0,0,0,1,9
UNCIA,atencion odontologica,consulta repetida,2019-03-01,23,10,8,9,9,17,41,50,11,12,0,17,0,0,207
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2019-03-01,5,1,11,7,7,12,19,39,2,2,0,2,0,0,107
UYUNI,atencion odontologica,consulta repetida,2019-03-01,11,5,2,7,12,2,10,23,5,12,0,2,0,3,94
VACAS,atencion odontologica,consulta repetida,2019-03-01,2,1,0,6,1,0,1,9,2,4,0,0,0,0,26
VALLEGRANDE,atencion odontologica,consulta repetida,2019-03-01,0,1,10,11,8,7,13,15,1,1,0,0,0,1,68
VIACHA,atencion odontologica,consulta repetida,2019-03-01,49,28,4,1,0,17,3,29,4,1,0,5,0,9,150
VILA VILA,atencion odontologica,consulta repetida,2019-03-01,2,0,3,7,2,2,0,5,1,0,0,0,0,0,22
VILLA CHARCAS,atencion odontologica,consulta repetida,2019-03-01,0,0,2,0,2,12,6,15,0,2,0,1,0,8,48
VILLA MONTES,atencion odontologica,consulta repetida,2019-03-01,1,1,4,14,11,21,29,41,16,3,0,3,0,0,144
VILLA RIVERO,atencion odontologica,consulta repetida,2019-03-01,5,8,1,4,0,3,10,10,1,4,0,1,0,1,48
VILLA SERRANO,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,consulta repetida,2019-03-01,13,3,23,10,4,6,14,53,8,0,0,19,0,4,157
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2019-03-01,12,1,1,5,0,3,4,2,3,0,0,2,0,0,33
VILLAZON,atencion odontologica,consulta repetida,2019-03-01,8,12,14,23,5,17,38,73,9,5,0,11,0,6,221
VINTO,atencion odontologica,consulta repetida,2019-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VITICHI,atencion odontologica,consulta repetida,2019-03-01,0,1,3,6,5,5,4,16,0,1,0,1,0,2,44
WARNES,atencion odontologica,consulta repetida,2019-03-01,9,22,6,2,2,3,14,53,6,0,0,20,0,8,145
YACUIBA,atencion odontologica,consulta repetida,2019-03-01,4,5,15,52,5,6,48,131,8,5,0,4,0,0,283
YAMPARAEZ,atencion odontologica,consulta repetida,2019-03-01,27,27,0,2,0,11,7,26,0,5,0,6,0,4,115
YANACACHI,atencion odontologica,consulta repetida,2019-03-01,0,0,0,1,0,0,2,10,1,0,0,0,0,0,14
YAPACANI,atencion odontologica,consulta repetida,2019-03-01,14,12,12,17,11,5,12,23,7,4,0,6,0,9,132
YOCALLA,atencion odontologica,consulta repetida,2019-03-01,0,6,0,6,0,5,2,1,0,0,0,5,0,1,26
YOTALA,atencion odontologica,consulta repetida,2019-03-01,0,3,1,2,1,4,6,24,1,2,0,0,0,0,44
YUNCHARA,atencion odontologica,consulta repetida,2019-03-01,0,0,0,0,0,1,2,5,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,consulta repetida,2019-03-01,1,1,2,3,0,1,5,15,0,0,0,0,0,4,32
ACACIO,atencion odontologica,consulta repetida,2019-04-01,0,0,7,7,0,0,10,18,8,2,0,0,0,0,52
ACHACACHI,atencion odontologica,consulta repetida,2019-04-01,9,4,11,21,1,15,7,31,9,3,0,1,0,4,116
ACHOCALLA,atencion odontologica,consulta repetida,2019-04-01,2,1,0,0,1,3,0,1,0,0,0,0,0,0,8
AIQUILE,atencion odontologica,consulta repetida,2019-04-01,3,1,23,24,5,27,10,22,16,4,0,0,0,0,135
ALALAY,atencion odontologica,consulta repetida,2019-04-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6
ALCALA,atencion odontologica,consulta repetida,2019-04-01,0,0,3,5,3,5,20,26,2,1,0,0,0,0,65
ALTO BENI,atencion odontologica,consulta repetida,2019-04-01,2,3,2,1,0,0,0,3,1,0,0,2,0,0,14
ANCORAIMES,atencion odontologica,consulta repetida,2019-04-01,0,0,0,0,0,0,5,6,3,1,0,0,0,0,15
ANDAMARCA,atencion odontologica,consulta repetida,2019-04-01,0,3,6,0,2,7,8,16,5,2,0,0,0,4,53
ANTEQUERA,atencion odontologica,consulta repetida,2019-04-01,4,0,20,13,0,0,10,30,0,0,0,0,0,0,77
APOLO,atencion odontologica,consulta repetida,2019-04-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
ARAMPAMPA,atencion odontologica,consulta repetida,2019-04-01,0,0,1,0,1,4,2,1,0,2,0,1,0,0,12
ARANI,atencion odontologica,consulta repetida,2019-04-01,5,6,6,6,4,5,8,45,4,9,0,0,0,2,100
ARBIETO,atencion odontologica,consulta repetida,2019-04-01,2,4,2,5,1,8,6,40,7,12,0,4,0,12,103
ARQUE,atencion odontologica,consulta repetida,2019-04-01,0,0,2,0,0,3,0,3,0,1,0,0,0,0,9
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2019-04-01,0,2,2,0,0,6,0,12,0,0,0,12,0,4,38
ATOCHA,atencion odontologica,consulta repetida,2019-04-01,25,15,30,60,49,60,118,129,12,16,0,0,0,0,514
AYO AYO,atencion odontologica,consulta repetida,2019-04-01,1,1,0,0,0,3,2,6,0,0,0,1,0,1,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2019-04-01,19,1,21,24,3,21,34,49,5,3,0,1,0,1,182
AZURDUY,atencion odontologica,consulta repetida,2019-04-01,9,10,19,31,7,14,28,69,0,5,0,20,0,4,216
BAURES,atencion odontologica,consulta repetida,2019-04-01,0,0,0,0,0,0,3,10,0,0,0,0,0,0,13
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2019-04-01,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5
BELLA FLOR,atencion odontologica,consulta repetida,2019-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
BERMEJO,atencion odontologica,consulta repetida,2019-04-01,7,10,8,11,2,15,33,78,6,0,0,1,0,0,171
BETANZOS,atencion odontologica,consulta repetida,2019-04-01,6,2,5,13,6,18,18,40,0,9,0,1,0,2,120
BOLIVAR,atencion odontologica,consulta repetida,2019-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BOYUIBE,atencion odontologica,consulta repetida,2019-04-01,0,0,2,4,5,0,1,10,0,7,0,0,0,0,29
BUENA VISTA,atencion odontologica,consulta repetida,2019-04-01,7,4,1,4,0,11,8,17,0,2,0,5,0,5,64
CABEZAS,atencion odontologica,consulta repetida,2019-04-01,3,4,3,1,1,2,1,3,0,0,0,1,0,2,21
