,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
SAN AGUSTIN,atencion odontologica,primera consulta,2019-02-01,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4
SAN ANDRES,atencion odontologica,primera consulta,2019-02-01,12,14,6,7,1,4,4,19,1,0,0,5,0,2,75
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2019-02-01,8,6,1,8,5,3,2,18,6,5,0,4,0,1,67
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2019-02-01,1,0,3,2,1,2,3,3,0,0,0,0,0,0,15
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2019-02-01,46,46,4,5,1,2,7,17,7,9,0,10,0,3,157
SAN BENITO,atencion odontologica,primera consulta,2019-02-01,46,34,8,9,4,3,4,21,15,17,0,3,0,10,174
SAN BORJA,atencion odontologica,primera consulta,2019-02-01,75,60,14,28,9,21,7,73,26,18,0,24,0,39,394
SAN BUENA VENTURA,atencion odontologica,primera consulta,2019-02-01,5,12,7,10,2,3,10,22,5,4,0,5,0,6,91
SAN CARLOS,atencion odontologica,primera consulta,2019-02-01,29,37,19,24,26,31,22,42,13,10,0,14,0,11,278
SAN IGNACIO,atencion odontologica,primera consulta,2019-02-01,13,14,28,41,13,15,36,177,9,6,0,6,0,7,365
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2019-02-01,142,129,16,9,3,28,10,77,30,22,0,32,0,31,529
SAN JAVIER(BNI),atencion odontologica,primera consulta,2019-02-01,2,0,0,2,1,2,0,3,1,0,0,2,0,0,13
SAN JAVIER(STC),atencion odontologica,primera consulta,2019-02-01,35,22,6,6,0,0,4,21,10,3,0,10,0,4,121
SAN JOAQUIN,atencion odontologica,primera consulta,2019-02-01,5,2,4,8,1,9,5,16,6,1,0,10,0,2,69
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2019-02-01,6,11,5,3,4,5,9,15,10,4,0,1,0,2,75
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2019-02-01,31,35,15,8,8,8,8,18,16,11,0,7,0,7,172
SAN JULIAN,atencion odontologica,primera consulta,2019-02-01,83,59,31,34,22,38,27,112,48,21,0,25,0,57,557
SAN LORENZO(PND),atencion odontologica,primera consulta,2019-02-01,7,12,5,2,1,2,3,6,2,0,0,0,0,0,40
SAN LORENZO(TJA),atencion odontologica,primera consulta,2019-02-01,24,17,47,55,21,36,76,152,15,10,0,7,0,1,461
SAN LUCAS,atencion odontologica,primera consulta,2019-02-01,79,87,24,16,5,23,27,65,9,8,0,27,0,9,379
SAN MATIAS,atencion odontologica,primera consulta,2019-02-01,23,22,4,4,4,12,9,30,23,5,0,16,0,19,171
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2019-02-01,58,67,7,5,2,9,9,17,5,6,0,2,0,5,192
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2019-02-01,5,2,10,8,4,2,4,2,1,4,0,0,0,0,42
SAN PEDRO,atencion odontologica,primera consulta,2019-02-01,57,41,23,36,15,22,30,66,13,10,0,13,0,1,327
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2019-02-01,11,11,27,26,5,7,13,34,9,6,0,7,0,7,163
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2019-02-01,1,3,5,10,2,1,10,6,4,2,0,1,0,0,45
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2019-02-01,2,2,1,0,0,0,5,7,0,1,0,2,0,1,21
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2019-02-01,9,6,10,16,6,5,12,38,24,15,0,5,0,1,147
SAN PEDRO(PND),atencion odontologica,primera consulta,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,primera consulta,2019-02-01,17,22,0,2,1,2,1,11,1,2,0,2,0,2,63
SAN RAMON BENI,atencion odontologica,primera consulta,2019-02-01,2,3,4,0,0,3,2,8,3,0,0,2,0,3,30
SAN RAMON SCZ,atencion odontologica,primera consulta,2019-02-01,55,75,294,250,17,19,15,18,8,9,0,16,0,10,786
SANTA ANA,atencion odontologica,primera consulta,2019-02-01,2,3,19,12,5,9,9,24,3,1,0,3,0,0,90
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2019-02-01,1413,1528,540,646,249,743,945,3125,482,481,0,1788,0,381,12321
SANTA ROSA,atencion odontologica,primera consulta,2019-02-01,8,8,11,12,3,5,4,12,4,3,0,0,0,0,70
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2019-02-01,43,49,12,10,8,10,14,36,9,7,0,10,0,8,216
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2019-02-01,19,15,0,0,0,3,0,11,3,4,0,4,0,9,68
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2019-02-01,21,24,48,50,18,23,26,44,57,43,0,9,0,6,369
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2019-02-01,14,22,6,7,5,2,6,23,20,29,0,4,0,3,141
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2019-02-01,1,5,2,5,3,4,5,16,2,1,0,1,0,1,46
SANTIVAÑES,atencion odontologica,primera consulta,2019-02-01,9,11,12,12,3,4,9,22,13,16,0,5,0,5,121
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2019-02-01,3,9,7,7,3,4,5,16,7,5,0,4,0,3,73
SAPAHAQUI,atencion odontologica,primera consulta,2019-02-01,70,62,23,19,7,16,14,59,41,31,0,16,0,31,389
SENA,atencion odontologica,primera consulta,2019-02-01,10,5,2,5,0,3,4,7,4,4,0,4,0,1,49
SHINAOTA,atencion odontologica,primera consulta,2019-02-01,8,11,5,4,2,9,4,12,3,7,0,23,0,30,118
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2019-02-01,3,5,1,3,0,3,8,20,5,5,0,1,0,3,57
SICAYA,atencion odontologica,primera consulta,2019-02-01,11,10,3,4,6,9,6,19,0,4,0,8,0,4,84
SIPE SIPE,atencion odontologica,primera consulta,2019-02-01,66,72,56,43,7,20,15,117,37,43,0,18,0,29,523
SOPACHUY,atencion odontologica,primera consulta,2019-02-01,31,26,8,8,4,3,10,37,2,0,0,7,0,3,139
SORACACHI,atencion odontologica,primera consulta,2019-02-01,26,29,67,77,11,16,16,37,44,45,0,8,0,7,383
SORATA,atencion odontologica,primera consulta,2019-02-01,19,21,8,4,6,7,12,25,20,16,0,13,0,3,154
SUCRE,atencion odontologica,primera consulta,2019-02-01,711,729,256,275,129,291,466,1118,98,97,0,534,0,90,4794
TACACHI,atencion odontologica,primera consulta,2019-02-01,2,1,2,2,0,0,5,3,0,0,0,0,0,0,15
TACACOMA,atencion odontologica,primera consulta,2019-02-01,13,11,6,4,5,7,11,21,0,4,0,4,0,5,91
TACOPAYA,atencion odontologica,primera consulta,2019-02-01,13,12,0,3,7,5,4,21,29,26,0,8,0,5,133
TAHUA,atencion odontologica,primera consulta,2019-02-01,2,0,1,2,0,0,0,4,3,1,0,0,0,1,14
TAPACARI,atencion odontologica,primera consulta,2019-02-01,24,37,10,12,7,17,16,34,24,12,0,4,0,11,208
TARABUCO,atencion odontologica,primera consulta,2019-02-01,36,37,8,12,7,14,12,54,8,9,0,19,0,13,229
TARACO,atencion odontologica,primera consulta,2019-02-01,13,11,7,3,2,5,4,5,34,22,0,1,0,2,109
TARATA,atencion odontologica,primera consulta,2019-02-01,12,10,7,16,8,7,10,23,14,22,0,2,0,5,136
TARIJA,atencion odontologica,primera consulta,2019-02-01,205,229,207,221,111,184,345,720,111,112,0,178,0,15,2638
TARVITA,atencion odontologica,primera consulta,2019-02-01,74,62,15,15,12,19,30,108,14,8,0,16,0,9,382
TEOPONTE,atencion odontologica,primera consulta,2019-02-01,29,22,15,17,4,5,23,38,11,5,0,6,0,4,179
TIAHUANACU,atencion odontologica,primera consulta,2019-02-01,8,9,12,9,6,7,17,36,6,4,0,7,0,2,123
TINGUIPAYA,atencion odontologica,primera consulta,2019-02-01,50,43,5,10,4,12,13,44,11,15,0,15,0,5,227
TIPUANI,atencion odontologica,primera consulta,2019-02-01,7,5,9,8,2,1,2,5,1,1,0,1,0,0,42
TIQUIPAYA,atencion odontologica,primera consulta,2019-02-01,129,133,25,16,15,38,23,93,33,31,0,42,0,31,609
TIRAQUE (CBBA),atencion odontologica,primera consulta,2019-02-01,14,12,28,40,5,4,8,18,2,8,0,3,0,6,148
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2019-02-01,6,2,2,2,0,6,4,5,0,2,0,2,0,0,31
TOCO,atencion odontologica,primera consulta,2019-02-01,8,8,2,2,1,5,1,13,4,5,0,3,0,1,53
TODOS SANTOS,atencion odontologica,primera consulta,2019-02-01,0,1,2,0,0,1,0,3,3,1,0,0,0,1,12
TOLATA,atencion odontologica,primera consulta,2019-02-01,5,4,1,4,0,3,2,10,8,2,0,3,0,1,43
TOLEDO,atencion odontologica,primera consulta,2019-02-01,16,17,9,8,1,4,4,13,26,37,0,2,0,3,140
TOMAVE,atencion odontologica,primera consulta,2019-02-01,22,26,9,16,8,16,24,38,33,39,0,8,0,11,250
TOMINA,atencion odontologica,primera consulta,2019-02-01,36,35,9,11,4,11,15,51,6,2,0,7,0,3,190
TORO TORO,atencion odontologica,primera consulta,2019-02-01,8,11,10,4,3,13,14,39,7,6,0,7,0,9,131
TOTORA(CBBA),atencion odontologica,primera consulta,2019-02-01,11,18,56,58,2,13,14,37,18,12,0,16,0,7,262
TOTORA(ORR),atencion odontologica,primera consulta,2019-02-01,14,20,12,5,3,7,9,26,10,22,0,7,0,1,136
TRIGAL,atencion odontologica,primera consulta,2019-02-01,3,9,3,4,0,0,7,12,8,2,0,3,0,2,53
TRINIDAD,atencion odontologica,primera consulta,2019-02-01,63,78,109,116,72,111,160,353,35,23,0,134,0,11,1265
TUPIZA,atencion odontologica,primera consulta,2019-02-01,51,35,44,41,15,37,54,93,33,18,0,35,0,13,469
TURCO,atencion odontologica,primera consulta,2019-02-01,8,6,4,3,6,2,14,16,10,19,0,1,0,0,89
UMALA,atencion odontologica,primera consulta,2019-02-01,14,14,3,1,0,0,2,6,6,5,0,2,0,3,56
UNCIA,atencion odontologica,primera consulta,2019-02-01,12,25,27,31,6,24,32,69,14,14,0,14,0,2,270
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2019-02-01,40,40,27,32,32,38,52,91,8,6,0,4,0,1,371
URUBICHA,atencion odontologica,primera consulta,2019-02-01,2,1,0,0,0,2,1,3,0,0,0,8,0,2,19
UYUNI,atencion odontologica,primera consulta,2019-02-01,34,38,22,26,14,32,38,72,13,10,0,34,0,7,340
VACAS,atencion odontologica,primera consulta,2019-02-01,19,18,10,13,4,3,16,26,11,24,0,3,0,1,148
VALLEGRANDE,atencion odontologica,primera consulta,2019-02-01,59,70,37,24,14,31,27,66,25,19,0,30,0,10,412
VIACHA,atencion odontologica,primera consulta,2019-02-01,91,83,199,234,32,35,41,145,30,33,0,24,0,21,968
VILA VILA,atencion odontologica,primera consulta,2019-02-01,16,17,3,7,7,3,4,10,16,16,0,3,0,2,104
VILLA CHARCAS,atencion odontologica,primera consulta,2019-02-01,3,0,6,6,4,11,8,24,3,4,0,10,0,1,80
VILLA MONTES,atencion odontologica,primera consulta,2019-02-01,33,39,76,98,51,82,187,326,33,13,0,29,0,7,974
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2019-02-01,1,0,2,1,0,0,2,5,0,0,0,0,0,0,11
VILLA RIVERO,atencion odontologica,primera consulta,2019-02-01,12,5,8,7,3,3,4,15,0,5,0,5,0,3,70
VILLA SERRANO,atencion odontologica,primera consulta,2019-02-01,42,35,5,7,3,10,12,26,3,4,0,11,0,1,159
VILLA TUNARI,atencion odontologica,primera consulta,2019-02-01,62,56,21,21,8,32,51,95,17,18,0,28,0,29,438
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2019-02-01,38,33,20,12,2,14,13,33,5,1,0,14,0,6,191
VILLAZON,atencion odontologica,primera consulta,2019-02-01,58,72,29,27,11,23,29,95,18,17,0,30,0,12,421
VINTO,atencion odontologica,primera consulta,2019-02-01,39,38,14,20,3,13,6,43,4,11,0,10,0,19,220
VITICHI,atencion odontologica,primera consulta,2019-02-01,11,16,3,8,2,6,13,31,13,18,0,6,0,4,131
WALDO BALLIVIAN,atencion odontologica,primera consulta,2019-02-01,5,1,3,4,13,8,14,30,5,0,0,2,0,0,85
WARNES,atencion odontologica,primera consulta,2019-02-01,100,127,26,21,9,24,47,94,34,20,0,29,0,23,554
YACO,atencion odontologica,primera consulta,2019-02-01,6,4,1,1,3,2,7,14,6,5,0,3,0,5,57
YACUIBA,atencion odontologica,primera consulta,2019-02-01,29,43,58,55,19,65,106,281,44,52,0,43,0,6,801
YAMPARAEZ,atencion odontologica,primera consulta,2019-02-01,9,15,5,2,3,11,12,24,4,4,0,10,0,6,105
YANACACHI,atencion odontologica,primera consulta,2019-02-01,2,4,4,8,5,2,6,10,0,0,0,1,0,1,43
YAPACANI,atencion odontologica,primera consulta,2019-02-01,85,77,16,19,10,20,37,74,22,18,0,33,0,48,459
YOCALLA,atencion odontologica,primera consulta,2019-02-01,2,5,6,11,2,4,3,10,5,4,0,2,0,0,54
YOTALA,atencion odontologica,primera consulta,2019-02-01,18,19,8,11,4,6,11,32,6,6,0,9,0,4,134
YUNCHARA,atencion odontologica,primera consulta,2019-02-01,6,7,37,31,5,8,22,57,5,11,0,4,0,0,193
ZUDAÑEZ,atencion odontologica,primera consulta,2019-02-01,18,24,7,15,2,8,9,25,1,1,0,5,0,1,116
ACACIO,atencion odontologica,primera consulta,2019-03-01,2,5,5,16,0,3,7,17,9,8,0,2,0,3,77
ACHACACHI,atencion odontologica,primera consulta,2019-03-01,18,12,7,5,1,11,15,25,16,14,0,3,0,5,132
ACHOCALLA,atencion odontologica,primera consulta,2019-03-01,65,56,16,19,7,19,10,51,17,18,0,31,0,10,319
AIQUILE,atencion odontologica,primera consulta,2019-03-01,48,46,14,18,7,14,15,38,9,10,0,6,0,3,228
ALALAY,atencion odontologica,primera consulta,2019-03-01,2,4,2,1,2,1,4,5,3,7,0,0,0,0,31
ALCALA,atencion odontologica,primera consulta,2019-03-01,15,11,8,18,2,5,25,32,4,4,0,3,0,1,128
ALTO BENI,atencion odontologica,primera consulta,2019-03-01,13,10,8,7,2,1,10,10,4,2,0,0,0,2,69
ANCORAIMES,atencion odontologica,primera consulta,2019-03-01,5,4,9,12,8,14,15,34,18,25,0,3,0,2,149
ANDAMARCA,atencion odontologica,primera consulta,2019-03-01,4,14,50,53,8,11,9,26,8,15,0,7,0,0,205
ANTEQUERA,atencion odontologica,primera consulta,2019-03-01,6,5,14,17,5,5,8,26,6,7,0,4,0,1,104
ANZALDO,atencion odontologica,primera consulta,2019-03-01,4,6,22,23,2,6,7,21,11,20,0,0,0,4,126
APOLO,atencion odontologica,primera consulta,2019-03-01,8,13,14,16,7,9,18,36,15,17,0,4,0,5,162
ARAMPAMPA,atencion odontologica,primera consulta,2019-03-01,0,3,7,11,3,1,5,13,11,1,0,1,0,0,56
ARANI,atencion odontologica,primera consulta,2019-03-01,0,1,15,14,6,9,4,14,2,3,0,2,0,0,70
ARBIETO,atencion odontologica,primera consulta,2019-03-01,58,57,42,54,5,26,36,118,13,20,0,14,0,17,460
ARQUE,atencion odontologica,primera consulta,2019-03-01,7,12,31,30,6,19,15,33,5,2,0,2,0,4,166
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2019-03-01,94,103,6,14,11,35,21,103,11,17,0,121,0,8,544
ATOCHA,atencion odontologica,primera consulta,2019-03-01,13,11,28,38,17,23,74,77,14,8,0,12,0,1,316
AUCAPATA,atencion odontologica,primera consulta,2019-03-01,2,4,3,4,3,3,14,22,3,4,0,0,0,3,65
AYATA,atencion odontologica,primera consulta,2019-03-01,10,10,17,19,5,11,22,29,3,1,0,0,0,2,129
AYO AYO,atencion odontologica,primera consulta,2019-03-01,4,2,7,6,6,10,10,20,8,3,0,6,0,1,83
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2019-03-01,13,11,9,14,8,17,35,49,14,12,0,3,0,0,185
AZURDUY,atencion odontologica,primera consulta,2019-03-01,11,8,10,7,2,8,15,24,1,3,0,5,0,1,95
BATALLAS,atencion odontologica,primera consulta,2019-03-01,18,22,13,12,2,10,8,25,11,20,0,8,0,1,150
BAURES,atencion odontologica,primera consulta,2019-03-01,0,2,6,12,1,1,5,21,8,0,0,1,0,0,57
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2019-03-01,2,3,2,5,0,3,3,5,2,0,0,2,0,0,27
BELEN DE URMIRI,atencion odontologica,primera consulta,2019-03-01,1,2,0,1,1,1,8,3,0,2,0,0,0,2,21
BELLA FLOR,atencion odontologica,primera consulta,2019-03-01,15,16,41,31,0,2,0,3,0,0,0,3,0,0,111
BERMEJO,atencion odontologica,primera consulta,2019-03-01,36,26,45,61,21,29,83,134,12,11,0,15,0,0,473
BETANZOS,atencion odontologica,primera consulta,2019-03-01,46,58,56,67,15,27,59,87,42,58,0,19,0,17,551
BOLIVAR,atencion odontologica,primera consulta,2019-03-01,0,0,7,3,1,0,4,3,2,1,0,1,0,0,22
BOLPEBRA,atencion odontologica,primera consulta,2019-03-01,4,6,7,2,0,1,4,4,0,0,0,0,0,0,28
BOYUIBE,atencion odontologica,primera consulta,2019-03-01,5,4,4,10,5,5,10,22,1,2,0,2,0,0,70
BUENA VISTA,atencion odontologica,primera consulta,2019-03-01,43,44,6,5,0,5,3,23,14,3,0,5,0,6,157
CABEZAS,atencion odontologica,primera consulta,2019-03-01,88,70,16,18,5,16,17,56,15,15,0,23,0,13,352
CAIROMA,atencion odontologica,primera consulta,2019-03-01,4,2,6,7,5,6,8,9,4,2,0,1,0,1,55
"CAIZA ""D""",atencion odontologica,primera consulta,2019-03-01,33,25,25,29,8,15,18,49,9,10,0,15,0,4,240
CAJUATA,atencion odontologica,primera consulta,2019-03-01,15,14,44,33,7,14,18,63,7,4,0,13,0,5,237
CALACOTO,atencion odontologica,primera consulta,2019-03-01,3,6,0,0,0,0,1,1,9,7,0,1,0,0,28
CALAMARCA,atencion odontologica,primera consulta,2019-03-01,13,20,24,28,5,16,16,56,5,7,0,12,0,8,210
CAMARGO,atencion odontologica,primera consulta,2019-03-01,15,14,13,13,2,8,17,42,1,6,0,2,0,4,137
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2019-03-01,3,2,5,6,1,3,8,13,1,1,0,2,0,0,45
CAMIRI,atencion odontologica,primera consulta,2019-03-01,131,109,302,313,8,35,48,161,30,21,0,45,0,19,1222
CAPINOTA,atencion odontologica,primera consulta,2019-03-01,27,33,20,26,6,15,20,54,7,14,0,6,0,4,232
CAQUIAVIRI,atencion odontologica,primera consulta,2019-03-01,19,25,12,16,3,12,10,29,17,12,0,11,0,4,170
CARACOLLO,atencion odontologica,primera consulta,2019-03-01,11,14,21,31,14,14,25,74,14,15,0,19,0,3,255
CARANAVI,atencion odontologica,primera consulta,2019-03-01,104,118,58,49,16,44,34,103,38,30,0,57,0,22,673
CARANGAS,atencion odontologica,primera consulta,2019-03-01,0,0,1,0,0,0,3,1,1,4,0,0,0,0,10
CARAPARI,atencion odontologica,primera consulta,2019-03-01,18,13,50,43,13,23,46,87,7,3,0,4,0,2,309
CARIPUYO,atencion odontologica,primera consulta,2019-03-01,13,7,8,10,7,6,8,30,5,11,0,3,0,2,110
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2019-03-01,61,78,9,15,0,0,27,40,17,20,0,20,0,17,304
CATACORA,atencion odontologica,primera consulta,2019-03-01,3,2,1,1,4,2,4,10,1,1,0,1,0,2,32
CHACARILLA,atencion odontologica,primera consulta,2019-03-01,1,4,0,0,0,1,0,2,2,0,0,0,0,2,12
CHALLAPATA,atencion odontologica,primera consulta,2019-03-01,93,87,106,103,17,36,47,171,63,58,0,68,0,12,861
CHAQUI,atencion odontologica,primera consulta,2019-03-01,6,5,7,7,4,10,14,36,6,10,0,2,0,1,108
CHARAGUA,atencion odontologica,primera consulta,2019-03-01,26,24,18,9,10,19,38,63,15,8,0,23,0,5,258
CHARAÑA,atencion odontologica,primera consulta,2019-03-01,0,1,0,0,0,1,0,0,2,0,0,0,0,0,4
CHAYANTA,atencion odontologica,primera consulta,2019-03-01,26,14,21,24,10,17,26,61,7,9,0,12,0,1,228
CHIMORE,atencion odontologica,primera consulta,2019-03-01,26,16,28,31,10,27,40,88,10,5,0,14,0,7,302
CHIPAYA,atencion odontologica,primera consulta,2019-03-01,5,5,4,2,1,2,2,11,4,3,0,3,0,2,44
CHOQUE COTA,atencion odontologica,primera consulta,2019-03-01,6,3,21,15,1,3,1,2,7,2,0,2,0,0,63
CHUA COCANI,atencion odontologica,primera consulta,2019-03-01,1,0,0,2,0,3,0,4,2,4,0,0,0,0,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2019-03-01,31,19,21,9,1,6,13,17,5,0,0,6,0,8,136
CHUMA,atencion odontologica,primera consulta,2019-03-01,20,16,4,9,15,22,25,61,18,16,0,4,0,1,211
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2019-03-01,13,8,4,10,3,6,7,28,6,10,0,6,0,2,103
CKOCHAS,atencion odontologica,primera consulta,2019-03-01,32,26,10,17,6,22,21,71,39,48,0,27,0,12,331
CLIZA,atencion odontologica,primera consulta,2019-03-01,23,17,30,13,8,7,20,82,21,46,0,7,0,8,282
COBIJA,atencion odontologica,primera consulta,2019-03-01,141,137,79,81,21,79,130,250,18,8,0,82,0,12,1038
COCAPATA,atencion odontologica,primera consulta,2019-03-01,19,23,31,36,19,37,39,74,12,13,0,25,0,5,333
COCHABAMBA,atencion odontologica,primera consulta,2019-03-01,295,345,225,236,107,186,374,846,183,174,0,231,0,88,3290
COIPASA,atencion odontologica,primera consulta,2019-03-01,2,2,3,4,3,1,4,7,2,1,0,0,0,0,29
COLCAPIRHUA,atencion odontologica,primera consulta,2019-03-01,26,27,34,20,10,15,35,88,16,12,0,20,0,619,922
"COLCHA ""K""",atencion odontologica,primera consulta,2019-03-01,7,6,7,9,4,6,13,25,2,9,0,9,0,1,98
COLLANA,atencion odontologica,primera consulta,2019-03-01,4,11,12,7,8,7,9,36,3,1,0,2,0,1,101
COLOMI,atencion odontologica,primera consulta,2019-03-01,60,64,24,35,7,15,6,30,13,12,0,9,0,9,284
COLPA BELGICA,atencion odontologica,primera consulta,2019-03-01,17,29,0,0,0,3,0,14,3,5,0,8,0,8,87
COLQUECHACA,atencion odontologica,primera consulta,2019-03-01,35,43,31,54,24,55,84,164,47,67,0,31,0,18,653
COLQUENCHA,atencion odontologica,primera consulta,2019-03-01,17,14,12,25,10,21,20,38,6,7,0,3,0,1,174
COLQUIRI,atencion odontologica,primera consulta,2019-03-01,12,14,22,22,10,16,25,40,18,16,0,1,0,3,199
COMANCHE,atencion odontologica,primera consulta,2019-03-01,4,6,57,50,3,2,7,5,2,2,0,1,0,1,140
COMARAPA,atencion odontologica,primera consulta,2019-03-01,18,24,19,29,3,12,9,34,5,10,0,4,0,14,181
COMBAYA,atencion odontologica,primera consulta,2019-03-01,0,1,1,0,0,0,0,3,1,1,0,0,0,0,7
CONCEPCION,atencion odontologica,primera consulta,2019-03-01,16,23,4,5,3,10,5,40,3,6,0,40,0,1,156
COPACABANA,atencion odontologica,primera consulta,2019-03-01,12,13,9,7,4,6,7,21,8,8,0,3,0,1,99
CORIPATA,atencion odontologica,primera consulta,2019-03-01,15,12,14,6,1,8,13,15,0,2,0,1,0,4,91
CORO CORO,atencion odontologica,primera consulta,2019-03-01,13,14,45,44,16,28,36,44,9,5,0,1,0,0,255
COROICO,atencion odontologica,primera consulta,2019-03-01,3,14,2,5,2,4,3,14,2,5,0,2,0,1,57
CORQUE,atencion odontologica,primera consulta,2019-03-01,11,13,40,30,2,10,5,39,7,7,0,14,0,0,178
COTAGAITA,atencion odontologica,primera consulta,2019-03-01,18,21,24,29,22,17,61,90,15,14,0,12,0,1,324
COTOCA,atencion odontologica,primera consulta,2019-03-01,29,18,11,13,4,8,4,25,8,3,0,6,0,3,132
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2019-03-01,0,0,0,1,0,0,2,2,2,1,0,0,0,0,8
CUATRO CAÑADAS,atencion odontologica,primera consulta,2019-03-01,61,68,8,12,2,21,7,44,14,6,0,21,0,16,280
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2019-03-01,0,1,9,9,0,3,2,9,2,2,0,4,0,0,41
CUEVO,atencion odontologica,primera consulta,2019-03-01,5,7,14,10,3,3,14,37,0,4,0,4,0,1,102
CULPINA,atencion odontologica,primera consulta,2019-03-01,9,6,13,20,2,18,34,64,6,11,0,16,0,0,199
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2019-03-01,14,15,38,36,3,4,5,20,11,7,0,5,0,1,159
CURVA,atencion odontologica,primera consulta,2019-03-01,4,4,3,2,0,3,6,5,1,1,0,2,0,3,34
DESAGUADERO,atencion odontologica,primera consulta,2019-03-01,9,8,8,8,1,4,6,17,4,7,0,2,0,3,77
EL ALTO,atencion odontologica,primera consulta,2019-03-01,509,768,584,566,204,299,251,942,123,78,0,484,0,129,4937
EL CHORO,atencion odontologica,primera consulta,2019-03-01,5,6,7,8,3,7,16,11,9,1,0,3,0,0,76
EL PUENTE(STC),atencion odontologica,primera consulta,2019-03-01,27,11,5,6,3,0,9,28,8,7,0,7,0,6,117
EL PUENTE(TJA),atencion odontologica,primera consulta,2019-03-01,38,29,145,121,11,16,37,102,15,26,0,3,0,2,545
EL TORNO,atencion odontologica,primera consulta,2019-03-01,309,303,406,422,11,32,26,105,28,29,0,42,0,32,1745
EL VILLAR,atencion odontologica,primera consulta,2019-03-01,18,18,6,20,2,4,22,32,2,2,0,5,0,1,132
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2019-03-01,15,24,105,80,17,20,48,94,36,35,0,4,0,10,488
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2019-03-01,15,18,7,16,5,18,21,41,3,4,0,6,0,4,158
ESCARA,atencion odontologica,primera consulta,2019-03-01,0,0,1,1,0,3,0,6,4,1,0,1,0,1,18
ESCOMA,atencion odontologica,primera consulta,2019-03-01,0,0,1,3,3,1,1,1,0,1,0,1,0,0,12
ESMERALDA,atencion odontologica,primera consulta,2019-03-01,1,1,1,0,0,0,1,2,5,4,0,1,0,0,16
EUCALIPTUS,atencion odontologica,primera consulta,2019-03-01,3,4,9,9,1,4,6,18,7,6,0,7,0,1,75
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2019-03-01,21,13,47,44,19,28,23,80,8,11,0,13,0,0,307
FILADELFIA,atencion odontologica,primera consulta,2019-03-01,28,19,23,28,2,5,4,11,2,1,0,5,0,0,128
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2019-03-01,16,19,4,2,2,5,2,14,1,3,0,4,0,5,77
