,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN PEDRO,vih,no de personas con prueba rapida,2020-02-01,125,152,277
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2020-02-01,1,7,8
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2020-02-01,2,8,10
SAN RAFAEL,vih,no de personas con prueba rapida,2020-02-01,0,1,1
SAN RAMON BENI,vih,no de personas con prueba rapida,2020-02-01,10,2,12
SAN RAMON SCZ,vih,no de personas con prueba rapida,2020-02-01,1,4,5
SANTA ANA,vih,no de personas con prueba rapida,2020-02-01,185,18,203
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2020-02-01,972,1782,2754
SANTA ROSA,vih,no de personas con prueba rapida,2020-02-01,2,0,2
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2020-02-01,10,3,13
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2020-02-01,6,16,22
SAPAHAQUI,vih,no de personas con prueba rapida,2020-02-01,1,2,3
SENA,vih,no de personas con prueba rapida,2020-02-01,0,3,3
SHINAOTA,vih,no de personas con prueba rapida,2020-02-01,34,38,72
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2020-02-01,2,1,3
SICAYA,vih,no de personas con prueba rapida,2020-02-01,6,5,11
SIPE SIPE,vih,no de personas con prueba rapida,2020-02-01,7,47,54
SOPACHUY,vih,no de personas con prueba rapida,2020-02-01,3,15,18
SORATA,vih,no de personas con prueba rapida,2020-02-01,4,10,14
SUCRE,vih,no de personas con prueba rapida,2020-02-01,145,230,375
TACACOMA,vih,no de personas con prueba rapida,2020-02-01,4,7,11
TACOPAYA,vih,no de personas con prueba rapida,2020-02-01,21,21,42
TAPACARI,vih,no de personas con prueba rapida,2020-02-01,7,5,12
TARABUCO,vih,no de personas con prueba rapida,2020-02-01,53,92,145
TARATA,vih,no de personas con prueba rapida,2020-02-01,2,6,8
TARIJA,vih,no de personas con prueba rapida,2020-02-01,258,352,610
TARVITA,vih,no de personas con prueba rapida,2020-02-01,6,21,27
TIAHUANACU,vih,no de personas con prueba rapida,2020-02-01,4,8,12
TIPUANI,vih,no de personas con prueba rapida,2020-02-01,1,1,2
TIQUIPAYA,vih,no de personas con prueba rapida,2020-02-01,4,5,9
TOCO,vih,no de personas con prueba rapida,2020-02-01,4,4,8
TOLATA,vih,no de personas con prueba rapida,2020-02-01,1,4,5
TOLEDO,vih,no de personas con prueba rapida,2020-02-01,3,2,5
TOMINA,vih,no de personas con prueba rapida,2020-02-01,2,1,3
TOTORA(CBBA),vih,no de personas con prueba rapida,2020-02-01,7,25,32
TOTORA(ORR),vih,no de personas con prueba rapida,2020-02-01,0,2,2
TRINIDAD,vih,no de personas con prueba rapida,2020-02-01,521,221,742
TUPIZA,vih,no de personas con prueba rapida,2020-02-01,81,148,229
TURCO,vih,no de personas con prueba rapida,2020-02-01,0,3,3
UNCIA,vih,no de personas con prueba rapida,2020-02-01,2,10,12
URUBICHA,vih,no de personas con prueba rapida,2020-02-01,31,53,84
UYUNI,vih,no de personas con prueba rapida,2020-02-01,2,32,34
VALLEGRANDE,vih,no de personas con prueba rapida,2020-02-01,10,19,29
VIACHA,vih,no de personas con prueba rapida,2020-02-01,30,82,112
VILA VILA,vih,no de personas con prueba rapida,2020-02-01,0,1,1
VILLA CHARCAS,vih,no de personas con prueba rapida,2020-02-01,5,20,25
VILLA MONTES,vih,no de personas con prueba rapida,2020-02-01,26,29,55
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2020-02-01,3,2,5
VILLA RIVERO,vih,no de personas con prueba rapida,2020-02-01,1,0,1
VILLA SERRANO,vih,no de personas con prueba rapida,2020-02-01,4,58,62
VILLA TUNARI,vih,no de personas con prueba rapida,2020-02-01,57,122,179
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2020-02-01,1,11,12
VILLAZON,vih,no de personas con prueba rapida,2020-02-01,37,78,115
VINTO,vih,no de personas con prueba rapida,2020-02-01,21,53,74
WARNES,vih,no de personas con prueba rapida,2020-02-01,5,12,17
YACUIBA,vih,no de personas con prueba rapida,2020-02-01,4,11,15
YAMPARAEZ,vih,no de personas con prueba rapida,2020-02-01,0,4,4
YAPACANI,vih,no de personas con prueba rapida,2020-02-01,54,74,128
YUNCHARA,vih,no de personas con prueba rapida,2020-02-01,4,7,11
ZUDAÑEZ,vih,no de personas con prueba rapida,2020-02-01,4,11,15
ACACIO,vih,no de personas con prueba rapida,2020-03-01,0,1,1
ACHACACHI,vih,no de personas con prueba rapida,2020-03-01,1,1,2
AIQUILE,vih,no de personas con prueba rapida,2020-03-01,11,6,17
ALCALA,vih,no de personas con prueba rapida,2020-03-01,2,13,15
ALTO BENI,vih,no de personas con prueba rapida,2020-03-01,0,2,2
ANCORAIMES,vih,no de personas con prueba rapida,2020-03-01,2,2,4
ANTEQUERA,vih,no de personas con prueba rapida,2020-03-01,1,0,1
ARANI,vih,no de personas con prueba rapida,2020-03-01,1,1,2
ARBIETO,vih,no de personas con prueba rapida,2020-03-01,1,10,11
ARQUE,vih,no de personas con prueba rapida,2020-03-01,0,7,7
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2020-03-01,31,138,169
ATOCHA,vih,no de personas con prueba rapida,2020-03-01,4,3,7
AYATA,vih,no de personas con prueba rapida,2020-03-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2020-03-01,6,31,37
AZURDUY,vih,no de personas con prueba rapida,2020-03-01,4,19,23
BERMEJO,vih,no de personas con prueba rapida,2020-03-01,26,34,60
BETANZOS,vih,no de personas con prueba rapida,2020-03-01,1,4,5
BOLIVAR,vih,no de personas con prueba rapida,2020-03-01,0,4,4
BOYUIBE,vih,no de personas con prueba rapida,2020-03-01,0,1,1
BUENA VISTA,vih,no de personas con prueba rapida,2020-03-01,1,2,3
CABEZAS,vih,no de personas con prueba rapida,2020-03-01,3,5,8
"CAIZA ""D""",vih,no de personas con prueba rapida,2020-03-01,1,3,4
CAJUATA,vih,no de personas con prueba rapida,2020-03-01,0,12,12
CALAMARCA,vih,no de personas con prueba rapida,2020-03-01,2,3,5
CAMARGO,vih,no de personas con prueba rapida,2020-03-01,15,33,48
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2020-03-01,5,11,16
CAMIRI,vih,no de personas con prueba rapida,2020-03-01,18,16,34
CAPINOTA,vih,no de personas con prueba rapida,2020-03-01,5,15,20
CARACOLLO,vih,no de personas con prueba rapida,2020-03-01,2,4,6
CARANAVI,vih,no de personas con prueba rapida,2020-03-01,43,64,107
CARAPARI,vih,no de personas con prueba rapida,2020-03-01,0,1,1
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2020-03-01,34,50,84
CHALLAPATA,vih,no de personas con prueba rapida,2020-03-01,18,68,86
CHARAGUA,vih,no de personas con prueba rapida,2020-03-01,8,16,24
CHIMORE,vih,no de personas con prueba rapida,2020-03-01,6,12,18
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2020-03-01,15,18,33
CHUMA,vih,no de personas con prueba rapida,2020-03-01,14,19,33
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2020-03-01,0,10,10
CKOCHAS,vih,no de personas con prueba rapida,2020-03-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2020-03-01,7,15,22
COBIJA,vih,no de personas con prueba rapida,2020-03-01,38,38,76
COCHABAMBA,vih,no de personas con prueba rapida,2020-03-01,1139,1213,2352
COIPASA,vih,no de personas con prueba rapida,2020-03-01,0,2,2
COLCAPIRHUA,vih,no de personas con prueba rapida,2020-03-01,61,78,139
COLOMI,vih,no de personas con prueba rapida,2020-03-01,5,19,24
COLPA BELGICA,vih,no de personas con prueba rapida,2020-03-01,2,1,3
COLQUECHACA,vih,no de personas con prueba rapida,2020-03-01,0,4,4
COLQUENCHA,vih,no de personas con prueba rapida,2020-03-01,4,2,6
COMARAPA,vih,no de personas con prueba rapida,2020-03-01,5,2,7
CONCEPCION,vih,no de personas con prueba rapida,2020-03-01,6,16,22
CORIPATA,vih,no de personas con prueba rapida,2020-03-01,0,1,1
COROICO,vih,no de personas con prueba rapida,2020-03-01,8,17,25
CORQUE,vih,no de personas con prueba rapida,2020-03-01,1,3,4
COTAGAITA,vih,no de personas con prueba rapida,2020-03-01,1,2,3
COTOCA,vih,no de personas con prueba rapida,2020-03-01,35,23,58
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2020-03-01,15,35,50
CUEVO,vih,no de personas con prueba rapida,2020-03-01,0,1,1
CULPINA,vih,no de personas con prueba rapida,2020-03-01,1,33,34
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2020-03-01,0,1,1
CURVA,vih,no de personas con prueba rapida,2020-03-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2020-03-01,7,8,15
EL ALTO,vih,no de personas con prueba rapida,2020-03-01,1009,1398,2407
EL PUENTE(STC),vih,no de personas con prueba rapida,2020-03-01,48,41,89
EL TORNO,vih,no de personas con prueba rapida,2020-03-01,51,179,230
EL VILLAR,vih,no de personas con prueba rapida,2020-03-01,0,1,1
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2020-03-01,4,15,19
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2020-03-01,12,95,107
ESCOMA,vih,no de personas con prueba rapida,2020-03-01,2,1,3
EUCALIPTUS,vih,no de personas con prueba rapida,2020-03-01,5,8,13
EUREKA (SANTOS MERCADO),vih,no de personas con prueba rapida,2020-03-01,0,1,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2020-03-01,14,47,61
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2020-03-01,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2020-03-01,6,12,18
GUAQUI,vih,no de personas con prueba rapida,2020-03-01,1,0,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2020-03-01,300,428,728
GUTIERREZ,vih,no de personas con prueba rapida,2020-03-01,1,7,8
HUACARETA,vih,no de personas con prueba rapida,2020-03-01,1,0,1
HUACHACALLA,vih,no de personas con prueba rapida,2020-03-01,0,1,1
HUANUNI,vih,no de personas con prueba rapida,2020-03-01,36,46,82
HUAYLLAMARCA,vih,no de personas con prueba rapida,2020-03-01,41,37,78
ICLA,vih,no de personas con prueba rapida,2020-03-01,2,56,58
INCAHUASI,vih,no de personas con prueba rapida,2020-03-01,7,22,29
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2020-03-01,1,3,4
JESUS DE MACHACA,vih,no de personas con prueba rapida,2020-03-01,6,5,11
LA GUARDIA,vih,no de personas con prueba rapida,2020-03-01,38,65,103
LA PAZ,vih,no de personas con prueba rapida,2020-03-01,926,1946,2872
LAJA,vih,no de personas con prueba rapida,2020-03-01,7,23,30
LAS CARRERAS,vih,no de personas con prueba rapida,2020-03-01,0,4,4
MACHARETI,vih,no de personas con prueba rapida,2020-03-01,6,16,22
MAPIRI,vih,no de personas con prueba rapida,2020-03-01,2,2,4
MINEROS,vih,no de personas con prueba rapida,2020-03-01,9,7,16
MIZQUE,vih,no de personas con prueba rapida,2020-03-01,12,31,43
MOJOCOYA,vih,no de personas con prueba rapida,2020-03-01,6,14,20
MONTEAGUDO,vih,no de personas con prueba rapida,2020-03-01,19,57,76
MONTERO,vih,no de personas con prueba rapida,2020-03-01,567,203,770
MOROCHATA,vih,no de personas con prueba rapida,2020-03-01,3,1,4
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2020-03-01,0,2,2
OCURI,vih,no de personas con prueba rapida,2020-03-01,0,13,13
OKINAWA,vih,no de personas con prueba rapida,2020-03-01,46,4,50
OMEREQUE,vih,no de personas con prueba rapida,2020-03-01,2,0,2
ORURO,vih,no de personas con prueba rapida,2020-03-01,199,770,969
PADCAYA,vih,no de personas con prueba rapida,2020-03-01,5,1,6
PADILLA,vih,no de personas con prueba rapida,2020-03-01,12,22,34
PAILON,vih,no de personas con prueba rapida,2020-03-01,136,112,248
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2020-03-01,3,5,8
PAMPA GRANDE,vih,no de personas con prueba rapida,2020-03-01,20,12,32
PAZÑA,vih,no de personas con prueba rapida,2020-03-01,1,8,9
POCOATA,vih,no de personas con prueba rapida,2020-03-01,0,4,4
POCONA,vih,no de personas con prueba rapida,2020-03-01,1,1,2
POJO (CBBA),vih,no de personas con prueba rapida,2020-03-01,3,14,17
POOPO,vih,no de personas con prueba rapida,2020-03-01,0,1,1
PORCO,vih,no de personas con prueba rapida,2020-03-01,0,3,3
PORONGO,vih,no de personas con prueba rapida,2020-03-01,2,1,3
PORTACHUELO,vih,no de personas con prueba rapida,2020-03-01,22,0,22
PORVENIR,vih,no de personas con prueba rapida,2020-03-01,6,46,52
POSTRER VALLE,vih,no de personas con prueba rapida,2020-03-01,3,11,14
POTOSI,vih,no de personas con prueba rapida,2020-03-01,33,50,83
PRESTO,vih,no de personas con prueba rapida,2020-03-01,3,7,10
PUERTO CARABUCO,vih,no de personas con prueba rapida,2020-03-01,1,0,1
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2020-03-01,4,4,8
PUERTO RICO,vih,no de personas con prueba rapida,2020-03-01,0,7,7
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2020-03-01,62,166,228
PUNATA,vih,no de personas con prueba rapida,2020-03-01,62,61,123
QUILLACOLLO,vih,no de personas con prueba rapida,2020-03-01,331,6,337
QUIME,vih,no de personas con prueba rapida,2020-03-01,0,3,3
RAVELO,vih,no de personas con prueba rapida,2020-03-01,2,2,4
REYES,vih,no de personas con prueba rapida,2020-03-01,4,0,4
RIBERALTA,vih,no de personas con prueba rapida,2020-03-01,489,419,908
ROBORE,vih,no de personas con prueba rapida,2020-03-01,2,3,5
RURRENABAQUE,vih,no de personas con prueba rapida,2020-03-01,14,19,33
SABAYA,vih,no de personas con prueba rapida,2020-03-01,26,40,66
SACABA,vih,no de personas con prueba rapida,2020-03-01,84,145,229
SACABAMBA,vih,no de personas con prueba rapida,2020-03-01,3,6,9
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2020-03-01,43,65,108
SAMAIPATA,vih,no de personas con prueba rapida,2020-03-01,4,7,11
SAN ANDRES,vih,no de personas con prueba rapida,2020-03-01,5,8,13
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2020-03-01,1,0,1
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2020-03-01,2,0,2
SAN BORJA,vih,no de personas con prueba rapida,2020-03-01,17,15,32
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2020-03-01,6,9,15
SAN CARLOS,vih,no de personas con prueba rapida,2020-03-01,6,19,25
SAN IGNACIO,vih,no de personas con prueba rapida,2020-03-01,11,19,30
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2020-03-01,17,45,62
SAN JAVIER(STC),vih,no de personas con prueba rapida,2020-03-01,8,0,8
SAN JOAQUIN,vih,no de personas con prueba rapida,2020-03-01,0,2,2
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2020-03-01,16,21,37
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2020-03-01,2,1,3
SAN JULIAN,vih,no de personas con prueba rapida,2020-03-01,34,140,174
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2020-03-01,1,1,2
SAN LUCAS,vih,no de personas con prueba rapida,2020-03-01,23,100,123
SAN MATIAS,vih,no de personas con prueba rapida,2020-03-01,3,4,7
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2020-03-01,3,1,4
SAN PEDRO,vih,no de personas con prueba rapida,2020-03-01,11,20,31
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2020-03-01,10,19,29
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2020-03-01,0,2,2
SAN RAFAEL,vih,no de personas con prueba rapida,2020-03-01,1,3,4
SAN RAMON BENI,vih,no de personas con prueba rapida,2020-03-01,2,2,4
SAN RAMON SCZ,vih,no de personas con prueba rapida,2020-03-01,2,2,4
SANTA ANA,vih,no de personas con prueba rapida,2020-03-01,23,22,45
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2020-03-01,870,1216,2086
SANTA ROSA,vih,no de personas con prueba rapida,2020-03-01,0,1,1
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2020-03-01,4,8,12
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2020-03-01,11,10,21
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2020-03-01,1,3,4
SENA,vih,no de personas con prueba rapida,2020-03-01,0,5,5
SHINAOTA,vih,no de personas con prueba rapida,2020-03-01,32,14,46
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2020-03-01,0,1,1
SICAYA,vih,no de personas con prueba rapida,2020-03-01,2,8,10
SIPE SIPE,vih,no de personas con prueba rapida,2020-03-01,7,14,21
SOPACHUY,vih,no de personas con prueba rapida,2020-03-01,7,13,20
SORATA,vih,no de personas con prueba rapida,2020-03-01,1,0,1
SUCRE,vih,no de personas con prueba rapida,2020-03-01,145,148,293
TACACOMA,vih,no de personas con prueba rapida,2020-03-01,4,5,9
TACOPAYA,vih,no de personas con prueba rapida,2020-03-01,6,6,12
TAPACARI,vih,no de personas con prueba rapida,2020-03-01,2,6,8
TARABUCO,vih,no de personas con prueba rapida,2020-03-01,34,48,82
TARATA,vih,no de personas con prueba rapida,2020-03-01,1,2,3
TARIJA,vih,no de personas con prueba rapida,2020-03-01,248,164,412
TARVITA,vih,no de personas con prueba rapida,2020-03-01,6,27,33
TIPUANI,vih,no de personas con prueba rapida,2020-03-01,33,52,85
TIQUIPAYA,vih,no de personas con prueba rapida,2020-03-01,2,5,7
TOCO,vih,no de personas con prueba rapida,2020-03-01,3,3,6
TOLATA,vih,no de personas con prueba rapida,2020-03-01,2,1,3
TOLEDO,vih,no de personas con prueba rapida,2020-03-01,1,7,8
TOMAVE,vih,no de personas con prueba rapida,2020-03-01,0,6,6
TOMINA,vih,no de personas con prueba rapida,2020-03-01,0,7,7
TOTORA(CBBA),vih,no de personas con prueba rapida,2020-03-01,5,32,37
TRINIDAD,vih,no de personas con prueba rapida,2020-03-01,220,197,417
TUPIZA,vih,no de personas con prueba rapida,2020-03-01,19,12,31
UNCIA,vih,no de personas con prueba rapida,2020-03-01,3,8,11
URUBICHA,vih,no de personas con prueba rapida,2020-03-01,16,12,28
UYUNI,vih,no de personas con prueba rapida,2020-03-01,8,115,123
VALLEGRANDE,vih,no de personas con prueba rapida,2020-03-01,15,21,36
VIACHA,vih,no de personas con prueba rapida,2020-03-01,92,33,125
VILA VILA,vih,no de personas con prueba rapida,2020-03-01,0,1,1
VILLA CHARCAS,vih,no de personas con prueba rapida,2020-03-01,4,4,8
VILLA MONTES,vih,no de personas con prueba rapida,2020-03-01,20,23,43
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2020-03-01,0,2,2
VILLA SERRANO,vih,no de personas con prueba rapida,2020-03-01,10,122,132
VILLA TUNARI,vih,no de personas con prueba rapida,2020-03-01,77,66,143
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2020-03-01,1,11,12
VILLAZON,vih,no de personas con prueba rapida,2020-03-01,41,93,134
VINTO,vih,no de personas con prueba rapida,2020-03-01,13,173,186
WARNES,vih,no de personas con prueba rapida,2020-03-01,8,7,15
YACUIBA,vih,no de personas con prueba rapida,2020-03-01,5,2,7
YAMPARAEZ,vih,no de personas con prueba rapida,2020-03-01,0,1,1
YAPACANI,vih,no de personas con prueba rapida,2020-03-01,42,73,115
YOTALA,vih,no de personas con prueba rapida,2020-03-01,0,1,1
YUNCHARA,vih,no de personas con prueba rapida,2020-03-01,4,6,10
ZUDAÑEZ,vih,no de personas con prueba rapida,2020-03-01,3,8,11
AIQUILE,vih,no de personas con prueba rapida,2020-04-01,7,5,12
ALCALA,vih,no de personas con prueba rapida,2020-04-01,2,1,3
ALTO BENI,vih,no de personas con prueba rapida,2020-04-01,0,3,3
ANCORAIMES,vih,no de personas con prueba rapida,2020-04-01,1,0,1
ANZALDO,vih,no de personas con prueba rapida,2020-04-01,0,4,4
ARBIETO,vih,no de personas con prueba rapida,2020-04-01,1,2,3
ARQUE,vih,no de personas con prueba rapida,2020-04-01,2,3,5
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2020-04-01,24,78,102
AYATA,vih,no de personas con prueba rapida,2020-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2020-04-01,0,9,9
AZURDUY,vih,no de personas con prueba rapida,2020-04-01,3,11,14
BERMEJO,vih,no de personas con prueba rapida,2020-04-01,8,7,15
BETANZOS,vih,no de personas con prueba rapida,2020-04-01,1,3,4
BOLIVAR,vih,no de personas con prueba rapida,2020-04-01,2,2,4
BOYUIBE,vih,no de personas con prueba rapida,2020-04-01,1,0,1
BUENA VISTA,vih,no de personas con prueba rapida,2020-04-01,0,2,2
CABEZAS,vih,no de personas con prueba rapida,2020-04-01,1,1,2
"CAIZA ""D""",vih,no de personas con prueba rapida,2020-04-01,3,3,6
CAMARGO,vih,no de personas con prueba rapida,2020-04-01,10,21,31
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2020-04-01,1,1,2
CAMIRI,vih,no de personas con prueba rapida,2020-04-01,4,7,11
CAPINOTA,vih,no de personas con prueba rapida,2020-04-01,3,10,13
CARACOLLO,vih,no de personas con prueba rapida,2020-04-01,1,7,8
CARANAVI,vih,no de personas con prueba rapida,2020-04-01,64,60,124
CARAPARI,vih,no de personas con prueba rapida,2020-04-01,1,0,1
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2020-04-01,0,7,7
CHALLAPATA,vih,no de personas con prueba rapida,2020-04-01,10,40,50
CHAQUI,vih,no de personas con prueba rapida,2020-04-01,1,0,1
CHARAGUA,vih,no de personas con prueba rapida,2020-04-01,11,11,22
CHIMORE,vih,no de personas con prueba rapida,2020-04-01,26,44,70
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2020-04-01,9,13,22
CHUMA,vih,no de personas con prueba rapida,2020-04-01,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2020-04-01,0,3,3
CKOCHAS,vih,no de personas con prueba rapida,2020-04-01,1,3,4
CLIZA,vih,no de personas con prueba rapida,2020-04-01,1,2,3
COBIJA,vih,no de personas con prueba rapida,2020-04-01,30,30,60
COCHABAMBA,vih,no de personas con prueba rapida,2020-04-01,434,680,1114
COLCAPIRHUA,vih,no de personas con prueba rapida,2020-04-01,32,53,85
COLOMI,vih,no de personas con prueba rapida,2020-04-01,0,4,4
COLPA BELGICA,vih,no de personas con prueba rapida,2020-04-01,4,1,5
COLQUECHACA,vih,no de personas con prueba rapida,2020-04-01,1,13,14
COMARAPA,vih,no de personas con prueba rapida,2020-04-01,1,7,8
CONCEPCION,vih,no de personas con prueba rapida,2020-04-01,5,0,5
COPACABANA,vih,no de personas con prueba rapida,2020-04-01,1,6,7
CORIPATA,vih,no de personas con prueba rapida,2020-04-01,3,4,7
COROICO,vih,no de personas con prueba rapida,2020-04-01,10,11,21
CORQUE,vih,no de personas con prueba rapida,2020-04-01,4,5,9
COTAGAITA,vih,no de personas con prueba rapida,2020-04-01,1,6,7
COTOCA,vih,no de personas con prueba rapida,2020-04-01,20,12,32
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2020-04-01,2,46,48
CULPINA,vih,no de personas con prueba rapida,2020-04-01,2,38,40
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2020-04-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2020-04-01,2,4,6
EL ALTO,vih,no de personas con prueba rapida,2020-04-01,470,682,1152
EL PUENTE(STC),vih,no de personas con prueba rapida,2020-04-01,17,28,45
EL TORNO,vih,no de personas con prueba rapida,2020-04-01,36,27,63
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2020-04-01,0,6,6
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2020-04-01,8,20,28
ESCOMA,vih,no de personas con prueba rapida,2020-04-01,0,5,5
EUCALIPTUS,vih,no de personas con prueba rapida,2020-04-01,3,5,8
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2020-04-01,1,6,7
FILADELFIA,vih,no de personas con prueba rapida,2020-04-01,0,1,1
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2020-04-01,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2020-04-01,3,3,6
GUAYARAMERIN,vih,no de personas con prueba rapida,2020-04-01,52,85,137
GUTIERREZ,vih,no de personas con prueba rapida,2020-04-01,0,1,1
HUACARETA,vih,no de personas con prueba rapida,2020-04-01,0,3,3
HUANUNI,vih,no de personas con prueba rapida,2020-04-01,11,42,53
HUAYLLAMARCA,vih,no de personas con prueba rapida,2020-04-01,16,23,39
ICLA,vih,no de personas con prueba rapida,2020-04-01,1,8,9
INCAHUASI,vih,no de personas con prueba rapida,2020-04-01,2,13,15
INQUISIVI,vih,no de personas con prueba rapida,2020-04-01,11,16,27
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2020-04-01,1,5,6
IXIAMAS,vih,no de personas con prueba rapida,2020-04-01,2,0,2
JESUS DE MACHACA,vih,no de personas con prueba rapida,2020-04-01,2,3,5
LA ASUNTA,vih,no de personas con prueba rapida,2020-04-01,9,5,14
LA GUARDIA,vih,no de personas con prueba rapida,2020-04-01,12,27,39
LA PAZ,vih,no de personas con prueba rapida,2020-04-01,398,868,1266
LAJA,vih,no de personas con prueba rapida,2020-04-01,2,3,5
LAS CARRERAS,vih,no de personas con prueba rapida,2020-04-01,2,0,2
LLALLAGUA,vih,no de personas con prueba rapida,2020-04-01,5,9,14
MACHACAMARCA,vih,no de personas con prueba rapida,2020-04-01,1,1,2
MACHARETI,vih,no de personas con prueba rapida,2020-04-01,0,4,4
MAPIRI,vih,no de personas con prueba rapida,2020-04-01,5,4,9
MIZQUE,vih,no de personas con prueba rapida,2020-04-01,14,6,20
MOJOCOYA,vih,no de personas con prueba rapida,2020-04-01,1,3,4
MONTEAGUDO,vih,no de personas con prueba rapida,2020-04-01,26,57,83
MONTERO,vih,no de personas con prueba rapida,2020-04-01,43,63,106
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2020-04-01,0,5,5
OCURI,vih,no de personas con prueba rapida,2020-04-01,0,17,17
OKINAWA,vih,no de personas con prueba rapida,2020-04-01,1,3,4
OMEREQUE,vih,no de personas con prueba rapida,2020-04-01,0,5,5
ORURO,vih,no de personas con prueba rapida,2020-04-01,133,418,551
PADILLA,vih,no de personas con prueba rapida,2020-04-01,11,11,22
PAILON,vih,no de personas con prueba rapida,2020-04-01,19,50,69
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2020-04-01,1,9,10
PAMPA GRANDE,vih,no de personas con prueba rapida,2020-04-01,1,2,3
PATACAMAYA,vih,no de personas con prueba rapida,2020-04-01,4,2,6
PAZÑA,vih,no de personas con prueba rapida,2020-04-01,1,1,2
POCOATA,vih,no de personas con prueba rapida,2020-04-01,1,0,1
POCONA,vih,no de personas con prueba rapida,2020-04-01,2,2,4
POJO (CBBA),vih,no de personas con prueba rapida,2020-04-01,0,2,2
PORCO,vih,no de personas con prueba rapida,2020-04-01,1,4,5
