,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,144,144
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,15,15
TURCO,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,1,1
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,28,28
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,30,30
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,6,6
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,26,26
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,45,45
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,137,137
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,7,7
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,12,12
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,64,64
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,1,1
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,7,7
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,358,358
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,8,8
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,116,116
VINTO,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,44,44
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,1,1
WARNES,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,117,117
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,40,40
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,3,3
YANACACHI,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,1,1
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,247,247
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,9,9
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,6,6
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,4,4
YUNGUYO DE LITORAL,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,1,1
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2020-03-01,0,8,8
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,63,63
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,26,26
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
ARANI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,92,92
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
AYATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,39,39
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,108,108
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,59,59
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,12,12
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,22,22
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,85,85
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,37,37
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,28,28
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,161,161
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,12,12
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,47,47
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,22,22
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,57,57
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,18,18
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,71,71
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,42,42
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,13,13
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,28,28
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,38,38
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,39,39
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,25,25
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1053,1053
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,98,98
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,28,28
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,82,82
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,32,32
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,31,31
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
COROICO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,38,38
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,39,39
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,228,228
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,13,13
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,22,22
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
CURVA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2198,2198
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,176,176
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,13,13
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,51,51
ESCARA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
ESMERALDA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,24,24
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,37,37
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,69,69
HUARACAJE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
ICLA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,13,13
INQUISIVI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,29,29
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,41,41
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,108,108
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,794,794
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
LAJA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,172,172
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,40,40
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,43,43
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,87,87
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
OCURI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,32,32
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
ORURO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,922,922
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,25,25
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,17,17
PAILON,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,28,28
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,23,23
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
PAPEL PAMPA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,36,36
POCONA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,22,22
POOPO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
PORCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
POROMA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,13,13
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,22,22
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
POSTRER VALLE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,154,154
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,34,34
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,24,24
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,172,172
PUNA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,19,19
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,75,75
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,241,241
QUIME,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
QUIRUSILLAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,38,38
REYES,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,398,398
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,27,27
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
SACABA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,126,126
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
SACACA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,19,19
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,12,12
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,12,12
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,97,97
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,16,16
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,65,65
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,119,119
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,17,17
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,86,86
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,56,56
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,24,24
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,42,42
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,28,28
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,42,42
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,36,36
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2158,2158
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,11,11
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,27,27
SANTIAGO DE CALLAPA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
SENA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,19,19
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,53,53
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,77,77
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
SORATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,19,19
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,191,191
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,17,17
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,29,29
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,26,26
TARACO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
TARATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,17,17
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,115,115
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,37,37
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,41,41
TOCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,6,6
TODOS SANTOS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,5,5
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,20,20
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,13,13
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,41,41
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,53,53
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,14,14
TURCO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,32,32
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,18,18
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,26,26
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,25,25
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,70,70
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,14,14
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,81,81
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,2,2
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,9,9
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,206,206
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,8,8
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,118,118
VINTO,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,157,157
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
WALDO BALLIVIAN,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,10,10
WARNES,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,177,177
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,22,22
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,3,3
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,242,242
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,4,4
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,7,7
YUNGUYO DE LITORAL,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,1,1
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2020-04-01,0,15,15
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,6,6
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,59,59
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,32,32
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,6,6
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,1,1
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,10,10
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,3,3
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,6,6
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,1,1
ARANI,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,17,17
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,30,30
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,5,5
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,53,53
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,14,14
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,3,3
AYATA,vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2020-05-01,0,52,52
