municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,45,45
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,16,16
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,6,6
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,6,6
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,4,4
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,13,13
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,21,21
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,23,23
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,266,266
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,10,10
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,284,284
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,56,56
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,18,18
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,35,35
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,14,14
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,7,7
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,5,5
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,13,13
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SANTA ANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,323,323
SANTA ROSA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,4,4
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,15,15
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,133,133
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,9,9
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,9,9
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,11,11
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,23,23
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,503,503
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,17,17
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,71,71
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,39,39
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,399,399
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,41,41
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,10,10
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,7,7
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,25,25
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,14,14
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,6,6
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,6,6
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,10,10
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,15,15
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,37,37
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,71,71
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,376,376
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,17,17
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,7,7
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,10,10
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,7,7
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,14,14
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,52,52
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,10,10
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,13,13
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,8,8
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,2,2
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,19,19
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,41,41
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,51,51
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,12,12
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,9,9
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,29,29
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,26,26
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,24,24
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,24,24
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,224,224
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,4,4
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,23,23
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,26,26
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-04-01,44,44
ACACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,62,62
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,32,32
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,20,20
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,11,11
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,14,14
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,13,13
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,5,5
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,9,9
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,17,17
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,9,9
AYATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,51,51
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,25,25
BOLPEBRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,10,10
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,7,7
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,14,14
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,10,10
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,17,17
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,13,13
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,16,16
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,148,148
CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,22,22
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,8,8
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,56,56
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,9,9
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,7,7
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
CHIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
CHOQUE COTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,19,19
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,20,20
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,10,10
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,284,284
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,42,42
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,19,19
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
COLPA BELGICA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,31,31
COLQUIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,10,10
CORIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,33,33
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,69,69
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,49,49
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,7,7
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,7,7
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,486,486
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,24,24
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,28,28
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,16,16
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,8,8
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
ESCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,54,54
FILADELFIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,142,142
GUANAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,25,25
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,13,13
HUACHACALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,38,38
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
ICHOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,17,17
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,282,282
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,406,406
LA RIVERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,20,20
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,36,36
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,28,28
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,13,13
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,19,19
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,9,9
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,18,18
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,56,56
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,173,173
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,33,33
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,56,56
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,10,10
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,424,424
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,22,22
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,28,28
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,30,30
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,7,7
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,12,12
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,15,15
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,13,13
PELECHUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,5,5
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
PORCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,13,13
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,4,4
PORVENIR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,87,87
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,39,39
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,8,8
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,1,1
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,3,3
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,5,5
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,19,19
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,33,33
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,671,671
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,11,11
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,25,25
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,9,9
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,6,6
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,20,20
REYES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,63,63
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-05-01,23,23
