municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,7,7
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,38,38
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,7,7
EL VILLAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,5,5
GUANAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
HUARACAJE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,40,40
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,7,7
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,8,8
PORCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
PORTACHUELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,4,4
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,4,4
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,6,6
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,10,10
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,6,6
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,14,14
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,28,28
SANTA ROSA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,4,4
SICAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
TACOBAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,6,6
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,5,5
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,3,3
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,7,7
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,6,6
TURCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
URUBICHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,8,8
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,11,11
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-04-01,8,8
ACACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
BOLIVAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,39,39
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
GUANAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,6,6
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
HUACHACALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,44,44
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
MAGDALENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,6,6
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PORTACHUELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,11,11
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,5,5
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,34,34
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,11,11
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,7,7
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,5,5
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,5,5
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,4,4
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,5,5
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,2,2
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,7,7
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-05-01,11,11
