municipality,group,variable,month,Numero de actividades realizadas con la comunidad,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-09-01,3,3
WARNES,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-09-01,1,1
ANZALDO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,12,12
AZURDUY,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,118,118
BERMEJO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,11,11
BETANZOS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,14,14
CARANAVI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
CARAPARI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,5,5
CHARAGUA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,25,25
COLPA BELGICA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
COTAGAITA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
ENTRE RIOS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
GUANAY,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,3,3
GUTIERREZ,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,4,4
ICLA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
LORETO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
MACHARETI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
MIZQUE,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,2,2
MOJOCOYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,144,144
MORO MORO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,8,8
OKINAWA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,2,2
PALOS BLANCOS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
POROMA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,8,8
PUERTO VILLARROEL,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,6,6
PUNA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,3,3
RIBERALTA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,2,2
SAN IGNACIO DE VELASCO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
SAN JULIAN,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,23,23
SAN PEDRO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,5,5
TACOPAYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,8,8
TAPACARI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,3,3
TARIJA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,225,225
TINGUIPAYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,10,10
TRIGAL,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,1,1
VALLEGRANDE,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-10-01,4,4
BERMEJO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,18,18
BETANZOS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,9,9
"CAIZA ""D""",control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,2,2
CAMIRI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,3,3
CAPINOTA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
CARAPARI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
CHARAGUA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,6,6
EL TORNO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,2,2
EXALTACION,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,2,2
GUANAY,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,3,3
LA GUARDIA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
LORETO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,6,6
MINEROS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
MOJOCOYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,86,86
MONTEAGUDO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,6,6
OKINAWA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,6,6
PADCAYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,4,4
PALOS BLANCOS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
POROMA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,24,24
PORONGO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,3,3
PUNA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,4,4
PUNATA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
SAIPINA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,5,5
SAN IGNACIO DE VELASCO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,4,4
SAN JOAQUIN,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,2,2
SAN JULIAN,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,7,7
SAN LUCAS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
SAN MATIAS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,5,5
SAN PEDRO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,32,32
SANTA CRUZ DE LA SIERRA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,16,16
SANTIVAÑES,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,2,2
TACOPAYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,9,9
TAPACARI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,7,7
TEOPONTE,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,7,7
TINGUIPAYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,10,10
TOMINA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,12,12
TORO TORO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,16,16
TRIGAL,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,1,1
VILLA SERRANO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-11-01,7,7
ALCALA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,5,5
ARQUE,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
AZURDUY,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,3,3
BETANZOS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,19,19
BUENA VISTA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
CAMARGO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
CAPINOTA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
CARANAVI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
CARAPARI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,3,3
CHARAGUA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,7,7
COTOCA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
EL PUENTE(TJA),control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
EXALTACION,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
HUACARETA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
MACHARETI,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
MAIRANA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
MOJOCOYA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
MONTEAGUDO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,3,3
POROMA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,4,4
PORONGO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,2,2
PUNA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
PUNATA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
SAIPINA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,5,5
SAN IGNACIO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
SAN IGNACIO DE VELASCO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
SAN LUCAS,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,5,5
SANTA CRUZ DE LA SIERRA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,7,7
SUCRE,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,4,4
TARVITA,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,6,6
TOTORA(CBBA),control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,1,1
VILLA SERRANO,control vectorial de dengue lucha vectorial integrada,numero de actividades realizadas con la comunidad,2007-12-01,3,3
