municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,9,9
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,36,36
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,7,7
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,8,8
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,23,23
OKINAWA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,7,7
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,7,7
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,9,9
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,6,6
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,21,21
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,12,12
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,5,5
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,12,12
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
SAN RAFAEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,5,5
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,16,16
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,8,8
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,5,5
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-03-01,4,4
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,10,10
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,29,29
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,6,6
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,6,6
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,10,10
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,13,13
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,9,9
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,10,10
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,20,20
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,15,15
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,4,4
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,22,22
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,8,8
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,5,5
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,2,2
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-04-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
