municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,2740,2740
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,2,2
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,65,65
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,778,778
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,7,7
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,13,13
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,522,522
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,8,8
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,8,8
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,12,12
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,3,3
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,284,284
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,42,42
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,28,28
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,4,4
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,36,36
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,10,10
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,73,73
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,11,11
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,44,44
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,2,2
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,23,23
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,55,55
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,3,3
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,8,8
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,29,29
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-03-01,4,4
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,8,8
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,10,10
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,9,9
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,12,12
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,22,22
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,6,6
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,45,45
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,21,21
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,19,19
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,85,85
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,14,14
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,6,6
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,13,13
CHARAÑA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,26,26
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,60,60
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,9,9
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,91,91
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1873,1873
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,46,46
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,10,10
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,5,5
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,5,5
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,21,21
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,18,18
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,14,14
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,667,667
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,19,19
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,23,23
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,30,30
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,5,5
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
HUARACAJE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,8,8
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,5,5
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3256,3256
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,31,31
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,10,10
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,11,11
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,44,44
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,130,130
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,505,505
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,28,28
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,10,10
PAPEL PAMPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,66,66
POROMA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,35,35
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,324,324
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,17,17
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
PUERTO GONZALO MORENO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,52,52
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,115,115
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,31,31
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,159,159
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,9,9
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,251,251
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,5,5
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,9,9
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,45,45
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,6,6
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,23,23
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,20,20
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,107,107
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,35,35
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,34,34
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,16,16
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
SAN PEDRO DE TIQUINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,6,6
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,26,26
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3232,3232
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,29,29
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,2,2
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,988,988
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,12,12
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,547,547
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,22,22
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,121,121
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,40,40
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,22,22
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,49,49
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,4,4
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,56,56
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,9,9
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,56,56
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,19,19
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,54,54
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,5,5
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,12,12
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,1,1
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-04-01,3,3
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,18,18
ARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,23,23
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,20,20
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,33,33
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,27,27
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,86,86
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,94,94
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,36,36
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,9,9
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,30,30
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,73,73
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,74,74
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1857,1857
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,53,53
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,31,31
COTAGAITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,19,19
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,12,12
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,465,465
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,17,17
EL VILLAR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,31,31
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,44,44
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,6,6
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2778,2778
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,23,23
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,11,11
MOCOMOCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,59,59
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,152,152
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,526,526
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,15,15
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,40,40
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,26,26
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,8,8
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,304,304
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,21,21
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,66,66
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,122,122
PUNA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,58,58
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,142,142
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,11,11
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,219,219
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,9,9
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,10,10
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,58,58
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,25,25
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,17,17
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,103,103
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,35,35
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,61,61
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,3,3
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,13,13
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,6,6
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,7,7
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,31,31
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2252,2252
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,790,790
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,493,493
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,26,26
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,2,2
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,114,114
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,45,45
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,33,33
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,24,24
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,23,23
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,23,23
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,11,11
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,66,66
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,25,25
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,67,67
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,5,5
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,10,10
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,15,15
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-05-01,23,23
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,13,13
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,9,9
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,15,15
ARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,12,12
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,10,10
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,6,6
AYATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,8,8
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,10,10
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2,2
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,87,87
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,27,27
BOLPEBRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1,1
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,31,31
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,98,98
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2,2
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,31,31
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,9,9
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,29,29
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,70,70
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,79,79
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1964,1964
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,45,45
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,5,5
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,4,4
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,19,19
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,26,26
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,509,509
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,21,21
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,42,42
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,34,34
GUTIERREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1,1
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1,1
HUARACAJE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,5,5
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,5,5
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2781,2781
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,27,27
