municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,955,955
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,401,401
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-04-01,14,14
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,121,121
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,40,40
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,20,20
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,3,3
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,49,49
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,4,4
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,45,45
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,21,21
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,19,19
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,19,19
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,54,54
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,12,12
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2005-04-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,5,5
APOLO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,20,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,10,10
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,40,40
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,94,94
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,20,20
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-05-01,4,4
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,57,57
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1656,1656
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,53,53
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,5,5
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
COROICO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,14,14
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,19,19
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,5,5
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,449,449
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,17,17
EL VILLAR,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
GUANAY,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,44,44
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,3,3
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2587,2587
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,23,23
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,11,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,24,24
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,152,152
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,474,474
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,15,15
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,3,3
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,26,26
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,215,215
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,17,17
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,3,3
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,23,23
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,20,20
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,84,84
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,219,219
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,10,10
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,58,58
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,4,4
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,25,25
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,17,17
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,53,53
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-05-01,5,5
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,4,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,35,35
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,14,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,9,9
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,7,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,18,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2030,2030
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,2,2
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,721,721
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,373,373
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-05-01,23,23
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,114,114
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,45,45
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,32,32
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,5,5
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,24,24
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,21,21
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,23,23
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,16,16
VINTO,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,25,25
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,67,67
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,10,10
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2005-05-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,2,2
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,13,13
APOLO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,1,1
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,10,10
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
BAURES,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,28,28
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,22,22
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,98,98
CAPINOTA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,1,1
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,26,26
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-06-01,5,5
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,63,63
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,1735,1735
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,45,45
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
COROICO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,9,9
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,26,26
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,500,500
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,21,21
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,34,34
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,1,1
HUARACAJE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,2641,2641
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,27,27
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,10,10
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,7,7
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,19,19
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,211,211
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,499,499
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,8,8
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,24,24
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,177,177
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,12,12
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,9,9
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,1,1
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,15,15
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,79,79
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,1,1
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,234,234
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,10,10
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,148,148
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,24,24
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,5,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,16,16
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,38,38
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-06-01,2,2
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,16,16
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,14,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,9,9
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,10,10
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,15,15
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,2837,2837
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,6,6
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,10,10
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,745,745
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,288,288
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-06-01,11,11
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,270,270
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,27,27
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,32,32
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,12,12
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,37,37
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,9,9
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,31,31
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,24,24
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,19,19
VINTO,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,29,29
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,43,43
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,12,12
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2005-06-01,4,4
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,8,8
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,15,15
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,30,30
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,21,21
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,85,85
CAPINOTA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,7,7
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,23,23
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,64,64
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1199,1199
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,52,52
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,24,24
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,433,433
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,22,22
GUANAY,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,41,41
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2964,2964
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,19,19
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,25,25
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,15,15
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,21,21
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,170,170
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,446,446
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,6,6
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,32,32
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,244,244
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,18,18
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,18,18
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,24,24
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,16,16
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,78,78
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,3,3
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,249,249
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,6,6
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,12,12
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,45,45
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,3,3
SAN ANTONIO DE LOMERIO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,15,15
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,7,7
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,21,21
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,6,6
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,35,35
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,32,32
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,19,19
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,13,13
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,31,31
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2797,2797
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,21,21
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,752,752
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,405,405
TEOPONTE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,6,6
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-07-01,70,70
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-07-01,3,3
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,298,298
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,26,26
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,31,31
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,40,40
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,35,35
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,22,22
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,19,19
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,30,30
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,63,63
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,2,2
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2005-07-01,5,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2005-08-01,1,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,3,3
BAURES,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,18,18
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,23,23
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,83,83
CAPINOTA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,2,2
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,13,13
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,21,21
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2005-08-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,71,71
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,1885,1885
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,1,1
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,3,3
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,5,5
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,5,5
COROICO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,12,12
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,31,31
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,560,560
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,21,21
ENTRE RIOS,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,30,30
GUANAY,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,1,1
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,32,32
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,4,4
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,3217,3217
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,26,26
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,6,6
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,10,10
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,21,21
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,170,170
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,396,396
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,16,16
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,2,2
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,54,54
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,199,199
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,15,15
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,1,1
PUERTO RICO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,14,14
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,22,22
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,19,19
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,28,28
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,6,6
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,85,85
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-08-01,11,11
