,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2018-02-01,20,7,27
VILLAZON,vih,no de personas con prueba rapida,2018-02-01,14,47,61
VINTO,vih,no de personas con prueba rapida,2018-02-01,11,56,67
WARNES,vih,no de personas con prueba rapida,2018-02-01,39,43,82
YACUIBA,vih,no de personas con prueba rapida,2018-02-01,8,20,28
YAMPARAEZ,vih,no de personas con prueba rapida,2018-02-01,0,1,1
YAPACANI,vih,no de personas con prueba rapida,2018-02-01,17,50,67
YOTALA,vih,no de personas con prueba rapida,2018-02-01,1,0,1
YUNCHARA,vih,no de personas con prueba rapida,2018-02-01,0,2,2
ZUDAÑEZ,vih,no de personas con prueba rapida,2018-02-01,4,12,16
ACACIO,vih,no de personas con prueba rapida,2018-03-01,0,1,1
AIQUILE,vih,no de personas con prueba rapida,2018-03-01,5,10,15
ALCALA,vih,no de personas con prueba rapida,2018-03-01,3,2,5
ALTO BENI,vih,no de personas con prueba rapida,2018-03-01,44,31,75
ANCORAIMES,vih,no de personas con prueba rapida,2018-03-01,0,2,2
ANDAMARCA,vih,no de personas con prueba rapida,2018-03-01,1,11,12
ANZALDO,vih,no de personas con prueba rapida,2018-03-01,24,15,39
APOLO,vih,no de personas con prueba rapida,2018-03-01,3,1,4
ARANI,vih,no de personas con prueba rapida,2018-03-01,0,2,2
ARBIETO,vih,no de personas con prueba rapida,2018-03-01,10,15,25
ARQUE,vih,no de personas con prueba rapida,2018-03-01,5,8,13
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2018-03-01,19,116,135
ATOCHA,vih,no de personas con prueba rapida,2018-03-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2018-03-01,1,11,12
AZURDUY,vih,no de personas con prueba rapida,2018-03-01,0,24,24
BATALLAS,vih,no de personas con prueba rapida,2018-03-01,1,0,1
BELLA FLOR,vih,no de personas con prueba rapida,2018-03-01,2,0,2
BERMEJO,vih,no de personas con prueba rapida,2018-03-01,6,23,29
BETANZOS,vih,no de personas con prueba rapida,2018-03-01,3,2,5
BOLPEBRA,vih,no de personas con prueba rapida,2018-03-01,2,13,15
BUENA VISTA,vih,no de personas con prueba rapida,2018-03-01,1,2,3
CABEZAS,vih,no de personas con prueba rapida,2018-03-01,4,35,39
CALAMARCA,vih,no de personas con prueba rapida,2018-03-01,0,1,1
CAMARGO,vih,no de personas con prueba rapida,2018-03-01,24,53,77
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2018-03-01,1,9,10
CAMIRI,vih,no de personas con prueba rapida,2018-03-01,12,29,41
CAPINOTA,vih,no de personas con prueba rapida,2018-03-01,5,13,18
CARACOLLO,vih,no de personas con prueba rapida,2018-03-01,0,1,1
CARAPARI,vih,no de personas con prueba rapida,2018-03-01,1,1,2
CHALLAPATA,vih,no de personas con prueba rapida,2018-03-01,17,175,192
CHARAGUA,vih,no de personas con prueba rapida,2018-03-01,2,1,3
CHIMORE,vih,no de personas con prueba rapida,2018-03-01,10,39,49
CHOQUE COTA,vih,no de personas con prueba rapida,2018-03-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2018-03-01,7,15,22
CHUMA,vih,no de personas con prueba rapida,2018-03-01,2,6,8
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2018-03-01,2,0,2
CKOCHAS,vih,no de personas con prueba rapida,2018-03-01,1,1,2
CLIZA,vih,no de personas con prueba rapida,2018-03-01,1,2,3
COBIJA,vih,no de personas con prueba rapida,2018-03-01,601,279,880
COCAPATA,vih,no de personas con prueba rapida,2018-03-01,1,0,1
COCHABAMBA,vih,no de personas con prueba rapida,2018-03-01,513,880,1393
COLCAPIRHUA,vih,no de personas con prueba rapida,2018-03-01,26,62,88
COLOMI,vih,no de personas con prueba rapida,2018-03-01,0,8,8
COLPA BELGICA,vih,no de personas con prueba rapida,2018-03-01,6,24,30
COLQUECHACA,vih,no de personas con prueba rapida,2018-03-01,0,31,31
COLQUIRI,vih,no de personas con prueba rapida,2018-03-01,1,1,2
COMARAPA,vih,no de personas con prueba rapida,2018-03-01,13,9,22
CONCEPCION,vih,no de personas con prueba rapida,2018-03-01,2,4,6
COPACABANA,vih,no de personas con prueba rapida,2018-03-01,1,0,1
CORIPATA,vih,no de personas con prueba rapida,2018-03-01,1,2,3
COROICO,vih,no de personas con prueba rapida,2018-03-01,7,5,12
CORQUE,vih,no de personas con prueba rapida,2018-03-01,0,12,12
COTAGAITA,vih,no de personas con prueba rapida,2018-03-01,1,1,2
COTOCA,vih,no de personas con prueba rapida,2018-03-01,29,36,65
CRUZ DE MACHACAMARCA,vih,no de personas con prueba rapida,2018-03-01,0,9,9
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2018-03-01,4,6,10
CUEVO,vih,no de personas con prueba rapida,2018-03-01,2,1,3
CULPINA,vih,no de personas con prueba rapida,2018-03-01,12,58,70
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2018-03-01,0,1,1
DESAGUADERO,vih,no de personas con prueba rapida,2018-03-01,2,1,3
EL ALTO,vih,no de personas con prueba rapida,2018-03-01,1056,1940,2996
EL PUENTE(STC),vih,no de personas con prueba rapida,2018-03-01,57,47,104
EL PUENTE(TJA),vih,no de personas con prueba rapida,2018-03-01,1,3,4
EL TORNO,vih,no de personas con prueba rapida,2018-03-01,104,260,364
EL VILLAR,vih,no de personas con prueba rapida,2018-03-01,0,1,1
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2018-03-01,17,39,56
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2018-03-01,63,70,133
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2018-03-01,4,41,45
FILADELFIA,vih,no de personas con prueba rapida,2018-03-01,4,1,5
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2018-03-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2018-03-01,0,4,4
GUANAY,vih,no de personas con prueba rapida,2018-03-01,10,13,23
GUAQUI,vih,no de personas con prueba rapida,2018-03-01,0,1,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2018-03-01,375,482,857
GUTIERREZ,vih,no de personas con prueba rapida,2018-03-01,2,0,2
HUACARETA,vih,no de personas con prueba rapida,2018-03-01,0,8,8
HUANUNI,vih,no de personas con prueba rapida,2018-03-01,66,129,195
HUAYLLAMARCA,vih,no de personas con prueba rapida,2018-03-01,1,1,2
ICLA,vih,no de personas con prueba rapida,2018-03-01,1,12,13
INCAHUASI,vih,no de personas con prueba rapida,2018-03-01,3,18,21
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2018-03-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2018-03-01,2,0,2
IXIAMAS,vih,no de personas con prueba rapida,2018-03-01,1,2,3
JESUS DE MACHACA,vih,no de personas con prueba rapida,2018-03-01,2,4,6
LA ASUNTA,vih,no de personas con prueba rapida,2018-03-01,10,5,15
LA GUARDIA,vih,no de personas con prueba rapida,2018-03-01,70,378,448
LA PAZ,vih,no de personas con prueba rapida,2018-03-01,1252,1907,3159
LAJA,vih,no de personas con prueba rapida,2018-03-01,4,5,9
LLALLAGUA,vih,no de personas con prueba rapida,2018-03-01,29,22,51
MACHACAMARCA,vih,no de personas con prueba rapida,2018-03-01,3,0,3
MACHARETI,vih,no de personas con prueba rapida,2018-03-01,5,18,23
MAIRANA,vih,no de personas con prueba rapida,2018-03-01,4,3,7
MAPIRI,vih,no de personas con prueba rapida,2018-03-01,5,1,6
MINEROS,vih,no de personas con prueba rapida,2018-03-01,4,2,6
MIZQUE,vih,no de personas con prueba rapida,2018-03-01,15,19,34
MOJOCOYA,vih,no de personas con prueba rapida,2018-03-01,0,2,2
MONTEAGUDO,vih,no de personas con prueba rapida,2018-03-01,8,47,55
MONTERO,vih,no de personas con prueba rapida,2018-03-01,333,593,926
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2018-03-01,7,60,67
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2018-03-01,0,4,4
OCURI,vih,no de personas con prueba rapida,2018-03-01,0,4,4
OKINAWA,vih,no de personas con prueba rapida,2018-03-01,1,0,1
OMEREQUE,vih,no de personas con prueba rapida,2018-03-01,1,1,2
ORURO,vih,no de personas con prueba rapida,2018-03-01,436,792,1228
PADILLA,vih,no de personas con prueba rapida,2018-03-01,5,11,16
PAILON,vih,no de personas con prueba rapida,2018-03-01,23,66,89
PALOS BLANCOS,vih,no de personas con prueba rapida,2018-03-01,62,46,108
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2018-03-01,1,4,5
PAMPA GRANDE,vih,no de personas con prueba rapida,2018-03-01,3,0,3
POCONA,vih,no de personas con prueba rapida,2018-03-01,7,9,16
POOPO,vih,no de personas con prueba rapida,2018-03-01,15,67,82
PORCO,vih,no de personas con prueba rapida,2018-03-01,0,8,8
POROMA,vih,no de personas con prueba rapida,2018-03-01,1,1,2
PORONGO,vih,no de personas con prueba rapida,2018-03-01,0,21,21
PORTACHUELO,vih,no de personas con prueba rapida,2018-03-01,6,7,13
PORVENIR,vih,no de personas con prueba rapida,2018-03-01,3,11,14
POSTRER VALLE,vih,no de personas con prueba rapida,2018-03-01,0,1,1
POTOSI,vih,no de personas con prueba rapida,2018-03-01,24,21,45
PRESTO,vih,no de personas con prueba rapida,2018-03-01,2,4,6
PUCARANI,vih,no de personas con prueba rapida,2018-03-01,3,4,7
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2018-03-01,23,42,65
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2018-03-01,8,9,17
PUERTO RICO,vih,no de personas con prueba rapida,2018-03-01,0,12,12
PUERTO SUAREZ,vih,no de personas con prueba rapida,2018-03-01,2,4,6
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2018-03-01,58,208,266
PUNA,vih,no de personas con prueba rapida,2018-03-01,13,12,25
PUNATA,vih,no de personas con prueba rapida,2018-03-01,46,60,106
QUILLACOLLO,vih,no de personas con prueba rapida,2018-03-01,50,54,104
QUIME,vih,no de personas con prueba rapida,2018-03-01,5,6,11
QUIRUSILLAS,vih,no de personas con prueba rapida,2018-03-01,0,5,5
RAQAYPAMPA(ETA),vih,no de personas con prueba rapida,2018-03-01,1,0,1
RIBERALTA,vih,no de personas con prueba rapida,2018-03-01,232,242,474
ROBORE,vih,no de personas con prueba rapida,2018-03-01,7,0,7
RURRENABAQUE,vih,no de personas con prueba rapida,2018-03-01,9,4,13
SABAYA,vih,no de personas con prueba rapida,2018-03-01,17,38,55
SACABA,vih,no de personas con prueba rapida,2018-03-01,162,166,328
SACACA,vih,no de personas con prueba rapida,2018-03-01,1,4,5
SAIPINA,vih,no de personas con prueba rapida,2018-03-01,2,17,19
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2018-03-01,72,94,166
SAMAIPATA,vih,no de personas con prueba rapida,2018-03-01,5,6,11
SAN BENITO,vih,no de personas con prueba rapida,2018-03-01,0,11,11
SAN BORJA,vih,no de personas con prueba rapida,2018-03-01,1,1,2
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2018-03-01,3,5,8
SAN CARLOS,vih,no de personas con prueba rapida,2018-03-01,16,21,37
SAN IGNACIO,vih,no de personas con prueba rapida,2018-03-01,2,0,2
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2018-03-01,18,30,48
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2018-03-01,1,1,2
SAN JAVIER(STC),vih,no de personas con prueba rapida,2018-03-01,3,2,5
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2018-03-01,15,78,93
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2018-03-01,9,5,14
SAN JULIAN,vih,no de personas con prueba rapida,2018-03-01,28,68,96
SAN LUCAS,vih,no de personas con prueba rapida,2018-03-01,0,10,10
SAN MATIAS,vih,no de personas con prueba rapida,2018-03-01,6,18,24
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2018-03-01,0,1,1
SAN PEDRO,vih,no de personas con prueba rapida,2018-03-01,87,97,184
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2018-03-01,0,8,8
SAN PEDRO DE QUEMES,vih,no de personas con prueba rapida,2018-03-01,8,3,11
SAN RAFAEL,vih,no de personas con prueba rapida,2018-03-01,1,1,2
SAN RAMON BENI,vih,no de personas con prueba rapida,2018-03-01,0,3,3
SAN RAMON SCZ,vih,no de personas con prueba rapida,2018-03-01,0,2,2
SANTA ANA,vih,no de personas con prueba rapida,2018-03-01,13,24,37
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2018-03-01,996,1856,2852
SANTA ROSA,vih,no de personas con prueba rapida,2018-03-01,5,0,5
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2018-03-01,1,1,2
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2018-03-01,15,24,39
SANTIVAÑES,vih,no de personas con prueba rapida,2018-03-01,1,1,2
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2018-03-01,1,13,14
SAPAHAQUI,vih,no de personas con prueba rapida,2018-03-01,1,0,1
SENA,vih,no de personas con prueba rapida,2018-03-01,2,0,2
SHINAOTA,vih,no de personas con prueba rapida,2018-03-01,34,19,53
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2018-03-01,1,2,3
SICAYA,vih,no de personas con prueba rapida,2018-03-01,4,5,9
SIPE SIPE,vih,no de personas con prueba rapida,2018-03-01,3,29,32
SOPACHUY,vih,no de personas con prueba rapida,2018-03-01,14,30,44
SORATA,vih,no de personas con prueba rapida,2018-03-01,9,9,18
SUCRE,vih,no de personas con prueba rapida,2018-03-01,182,175,357
TACACHI,vih,no de personas con prueba rapida,2018-03-01,3,3,6
TACACOMA,vih,no de personas con prueba rapida,2018-03-01,1,0,1
TACOPAYA,vih,no de personas con prueba rapida,2018-03-01,20,23,43
TAPACARI,vih,no de personas con prueba rapida,2018-03-01,6,8,14
TARABUCO,vih,no de personas con prueba rapida,2018-03-01,54,63,117
TARACO,vih,no de personas con prueba rapida,2018-03-01,1,0,1
TARIJA,vih,no de personas con prueba rapida,2018-03-01,107,100,207
TARVITA,vih,no de personas con prueba rapida,2018-03-01,14,25,39
TIAWANACU,vih,no de personas con prueba rapida,2018-03-01,1,0,1
TINGUIPAYA,vih,no de personas con prueba rapida,2018-03-01,0,3,3
TIPUANI,vih,no de personas con prueba rapida,2018-03-01,0,3,3
TIQUIPAYA,vih,no de personas con prueba rapida,2018-03-01,23,37,60
TOCO,vih,no de personas con prueba rapida,2018-03-01,0,2,2
TOLATA,vih,no de personas con prueba rapida,2018-03-01,2,1,3
TOLEDO,vih,no de personas con prueba rapida,2018-03-01,18,16,34
TOMINA,vih,no de personas con prueba rapida,2018-03-01,2,2,4
TOTORA(CBBA),vih,no de personas con prueba rapida,2018-03-01,2,6,8
TRINIDAD,vih,no de personas con prueba rapida,2018-03-01,505,20,525
TUPIZA,vih,no de personas con prueba rapida,2018-03-01,0,30,30
UNCIA,vih,no de personas con prueba rapida,2018-03-01,2,3,5
URIONDO (A. CONCEPCION),vih,no de personas con prueba rapida,2018-03-01,1,0,1
URUBICHA,vih,no de personas con prueba rapida,2018-03-01,11,13,24
UYUNI,vih,no de personas con prueba rapida,2018-03-01,2,24,26
VACAS,vih,no de personas con prueba rapida,2018-03-01,1,0,1
VALLEGRANDE,vih,no de personas con prueba rapida,2018-03-01,26,20,46
VIACHA,vih,no de personas con prueba rapida,2018-03-01,14,29,43
VILLA CHARCAS,vih,no de personas con prueba rapida,2018-03-01,1,1,2
VILLA MONTES,vih,no de personas con prueba rapida,2018-03-01,25,34,59
VILLA SERRANO,vih,no de personas con prueba rapida,2018-03-01,4,5,9
VILLA TUNARI,vih,no de personas con prueba rapida,2018-03-01,5,10,15
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2018-03-01,22,15,37
VILLAZON,vih,no de personas con prueba rapida,2018-03-01,55,136,191
VINTO,vih,no de personas con prueba rapida,2018-03-01,15,27,42
WARNES,vih,no de personas con prueba rapida,2018-03-01,55,95,150
YACUIBA,vih,no de personas con prueba rapida,2018-03-01,22,48,70
YAMPARAEZ,vih,no de personas con prueba rapida,2018-03-01,1,6,7
YANACACHI,vih,no de personas con prueba rapida,2018-03-01,11,15,26
YAPACANI,vih,no de personas con prueba rapida,2018-03-01,35,235,270
YOTALA,vih,no de personas con prueba rapida,2018-03-01,0,2,2
YUNCHARA,vih,no de personas con prueba rapida,2018-03-01,3,5,8
ZUDAÑEZ,vih,no de personas con prueba rapida,2018-03-01,24,88,112
ACACIO,vih,no de personas con prueba rapida,2018-04-01,0,2,2
AIQUILE,vih,no de personas con prueba rapida,2018-04-01,10,13,23
ALTO BENI,vih,no de personas con prueba rapida,2018-04-01,0,2,2
ANCORAIMES,vih,no de personas con prueba rapida,2018-04-01,2,7,9
ANDAMARCA,vih,no de personas con prueba rapida,2018-04-01,0,1,1
ANTEQUERA,vih,no de personas con prueba rapida,2018-04-01,1,0,1
ANZALDO,vih,no de personas con prueba rapida,2018-04-01,1,3,4
APOLO,vih,no de personas con prueba rapida,2018-04-01,2,3,5
ARBIETO,vih,no de personas con prueba rapida,2018-04-01,0,7,7
ARQUE,vih,no de personas con prueba rapida,2018-04-01,8,8,16
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2018-04-01,48,120,168
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2018-04-01,13,49,62
AZURDUY,vih,no de personas con prueba rapida,2018-04-01,0,18,18
BELLA FLOR,vih,no de personas con prueba rapida,2018-04-01,1,0,1
BERMEJO,vih,no de personas con prueba rapida,2018-04-01,6,44,50
BETANZOS,vih,no de personas con prueba rapida,2018-04-01,0,2,2
BOLPEBRA,vih,no de personas con prueba rapida,2018-04-01,13,19,32
BUENA VISTA,vih,no de personas con prueba rapida,2018-04-01,0,1,1
CABEZAS,vih,no de personas con prueba rapida,2018-04-01,21,51,72
"CAIZA ""D""",vih,no de personas con prueba rapida,2018-04-01,0,3,3
CAJUATA,vih,no de personas con prueba rapida,2018-04-01,2,0,2
CALAMARCA,vih,no de personas con prueba rapida,2018-04-01,2,0,2
CAMARGO,vih,no de personas con prueba rapida,2018-04-01,17,90,107
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2018-04-01,7,13,20
CAMIRI,vih,no de personas con prueba rapida,2018-04-01,10,18,28
CAPINOTA,vih,no de personas con prueba rapida,2018-04-01,3,9,12
CARACOLLO,vih,no de personas con prueba rapida,2018-04-01,2,5,7
CARAPARI,vih,no de personas con prueba rapida,2018-04-01,1,0,1
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2018-04-01,3,2,5
CHALLAPATA,vih,no de personas con prueba rapida,2018-04-01,31,144,175
CHAYANTA,vih,no de personas con prueba rapida,2018-04-01,1,0,1
CHIMORE,vih,no de personas con prueba rapida,2018-04-01,3,15,18
CHIPAYA,vih,no de personas con prueba rapida,2018-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2018-04-01,9,15,24
CHUMA,vih,no de personas con prueba rapida,2018-04-01,2,62,64
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2018-04-01,9,13,22
CKOCHAS,vih,no de personas con prueba rapida,2018-04-01,0,3,3
CLIZA,vih,no de personas con prueba rapida,2018-04-01,1,0,1
COBIJA,vih,no de personas con prueba rapida,2018-04-01,407,271,678
COCHABAMBA,vih,no de personas con prueba rapida,2018-04-01,480,545,1025
COLCAPIRHUA,vih,no de personas con prueba rapida,2018-04-01,93,99,192
COLOMI,vih,no de personas con prueba rapida,2018-04-01,3,9,12
COLPA BELGICA,vih,no de personas con prueba rapida,2018-04-01,1,1,2
COLQUIRI,vih,no de personas con prueba rapida,2018-04-01,4,7,11
COMARAPA,vih,no de personas con prueba rapida,2018-04-01,7,16,23
CONCEPCION,vih,no de personas con prueba rapida,2018-04-01,2,6,8
CORIPATA,vih,no de personas con prueba rapida,2018-04-01,3,1,4
COROICO,vih,no de personas con prueba rapida,2018-04-01,10,8,18
COTAGAITA,vih,no de personas con prueba rapida,2018-04-01,4,10,14
COTOCA,vih,no de personas con prueba rapida,2018-04-01,16,22,38
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2018-04-01,2,6,8
CUEVO,vih,no de personas con prueba rapida,2018-04-01,29,15,44
CULPINA,vih,no de personas con prueba rapida,2018-04-01,7,47,54
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2018-04-01,1,1,2
EL ALTO,vih,no de personas con prueba rapida,2018-04-01,583,1629,2212
EL PUENTE(STC),vih,no de personas con prueba rapida,2018-04-01,13,14,27
EL TORNO,vih,no de personas con prueba rapida,2018-04-01,50,60,110
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2018-04-01,2,24,26
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2018-04-01,14,88,102
ESCARA,vih,no de personas con prueba rapida,2018-04-01,3,14,17
EUCALIPTUS,vih,no de personas con prueba rapida,2018-04-01,23,5,28
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2018-04-01,7,36,43
FILADELFIA,vih,no de personas con prueba rapida,2018-04-01,0,1,1
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2018-04-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2018-04-01,0,5,5
GUANAY,vih,no de personas con prueba rapida,2018-04-01,2,8,10
GUAYARAMERIN,vih,no de personas con prueba rapida,2018-04-01,521,603,1124
GUTIERREZ,vih,no de personas con prueba rapida,2018-04-01,2,0,2
HUACARETA,vih,no de personas con prueba rapida,2018-04-01,0,9,9
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2018-04-01,0,2,2
HUACHACALLA,vih,no de personas con prueba rapida,2018-04-01,0,1,1
HUANUNI,vih,no de personas con prueba rapida,2018-04-01,75,85,160
ICLA,vih,no de personas con prueba rapida,2018-04-01,4,7,11
INCAHUASI,vih,no de personas con prueba rapida,2018-04-01,6,31,37
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2018-04-01,6,1,7
IXIAMAS,vih,no de personas con prueba rapida,2018-04-01,7,4,11
JESUS DE MACHACA,vih,no de personas con prueba rapida,2018-04-01,1,2,3
LA ASUNTA,vih,no de personas con prueba rapida,2018-04-01,1,4,5
LA GUARDIA,vih,no de personas con prueba rapida,2018-04-01,43,151,194
LA PAZ,vih,no de personas con prueba rapida,2018-04-01,1212,2237,3449
LAJA,vih,no de personas con prueba rapida,2018-04-01,0,2,2
LLALLAGUA,vih,no de personas con prueba rapida,2018-04-01,41,30,71
MACHACAMARCA,vih,no de personas con prueba rapida,2018-04-01,3,0,3
MACHARETI,vih,no de personas con prueba rapida,2018-04-01,4,4,8
MAIRANA,vih,no de personas con prueba rapida,2018-04-01,1,2,3
MAPIRI,vih,no de personas con prueba rapida,2018-04-01,7,4,11
MINEROS,vih,no de personas con prueba rapida,2018-04-01,2,4,6
MIZQUE,vih,no de personas con prueba rapida,2018-04-01,12,23,35
MOJOCOYA,vih,no de personas con prueba rapida,2018-04-01,2,0,2
MONTEAGUDO,vih,no de personas con prueba rapida,2018-04-01,22,54,76
MONTERO,vih,no de personas con prueba rapida,2018-04-01,225,445,670
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2018-04-01,2,3,5
OCURI,vih,no de personas con prueba rapida,2018-04-01,0,9,9
OKINAWA,vih,no de personas con prueba rapida,2018-04-01,2,3,5
OMEREQUE,vih,no de personas con prueba rapida,2018-04-01,0,3,3
ORURO,vih,no de personas con prueba rapida,2018-04-01,110,398,508
PADILLA,vih,no de personas con prueba rapida,2018-04-01,4,4,8
PALOS BLANCOS,vih,no de personas con prueba rapida,2018-04-01,22,28,50
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2018-04-01,1,11,12
PAMPA GRANDE,vih,no de personas con prueba rapida,2018-04-01,7,14,21
PAZÑA,vih,no de personas con prueba rapida,2018-04-01,4,8,12
POCONA,vih,no de personas con prueba rapida,2018-04-01,0,3,3
POJO (CBBA),vih,no de personas con prueba rapida,2018-04-01,1,0,1
POOPO,vih,no de personas con prueba rapida,2018-04-01,13,39,52
PORCO,vih,no de personas con prueba rapida,2018-04-01,1,0,1
POROMA,vih,no de personas con prueba rapida,2018-04-01,0,1,1
PORONGO,vih,no de personas con prueba rapida,2018-04-01,1,5,6
PORTACHUELO,vih,no de personas con prueba rapida,2018-04-01,0,7,7
PORVENIR,vih,no de personas con prueba rapida,2018-04-01,0,9,9
POSTRER VALLE,vih,no de personas con prueba rapida,2018-04-01,0,1,1
POTOSI,vih,no de personas con prueba rapida,2018-04-01,19,36,55
PRESTO,vih,no de personas con prueba rapida,2018-04-01,0,3,3
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2018-04-01,22,34,56
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2018-04-01,23,11,34
PUERTO RICO,vih,no de personas con prueba rapida,2018-04-01,0,13,13
PUERTO SUAREZ,vih,no de personas con prueba rapida,2018-04-01,2,2,4
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2018-04-01,167,152,319
PUNA,vih,no de personas con prueba rapida,2018-04-01,3,4,7
PUNATA,vih,no de personas con prueba rapida,2018-04-01,10,13,23
QUILLACOLLO,vih,no de personas con prueba rapida,2018-04-01,52,212,264
QUIME,vih,no de personas con prueba rapida,2018-04-01,1,6,7
RAVELO,vih,no de personas con prueba rapida,2018-04-01,0,4,4
RIBERALTA,vih,no de personas con prueba rapida,2018-04-01,176,210,386
ROBORE,vih,no de personas con prueba rapida,2018-04-01,10,0,10
RURRENABAQUE,vih,no de personas con prueba rapida,2018-04-01,10,7,17
SABAYA,vih,no de personas con prueba rapida,2018-04-01,38,40,78
SACABA,vih,no de personas con prueba rapida,2018-04-01,87,382,469
SACACA,vih,no de personas con prueba rapida,2018-04-01,1,6,7
SAIPINA,vih,no de personas con prueba rapida,2018-04-01,0,3,3
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2018-04-01,19,21,40
SAMAIPATA,vih,no de personas con prueba rapida,2018-04-01,3,5,8
SAN BENITO,vih,no de personas con prueba rapida,2018-04-01,1,5,6
SAN BORJA,vih,no de personas con prueba rapida,2018-04-01,2,1,3
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2018-04-01,8,3,11
SAN CARLOS,vih,no de personas con prueba rapida,2018-04-01,27,39,66
SAN IGNACIO,vih,no de personas con prueba rapida,2018-04-01,1,0,1
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2018-04-01,24,19,43
SAN JAVIER(STC),vih,no de personas con prueba rapida,2018-04-01,3,2,5
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2018-04-01,9,124,133
SAN JULIAN,vih,no de personas con prueba rapida,2018-04-01,51,123,174
SAN LORENZO(PND),vih,no de personas con prueba rapida,2018-04-01,2,0,2
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2018-04-01,2,0,2
SAN LUCAS,vih,no de personas con prueba rapida,2018-04-01,0,48,48
SAN MATIAS,vih,no de personas con prueba rapida,2018-04-01,17,13,30
SAN PEDRO,vih,no de personas con prueba rapida,2018-04-01,27,28,55
