,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,54,54
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,37,37
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,59,59
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,13,13
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,26,26
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,43,43
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,58,58
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,46,46
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,9,9
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,122,122
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,32,32
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,105,105
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,39,39
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,19,19
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,193,193
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,34,34
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2020,2020
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,197,197
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,44,44
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,11,11
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,17,17
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,22,22
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,50,50
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,56,56
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,15,15
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,15,15
COROICO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,51,51
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,20,20
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,308,308
CRUZ DE MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,80,80
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,24,24
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2840,2840
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,14,14
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,13,13
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,18,18
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,38,38
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,98,98
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,27,27
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,30,30
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,38,38
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,13,13
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,474,474
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,10,10
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,70,70
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,9,9
ICLA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,23,23
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,25,25
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,19,19
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,98,98
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,309,309
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2186,2186
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
LAJA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,14,14
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,195,195
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,18,18
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,33,33
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,20,20
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,82,82
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,95,95
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,11,11
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,70,70
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,893,893
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,20,20
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
OCURI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,33,33
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,41,41
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,14,14
ORURO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1090,1090
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,28,28
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,10,10
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,32,32
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,45,45
POCONA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,11,11
POOPO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,9,9
PORCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,37,37
POROMA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,21,21
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,73,73
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,15,15
POSTRER VALLE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,843,843
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,21,21
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,15,15
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,51,51
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,20,20
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,223,223
PUNA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,183,183
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,681,681
QUIME,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,19,19
QUIRUSILLAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
REYES,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,858,858
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,59,59
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,60,60
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
SACABA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,323,323
SACACA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,47,47
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,14,14
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,23,23
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,27,27
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,68,68
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,24,24
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,71,71
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,38,38
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,230,230
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,40,40
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,101,101
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,17,17
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,121,121
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,35,35
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,48,48
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,44,44
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,8,8
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,46,46
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,48,48
SAN PEDRO DE CURAHUARA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
SAN PEDRO DE QUEMES,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,20,20
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,54,54
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4286,4286
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,10,10
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,36,36
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,17,17
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
SENA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,121,121
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,110,110
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,4,4
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,18,18
SORATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,34,34
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,923,923
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,1,1
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,10,10
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
TAHUA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,23,23
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,25,25
TARACO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
TARATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,32,32
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,351,351
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,10,10
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,22,22
TIAWANACU,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,17,17
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,36,36
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,253,253
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,25,25
TOCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,8,8
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,6,6
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,11,11
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,8,8
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,53,53
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,141,141
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,51,51
TURCO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,5,5
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,28,28
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,37,37
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,19,19
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,114,114
VACAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,12,12
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,77,77
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,122,122
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,3,3
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,24,24
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,148,148
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
VILLA RIVERO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,10,10
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,17,17
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,385,385
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,16,16
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,203,203
VINTO,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,234,234
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,8,8
WARNES,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,491,491
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,75,75
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,7,7
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,304,304
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,9,9
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,2,2
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2018-04-01,0,14,14
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,9,9
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,46,46
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,10,10
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,4,4
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,4,4
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,3,3
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,11,11
APOLO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,12,12
ARANI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,15,15
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,30,30
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,43,43
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,150,150
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,18,18
AYATA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,37,37
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,16,16
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1,1
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,3,3
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,161,161
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,56,56
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,5,5
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,3,3
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,7,7
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,45,45
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,63,63
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,17,17
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,6,6
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,18,18
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,19,19
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,8,8
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,196,196
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,51,51
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,42,42
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,62,62
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,20,20
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1,1
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,12,12
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,135,135
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,20,20
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,59,59
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,7,7
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,95,95
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,5,5
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1,1
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,49,49
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,7,7
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,2,2
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,13,13
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,90,90
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,228,228
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,34,34
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1915,1915
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1,1
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,202,202
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,3,3
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,48,48
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,5,5
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,21,21
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,18,18
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,40,40
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,53,53
COPACABANA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,13,13
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,19,19
COROICO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,53,53
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,5,5
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,6,6
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,326,326
CRUZ DE MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,1,1
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,63,63
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,2,2
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2018-05-01,0,8,8
