municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,20,20
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
TRIGAL,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2009-10-01,1,1
BETANZOS,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,5,5
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,24,24
SORACACHI,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
VILLAZON,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2009-11-01,2,2
CALACOTO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,3,3
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,5,5
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,5,5
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,7,7
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
QUIME,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
SAN BENITO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,13,13
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
TEOPONTE,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,2,2
UYUNI,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2009-12-01,1,1
