municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
BAURES,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,5,5
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
CAQUIAVIRI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,19,19
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CHOQUE COTA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,7,7
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,33,33
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
COMBAYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
CORO CORO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,48,48
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,6,6
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,6,6
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,14,14
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,78,78
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,12,12
OCURI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,14,14
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
PAILON,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
PORCO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,62,62
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,15,15
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
QUIME,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,13,13
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,8,8
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,175,175
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SANTIAGO DE HUARI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SICAYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,17,17
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,10,10
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,7,7
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,4,4
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,8,8
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,6,6
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,8,8
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,8,8
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,21,21
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,3,3
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2009-04-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,4,4
ARANI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
AYATA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
BAURES,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,11,11
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,23,23
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,6,6
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,50,50
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
GUAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
ICHOCA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,6,6
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,88,88
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
MAGDALENA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,4,4
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,7,7
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,10,10
PAILON,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,14,14
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,7,7
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,11,11
QUIME,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,6,6
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
SAIPINA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,3,3
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,4,4
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,108,108
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,16,16
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
TACOPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TARACO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,7,7
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TOMINA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,5,5
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,10,10
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,4,4
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-05-01,8,8
ACACIO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CAQUIAVIRI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,21,21
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,4,4
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,9,9
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,21,21
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,52,52
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,6,6
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,7,7
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,9,9
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,90,90
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,5,5
MAGDALENA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,7,7
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,13,13
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,15,15
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,12,12
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,4,4
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,5,5
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,5,5
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,5,5
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,6,6
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,5,5
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SAN PEDRO(PND),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,138,138
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
SANTUARIO DE QUILLACAS,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SORACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,15,15
TACOBAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,13,13
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,4,4
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,14,14
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
VILLA RIVERO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,2,2
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,16,16
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,6,6
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,15,15
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-06-01,3,3
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,6,6
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
