municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,10,10
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,16,16
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2009-03-01,82,82
PUNA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,34,34
PUNATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,24,24
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,68,68
QUIME,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
RAVELO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
REYES,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,84,84
ROBORE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,24,24
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,16,16
SABAYA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SACABA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,96,96
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAN ANTONIO DE ESMORUCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,54,54
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,21,21
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,12,12
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,20,20
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,10,10
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2009-03-01,70,70
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,16,16
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,23,23
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,12,12
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-03-01,9,9
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,816,816
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,34,34
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SENA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
SORATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,46,46
SUCRE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,263,263
TACACHI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
TAHUA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,9,9
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,26,26
TARACO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
TARATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
TARIJA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,174,174
TARVITA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,23,23
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,16,16
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,43,43
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,37,37
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,26,26
TITO YUPANQUI (PARQUIPUJIO),tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
TOCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
TOLATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
TOMINA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,13,13
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2009-03-01,62,62
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,34,34
TURCO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
UMALA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
UNCIA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
UYUNI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,12,12
VACAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,20,20
VIACHA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,28,28
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2009-03-01,22,22
VILLA NUEVA (LOMA ALTA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,10,10
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,111,111
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2009-03-01,17,17
VINTO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,24,24
VITICHI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
WARNES,tuberculosis,n de sintomaticos respiratorios,2009-03-01,67,67
YACO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,122,122
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,116,116
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
YOTALA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
ACACIO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,28,28
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
ALALAY,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
ALCALA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
APOLO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
ARANI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,15,15
ARQUE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,19,19
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
AYATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,17,17
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
BAURES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
BELEN DE ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
BELEN DE URMIRI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,50,50
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,26,26
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
BOLPEBRA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,32,32
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,18,18
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,18,18
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,19,19
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,116,116
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
CATACORA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,28,28
CHARAÑA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,27,27
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-04-01,20,20
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,88,88
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,355,355
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,52,52
COLLANA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,11,11
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,72,72
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-04-01,20,20
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,32,32
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
COTOCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,53,53
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,26,26
CUEVO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
CULPINA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,35,35
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
CURVA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,493,493
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,80,80
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,43,43
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,27,27
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
EXALTACION,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-04-01,24,24
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-04-01,40,40
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,20,20
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
ICLA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,27,27
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,40,40
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,60,60
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,815,815
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
LAJA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,21,21
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,17,17
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
MINEROS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,20,20
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,18,18
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,57,57
MONTERO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,126,126
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
OCURI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,29,29
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
ORURO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,253,253
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,11,11
PADILLA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
PAILON,tuberculosis,n de sintomaticos respiratorios,2009-04-01,14,14
PALCA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,35,35
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
POCOATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
POCONA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
POOPO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
PORCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
POROMA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
PORONGO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,14,14
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
POTOSI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,115,115
PRESTO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
PUCARA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,14,14
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2009-04-01,117,117
PUNA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,22,22
PUNATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,16,16
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,27,27
QUIME,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
RAVELO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
REYES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,56,56
ROBORE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,16,16
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,19,19
SABAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
SACABA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,88,88
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
SACACA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,11,11
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,48,48
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,14,14
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,26,26
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,14,14
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2009-04-01,75,75
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,33,33
