,group,variable,month,NÚMERO DE CONDONES ENTREGADOS < 15,NÚMERO DE CONDONES ENTREGADOS 15 - 19,NÚMERO DE CONDONES ENTREGADOS 20 - 34,NÚMERO DE CONDONES ENTREGADOS 35 - 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,TOTALES
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,84,12,0,96
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,84,48,0,144
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,36,0,0,48
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,132,24,0,168
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,84,72,72,0,228
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,36,12,108
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,12,12,72
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,12,0,36
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,36,72,36,0,156
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,12,0,36
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,0,0,48
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,24,12,84
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,36,0,72
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,96,252,72,0,432
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,180,84,0,288
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,0,0,36
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,0,36,0,48
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,72,48,0,120
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,60,12,0,84
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,1962,4501,2509,364,9336
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,12,12,72
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,84,48,0,132
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,276,72,0,372
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,60,36,0,108
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,104,84,0,188
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,96,528,192,0,816
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,0,0,36
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,60,60,0,0,132
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,22,10,0,32
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,39,12,0,51
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,12,12,0,36
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,48,166,60,72,346
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,36,0,96
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,34,0,34
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,72,24,0,108
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,9,0,0,9
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,12,0,24
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,24,0,84
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,48,48,24,0,120
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,120,36,12,180
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,108,24,0,132
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,24,0,48
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,60,60,24,0,144
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,96,48,0,144
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,168,72,0,264
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,1,129,1224,797,12,2163
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,132,48,0,180
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,0,0,48
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,252,864,156,1,1285
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,0,0,0,12
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,48,12,0,84
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,12,0,72
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,3,60,12,0,75
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,12,0,0,36
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,12,0,48
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,108,24,0,144
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,25,0,0,25
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,156,12,0,192
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,36,36,0,84
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,36,84,96,0,228
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,120,114,12,270
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,180,12,12,216
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,12,0,24
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,12,0,24
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,22,0,22
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,72,48,24,0,144
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,108,12,0,120
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,1056,4198,638,0,5892
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,64,84,0,160
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,12,12,0,36
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,168,24,0,192
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,84,12,0,96
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,84,24,0,108
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,48,36,0,96
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,24,0,60
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,36,0,48
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,48,60,108,0,216
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,108,48,0,168
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,24,12,144,48,0,228
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,24,24,0,60
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,72,0,0,84
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,36,36,0,96
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,48,12,0,72
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,48,84,48,0,180
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,25,24,0,49
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,168,948,288,96,1500
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,24,24,0,60
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,12,0,72
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,49,72,0,121
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,0,0,48
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,73,12,0,97
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,25,72,0,0,97
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,288,1140,216,60,1704
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,60,264,84,0,408
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,24,228,24,0,288
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,60,0,0,72
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,72,396,121,0,589
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,0,0,36
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,30,15,69
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,108,24,0,156
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,48,24,0,84
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,24,164,1260,258,42,1748
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,84,0,0,84
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,3,87,0,12,102
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,72,0,0,72
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,108,1181,288,0,1577
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,1,48,24,0,85
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,12,0,24
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,108,12,0,132
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,24,0,36
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,98,0,0,110
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,0,12,0,12
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,24,0,36
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,12,0,60
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,36,120,48,12,216
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,108,48,0,180
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,106,12,0,130
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,84,36,0,120
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,0,0,36
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,12,12,36
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,144,24,0,168
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,36,24,0,72
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,44,88,0,156
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,36,93,48,0,177
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,60,48,0,120
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,26,60,49,12,147
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,156,168,0,348
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,72,24,0,120
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,12,0,36
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,0,0,0,12
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,0,36,36,0,84
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,48,12,0,0,60
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,332,1927,444,172,2875
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,36,120,24,0,180
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,36,24,0,84
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,0,0,0,12
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,24,0,48
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,61,12,12,85
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,0,0,60
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,0,0,36
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,60,12,0,96
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,144,48,0,192
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,108,60,0,168
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,27,0,0,27
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,72,36,0,120
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,48,0,84
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,888,4344,756,12,6000
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,24,0,84
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,24,0,0,24
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,36,48,12,0,96
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,0,0,0,12
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,36,0,96
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,60,36,0,108
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,12,0,0,24
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,60,12,0,72
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,2,11,379,87,12,491
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,48,36,72,0,168
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,3,0,15
TIAHUANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,36,0,0,60
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,24,0,60
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,9,0,0,9
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,108,528,96,0,732
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,72,132,48,0,252
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,36,12,0,72
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,96,24,0,120
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,36,12,0,60
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,24,132,36,0,192
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,12,0,0,24,0,36
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,96,60,0,168
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,120,48,0,180
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,0,0,36
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,60,861,24,345,435,1725
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,28,234,96,0,358
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,48,24,0,72
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,36,12,0,48
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,48,240,84,0,372
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,12,84,48,0,144
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2021-04-01,0,0,12,0,0,12
