,group,variable,month,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < 15,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 - 19,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 - 34,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 - 49,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,TOTALES
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,21,4,0,29
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,10,2,0,13
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,2,3,0,6
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,1,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,2,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,12,58,41,7,118
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,23,5,0,35
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,0,1,0,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,18,22,2,44
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,1,3,1,0,6
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,9,39,13,0,63
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,10,25,12,5,52
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,21,42,68,29,17,177
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,14,10,3,5,0,32
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,6,16,5,0,27
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,19,1,0,22
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,8,72,19,0,100
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,16,3,0,20
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,2,1,0,5
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,8,44,11,0,64
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,10,5,0,17
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,5,21,2,0,28
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,1,1,0,0,3
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,26,8,0,38
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,3,0,0,3
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,3,2,1,6
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,12,4,1,24
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,6,13,3,1,23
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,4,23,12,0,41
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,23,77,24,0,125
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,9,3,0,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,90,359,265,38,752
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,8,98,32,3,141
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,5,8,10,0,23
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,6,1,0,8
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,20,4,0,25
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,13,3,0,16
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,10,17,5,0,32
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,5,12,8,2,27
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,2,0,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,12,37,5,0,55
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,24,13,0,41
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,3,1,0,4
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,3,12,2,0,18
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,40,10,0,54
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,18,7,0,32
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,9,17,4,1,31
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,55,68,58,33,1,215
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,4,0,0,8
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,11,7,1,22
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,111,925,284,50,1373
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,2,0,0,2
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,4,18,13,4,41
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,10,32,16,0,58
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,6,19,13,1,39
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,45,30,1,1,0,77
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,2,21,4,0,28
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,1,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,3,2,0,5
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,6,11,4,0,22
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,16,22,5,0,46
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,31,17,0,55
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,8,1,0,9
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,33,106,22,2,166
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,12,4,1,18
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,34,40,44,22,3,143
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,17,13,17,6,1,54
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,15,1,0,18
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,9,5,0,16
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,1,0,0,2
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,0,0,0,3
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,44,65,6,9,0,124
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,45,137,23,17,0,222
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,1,0,0,2
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,1,2,0,0,4
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,29,9,1,43
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,1,1,0,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,12,52,12,0,77
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,60,487,184,49,780
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,26,81,1493,374,121,2095
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,25,11,0,37
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,25,44,0,1,0,70
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,50,305,99,1,456
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,6,0,0,9
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,7,14,7,0,29
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,2,1,0,5
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,7,0,0,7
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,29,35,31,22,0,117
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,12,29,7,0,48
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,19,6,0,29
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,1,1,0,3
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,7,1,0,10
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,5,18,5,0,30
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,13,5,1,21
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,0,1,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,30,43,25,19,7,124
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,17,77,119,118,11,342
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,12,118,39,4,173
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,0,0,1,0,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,9,19,16,0,44
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,3,9,5,0,18
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,2,1,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,47,362,187,4,600
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,16,11,16,7,1,51
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,24,4,1,30
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,2,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,9,29,5,0,43
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,0,0,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,7,0,0,7
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,4,4,2,10
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,25,2,0,34
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,1,0,0,1
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,5,17,1,0,23
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,4,1,0,6
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,12,41,6,0,59
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,86,79,34,14,5,218
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,15,5,0,23
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,35,89,16,0,141
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,6,1,0,9
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,3,3,0,7
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,44,298,95,11,451
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,37,43,39,18,1,138
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,0,0,0,0,1
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,0,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,14,2,0,19
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,4,4,0,0,10
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,8,25,4,0,40
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,9,28,6,0,43
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,21,24,0,0,47
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,23,70,10,0,103
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,6,2,0,8
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,8,16,34,13,0,71
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,57,235,796,191,85,1364
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,5,31,4,0,41
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,4,26,70,12,8,120
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,18,1,0,20
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,27,177,67,16,287
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,20,8,0,35
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,12,7,0,23
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,14,1,0,17
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,32,31,5,72
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,3,0,0,4
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,6,23,5,0,34
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,4,3,0,7
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,2,3,4,1,10
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,7,11,5,1,24
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,5,40,106,22,1,174
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,10,46,18,5,82
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,16,70,32,2,120
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,5,4,0,10
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,3,19,2,0,25
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,1,5,4,0,10
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,52,50,15,120
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,19,3,0,22
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,34,197,68,3,305
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,2,7,13,3,0,25
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,3,18,6,0,27
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,98,133,89,49,13,382
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,3,2,4,2,0,11
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,8,52,32,1,94
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,11,5,1,17
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,4,31,17,5,57
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,12,11,12,0,35
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,13,14,1,0,28
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,0,0,1,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,3,26,10,0,40
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2021-04-01,1,15,40,10,0,66
