,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,0,27,12,0,39
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,1,1,1,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,1,7,5,0,13
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,0,4,0,0,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,0,3,1,0,4
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,1,1,2,0,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-05-01,0,3,19,6,0,28
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,5,0,0,5
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,4,4,0,8
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,1,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,1,14,1,0,16
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,65,21,0,86
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,2,0,3
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,1,11,11,0,23
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,3,4,0,7
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,3,1,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,18,2,0,20
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,20,7,0,27
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,8,6,0,14
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,2,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,4,1,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,8,3,0,11
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,1,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,5,4,0,9
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,20,10,0,30
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,1,3,4,0,8
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,5,0,0,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,1,2,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,0,1,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,8,13,0,21
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,13,11,0,24
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,5,0,7
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,3,3,0,6
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,9,5,0,14
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,1,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,2,2,0,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-06-01,0,0,6,5,0,11
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,4,0,6
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,0,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,2,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,10,1,0,11
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,3,0,4
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,1,0,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,3,0,5
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,0,0,2
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,13,5,0,18
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,42,35,0,77
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,1,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,5,8,6,0,19
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,2,6,4,0,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,13,15,0,28
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,3,4,0,7
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,4,4,0,8
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,12,7,0,19
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,4,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,5,6,0,11
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,19,9,0,28
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,1,2,1,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,1,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,0,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,28,18,0,46
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,1,21,13,1,36
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,2,0,4
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,1,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,28,8,0,36
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,2,3,0,5
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,3,2,0,5
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,2,6,5,0,13
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,1,2,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,5,0,0,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,2,13,17,0,32
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-07-01,0,0,15,0,0,15
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,1,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,3,0,0,3
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,0,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,6,2,0,8
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,2,0,4
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,1,0,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,11,2,0,13
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,67,35,1,103
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,1,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,2,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,18,12,2,32
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,1,1,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,1,25,12,0,38
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,5,5,0,10
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,1,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,1,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,1,4,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,7,3,0,10
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,2,0,4
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,1,4,4,0,9
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,2,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,4,5,0,9
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,24,10,0,34
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,2,4,0,6
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,3,0,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,4,1,0,5
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,3,2,0,5
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,6,1,0,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,44,17,0,61
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,19,25,0,44
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,3,6,0,9
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,2,31,13,0,46
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,8,11,0,19
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,4,2,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,0,0,2,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-08-01,0,1,14,10,0,25
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,2,0,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,2,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,1,10,40,25,4,80
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,7,2,0,9
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,3,3,0,6
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,1,0,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,2,2,0,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,16,4,0,20
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,55,43,0,98
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,3,0,0,3
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,5,0,0,5
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,17,14,0,31
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,1,0,2
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,11,5,0,16
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,3,0,3
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,21,14,0,35
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,2,1,0,3
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,3,2,0,5
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,2,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,4,6,0,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,5,7,2,0,14
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,0,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,7,12,0,19
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,3,0,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,2,14,6,0,22
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,2,2,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,5,1,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,2,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,42,19,0,61
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,16,14,0,30
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,3,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,9,5,0,14
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,22,12,0,34
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,0,1,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,1,2,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,5,3,0,8
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,3,0,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,2,4,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-09-01,0,0,4,7,0,11
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,0,2,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,3,5,0,8
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,3,0,0,3
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,5,2,0,7
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,2,4,0,6
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,1,7,4,0,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,2,48,32,1,83
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,1,22,27,1,51
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,2,0,3,0,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,1,19,19,0,39
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,5,4,0,9
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,3,2,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,9,0,0,9
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,0,3,0,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,11,6,0,17
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,1,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,4,2,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,19,11,0,30
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,2,5,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,4,0,0,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,0,1,0,1
