,group,variable,month,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < 15,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 - 19,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 - 34,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 - 49,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,TOTALES
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-04-01,0,0,1,1,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-04-01,0,0,4,0,0,4
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-04-01,24,26,1,0,0,51
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-04-01,0,0,9,3,0,12
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-04-01,21,39,2,5,2,69
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-04-01,16,25,1,0,0,42
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,37,28,0,0,0,65
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,3,5,3,0,11
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,2,0,0,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,2,0,0,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,6,2,10
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,7,2,0,0,9
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,3,4,1,0,8
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,15,14,0,0,0,29
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,5,9,2,0,0,16
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,0,0,2
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,5,3,0,9
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,6,2,1,0,9
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,2,3
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,2,0,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,8,19,6,0,33
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,5,15,0,0,20
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,6,8,2,0,16
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,47,17,1,2,2,69
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,11,60,16,0,87
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,0,0,2
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,42,29,2,0,1,74
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,3,0,4
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,9,2,11
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,4,3,3,10
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,11,5,0,16
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,10,9,0,0,0,19
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,36,33,0,0,0,69
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,52,46,5,1,0,104
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,3,0,0,3
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,7,41,15,7,70
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,8,8,0,0,0,16
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,8,2,0,11
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,1,6,10,6,0,23
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,15,12,6,13,16,62
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,26,45,0,2,0,73
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,44,10,4,2,1,61
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,1,0,0,0,0,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,12,3,0,15
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,8,2,0,0,0,10
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,64,59,1,0,0,124
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,6,9,0,15
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,54,48,0,0,1,103
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,4,5
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,1,13,92,20,7,133
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,0,0,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,3,1,0,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,4,0,0,0,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,1,0,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,2,1,2,0,5
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,86,75,13,0,1,175
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,43,137,64,4,248
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,9,5,0,0,0,14
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,189,333,257,70,6,855
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,20,18,0,0,1,39
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,1,2,23,5,0,31
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,40,36,1,0,0,77
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,31,32,0,0,0,63
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,4,0,0,4
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,4,3,0,8
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,6,4,0,0,10
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,1,3,8,5,2,19
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,0,1,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,50,27,0,0,0,77
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,0,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,7,6,0,0,0,13
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,3,2,1,0,6
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,2,10,2,2,0,16
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,1,0,0,1
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,14,26,2,0,0,42
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,1,3,1,0,5
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,0,0,2,0,0,2
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,33,18,3,4,2,60
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-05-01,33,36,0,1,0,70
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,2,0,0,2
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,27,17,0,0,0,44
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,2,9,9,0,20
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,2,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,4,2,0,7
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,23,16,1,1,0,41
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,2,1,1,4
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,2,1,3,0,6
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,15,3,0,18
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,22,17,0,0,0,39
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,6,6,0,0,0,12
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,0,1,0,1
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,3,2,0,5
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,1,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,7,23,6,1,37
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,15,10,0,25
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,2,1,0,3
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,33,25,0,2,1,61
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,8,83,39,7,137
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,4,0,0,4
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,36,22,0,0,0,58
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,2,0,0,2
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,0,1,1,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,1,1,2,3,7,14
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,2,3,1,0,0,6
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,5,4,0,0,0,9
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,28,23,0,0,0,51
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,35,38,3,0,0,76
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,1,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,1,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,44,11,2,58
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,7,6,0,0,0,13
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,2,28,119,21,1,171
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,5,5,5,0,15
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,0,1,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,13,7,9,7,24,60
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,10,14,1,0,1,26
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,12,8,0,0,0,20
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,15,9,0,24
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,6,8,0,0,0,14
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,0,1,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,39,22,0,0,1,62
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,2,6,4,0,12
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,11,14,3,1,0,29
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,1,0,0,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,1,2,21,7,0,31
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,2,21,7,3,33
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,1,0,1,0,2
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,10,39,10,0,59
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,8,32,81,29,9,159
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,4,5,0,0,9
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-06-01,1,0,8,1,0,10
