,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
AYATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,8,0,0,9
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,2,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,2,2,2,8,14
CHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,7,0,1,1,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,2,2,3,8
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,2,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,35,47,0,2,84
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,2,2,0,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,2,0,3
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,4,5,0,1,10
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,45,56,43,36,180
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,2,2,3,8
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,4,7,0,0,11
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,2,0,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,1,2,4
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,1,1,3
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,5,11,2,1,19
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,30,29,5,1,65
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,3,3,6
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,4,1,7
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,2,4,6
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,6,11,1,0,18
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,11,21,1,0,33
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,2,0,6,11
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,1,2,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,1,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,1,0,0,4
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,5,9,6,1,21
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,2,0,0,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,4,0,0,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,6,4,1,6,17
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,2,1,2,5
SABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,4,13,1,1,19
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,2,0,2
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,4,7,7,21
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,2,0,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,8,5,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,4,0,0,7
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,10,20,31
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,2,0,1,0,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,5,5,10
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,0,0,0,3
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,4,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,4,0,0,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,4,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,3,1,4,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,112,144,12,7,275
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,0,0,2,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,5,2,0,0,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,2,0,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,10,20,1,0,31
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,1,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,2,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,4,3,0,1,8
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,2,0,2,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,2,1,3
TOLATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,1,0,2
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,5,5,13,8,31
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,2,1,0,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,6,5,11
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,4,0,0,5
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,3,0,4,10
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,1,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,3,5,1,0,9
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,4,2,0,1,7
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,0,4,5
VITICHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,1,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,6,16,0,1,23
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,2,0,2,5
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,0,2,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-03-01,1,1,0,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,1,1,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,1,2
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,2,2
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,6,3,0,0,9
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,2,0,0,5
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,2,0,0,2
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,1,0,2
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,9,7,3,2,21
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,1,2
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,2,3
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,0,0,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,6,1,0,0,7
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,2,0,0,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,4,1,6,4,15
CHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,0,1,0,3
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,3,0,0,6
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,5,6,12
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,29,32,5,6,72
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,2,1,0,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,1,0,3,7
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
COMANCHE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,1,0,0,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,0,0,0,3
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,3,3
CORQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,1,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,3,5,6,14
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,28,57,29,45,159
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,3,1,4
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,2,0,1,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,5,3,0,0,8
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,2,2,5
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,7,0,9
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,2,2,1,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,2,0,0,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,5,4,3,3,15
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,12,10,23
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,33,41,3,3,80
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,1,1,3
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,4,0,5,5,14
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,1,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,12,24,0,1,37
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,2,1,3
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,3,3,6
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,21,14,26,32,93
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
PADILLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,1,2,3,9
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,2,0,0,4
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,2,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,5,7,9,11,32
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,5,9,1,1,16
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,2,0,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,7,3,8,6,24
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,3,2,2,8
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,2,1,1,5
SABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,2,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,7,9,1,0,17
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,2,5,7
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,6,2,5,14
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,2,1,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,2,2,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,1,16,13,33
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,5,5,1,1,12
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,1,0,0,4
