,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,2,0,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,4,6,2,0,12
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,4,6,2,2,14
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,0,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,1,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,6,1,0,0,7
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,2,0,2,4
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,3,7,1,1,12
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,2,0,1,1,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,2,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,3,0,0,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,2,1,1,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,2,0,6,9,17
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,19,16,1,0,36
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,2,0,0,2
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,1,0,1
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,2,0,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-06-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,3,1,0,0,4
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,2,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,2,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,3,6,0,1,10
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,1,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,2,3,2,4,11
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,2,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,3,2,2,0,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,2,1,0,0,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,4,1,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,1,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,1,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,2,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,2,1,0,2,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,8,8,17
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,12,7,14,11,44
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,1,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,2,1,0,0,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,0,1,0,0,1
YOTALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-07-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,1,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,0,3,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,2,0,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,3,1,1,6
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,2,0,0,0,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,1,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,5,6,6,5,22
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,1,2
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,1,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,1,0,0,2
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,3,0,0,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,2,3,0,1,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,2,5,2,10
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,3,2,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,1,2,4
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,1,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,13,14,27
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,13,7,7,6,33
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,1,1,0,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,0,2,2
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,3,3,0,0,6
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,2,0,0,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,0,2,2,4
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,1,2,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-08-01,0,1,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,3,5
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,3,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,7,6,0,1,14
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,3,0,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,7,4,8,8,27
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,1,2,4
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,4,0,0,3,7
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,3,3,0,2,8
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,1,1,3
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,2,4,2,9
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,3,0,4
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,1,3,3,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,2,1,1,0,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,4,1,1,7
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,8,4,12
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,2,1,0,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,10,5,5,11,31
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,1,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,0,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,0,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,2,1,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,3,1,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,0,1,1,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,6,11,0,0,17
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,1,0,0,1,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-09-01,0,1,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,2,0,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,3,2,0,1,6
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,1,2,1,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,3,0,6,5,14
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,9,7,3,1,20
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,1,1,0,3
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,4,3,0,0,7
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,5,4,4,10,23
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,0,2,2,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,2,2,0,0,4
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,4,0,0,4
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,3,0,0,3
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2016-10-01,0,1,0,0,1
